카테고리,경기도 수원시,경기도 수원시 장안구,경기도 수원시 장안구 파장동,경기도 수원시 장안구 율천동,경기도 수원시 장안구 정자1동,경기도 수원시 장안구 정자2동,경기도 수원시 장안구 정자3동,경기도 수원시 장안구 영화동,경기도 수원시 장안구 송죽동,경기도 수원시 장안구 조원1동,경기도 수원시 장안구 조원2동,경기도 수원시 장안구 연무동,경기도 수원시 권선구,경기도 수원시 권선구 세류1동,경기도 수원시 권선구 세류2동,경기도 수원시 권선구 세류3동,경기도 수원시 권선구 평동,경기도 수원시 권선구 서둔동,경기도 수원시 권선구 구운동,경기도 수원시 권선구 금곡동,경기도 수원시 권선구 호매실동,경기도 수원시 권선구 권선1동,경기도 수원시 권선구 권선2동,경기도 수원시 권선구 곡선동,경기도 수원시 권선구 입북동,경기도 수원시 팔달구,경기도 수원시 팔달구 매교동,경기도 수원시 팔달구 매산동,경기도 수원시 팔달구 고등동,경기도 수원시 팔달구 화서1동,경기도 수원시 팔달구 화서2동,경기도 수원시 팔달구 지동,경기도 수원시 팔달구 우만1동,경기도 수원시 팔달구 우만2동,경기도 수원시 팔달구 인계동,경기도 수원시 팔달구 행궁동,경기도 수원시 영통구,경기도 수원시 영통구 매탄1동,경기도 수원시 영통구 매탄2동,경기도 수원시 영통구 매탄3동,경기도 수원시 영통구 매탄4동,경기도 수원시 영통구 원천동,경기도 수원시 영통구 영통1동,경기도 수원시 영통구 영통2동,경기도 수원시 영통구 영통3동,경기도 수원시 영통구 망포1동,경기도 수원시 영통구 망포2동,경기도 수원시 영통구 광교1동,경기도 수원시 영통구 광교2동
2021년03월_계_총인구수,"1,185,984","271,918","23,472","43,381","29,535","29,781","42,343","20,102","19,605","28,490","19,033","16,176","366,553","10,256","23,619","19,160","40,758","37,829","24,653","45,648","46,464","24,850","49,124","27,413","16,779","180,743","5,919","10,490","16,679","22,690","26,409","11,126","20,353","17,101","39,248","10,728","366,770","18,091","14,980","36,167","21,943","38,899","35,541","26,438","32,925","31,345","28,118","53,036","29,287"
2021년03월_계_연령구간인구수,"1,185,984","271,918","23,472","43,381","29,535","29,781","42,343","20,102","19,605","28,490","19,033","16,176","366,553","10,256","23,619","19,160","40,758","37,829","24,653","45,648","46,464","24,850","49,124","27,413","16,779","180,743","5,919","10,490","16,679","22,690","26,409","11,126","20,353","17,101","39,248","10,728","366,770","18,091","14,980","36,167","21,943","38,899","35,541","26,438","32,925","31,345","28,118","53,036","29,287"
2021년03월_계_0~9세,"95,345","17,736","1,320","3,055","2,449","1,885","3,537",834,"1,111","1,443","1,393",709,"31,681",849,"1,137",915,"3,093","2,357","1,392","4,863","6,961","1,274","5,534","1,643","1,663","10,247",239,421,"1,389","1,459","1,941",398,873,"1,144","2,117",266,"35,681","1,100",862,"2,797","1,331","4,330","3,508","2,528","2,557","3,432","4,288","5,523","3,425"
2021년03월_계_10~19세,"117,788","28,483","1,826","4,440","3,480","3,121","6,840","1,192","1,737","2,764","2,041","1,042","33,140",606,"1,584","1,533","3,528","3,158","2,042","4,941","4,629","1,708","5,399","2,218","1,794","14,144",317,476,"1,181","2,080","2,930",692,"1,366","1,788","2,849",465,"42,021","1,866","1,504","4,357","2,229","3,627","4,783","2,151","4,345","4,038","3,242","6,823","3,056"
2021년03월_계_20~29세,"186,757","43,937","3,391","10,330","4,105","4,349","6,231","2,679","2,997","4,287","2,925","2,643","54,026","1,488","3,589","2,714","6,305","5,769","3,913","6,135","5,039","5,071","6,638","5,333","2,032","29,951",881,"1,809","2,304","3,151","4,070","1,353","3,249","3,623","8,007","1,504","58,843","3,093","2,459","6,481","3,790","6,514","4,900","5,538","6,591","4,495","3,356","8,437","3,189"
2021년03월_계_30~39세,"177,670","32,202","2,976","5,733","3,405","3,626","4,352","2,439","2,601","3,223","2,023","1,824","57,280","1,686","3,541","2,556","5,721","5,231","3,237","6,537","9,007","4,485","7,794","5,241","2,244","26,218",921,"1,652","2,824","2,545","3,429","1,166","2,887","2,181","7,306","1,307","61,970","2,375","1,921","5,493","3,199","7,286","5,361","6,694","4,397","4,899","5,553","9,449","5,343"
2021년03월_계_40~49세,"201,650","44,576","3,644","6,427","5,352","4,971","8,846","2,909","3,051","4,394","2,868","2,114","61,192","1,454","3,666","3,023","6,073","5,997","3,665","8,157","8,484","3,683","8,949","4,888","3,153","27,977",844,"1,427","2,502","3,728","4,420","1,604","2,969","2,704","6,338","1,441","67,905","2,916","2,387","6,743","3,679","7,285","7,038","4,200","6,029","5,800","5,560","10,654","5,614"
2021년03월_계_50~59세,"196,496","48,786","4,344","6,740","5,290","5,353","7,516","3,911","3,645","5,413","3,821","2,753","61,860","1,858","4,253","3,424","7,505","6,736","4,816","7,640","6,025","4,149","7,929","4,616","2,909","31,003","1,075","1,908","2,690","4,050","5,051","2,061","3,626","2,690","5,782","2,070","54,847","3,284","2,750","5,643","3,776","4,782","5,728","3,158","5,394","5,167","3,698","7,275","4,192"
2021년03월_계_60~69세,"124,098","31,515","3,410","3,879","3,096","3,467","2,877","3,549","2,624","3,852","2,127","2,634","41,094","1,317","3,422","2,863","5,200","5,083","3,397","4,363","3,931","2,855","4,618","2,200","1,845","23,408",911,"1,605","2,115","3,169","2,676","2,076","3,007","1,773","4,103","1,973","28,081","2,140","1,830","2,818","2,392","3,118","2,528","1,258","2,263","2,277","1,587","3,128","2,742"
2021년03월_계_70~79세,"56,525","15,717","1,668","1,732","1,494","1,972","1,337","1,770","1,205","1,980","1,014","1,545","17,433",667,"1,628","1,470","2,165","2,410","1,427","1,933","1,602","1,093","1,515",766,757,"11,975",487,805,"1,179","1,736","1,190","1,191","1,631",783,"1,832","1,141","11,400",915,837,"1,175",994,"1,306","1,059",577,809,821,539,"1,193","1,175"
