카테고리,부산광역시 동래구,부산광역시 동래구 수민동,부산광역시 동래구 복산동,부산광역시 동래구 명륜동,부산광역시 동래구 온천제1동,부산광역시 동래구 온천제2동,부산광역시 동래구 온천제3동,부산광역시 동래구 사직제1동,부산광역시 동래구 사직제2동,부산광역시 동래구 사직제3동,부산광역시 동래구 안락제1동,부산광역시 동래구 안락제2동,부산광역시 동래구 명장제1동,부산광역시 동래구 명장제2동
2020년05월_계_총인구수,"272,532","33,041","10,517","24,873","19,269","15,414","38,542","10,872","28,730","17,708","15,144","28,324","14,756","15,342"
2020년05월_계_연령구간인구수,"272,532","33,041","10,517","24,873","19,269","15,414","38,542","10,872","28,730","17,708","15,144","28,324","14,756","15,342"
2020년05월_계_0~9세,"20,152","2,711",385,"2,634","1,061",923,"2,580",843,"2,653","1,586",841,"2,027","1,030",878
2020년05월_계_10~19세,"25,233","2,845",688,"3,180","1,127","1,467","2,931","1,033","4,199","1,711","1,037","2,883","1,085","1,047"
2020년05월_계_20~29세,"33,527","4,080","1,191","2,586","2,874","1,802","5,628","1,341","3,283","1,884","1,789","3,355","1,731","1,983"
2020년05월_계_30~39세,"33,999","4,456",950,"3,184","3,154","1,531","5,313","1,409","2,998","2,130","1,746","3,293","1,884","1,951"
2020년05월_계_40~49세,"43,425","5,077","1,343","4,973","3,053","2,176","5,604","1,789","5,734","3,089","2,124","4,499","2,033","1,931"
2020년05월_계_50~59세,"45,156","5,385","1,881","3,591","3,012","2,601","6,661","1,724","4,715","2,663","2,647","4,950","2,519","2,807"
2020년05월_계_60~69세,"40,010","4,790","2,041","2,609","2,579","2,497","5,714","1,427","3,147","2,526","2,789","4,396","2,608","2,887"
2020년05월_계_70~79세,"21,884","2,631","1,361","1,473","1,623","1,602","2,944",902,"1,476","1,542","1,550","2,075","1,339","1,366"
2020년05월_계_80~89세,"7,949",928,579,549,665,695,"1,035",356,450,515,545,742,463,427
2020년05월_계_90~99세,"1,064",122,77,86,94,114,117,46,70,57,70,92,58,61
2020년05월_계_100세 이상,133,16,21,8,27,6,15,2,5,5,6,12,6,4
2020년05월_남_총인구수,"132,867","16,195","5,131","12,124","9,126","7,447","18,866","5,219","13,936","8,801","7,493","13,830","7,206","7,493"
2020년05월_남_연령구간인구수,"132,867","16,195","5,131","12,124","9,126","7,447","18,866","5,219","13,936","8,801","7,493","13,830","7,206","7,493"
2020년05월_남_0~9세,"10,401","1,383",202,"1,348",518,444,"1,332",427,"1,347",909,465,"1,039",533,454
2020년05월_남_10~19세,"13,235","1,551",371,"1,754",563,790,"1,535",486,"2,096",938,561,"1,496",533,561
2020년05월_남_20~29세,"17,595","2,196",653,"1,313","1,298",998,"2,860",709,"1,773","1,000",948,"1,844",912,"1,091"
2020년05월_남_30~39세,"17,096","2,241",533,"1,475","1,591",786,"2,721",710,"1,407","1,031",929,"1,671",967,"1,034"
2020년05월_남_40~49세,"21,149","2,512",697,"2,398","1,511","1,032","2,717",877,"2,614","1,575","1,118","2,115","1,042",941
2020년05월_남_50~59세,"21,406","2,510",899,"1,744","1,449","1,209","3,173",822,"2,333","1,306","1,237","2,317","1,160","1,247"
2020년05월_남_60~69세,"18,648","2,229",965,"1,197","1,199","1,150","2,705",633,"1,529","1,152","1,281","2,070","1,230","1,308"
2020년05월_남_70~79세,"10,091","1,190",580,672,716,737,"1,363",405,694,693,720,991,645,685
2020년05월_남_80~89세,"2,985",345,214,205,254,273,428,143,129,188,215,264,168,159
2020년05월_남_90~99세,238,30,17,17,24,25,31,6,13,9,17,23,14,12
2020년05월_남_100세 이상,23,8,0,1,3,3,1,1,1,0,2,0,2,1
2020년05월_여_총인구수,"139,665","16,846","5,386","12,749","10,143","7,967","19,676","5,653","14,794","8,907","7,651","14,494","7,550","7,849"
2020년05월_여_연령구간인구수,"139,665","16,846","5,386","12,749","10,143","7,967","19,676","5,653","14,794","8,907","7,651","14,494","7,550","7,849"
2020년05월_여_0~9세,"9,751","1,328",183,"1,286",543,479,"1,248",416,"1,306",677,376,988,497,424
2020년05월_여_10~19세,"11,998","1,294",317,"1,426",564,677,"1,396",547,"2,103",773,476,"1,387",552,486
2020년05월_여_20~29세,"15,932","1,884",538,"1,273","1,576",804,"2,768",632,"1,510",884,841,"1,511",819,892
2020년05월_여_30~39세,"16,903","2,215",417,"1,709","1,563",745,"2,592",699,"1,591","1,099",817,"1,622",917,917
2020년05월_여_40~49세,"22,276","2,565",646,"2,575","1,542","1,144","2,887",912,"3,120","1,514","1,006","2,384",991,990
2020년05월_여_50~59세,"23,750","2,875",982,"1,847","1,563","1,392","3,488",902,"2,382","1,357","1,410","2,633","1,359","1,560"
2020년05월_여_60~69세,"21,362","2,561","1,076","1,412","1,380","1,347","3,009",794,"1,618","1,374","1,508","2,326","1,378","1,579"
2020년05월_여_70~79세,"11,793","1,441",781,801,907,865,"1,581",497,782,849,830,"1,084",694,681
2020년05월_여_80~89세,"4,964",583,365,344,411,422,607,213,321,327,330,478,295,268
2020년05월_여_90~99세,826,92,60,69,70,89,86,40,57,48,53,69,44,49
2020년05월_여_100세 이상,110,8,21,7,24,3,14,1,4,5,4,12,4,3
