카테고리,전라남도 신안군,전라남도 신안군 지도읍,전라남도 신안군 지도읍선도출장소,전라남도 신안군 압해읍,전라남도 신안군 압해읍매화출장소,전라남도 신안군 압해읍고이도출장소,전라남도 신안군 증도면,전라남도 신안군 증도면병풍출장소,전라남도 신안군 임자면,전라남도 신안군 자은면,전라남도 신안군 비금면,전라남도 신안군 도초면,전라남도 신안군 도초면우이도출장소,전라남도 신안군 흑산면,전라남도 신안군 흑산면가거도출장소,전라남도 신안군 흑산면태도출장소,전라남도 신안군 흑산면홍도출장소,전라남도 신안군 흑산면대둔도출장소,전라남도 신안군 하의면,전라남도 신안군 신의면,전라남도 신안군 장산면,전라남도 신안군 안좌면,전라남도 신안군 안좌면자라출장소,전라남도 신안군 팔금면,전라남도 신안군 암태면
2021년09월_계_총인구수,"38,391","4,196",236,"5,708",228,222,"1,448",311,"3,204","2,282","3,482","2,465",217,"2,203",429,199,453,311,"1,705","1,552","1,536","2,734",282,984,"2,004"
2021년09월_계_연령구간인구수,"38,391","4,196",236,"5,708",228,222,"1,448",311,"3,204","2,282","3,482","2,465",217,"2,203",429,199,453,311,"1,705","1,552","1,536","2,734",282,984,"2,004"
2021년09월_계_0~9세,"1,456",142,6,196,11,15,35,11,156,75,129,108,9,70,13,11,18,9,62,65,73,111,16,21,94
2021년09월_계_10~19세,"1,993",225,6,289,3,5,45,9,238,95,196,203,6,110,19,17,26,19,102,105,69,99,8,28,71
2021년09월_계_20~29세,"2,578",266,12,440,6,7,92,19,226,133,205,156,7,182,46,12,44,25,108,137,67,209,21,45,113
2021년09월_계_30~39세,"2,530",247,11,408,15,14,79,16,202,134,213,159,14,187,45,15,44,24,105,124,98,173,27,60,116
2021년09월_계_40~49세,"4,150",429,17,619,20,20,161,34,405,213,381,263,27,281,77,21,79,40,193,210,156,223,26,81,174
2021년09월_계_50~59세,"6,918",745,48,"1,076",34,33,299,60,579,429,634,385,61,429,98,37,100,62,311,271,233,443,44,153,354
2021년09월_계_60~69세,"7,885",894,54,"1,298",60,46,266,73,606,498,711,455,44,378,71,42,73,64,318,288,336,575,66,223,446
2021년09월_계_70~79세,"6,255",719,40,808,54,53,269,57,510,403,612,395,29,327,33,23,38,43,287,208,283,476,44,209,335
2021년09월_계_80~89세,"4,096",468,40,499,24,26,185,29,262,276,351,314,17,194,27,18,30,17,195,127,194,363,27,144,269
2021년09월_계_90~99세,518,61,2,74,1,3,16,3,20,25,50,26,3,42,0,3,1,8,24,15,25,61,3,20,32
2021년09월_계_100세 이상,12,0,0,1,0,0,1,0,0,1,0,1,0,3,0,0,0,0,0,2,2,1,0,0,0
2021년09월_남_총인구수,"20,545","2,201",122,"3,112",115,127,791,178,"1,705","1,207","1,843","1,270",125,"1,242",269,117,257,185,911,843,814,"1,416",152,492,"1,051"
2021년09월_남_연령구간인구수,"20,545","2,201",122,"3,112",115,127,791,178,"1,705","1,207","1,843","1,270",125,"1,242",269,117,257,185,911,843,814,"1,416",152,492,"1,051"
2021년09월_남_0~9세,748,80,3,104,5,11,15,4,72,43,74,52,7,36,8,5,10,3,29,28,38,55,8,9,49
