카테고리,전라남도 신안군,전라남도 신안군 지도읍,전라남도 신안군 지도읍선도출장소,전라남도 신안군 압해읍,전라남도 신안군 압해읍매화출장소,전라남도 신안군 압해읍고이도출장소,전라남도 신안군 증도면,전라남도 신안군 증도면병풍출장소,전라남도 신안군 임자면,전라남도 신안군 자은면,전라남도 신안군 비금면,전라남도 신안군 도초면,전라남도 신안군 도초면우이도출장소,전라남도 신안군 흑산면,전라남도 신안군 흑산면가거도출장소,전라남도 신안군 흑산면태도출장소,전라남도 신안군 흑산면홍도출장소,전라남도 신안군 흑산면대둔도출장소,전라남도 신안군 하의면,전라남도 신안군 신의면,전라남도 신안군 장산면,전라남도 신안군 안좌면,전라남도 신안군 안좌면자라출장소,전라남도 신안군 팔금면,전라남도 신안군 암태면
2021년09월_남_10~19세,"1,021",116,2,135,0,3,25,8,126,47,97,92,3,62,11,11,14,10,55,53,30,56,6,16,43
2021년09월_남_20~29세,"1,568",161,9,275,4,5,57,10,141,79,105,96,2,120,29,7,20,17,65,79,43,125,13,36,70
2021년09월_남_30~39세,"1,594",148,7,255,12,11,55,15,117,90,140,105,6,122,35,11,34,15,60,73,60,99,16,37,71
2021년09월_남_40~49세,"2,752",276,11,408,15,14,120,23,271,139,233,160,21,196,56,17,55,30,129,141,106,145,17,55,114
2021년09월_남_50~59세,"4,258",450,32,626,19,22,197,42,353,248,405,228,41,277,70,25,63,46,199,170,159,277,24,80,205
2021년09월_남_60~69세,"4,350",503,33,723,34,23,143,34,326,257,385,256,24,221,40,27,37,37,175,164,179,320,36,122,251
2021년09월_남_70~79세,"2,901",310,14,394,21,26,115,28,229,190,290,190,18,146,13,11,18,23,143,98,133,215,25,95,156
2021년09월_남_80~89세,"1,246",145,11,179,5,10,61,13,68,107,107,83,3,58,7,2,5,3,52,32,61,109,5,39,81
2021년09월_남_90~99세,103,12,0,13,0,2,3,1,2,7,7,8,0,3,0,1,1,1,4,4,4,14,2,3,11
2021년09월_남_100세 이상,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
2021년09월_여_총인구수,"17,846","1,995",114,"2,596",113,95,657,133,"1,499","1,075","1,639","1,195",92,961,160,82,196,126,794,709,722,"1,318",130,492,953
2021년09월_여_연령구간인구수,"17,846","1,995",114,"2,596",113,95,657,133,"1,499","1,075","1,639","1,195",92,961,160,82,196,126,794,709,722,"1,318",130,492,953
2021년09월_여_0~9세,708,62,3,92,6,4,20,7,84,32,55,56,2,34,5,6,8,6,33,37,35,56,8,12,45
2021년09월_여_10~19세,972,109,4,154,3,2,20,1,112,48,99,111,3,48,8,6,12,9,47,52,39,43,2,12,28
2021년09월_여_20~29세,"1,010",105,3,165,2,2,35,9,85,54,100,60,5,62,17,5,24,8,43,58,24,84,8,9,43
2021년09월_여_30~39세,936,99,4,153,3,3,24,1,85,44,73,54,8,65,10,4,10,9,45,51,38,74,11,23,45
2021년09월_여_40~49세,"1,398",153,6,211,5,6,41,11,134,74,148,103,6,85,21,4,24,10,64,69,50,78,9,26,60
2021년09월_여_50~59세,"2,660",295,16,450,15,11,102,18,226,181,229,157,20,152,28,12,37,16,112,101,74,166,20,73,149
2021년09월_여_60~69세,"3,535",391,21,575,26,23,123,39,280,241,326,199,20,157,31,15,36,27,143,124,157,255,30,101,195
2021년09월_여_70~79세,"3,354",409,26,414,33,27,154,29,281,213,322,205,11,181,20,12,20,20,144,110,150,261,19,114,179
2021년09월_여_80~89세,"2,850",323,29,320,19,16,124,16,194,169,244,231,14,136,20,16,25,14,143,95,133,254,22,105,188
2021년09월_여_90~99세,415,49,2,61,1,1,13,2,18,18,43,18,3,39,0,2,0,7,20,11,21,47,1,17,21
2021년09월_여_100세 이상,8,0,0,1,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0
