카테고리,충청북도 청주시,충청북도 청주시 상당구,충청북도 청주시 상당구 낭성면,충청북도 청주시 상당구 미원면,충청북도 청주시 상당구 가덕면,충청북도 청주시 상당구 남일면,충청북도 청주시 상당구 문의면,충청북도 청주시 상당구 중앙동,충청북도 청주시 상당구 성안동,충청북도 청주시 상당구 탑대성동,충청북도 청주시 상당구 영운동,충청북도 청주시 상당구 금천동,충청북도 청주시 상당구 용담.명암.산성동,충청북도 청주시 상당구 용암1동,충청북도 청주시 상당구 용암2동,충청북도 청주시 서원구,충청북도 청주시 서원구 남이면,충청북도 청주시 서원구 현도면,충청북도 청주시 서원구 사직1동,충청북도 청주시 서원구 사직2동,충청북도 청주시 서원구 사창동,충청북도 청주시 서원구 모충동,충청북도 청주시 서원구 산남동,충청북도 청주시 서원구 분평동,충청북도 청주시 서원구 수곡1동,충청북도 청주시 서원구 수곡2동,충청북도 청주시 서원구 성화.개신.죽림동,충청북도 청주시 흥덕구,충청북도 청주시 흥덕구 오송읍,충청북도 청주시 흥덕구 강내면,충청북도 청주시 흥덕구 옥산면,충청북도 청주시 흥덕구 운천.신봉동,충청북도 청주시 흥덕구 복대1동,충청북도 청주시 흥덕구 복대2동,충청북도 청주시 흥덕구 가경동,충청북도 청주시 흥덕구 봉명1동,충청북도 청주시 흥덕구 봉명2.송정동,충청북도 청주시 흥덕구 강서제1동,충청북도 청주시 흥덕구 강서제2동,충청북도 청주시 청원구,충청북도 청주시 청원구 내수읍,충청북도 청주시 청원구 오창읍,충청북도 청주시 청원구 북이면,충청북도 청주시 청원구 우암동,충청북도 청주시 청원구 내덕1동,충청북도 청주시 청원구 내덕2동,충청북도 청주시 청원구 율량.사천동,충청북도 청주시 청원구 오근장동
2020년02월_계_80~89세,"22,770","6,024",233,535,360,437,456,326,432,442,406,694,283,874,546,"5,889",497,390,410,432,419,564,496,689,570,591,831,"5,672",649,449,538,513,620,444,818,237,454,688,262,"5,185",807,"1,021",472,640,438,468,936,403
2020년02월_계_90~99세,"3,166",898,39,99,44,64,69,37,63,76,49,98,36,139,85,819,59,59,55,63,50,77,71,96,71,84,134,743,92,51,69,77,82,52,106,22,69,102,21,706,120,158,67,59,50,51,136,65
2020년02월_계_100세 이상,188,55,2,8,2,5,4,4,6,4,1,5,2,6,6,52,4,4,9,6,5,6,3,2,6,1,6,38,5,5,5,4,6,2,4,0,2,3,2,43,9,4,8,4,4,3,8,3
2020년02월_남_총인구수,"423,236","89,785","1,196","2,601","2,071","3,617","2,145","2,931","3,615","4,627","5,574","15,105","6,843","23,084","16,376","100,113","5,370","1,798","4,190","7,162","7,584","7,673","13,766","15,753","7,154","6,941","22,722","133,439","10,574","5,568","8,983","8,922","26,357","8,439","24,794","5,380","13,249","14,349","6,824","99,899","10,290","36,533","2,487","6,426","4,575","6,144","24,282","9,162"
2020년02월_남_연령구간인구수,"423,236","89,785","1,196","2,601","2,071","3,617","2,145","2,931","3,615","4,627","5,574","15,105","6,843","23,084","16,376","100,113","5,370","1,798","4,190","7,162","7,584","7,673","13,766","15,753","7,154","6,941","22,722","133,439","10,574","5,568","8,983","8,922","26,357","8,439","24,794","5,380","13,249","14,349","6,824","99,899","10,290","36,533","2,487","6,426","4,575","6,144","24,282","9,162"
2020년02월_남_0~9세,"39,048","7,692",29,55,63,236,62,135,141,264,380,"1,395",847,"2,201","1,884","7,858",317,48,175,737,393,406,"1,293","1,506",349,398,"2,236","12,578","1,142",366,"1,135",563,"3,144",378,"2,245",299,999,"1,117","1,190","10,920",855,"5,318",52,292,192,403,"2,418","1,390"
2020년02월_남_10~19세,"45,856","10,148",32,132,76,225,109,248,220,367,508,"2,020","1,029","3,126","2,056","11,356",411,85,304,709,531,564,"2,239","2,359",571,622,"2,961","14,137","1,069",563,685,833,"3,622",629,"3,404",318,"1,280","1,284",450,"10,215","1,068","3,813",99,380,325,494,"2,899","1,137"
2020년02월_남_20~29세,"64,675","12,544",106,204,194,465,198,450,535,657,742,"2,130",869,"3,542","2,452","15,814",705,120,542,962,"1,772","1,329","2,018","2,525","1,190","1,034","3,617","21,972","1,285",778,"1,080","1,432","4,033","1,952","4,012","1,127","2,418","2,750","1,105","14,345","1,395","4,940",228,"1,141",675,"1,023","3,957",986
2020년02월_남_30~39세,"62,401","10,742",83,189,152,417,162,319,442,536,726,"1,724",807,"2,925","2,260","12,493",617,143,454,983,"1,199",955,"1,632","1,822",808,747,"3,133","21,476","1,726",629,"1,849","1,153","4,387","1,108","2,976",964,"2,405","2,495","1,784","17,690","1,206","8,714",208,908,546,782,"3,763","1,563"
2020년02월_남_40~49세,"69,374","14,536",124,264,237,467,273,426,499,682,885,"2,667","1,233","4,013","2,766","16,038",680,231,634,"1,076","1,018","1,075","2,585","2,787","1,018",917,"4,017","21,967","1,988",856,"1,318","1,329","5,059","1,119","4,113",785,"2,205","2,238",957,"16,833","1,727","6,511",299,939,685,972,"3,910","1,790"
2020년02월_남_50~59세,"68,508","15,826",251,530,513,709,451,493,636,839,958,"2,599","1,101","3,944","2,802","17,342","1,193",375,849,"1,168","1,062","1,384","2,318","2,797","1,326","1,407","3,463","21,286","1,525","1,081","1,382","1,778","3,696","1,479","4,447",881,"2,075","2,260",682,"14,054","1,888","3,818",556,"1,099",822,993,"3,762","1,116"
2020년02월_남_60~69세,"44,512","10,804",312,640,464,646,434,439,595,687,810,"1,514",563,"2,245","1,455","11,592",887,396,704,938,870,"1,175","1,045","1,224","1,056","1,136","2,161","12,667","1,030",753,918,"1,153","1,601","1,090","2,452",643,"1,220","1,403",404,"9,449","1,227","2,161",554,897,720,802,"2,391",697
2020년02월_남_70~79세,"20,561","5,248",167,374,251,288,276,291,351,423,406,807,291,810,513,"5,412",383,262,358,427,550,563,444,494,611,478,842,"5,353",584,390,432,499,590,532,840,273,477,569,167,"4,548",650,931,306,523,435,486,876,341
2020년02월_남_80~89세,"7,612","2,024",84,182,111,143,160,124,175,157,147,227,96,255,163,"2,033",159,128,151,153,174,202,180,226,214,185,261,"1,859",204,144,172,167,209,141,284,85,159,214,80,"1,696",246,301,161,235,166,177,281,129
2020년02월_남_90~99세,640,211,8,31,10,19,19,6,20,15,12,21,7,21,22,159,17,9,14,8,14,18,12,13,10,16,28,137,18,6,10,15,16,11,21,5,11,19,5,133,24,25,21,11,7,10,22,13
2020년02월_남_100세 이상,49,10,0,0,0,2,1,0,1,0,0,1,0,2,3,16,1,1,5,1,1,2,0,0,1,1,3,7,3,2,2,0,0,0,0,0,0,0,0,16,4,1,3,1,2,2,3,0
2020년02월_여_총인구수,"417,036","90,492","1,095","2,520","1,969","3,481","2,008","3,002","3,531","4,768","5,715","15,732","7,096","22,755","16,820","101,591","4,959","1,698","4,061","7,641","7,668","7,680","13,752","16,464","7,051","7,061","23,556","129,693","10,804","5,337","8,521","8,957","25,421","8,132","25,844","4,731","11,757","14,031","6,158","95,260","9,739","32,295","2,214","6,301","4,440","5,709","25,091","9,471"
2020년02월_여_연령구간인구수,"417,036","90,492","1,095","2,520","1,969","3,481","2,008","3,002","3,531","4,768","5,715","15,732","7,096","22,755","16,820","101,591","4,959","1,698","4,061","7,641","7,668","7,680","13,752","16,464","7,051","7,061","23,556","129,693","10,804","5,337","8,521","8,957","25,421","8,132","25,844","4,731","11,757","14,031","6,158","95,260","9,739","32,295","2,214","6,301","4,440","5,709","25,091","9,471"
2020년02월_여_0~9세,"37,542","7,403",25,54,50,232,64,117,104,235,388,"1,336",816,"2,076","1,906","7,609",345,57,195,740,384,396,"1,305","1,406",315,381,"2,085","12,100","1,143",396,"1,100",499,"3,067",370,"2,061",275,966,"1,066","1,157","10,430",808,"5,083",61,294,196,367,"2,304","1,317"
2020년02월_여_10~19세,"42,104","9,317",30,109,65,235,100,207,213,378,494,"1,931",976,"2,732","1,847","10,344",297,57,298,731,522,555,"2,053","2,102",494,551,"2,684","12,968","1,044",510,575,806,"3,193",584,"3,171",304,"1,206","1,177",398,"9,475",957,"3,487",106,409,293,465,"2,644","1,114"
2020년02월_여_20~29세,"53,975","10,555",80,149,151,330,133,385,447,504,673,"1,912",770,"2,858","2,163","13,383",518,90,455,885,"1,640","1,078","1,663","2,201",931,788,"3,134","18,509","1,365",657,942,"1,253","3,335","1,416","3,506",925,"1,891","2,401",818,"11,528","1,002","3,677",147,964,501,718,"3,568",951
2020년02월_여_30~39세,"57,411","10,403",61,103,112,328,110,312,320,421,611,"1,764",912,"2,938","2,411","11,999",519,101,396,"1,088",938,768,"1,715","1,966",659,623,"3,226","19,591","1,819",555,"1,641",926,"4,333",834,"3,147",720,"1,762","2,260","1,594","15,418","1,083","7,225",103,683,395,561,"3,649","1,719"
2020년02월_여_40~49세,"67,890","14,671",68,174,160,404,165,386,399,639,796,"2,899","1,398","4,204","2,979","16,577",665,143,503,"1,056",949,949,"2,857","3,290",926,890,"4,349","21,382","1,751",749,"1,113","1,342","5,122","1,070","4,753",619,"1,899","2,185",779,"15,260","1,524","5,537",151,733,548,820,"4,288","1,659"
2020년02월_여_50~59세,"68,226","15,682",219,469,408,673,352,519,617,880,"1,007","2,600","1,018","3,949","2,971","17,888","1,068",271,796,"1,337","1,215","1,511","2,182","2,794","1,367","1,511","3,836","21,185","1,387",997,"1,299","1,912","3,448","1,607","4,924",776,"2,011","2,214",610,"13,471","1,658","3,192",389,"1,045",804,"1,017","4,215","1,151"
2020년02월_여_60~69세,"46,352","11,035",248,569,419,585,395,477,682,817,858,"1,739",628,"2,185","1,433","12,402",754,375,653,998,"1,091","1,273","1,060","1,344","1,203","1,129","2,522","13,050","1,103",723,916,"1,214","1,672","1,243","2,585",615,"1,158","1,451",370,"9,865","1,208","2,165",488,995,854,853,"2,505",797
2020년02월_여_70~79세,"25,713","6,694",182,464,319,352,340,362,444,544,591,"1,003",360,"1,072",661,"6,837",410,289,461,467,644,725,539,813,734,714,"1,041","6,458",671,397,507,593,768,662,"1,074",328,509,717,232,"5,724",837,"1,073",407,722,532,575,"1,144",434
2020년02월_여_80~89세,"15,158","4,000",149,353,249,294,296,202,257,285,259,467,187,619,383,"3,856",338,262,259,279,245,362,316,463,356,406,570,"3,813",445,305,366,346,411,303,534,152,295,474,182,"3,489",561,720,311,405,272,291,655,274
2020년02월_여_90~99세,"2,526",687,31,68,34,45,50,31,43,61,37,77,29,118,63,660,42,50,41,55,36,59,59,83,61,68,106,606,74,45,59,62,66,41,85,17,58,83,16,573,96,133,46,48,43,41,114,52
2020년02월_여_100세 이상,139,45,2,8,2,3,3,4,5,4,1,4,2,4,3,36,3,3,4,5,4,4,3,2,5,0,3,31,2,3,3,4,6,2,4,0,2,3,2,27,5,3,5,3,2,1,5,3
