카테고리,경상남도 창원시,경상남도 창원시 의창구,경상남도 창원시 의창구 동읍,경상남도 창원시 의창구 북면,경상남도 창원시 의창구 대산면,경상남도 창원시 의창구 의창동,경상남도 창원시 의창구 팔룡동,경상남도 창원시 의창구 명곡동,경상남도 창원시 의창구 봉림동,경상남도 창원시 의창구 용지동,경상남도 창원시 성산구,경상남도 창원시 성산구 반송동,경상남도 창원시 성산구 중앙동,경상남도 창원시 성산구 상남동,경상남도 창원시 성산구 사파동,경상남도 창원시 성산구 가음정동,경상남도 창원시 성산구 성주동,경상남도 창원시 성산구 웅남동,경상남도 창원시 마산합포구,경상남도 창원시 마산합포구 구산면,경상남도 창원시 마산합포구 진동면,경상남도 창원시 마산합포구 진북면,경상남도 창원시 마산합포구 진전면,경상남도 창원시 마산합포구 현동,경상남도 창원시 마산합포구 가포동,경상남도 창원시 마산합포구 월영동,경상남도 창원시 마산합포구 문화동,경상남도 창원시 마산합포구 반월중앙동,경상남도 창원시 마산합포구 완월동,경상남도 창원시 마산합포구 자산동,경상남도 창원시 마산합포구 교방동,경상남도 창원시 마산합포구 오동동,경상남도 창원시 마산합포구 합포동,경상남도 창원시 마산합포구 산호동,경상남도 창원시 마산회원구,경상남도 창원시 마산회원구 내서읍,경상남도 창원시 마산회원구 회원1동,경상남도 창원시 마산회원구 회원2동,경상남도 창원시 마산회원구 석전동,경상남도 창원시 마산회원구 회성동,경상남도 창원시 마산회원구 양덕1동,경상남도 창원시 마산회원구 양덕2동,경상남도 창원시 마산회원구 합성1동,경상남도 창원시 마산회원구 합성2동,경상남도 창원시 마산회원구 구암1동,경상남도 창원시 마산회원구 구암2동,경상남도 창원시 마산회원구 봉암동,경상남도 창원시 진해구,경상남도 창원시 진해구 충무동,경상남도 창원시 진해구 여좌동,경상남도 창원시 진해구 태백동,경상남도 창원시 진해구 경화동,경상남도 창원시 진해구 병암동,경상남도 창원시 진해구 석동,경상남도 창원시 진해구 이동,경상남도 창원시 진해구 자은동,경상남도 창원시 진해구 덕산동,경상남도 창원시 진해구 풍호동,경상남도 창원시 진해구 웅천동,경상남도 창원시 진해구 웅동1동,경상남도 창원시 진해구 웅동2동
2020년11월_계_80~89세,"26,144","5,681",819,916,498,908,478,834,710,518,"2,938",587,303,350,672,520,275,231,"6,979",332,466,315,503,262,38,733,529,671,441,449,570,889,375,406,"5,278","1,378",574,347,526,361,337,580,277,244,296,241,117,"5,268",686,641,365,364,317,281,306,439,305,482,336,241,505
2020년11월_계_90~99세,"3,413",771,97,145,69,122,67,100,94,77,438,86,53,63,96,76,30,34,990,63,71,56,85,40,7,111,81,82,44,51,82,116,43,58,578,143,57,42,50,46,36,74,36,21,38,25,10,636,88,72,43,43,37,40,42,51,25,54,38,39,64
2020년11월_계_100세 이상,188,37,5,7,2,8,1,7,5,2,21,7,4,4,4,2,0,0,69,0,3,2,2,0,2,4,5,8,3,3,22,7,3,5,43,4,6,4,3,6,3,2,4,2,3,3,3,18,2,1,2,3,2,2,1,1,1,1,1,0,1
2020년11월_남_총인구수,"525,467","133,706","10,252","21,859","3,677","25,789","19,535","21,657","15,812","15,125","109,935","21,240","12,595","14,270","22,789","20,966","13,905","4,170","87,002","2,229","6,341","1,892","1,996","7,148",342,"16,974","5,613","7,297","4,552","5,398","7,558","9,806","3,539","6,317","96,186","32,757","5,236","4,837","8,638","3,211","5,669","15,807","4,831","3,902","4,561","4,844","1,893","98,638","8,994","4,352","2,574","5,783","3,735","8,915","4,537","10,722","4,997","13,045","6,455","3,334","21,195"
2020년11월_남_연령구간인구수,"525,467","133,706","10,252","21,859","3,677","25,789","19,535","21,657","15,812","15,125","109,935","21,240","12,595","14,270","22,789","20,966","13,905","4,170","87,002","2,229","6,341","1,892","1,996","7,148",342,"16,974","5,613","7,297","4,552","5,398","7,558","9,806","3,539","6,317","96,186","32,757","5,236","4,837","8,638","3,211","5,669","15,807","4,831","3,902","4,561","4,844","1,893","98,638","8,994","4,352","2,574","5,783","3,735","8,915","4,537","10,722","4,997","13,045","6,455","3,334","21,195"
2020년11월_남_0~9세,"43,250","11,091",594,"3,390",140,"2,233","1,587","1,239",771,"1,137","8,553","1,700",669,"1,076","1,813","1,908","1,145",242,"6,517",66,612,39,32,"1,174",14,"1,604",255,499,216,278,595,563,175,395,"7,000","2,723",222,315,599,83,314,"1,655",361,144,217,284,83,"10,089",780,197,102,581,299,773,211,"1,260",541,"1,905",968,293,"2,179"
2020년11월_남_10~19세,"52,310","12,478","1,036","1,849",229,"2,448","2,075","2,172","1,184","1,485","12,215","2,808",757,"1,836","2,542","2,141","1,708",423,"7,108",86,522,87,78,604,13,"1,768",375,719,358,527,637,628,227,479,"9,601","4,299",320,405,663,183,455,"1,814",312,255,345,429,121,"10,908",927,375,160,536,411,"1,268",306,"1,153",637,"1,618",467,368,"2,682"
2020년11월_남_20~29세,"72,564","20,069","1,349","2,181",373,"3,901","3,213","3,694","2,762","2,596","18,107","3,228","2,520","2,379","3,585","3,458","2,333",604,"10,485",202,601,169,162,617,46,"2,459",961,898,624,686,826,"1,070",374,790,"12,350","4,583",543,592,"1,015",343,753,"1,931",616,540,550,656,228,"11,553","1,378",504,291,650,412,"1,239",594,"1,256",641,"1,265",652,340,"2,331"
2020년11월_남_30~39세,"71,104","18,724",975,"3,988",406,"3,805","2,907","2,306","2,189","2,148","15,757","2,320","2,554","1,841","3,367","3,274","1,815",586,"10,794",197,805,121,105,"1,273",32,"2,234",650,814,502,561,937,"1,265",459,839,"11,635","3,443",590,664,"1,305",333,720,"2,041",718,469,521,593,238,"14,194","1,252",405,224,876,438,"1,139",622,"1,657",679,"1,920","1,251",391,"3,340"
2020년11월_남_40~49세,"85,308","20,728","1,680","3,820",476,"3,957","3,062","3,266","2,251","2,216","17,235","3,521","2,046","2,198","3,625","3,157","2,036",652,"13,427",263,"1,072",201,187,"1,324",39,"2,599",728,"1,184",643,737,"1,209","1,674",570,997,"15,393","5,549",786,704,"1,286",432,846,"2,757",730,589,632,753,329,"18,525","1,574",637,358,903,657,"1,658",759,"1,897",853,"2,584","1,104",596,"4,945"
2020년11월_남_50~59세,"92,763","24,938","2,030","2,955",687,"4,776","3,837","4,616","3,099","2,938","21,211","4,146","2,199","2,857","4,233","4,039","3,007",730,"14,675",419,"1,116",420,408,944,63,"2,831",946,"1,210",841,924,"1,224","1,647",607,"1,075","17,274","6,388",904,766,"1,432",598,973,"2,556",826,725,897,839,370,"14,665","1,209",722,487,895,572,"1,404",775,"1,643",695,"1,642",889,563,"3,169"
2020년11월_남_60~69세,"69,891","17,446","1,571","2,504",817,"3,203","2,096","2,998","2,448","1,809","12,680","2,566","1,320","1,625","2,789","2,307","1,483",590,"14,110",570,962,484,540,771,80,"2,195",960,"1,093",814,"1,008","1,252","1,694",653,"1,034","14,230","3,803","1,020",844,"1,376",726,989,"2,005",765,699,877,796,330,"11,425",994,715,493,805,541,967,777,"1,273",579,"1,413",714,497,"1,657"
2020년11월_남_70~79세,"28,981","6,337",756,897,399,"1,157",588,"1,051",867,622,"3,248",755,408,342,649,531,310,253,"7,368",322,491,259,320,352,43,"1,025",549,641,401,514,658,928,329,536,"6,718","1,514",624,430,756,362,492,801,396,397,401,395,150,"5,310",615,524,323,400,294,352,379,439,270,512,285,216,701
2020년11월_남_80~89세,"8,612","1,754",253,252,134,289,158,287,225,156,844,183,108,103,168,137,64,81,"2,308",95,150,105,148,81,7,242,173,218,143,154,193,310,131,158,"1,867",438,214,107,193,132,121,236,99,80,113,92,42,"1,839",246,256,123,129,107,103,108,133,96,178,116,64,180
2020년11월_남_90~99세,642,135,8,22,15,19,12,27,15,17,79,12,11,12,18,13,4,9,193,9,9,7,16,8,5,17,15,21,10,8,16,25,13,14,110,17,13,10,11,15,6,11,7,4,8,7,1,125,18,16,12,8,3,12,6,11,6,8,9,6,10
2020년11월_남_100세 이상,42,6,0,1,1,1,0,1,1,1,6,1,3,1,0,1,0,0,17,0,1,0,0,0,0,0,1,0,0,1,11,2,1,0,8,0,0,0,2,4,0,0,1,0,0,0,1,5,1,1,1,0,1,0,0,0,0,0,0,0,1
2020년11월_여_총인구수,"511,694","129,037","9,867","21,427","3,552","25,203","18,537","20,919","14,540","14,992","105,208","20,824","10,354","14,070","22,985","20,356","12,820","3,799","87,931","2,102","6,033","1,665","2,012","7,218",320,"17,261","5,742","7,699","4,774","5,543","7,722","9,955","3,441","6,444","95,544","32,319","5,298","4,937","8,592","3,135","5,627","16,125","4,680","3,896","4,565","4,868","1,502","93,974","8,341","4,433","2,526","5,641","3,797","8,556","4,028","10,803","5,188","13,104","6,256","3,172","18,129"
2020년11월_여_연령구간인구수,"511,694","129,037","9,867","21,427","3,552","25,203","18,537","20,919","14,540","14,992","105,208","20,824","10,354","14,070","22,985","20,356","12,820","3,799","87,931","2,102","6,033","1,665","2,012","7,218",320,"17,261","5,742","7,699","4,774","5,543","7,722","9,955","3,441","6,444","95,544","32,319","5,298","4,937","8,592","3,135","5,627","16,125","4,680","3,896","4,565","4,868","1,502","93,974","8,341","4,433","2,526","5,641","3,797","8,556","4,028","10,803","5,188","13,104","6,256","3,172","18,129"
2020년11월_여_0~9세,"40,509","10,497",579,"3,171",110,"2,190","1,543","1,163",753,988,"8,120","1,603",575,"1,055","1,737","1,833","1,061",256,"6,002",54,537,34,30,"1,083",21,"1,491",260,431,206,232,540,540,167,376,"6,526","2,534",191,294,543,71,279,"1,585",321,151,228,250,79,"9,364",773,157,90,511,264,755,166,"1,194",517,"1,678",856,256,"2,147"
2020년11월_여_10~19세,"47,595","11,186",877,"1,776",175,"2,267","1,821","1,902","1,067","1,301","11,004","2,533",697,"1,627","2,328","1,987","1,465",367,"6,619",79,522,70,65,618,14,"1,608",384,662,403,390,595,529,191,489,"8,722","3,886",315,368,585,161,399,"1,673",305,215,316,402,97,"10,064",914,309,135,481,339,"1,167",238,"1,077",579,"1,602",469,341,"2,413"
2020년11월_여_20~29세,"57,787","16,051",957,"1,834",287,"3,237","2,544","3,019","2,065","2,108","14,353","2,500","1,956","1,863","3,014","2,784","1,848",388,"8,405",110,477,117,98,591,23,"1,929",731,725,524,535,676,937,264,668,"10,090","3,727",418,524,872,262,598,"1,530",522,453,426,642,116,"8,888",793,359,217,511,358,961,423,"1,080",514,"1,032",604,269,"1,767"
2020년11월_여_30~39세,"63,379","16,741",836,"4,149",252,"3,365","2,586","2,052","1,578","1,923","13,753","2,315","1,730","1,704","3,069","2,944","1,586",405,"9,596",110,729,79,74,"1,333",27,"2,164",520,751,373,458,854,"1,088",312,724,"10,344","3,357",391,576,"1,068",233,595,"2,097",597,348,385,527,170,"12,945",994,306,162,734,394,"1,038",397,"1,645",669,"2,187","1,235",357,"2,827"
2020년11월_여_40~49세,"82,766","20,405","1,564","3,293",333,"4,004","3,303","3,352","2,068","2,488","18,680","3,967","1,590","2,593","4,163","3,439","2,319",609,"12,113",136,876,126,126,"1,149",41,"2,775",677,"1,112",603,739,"1,073","1,356",437,887,"14,997","6,068",618,625,"1,086",315,764,"2,902",615,514,596,683,211,"16,571","1,383",586,269,864,618,"1,758",541,"1,875",862,"2,439",958,507,"3,911"
2020년11월_여_50~59세,"93,907","25,690","1,918","3,197",674,"4,966","3,821","4,711","3,106","3,297","22,309","4,294","1,945","3,196","4,913","4,335","2,907",719,"14,839",374,932,315,327,965,46,"3,063",958,"1,310",924,"1,082","1,232","1,637",577,"1,097","17,317","6,059",901,817,"1,527",601,"1,001","2,792",831,707,905,889,287,"13,752","1,043",700,425,920,602,"1,329",759,"1,780",712,"1,822",851,516,"2,293"
2020년11월_여_60~69세,"71,098","16,895","1,568","2,280",778,"3,219","1,916","2,928","2,407","1,799","10,945","2,310","1,248","1,332","2,354","1,958","1,133",610,"15,665",577,"1,035",393,444,880,80,"2,445","1,116","1,316",902,"1,114","1,421","1,973",751,"1,218","15,591","3,750","1,250",928,"1,625",741,"1,194","2,194",821,884,"1,012",894,298,"12,002","1,121",854,530,886,627,946,861,"1,268",711,"1,412",674,471,"1,641"
2020년11월_여_70~79세,"34,204","6,978",908,934,524,"1,226",627,"1,166",928,665,"3,576",818,375,399,821,629,264,270,"9,172",371,545,270,422,386,33,"1,197",670,870,504,653,877,"1,220",466,688,"8,043","1,868",804,529,913,489,548,943,458,441,481,411,158,"6,435",809,721,424,461,350,394,408,537,395,581,359,245,751
2020년11월_여_80~89세,"17,532","3,927",566,664,364,619,320,547,485,362,"2,094",404,195,247,504,383,211,150,"4,671",237,316,210,355,181,31,491,356,453,298,295,377,579,244,248,"3,411",940,360,240,333,229,216,344,178,164,183,149,75,"3,429",440,385,242,235,210,178,198,306,209,304,220,177,325
2020년11월_여_90~99세,"2,771",636,89,123,54,103,55,73,79,60,359,74,42,51,78,63,26,25,797,54,62,49,69,32,2,94,66,61,34,43,66,91,30,44,468,126,44,32,39,31,30,63,29,17,30,18,9,511,70,56,31,35,34,28,36,40,19,46,29,33,54
2020년11월_여_100세 이상,146,31,5,6,1,7,1,6,4,1,15,6,1,3,4,1,0,0,52,0,2,2,2,0,2,4,4,8,3,2,11,5,2,5,35,4,6,4,1,2,3,2,3,2,3,3,2,13,1,0,1,3,1,2,1,1,1,1,1,0,0
