카테고리,서울특별시 은평구,서울특별시 은평구 녹번동,서울특별시 은평구 불광제1동,서울특별시 은평구 불광제2동,서울특별시 은평구 갈현제1동,서울특별시 은평구 갈현제2동,서울특별시 은평구 구산동,서울특별시 은평구 대조동,서울특별시 은평구 응암제1동,서울특별시 은평구 응암제2동,서울특별시 은평구 응암제3동,서울특별시 은평구 역촌동,서울특별시 은평구 신사제1동,서울특별시 은평구 신사제2동,서울특별시 은평구 증산동,서울특별시 은평구 수색동,서울특별시 은평구 진관동
2020년02월_계_100세 이상,407,23,32,13,15,18,19,22,9,18,19,24,11,12,9,5,158
2020년02월_남_총인구수,"230,767","18,195","19,176","14,194","11,820","14,169","16,693","12,918","12,121","12,428","12,584","22,684","13,669","10,813","7,821","4,385","27,097"
2020년02월_남_연령구간인구수,"230,767","18,195","19,176","14,194","11,820","14,169","16,693","12,918","12,121","12,428","12,584","22,684","13,669","10,813","7,821","4,385","27,097"
2020년02월_남_0~9세,"15,956","1,345","1,329",640,606,931,"1,048",684,859,"1,497",570,"1,567",865,670,413,243,"2,689"
2020년02월_남_10~19세,"20,507","1,275","1,487","1,036",935,"1,293","1,395",853,"1,303","1,117",918,"1,879","1,166","1,025",704,312,"3,809"
2020년02월_남_20~29세,"32,110","2,414","2,684","2,189","1,956","2,127","2,265","2,109","1,563","1,326","1,872","3,207","2,049","1,568","1,073",628,"3,080"
2020년02월_남_30~39세,"34,358","3,165","2,754","2,168","1,728","2,108","2,188","2,146","1,859","2,247","1,798","3,490","2,177","1,579","1,091",640,"3,220"
2020년02월_남_40~49세,"38,627","2,959","3,103","2,191","1,821","2,344","2,676","2,109","2,186","2,465","1,944","3,905","2,182","1,704","1,194",608,"5,236"
2020년02월_남_50~59세,"37,180","2,903","3,196","2,357","1,935","2,294","2,920","2,049","1,875","1,633","2,195","3,651","2,160","1,745","1,332",810,"4,125"
2020년02월_남_60~69세,"28,506","2,227","2,454","1,947","1,576","1,674","2,304","1,540","1,313","1,207","1,730","2,728","1,721","1,475","1,131",678,"2,801"
2020년02월_남_70~79세,"16,968","1,379","1,505","1,216",942,989,"1,374","1,006",845,674,"1,101","1,673","1,010",756,653,332,"1,513"
2020년02월_남_80~89세,"5,910",483,593,412,283,375,472,385,282,228,415,545,312,252,210,121,542
2020년02월_남_90~99세,570,40,60,34,37,27,44,30,36,27,36,35,25,35,17,11,76
2020년02월_남_100세 이상,75,5,11,4,1,7,7,7,0,7,5,4,2,4,3,2,6
2020년02월_여_총인구수,"248,238","19,769","21,250","14,962","12,374","15,525","16,827","14,587","13,210","13,011","13,089","25,106","14,548","10,807","8,144","4,375","30,654"
2020년02월_여_연령구간인구수,"248,238","19,769","21,250","14,962","12,374","15,525","16,827","14,587","13,210","13,011","13,089","25,106","14,548","10,807","8,144","4,375","30,654"
2020년02월_여_0~9세,"15,218","1,342","1,282",662,530,862,"1,019",642,783,"1,410",530,"1,532",895,600,415,222,"2,492"
2020년02월_여_10~19세,"19,654","1,233","1,359",952,895,"1,312","1,566",961,"1,142","1,030",857,"1,881","1,085",814,620,256,"3,691"
2020년02월_여_20~29세,"33,889","2,673","2,759","2,147","1,877","2,298","2,266","2,515","1,818","1,276","1,740","3,412","1,955","1,451","1,057",565,"4,080"
2020년02월_여_30~39세,"34,723","3,067","2,912","1,936","1,601","2,068","2,119","2,167","1,885","2,438","1,635","3,670","2,091","1,398","1,057",545,"4,134"
2020년02월_여_40~49세,"39,485","2,947","3,260","2,059","1,801","2,542","2,686","2,162","2,265","2,322","1,875","4,000","2,222","1,711","1,205",569,"5,859"
2020년02월_여_50~59세,"39,962","3,134","3,650","2,721","2,199","2,607","2,825","2,214","1,969","1,714","2,175","4,129","2,434","1,867","1,395",799,"4,130"
2020년02월_여_60~69세,"33,176","2,719","2,962","2,273","1,822","1,979","2,230","1,936","1,677","1,423","1,998","3,351","2,019","1,591","1,239",717,"3,240"
2020년02월_여_70~79세,"21,365","1,765","2,020","1,502","1,167","1,265","1,382","1,357","1,107",928,"1,511","2,128","1,247",899,793,450,"1,844"
2020년02월_여_80~89세,"8,970",735,898,605,395,497,607,540,471,402,660,848,520,412,299,213,868
2020년02월_여_90~99세,"1,464",136,127,96,73,84,115,78,84,57,94,135,71,56,58,36,164
2020년02월_여_100세 이상,332,18,21,9,14,11,12,15,9,11,14,20,9,8,6,3,152
