카테고리,대구광역시 서구,대구광역시 서구 내당1동,대구광역시 서구 내당2.3동,대구광역시 서구 내당4동,대구광역시 서구 비산1동,대구광역시 서구 비산2.3동,대구광역시 서구 비산4동,대구광역시 서구 비산5동,대구광역시 서구 비산6동,대구광역시 서구 비산7동,대구광역시 서구 평리1동,대구광역시 서구 평리2동,대구광역시 서구 평리3동,대구광역시 서구 평리4동,대구광역시 서구 평리5동,대구광역시 서구 평리6동,대구광역시 서구 상중이동,대구광역시 서구 원대동
2021년07월_계_총인구수,"167,270","8,502","9,964","16,759","9,715","9,385","9,864","6,191","7,753","10,457","7,899","8,002","9,974","18,140","1,766","5,016","20,204","7,679"
2021년07월_계_연령구간인구수,"167,270","8,502","9,964","16,759","9,715","9,385","9,864","6,191","7,753","10,457","7,899","8,002","9,974","18,140","1,766","5,016","20,204","7,679"
2021년07월_계_0~9세,"7,119",297,312,698,288,276,361,181,225,368,291,585,347,"1,215",68,125,"1,225",257
2021년07월_계_10~19세,"10,411",477,501,"1,178",625,470,578,316,477,540,454,587,556,"1,246",93,305,"1,627",381
2021년07월_계_20~29세,"20,762","1,319","1,233","2,344","1,127",999,"1,214",639,977,"1,207","1,029",858,"1,245","2,229",219,598,"2,582",943
2021년07월_계_30~39세,"16,975",938,947,"1,953",853,771,939,573,676,"1,019",738,923,988,"2,214",177,467,"2,116",683
2021년07월_계_40~49세,"22,020","1,050","1,249","2,208","1,295","1,086","1,252",717,981,"1,311","1,002","1,203","1,267","2,631",229,600,"2,916","1,023"
2021년07월_계_50~59세,"32,923","1,602","1,938","2,995","2,050","1,831","2,025","1,258","1,603","2,246","1,581","1,413","2,096","3,439",353,"1,084","3,869","1,540"
2021년07월_계_60~69세,"31,961","1,564","1,984","3,061","1,873","1,948","1,977","1,292","1,564","2,111","1,549","1,440","1,986","3,070",360,"1,104","3,599","1,479"
2021년07월_계_70~79세,"17,163",849,"1,194","1,583","1,097","1,338","1,048",837,839,"1,172",831,707,"1,027","1,460",186,496,"1,576",923
2021년07월_계_80~89세,"7,170",373,564,659,465,606,432,351,367,442,390,264,416,548,73,209,604,407
2021년07월_계_90~99세,734,29,42,80,42,57,38,27,37,39,32,22,45,84,3,28,86,43
2021년07월_계_100세 이상,32,4,0,0,0,3,0,0,7,2,2,0,1,4,5,0,4,0
2021년07월_남_총인구수,"83,659","4,203","4,814","8,091","4,975","4,662","4,844","3,145","3,834","5,536","3,985","3,911","5,030","8,994",931,"2,652","10,168","3,884"
2021년07월_남_연령구간인구수,"83,659","4,203","4,814","8,091","4,975","4,662","4,844","3,145","3,834","5,536","3,985","3,911","5,030","8,994",931,"2,652","10,168","3,884"
2021년07월_남_0~9세,"3,667",163,161,349,145,154,181,97,121,192,145,295,184,614,36,61,657,112
2021년07월_남_10~19세,"5,393",264,266,610,333,253,295,158,254,264,233,284,309,628,53,153,856,180
2021년07월_남_20~29세,"11,401",696,639,"1,248",663,559,654,355,558,706,587,458,666,"1,200",129,346,"1,408",529
2021년07월_남_30~39세,"9,623",533,552,"1,097",493,443,542,345,388,575,438,490,575,"1,204",99,291,"1,167",391
2021년07월_남_40~49세,"11,841",557,692,"1,088",734,628,689,394,495,793,562,608,700,"1,350",131,355,"1,482",583
2021년07월_남_50~59세,"16,641",746,968,"1,369","1,081",959,988,698,822,"1,265",825,688,"1,050","1,692",182,580,"1,916",812
2021년07월_남_60~69세,"14,964",713,873,"1,362",902,929,886,604,701,"1,057",724,679,955,"1,436",176,566,"1,700",701
2021년07월_남_70~79세,"7,513",396,471,712,454,532,458,362,351,527,339,309,449,673,88,224,753,415
2021년07월_남_80~89세,"2,494",130,184,236,166,197,145,126,134,154,129,97,137,185,35,69,216,154
2021년07월_남_90~99세,118,5,8,20,4,8,6,6,8,3,3,3,5,12,1,7,12,7
2021년07월_남_100세 이상,4,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0
2021년07월_여_총인구수,"83,611","4,299","5,150","8,668","4,740","4,723","5,020","3,046","3,919","4,921","3,914","4,091","4,944","9,146",835,"2,364","10,036","3,795"
2021년07월_여_연령구간인구수,"83,611","4,299","5,150","8,668","4,740","4,723","5,020","3,046","3,919","4,921","3,914","4,091","4,944","9,146",835,"2,364","10,036","3,795"
2021년07월_여_0~9세,"3,452",134,151,349,143,122,180,84,104,176,146,290,163,601,32,64,568,145
2021년07월_여_10~19세,"5,018",213,235,568,292,217,283,158,223,276,221,303,247,618,40,152,771,201
2021년07월_여_20~29세,"9,361",623,594,"1,096",464,440,560,284,419,501,442,400,579,"1,029",90,252,"1,174",414
2021년07월_여_30~39세,"7,352",405,395,856,360,328,397,228,288,444,300,433,413,"1,010",78,176,949,292
2021년07월_여_40~49세,"10,179",493,557,"1,120",561,458,563,323,486,518,440,595,567,"1,281",98,245,"1,434",440
2021년07월_여_50~59세,"16,282",856,970,"1,626",969,872,"1,037",560,781,981,756,725,"1,046","1,747",171,504,"1,953",728
2021년07월_여_60~69세,"16,997",851,"1,111","1,699",971,"1,019","1,091",688,863,"1,054",825,761,"1,031","1,634",184,538,"1,899",778
2021년07월_여_70~79세,"9,650",453,723,871,643,806,590,475,488,645,492,398,578,787,98,272,823,508
2021년07월_여_80~89세,"4,676",243,380,423,299,409,287,225,233,288,261,167,279,363,38,140,388,253
2021년07월_여_90~99세,616,24,34,60,38,49,32,21,29,36,29,19,40,72,2,21,74,36
2021년07월_여_100세 이상,28,4,0,0,0,3,0,0,5,2,2,0,1,4,4,0,3,0
