카테고리,서울특별시 송파구,서울특별시 송파구 풍납1동,서울특별시 송파구 풍납2동,서울특별시 송파구 거여1동,서울특별시 송파구 거여2동,서울특별시 송파구 마천1동,서울특별시 송파구 마천2동,서울특별시 송파구 방이1동,서울특별시 송파구 방이2동,서울특별시 송파구 오륜동,서울특별시 송파구 오금동,서울특별시 송파구 송파1동,서울특별시 송파구 송파2동,서울특별시 송파구 석촌동,서울특별시 송파구 삼전동,서울특별시 송파구 가락본동,서울특별시 송파구 가락1동,서울특별시 송파구 가락2동,서울특별시 송파구 문정1동,서울특별시 송파구 문정2동,서울특별시 송파구 장지동,서울특별시 송파구 위례동,서울특별시 송파구 잠실본동,서울특별시 송파구 잠실2동,서울특별시 송파구 잠실3동,서울특별시 송파구 잠실4동,서울특별시 송파구 잠실6동,서울특별시 송파구 잠실7동
2021년01월_계_총인구수,"667,222","13,820","25,485","12,928","19,229","19,646","19,482","16,156","26,159","18,454","39,462","24,763","20,535","32,377","31,379","27,029","27,653","32,927","20,664","29,308","30,062","31,337","28,490","36,017","35,131","21,700","17,162","9,867"
2021년01월_계_연령구간인구수,"667,222","13,820","25,485","12,928","19,229","19,646","19,482","16,156","26,159","18,454","39,462","24,763","20,535","32,377","31,379","27,029","27,653","32,927","20,664","29,308","30,062","31,337","28,490","36,017","35,131","21,700","17,162","9,867"
2021년01월_계_0~9세,"50,373",690,"1,973",650,"1,343",960,898,"1,074","1,194","1,305","2,850","1,232","1,612","1,591","1,573","1,622","3,222","2,561","1,351","1,670","2,376","5,077","1,279","4,120","3,263","2,820","1,474",593
2021년01월_계_10~19세,"58,871",889,"2,049","1,008","1,556","1,606","1,353","1,666","1,241","2,794","3,212","1,374","1,920","1,894","2,023","1,881","2,188","3,535","1,521","1,453","2,763","4,084","1,786","5,876","4,046","2,387","1,732","1,034"
2021년01월_계_20~29세,"93,905","1,704","3,840","1,847","2,247","2,371","2,468","2,502","5,177","2,195","5,593","4,582","2,919","5,601","5,385","4,166","3,501","4,558","3,297","5,249","4,119","2,992","5,088","3,309","3,866","2,023","2,023","1,283"
2021년01월_계_30~39세,"110,044","1,922","4,289","1,744","2,704","2,222","2,285","2,267","6,006","1,706","5,655","5,420","3,045","7,007","6,634","4,789","5,265","4,815","3,577","7,516","4,791","5,390","6,162","4,012","4,407","3,060","2,340","1,014"
2021년01월_계_40~49세,"109,224","1,973","4,064","1,939","3,030","2,818","2,748","2,682","3,679","3,371","5,834","3,493","3,163","4,889","5,211","3,904","4,424","5,629","2,901","4,326","4,795","6,370","4,451","8,683","6,274","4,399","2,775","1,399"
2021년01월_계_50~59세,"102,505","2,423","3,675","2,343","3,330","3,622","3,703","2,708","3,628","3,135","6,869","3,537","3,341","4,725","4,500","4,729","4,033","5,250","3,384","3,520","4,876","3,638","4,110","4,879","5,305","2,913","2,654","1,675"
2021년01월_계_60~69세,"84,533","2,443","3,296","1,930","2,749","3,283","3,402","1,959","3,178","2,465","5,705","3,058","2,846","3,933","3,678","3,690","3,306","4,098","2,941","3,145","3,782","2,371","3,370","2,911","4,647","2,446","2,452","1,449"
2021년01월_계_70~79세,"40,707","1,247","1,634","1,047","1,573","1,917","1,784",864,"1,510","1,034","2,533","1,505","1,180","2,005","1,718","1,572","1,337","1,714","1,202","1,630","1,722",993,"1,629","1,614","2,461","1,184","1,165",933
2021년01월_계_80~89세,"14,213",452,564,363,576,723,691,364,468,347,996,477,416,635,541,590,313,646,407,676,676,325,530,496,712,369,449,411
2021년01월_계_90~99세,"2,547",69,91,53,105,107,116,63,75,101,204,76,81,88,103,79,59,109,70,114,158,94,72,86,138,78,85,73
2021년01월_계_100세 이상,300,8,10,4,16,17,34,7,3,1,11,9,12,9,13,7,5,12,13,9,4,3,13,31,12,21,13,3
2021년01월_남_총인구수,"321,948","6,785","12,113","6,549","9,450","10,036","9,883","7,792","12,309","9,074","19,134","11,601","9,851","15,430","14,810","13,391","13,442","16,193","10,210","13,547","14,556","15,262","13,456","17,203","16,728","10,427","8,112","4,604"
2021년01월_남_연령구간인구수,"321,948","6,785","12,113","6,549","9,450","10,036","9,883","7,792","12,309","9,074","19,134","11,601","9,851","15,430","14,810","13,391","13,442","16,193","10,210","13,547","14,556","15,262","13,456","17,203","16,728","10,427","8,112","4,604"
2021년01월_남_0~9세,"25,984",388,"1,034",341,703,506,440,534,638,706,"1,473",628,829,806,805,829,"1,738","1,330",705,831,"1,215","2,576",639,"2,102","1,692","1,464",726,306
2021년01월_남_10~19세,"30,176",456,"1,028",529,843,822,707,856,667,"1,553","1,705",677,949,960,"1,065",979,"1,056","1,867",798,753,"1,418","2,036",894,"2,953","2,061","1,229",888,427
2021년01월_남_20~29세,"44,680",893,"1,681",980,"1,153","1,230","1,325","1,277","2,172","1,156","2,892","2,055","1,361","2,556","2,416","2,039","1,736","2,298","1,641","2,032","2,073","1,506","2,246","1,553","1,840",993,963,613
2021년01월_남_30~39세,"52,816","1,003","2,026",923,"1,375","1,236","1,266","1,089","2,939",709,"2,775","2,648","1,448","3,373","3,258","2,433","2,485","2,340","1,839","3,473","2,410","2,456","3,020","1,626","1,885","1,271","1,042",468
2021년01월_남_40~49세,"52,609",980,"1,964",968,"1,492","1,455","1,436","1,233","1,808","1,488","2,727","1,634","1,519","2,411","2,494","1,930","2,157","2,715","1,402","2,086","2,349","3,229","2,154","4,022","2,923","2,133","1,283",617
2021년01월_남_50~59세,"49,747","1,178","1,784","1,187","1,616","1,936","1,898","1,272","1,696","1,555","3,218","1,620","1,600","2,283","2,108","2,302","1,891","2,540","1,596","1,718","2,279","1,798","1,935","2,648","2,597","1,442","1,237",813
2021년01월_남_60~69세,"39,844","1,117","1,566",931,"1,306","1,647","1,689",925,"1,453","1,170","2,698","1,393","1,338","1,817","1,638","1,839","1,580","1,974","1,436","1,474","1,772","1,073","1,542","1,314","2,163","1,131","1,181",677
2021년01월_남_70~79세,"19,864",572,785,530,734,905,815,458,727,574,"1,254",715,627,917,815,769,681,850,609,837,806,491,783,744,"1,232",587,571,476
2021년01월_남_80~89세,"5,539",176,219,144,205,263,284,130,188,135,344,211,162,279,191,241,105,248,161,303,212,87,218,210,299,152,185,187
2021년01월_남_90~99세,608,19,23,13,15,32,17,18,19,27,45,19,16,27,17,26,12,30,19,36,22,10,23,20,33,20,30,20
2021년01월_남_100세 이상,81,3,3,3,8,4,6,0,2,1,3,1,2,1,3,4,1,1,4,4,0,0,2,11,3,5,6,0
2021년01월_여_총인구수,"345,274","7,035","13,372","6,379","9,779","9,610","9,599","8,364","13,850","9,380","20,328","13,162","10,684","16,947","16,569","13,638","14,211","16,734","10,454","15,761","15,506","16,075","15,034","18,814","18,403","11,273","9,050","5,263"
2021년01월_여_연령구간인구수,"345,274","7,035","13,372","6,379","9,779","9,610","9,599","8,364","13,850","9,380","20,328","13,162","10,684","16,947","16,569","13,638","14,211","16,734","10,454","15,761","15,506","16,075","15,034","18,814","18,403","11,273","9,050","5,263"
2021년01월_여_0~9세,"24,389",302,939,309,640,454,458,540,556,599,"1,377",604,783,785,768,793,"1,484","1,231",646,839,"1,161","2,501",640,"2,018","1,571","1,356",748,287
2021년01월_여_10~19세,"28,695",433,"1,021",479,713,784,646,810,574,"1,241","1,507",697,971,934,958,902,"1,132","1,668",723,700,"1,345","2,048",892,"2,923","1,985","1,158",844,607
2021년01월_여_20~29세,"49,225",811,"2,159",867,"1,094","1,141","1,143","1,225","3,005","1,039","2,701","2,527","1,558","3,045","2,969","2,127","1,765","2,260","1,656","3,217","2,046","1,486","2,842","1,756","2,026","1,030","1,060",670
2021년01월_여_30~39세,"57,228",919,"2,263",821,"1,329",986,"1,019","1,178","3,067",997,"2,880","2,772","1,597","3,634","3,376","2,356","2,780","2,475","1,738","4,043","2,381","2,934","3,142","2,386","2,522","1,789","1,298",546
2021년01월_여_40~49세,"56,615",993,"2,100",971,"1,538","1,363","1,312","1,449","1,871","1,883","3,107","1,859","1,644","2,478","2,717","1,974","2,267","2,914","1,499","2,240","2,446","3,141","2,297","4,661","3,351","2,266","1,492",782
2021년01월_여_50~59세,"52,758","1,245","1,891","1,156","1,714","1,686","1,805","1,436","1,932","1,580","3,651","1,917","1,741","2,442","2,392","2,427","2,142","2,710","1,788","1,802","2,597","1,840","2,175","2,231","2,708","1,471","1,417",862
2021년01월_여_60~69세,"44,689","1,326","1,730",999,"1,443","1,636","1,713","1,034","1,725","1,295","3,007","1,665","1,508","2,116","2,040","1,851","1,726","2,124","1,505","1,671","2,010","1,298","1,828","1,597","2,484","1,315","1,271",772
2021년01월_여_70~79세,"20,843",675,849,517,839,"1,012",969,406,783,460,"1,279",790,553,"1,088",903,803,656,864,593,793,916,502,846,870,"1,229",597,594,457
2021년01월_여_80~89세,"8,674",276,345,219,371,460,407,234,280,212,652,266,254,356,350,349,208,398,246,373,464,238,312,286,413,217,264,224
2021년01월_여_90~99세,"1,939",50,68,40,90,75,99,45,56,74,159,57,65,61,86,53,47,79,51,78,136,84,49,66,105,58,55,53
2021년01월_여_100세 이상,219,5,7,1,8,13,28,7,1,0,8,8,10,8,10,3,4,11,9,5,4,3,11,20,9,16,7,3
