,전라북도 익산시,전라북도 익산시 함열읍,전라북도 익산시 오산면,전라북도 익산시 황등면,전라북도 익산시 함라면,전라북도 익산시 웅포면,전라북도 익산시 성당면,전라북도 익산시 용안면,전라북도 익산시 낭산면,전라북도 익산시 망성면,전라북도 익산시 여산면,전라북도 익산시 금마면,전라북도 익산시 왕궁면,전라북도 익산시 춘포면,전라북도 익산시 삼기면,전라북도 익산시 용동면,전라북도 익산시 중앙동,전라북도 익산시 평화동,전라북도 익산시 인화동,전라북도 익산시 동산동,전라북도 익산시 마동,전라북도 익산시 남중동,전라북도 익산시 모현동,전라북도 익산시 송학동,전라북도 익산시 영등1동,전라북도 익산시 영등2동,전라북도 익산시 어양동,전라북도 익산시 신동,전라북도 익산시 팔봉동,전라북도 익산시 삼성동
2021년01월_계_총인구수,"281,539","6,939","7,869","7,161","2,312","1,571","1,937","2,679","3,108","3,019","3,323","5,305","4,382","4,577","2,613","1,582","3,455","4,858","7,110","22,697","9,455","11,644","38,369","8,590","23,357","14,427","25,377","15,447","6,720","31,656"
2021년01월_계_연령구간인구수,"281,539","6,939","7,869","7,161","2,312","1,571","1,937","2,679","3,108","3,019","3,323","5,305","4,382","4,577","2,613","1,582","3,455","4,858","7,110","22,697","9,455","11,644","38,369","8,590","23,357","14,427","25,377","15,447","6,720","31,656"
2021년01월_계_0~9세,"18,961",361,523,268,63,27,33,75,107,91,178,331,85,187,66,23,99,310,315,"1,677",430,480,"3,631",864,"1,500","1,259","2,281",631,550,"2,516"
2021년01월_계_10~19세,"27,723",582,611,495,132,62,92,145,137,145,161,338,204,288,103,85,142,334,424,"2,234",716,826,"4,324",984,"2,718","2,067","3,428","1,109",654,"4,183"
2021년01월_계_20~29세,"35,938",616,683,663,178,97,128,183,218,142,309,673,260,397,240,99,371,497,923,"2,540","1,377","1,340","4,724",901,"3,328","2,329","3,553","3,922",760,"4,487"
2021년01월_계_30~39세,"28,316",531,769,522,129,65,88,149,201,157,270,471,211,341,153,69,302,516,783,"2,414",895,977,"4,364","1,178","2,394","1,617","3,066","1,479",845,"3,360"
2021년01월_계_40~49세,"41,770",798,"1,044",774,217,130,172,231,327,276,333,588,401,536,234,147,424,709,834,"3,472","1,254","1,481","6,247","1,438","3,595","2,777","4,956","1,690","1,043","5,642"
2021년01월_계_50~59세,"48,887","1,203","1,347","1,318",433,263,357,373,558,503,552,920,741,817,563,233,554,936,"1,139","4,030","1,877","1,918","6,305","1,267","4,474","2,505","4,492","2,278","1,095","5,836"
2021년01월_계_60~69세,"40,689","1,402","1,448","1,417",453,383,459,616,665,722,633,"1,001","1,001",940,526,360,735,849,"1,310","3,453","1,647","2,136","4,856","1,062","3,323","1,015","2,170","2,030",897,"3,180"
2021년01월_계_70~79세,"24,593",871,857,980,404,279,343,532,530,559,521,625,834,570,397,319,560,482,895,"1,903",858,"1,736","2,543",615,"1,323",584,945,"1,458",517,"1,553"
2021년01월_계_80~89세,"12,523",487,502,603,245,220,221,322,326,366,321,313,530,423,272,211,216,191,433,857,350,663,"1,181",250,582,238,423,710,277,790
2021년01월_계_90~99세,"2,030",82,82,110,54,43,41,53,38,54,43,43,108,76,56,33,47,31,52,108,49,84,187,29,117,36,59,129,79,107
2021년01월_계_100세 이상,109,6,3,11,4,2,3,0,1,4,2,2,7,2,3,3,5,3,2,9,2,3,7,2,3,0,4,11,3,2
2021년01월_남_총인구수,"140,158","3,397","3,891","3,621","1,141",801,982,"1,353","1,639","1,493","1,671","2,794","2,246","2,367","1,338",780,"1,830","2,571","3,654","11,187","4,810","5,924","18,564","4,267","11,469","7,049","12,376","7,770","3,472","15,701"
