,경기도 성남시,경기도 성남시 수정구,경기도 성남시 수정구 신흥1동,경기도 성남시 수정구 신흥2동,경기도 성남시 수정구 신흥3동,경기도 성남시 수정구 태평1동,경기도 성남시 수정구 태평2동,경기도 성남시 수정구 태평3동,경기도 성남시 수정구 태평4동,경기도 성남시 수정구 수진1동,경기도 성남시 수정구 수진2동,경기도 성남시 수정구 단대동,경기도 성남시 수정구 산성동,경기도 성남시 수정구 양지동,경기도 성남시 수정구 복정동,경기도 성남시 수정구 위례동,경기도 성남시 수정구 신촌동,경기도 성남시 수정구 고등동,경기도 성남시 수정구 시흥동,경기도 성남시 중원구,경기도 성남시 중원구 성남동,경기도 성남시 중원구 중앙동,경기도 성남시 중원구 금광1동,경기도 성남시 중원구 금광2동,경기도 성남시 중원구 은행1동,경기도 성남시 중원구 은행2동,경기도 성남시 중원구 상대원1동,경기도 성남시 중원구 상대원2동,경기도 성남시 중원구 상대원3동,경기도 성남시 중원구 하대원동,경기도 성남시 중원구 도촌동,경기도 성남시 분당구,경기도 성남시 분당구 분당동,경기도 성남시 분당구 수내1동,경기도 성남시 분당구 수내2동,경기도 성남시 분당구 수내3동,경기도 성남시 분당구 정자동,경기도 성남시 분당구 정자1동,경기도 성남시 분당구 정자2동,경기도 성남시 분당구 정자3동,경기도 성남시 분당구 서현1동,경기도 성남시 분당구 서현2동,경기도 성남시 분당구 이매1동,경기도 성남시 분당구 이매2동,경기도 성남시 분당구 야탑1동,경기도 성남시 분당구 야탑2동,경기도 성남시 분당구 야탑3동,경기도 성남시 분당구 판교동,경기도 성남시 분당구 삼평동,경기도 성남시 분당구 백현동,경기도 성남시 분당구 금곡동,경기도 성남시 분당구 구미1동,경기도 성남시 분당구 구미동,경기도 성남시 분당구 운중동
2020년04월_계_80~89세,"24,148","6,022",408,228,293,495,471,419,434,443,455,459,371,283,154,798,76,137,98,"5,506",914,391,192,653,273,739,607,387,337,468,545,"12,620",697,648,251,224,371,835,642,501,869,430,615,415,442,570,744,376,415,482,"1,030",479,"1,202",382
2020년04월_계_90~99세,"4,046",911,53,34,43,65,71,63,54,74,62,83,47,40,30,128,16,28,20,861,130,73,33,102,37,89,85,67,65,79,101,"2,274",124,93,45,42,71,104,125,98,150,64,116,83,102,107,122,65,75,76,197,82,259,74
2020년04월_계_100세 이상,468,200,22,17,10,12,17,16,18,19,14,15,25,4,5,3,0,1,2,179,32,38,30,14,5,20,11,11,10,4,4,89,6,3,2,1,3,6,3,2,5,5,3,5,4,6,8,4,2,2,5,3,10,1
2020년04월_남_총인구수,"466,119","118,680","7,039","4,865","5,798","7,992","8,019","7,032","7,010","6,599","8,306","7,980","6,708","5,013","6,271","22,492","2,540","3,268","1,748","111,002","17,444","7,633","3,689","12,268","5,319","12,493","13,591","7,424","6,698","10,790","13,653","236,437","13,247","8,677","5,274","7,088","9,972","14,707","7,725","7,682","15,736","9,330","12,829","6,909","8,824","8,087","14,636","11,731","12,142","13,554","13,688","8,714","15,325","10,560"
2020년04월_남_연령구간인구수,"466,119","118,680","7,039","4,865","5,798","7,992","8,019","7,032","7,010","6,599","8,306","7,980","6,708","5,013","6,271","22,492","2,540","3,268","1,748","111,002","17,444","7,633","3,689","12,268","5,319","12,493","13,591","7,424","6,698","10,790","13,653","236,437","13,247","8,677","5,274","7,088","9,972","14,707","7,725","7,682","15,736","9,330","12,829","6,909","8,824","8,087","14,636","11,731","12,142","13,554","13,688","8,714","15,325","10,560"
2020년04월_남_0~9세,"36,442","7,933",276,375,217,295,416,348,379,207,416,588,347,337,394,"2,660",288,286,104,"7,216",800,497,215,674,386,777,931,303,341,758,"1,534","21,293","1,107",673,600,576,784,"1,070",525,759,"1,296",775,"1,225",565,699,639,"1,257","1,605","1,526","1,605",980,735,"1,155","1,137"
2020년04월_남_10~19세,"46,063","9,082",391,453,349,444,650,494,661,421,587,715,584,491,267,"2,001",242,220,112,"8,898","1,062",500,247,"1,019",512,"1,093",964,526,514,"1,008","1,453","28,083","1,626","1,179","1,025","1,326",988,"1,667",801,936,"2,232","1,201","1,642","1,037",694,920,"1,078","1,747","1,509","1,638","1,227",893,"1,502","1,215"
2020년04월_남_20~29세,"67,904","17,913","1,098",677,895,"1,387","1,276","1,103","1,107",967,"1,271","1,150",926,722,"1,209","2,879",455,546,245,"16,421","2,989",861,501,"1,843",866,"1,913","1,982","1,022","1,004","1,679","1,761","33,570","2,009","1,192",523,961,"1,667","2,123","1,082","1,087","2,295","1,507","1,776",987,"1,463","1,057","2,244","1,156","1,522","1,929","2,066","1,321","2,331","1,272"
2020년04월_남_30~39세,"70,197","18,578","1,035",634,878,"1,269","1,222",982,912,890,"1,230","1,197",929,636,"1,625","3,697",504,657,281,"17,000","3,196","1,043",639,"1,807",707,"1,714","2,231",980,928,"1,555","2,200","34,619","1,877","1,200",398,797,"1,913","2,392","1,542","1,132","2,055","1,232","1,802",620,"1,471","1,018","2,967","1,404","1,603","1,862","2,242","1,393","2,253","1,446"
2020년04월_남_40~49세,"78,680","19,589","1,171",785,966,"1,200","1,234","1,096","1,170","1,019","1,258","1,311","1,233",884,"1,222","3,959",405,429,247,"17,928","2,648","1,310",589,"2,002",871,"1,983","2,266","1,176","1,044","1,580","2,459","41,163","2,198","1,681","1,230","1,536","1,556","2,702","1,232","1,353","2,965","1,494","2,178","1,122","1,347","1,284","2,234","2,526","2,280","2,280","2,139","1,448","2,414","1,964"
2020년04월_남_50~59세,"77,749","20,522","1,424",856,"1,159","1,428","1,443","1,349","1,272","1,358","1,494","1,315","1,165",874,726,"3,580",289,520,270,"19,773","2,921","1,514",657,"2,196",923,"2,280","2,390","1,624","1,355","1,952","1,961","37,454","2,040","1,417",804,"1,098","1,409","2,342","1,136","1,199","2,493","1,647","2,080","1,182","1,324","1,265","2,154","1,752","2,007","2,261","2,163","1,443","2,515","1,723"
2020년04월_남_60~69세,"53,301","15,155",996,665,799,"1,136","1,058","1,045",870,"1,024","1,200",984,848,620,513,"2,510",229,375,283,"14,744","2,331","1,179",532,"1,661",612,"1,600","1,783","1,127",968,"1,512","1,439","23,402","1,376",647,359,491,992,"1,221",813,636,"1,308",923,"1,248",816,"1,095","1,094","1,730",968,"1,065","1,272","1,613",860,"1,675","1,200"
2020년04월_남_70~79세,"25,803","7,496",498,325,414,630,548,449,462,532,646,517,504,331,249,932,103,190,166,"6,875","1,125",532,222,807,344,834,814,535,431,590,641,"11,432",681,399,219,215,488,767,391,337,686,386,617,398,517,549,735,409,461,540,833,399,943,462
2020년04월_남_80~89세,"8,850","2,133",131,82,108,185,150,141,165,151,186,178,149,109,59,244,23,37,35,"1,924",340,154,76,241,91,265,209,116,99,148,185,"4,793",293,259,101,79,162,382,178,210,364,150,230,162,183,237,216,150,151,146,365,196,453,126
2020년04월_남_90~99세,"1,002",218,13,8,11,17,15,20,8,23,15,20,13,8,5,28,2,7,5,176,24,27,6,16,6,28,18,12,12,8,19,608,38,30,14,9,12,38,24,31,41,12,30,19,30,23,21,14,17,21,60,26,83,15
2020년04월_남_100세 이상,128,61,6,5,2,1,7,5,4,7,3,5,10,1,2,2,0,1,0,47,8,16,5,2,1,6,3,3,2,0,1,20,2,0,1,0,1,3,1,2,1,3,1,1,1,1,0,0,1,0,0,0,1,0
2020년04월_여_총인구수,"475,408","115,973","6,491","5,022","5,344","7,787","7,980","6,772","6,870","6,147","8,173","8,200","6,339","5,130","5,262","23,310","2,273","3,311","1,562","108,153","16,233","6,721","3,475","12,879","5,606","12,592","12,677","6,847","6,202","10,555","14,366","251,282","13,621","9,517","5,499","7,228","10,075","16,535","8,572","8,129","16,823","9,606","13,410","7,162","9,076","8,995","15,053","12,254","12,803","14,554","15,472","9,253","16,568","11,077"
2020년04월_여_연령구간인구수,"475,408","115,973","6,491","5,022","5,344","7,787","7,980","6,772","6,870","6,147","8,173","8,200","6,339","5,130","5,262","23,310","2,273","3,311","1,562","108,153","16,233","6,721","3,475","12,879","5,606","12,592","12,677","6,847","6,202","10,555","14,366","251,282","13,621","9,517","5,499","7,228","10,075","16,535","8,572","8,129","16,823","9,606","13,410","7,162","9,076","8,995","15,053","12,254","12,803","14,554","15,472","9,253","16,568","11,077"
2020년04월_여_0~9세,"34,613","7,733",270,367,210,296,398,355,383,219,460,582,290,333,403,"2,537",281,249,100,"6,719",811,434,209,683,331,671,822,289,296,736,"1,437","20,161","1,011",639,615,542,766,"1,082",439,646,"1,251",707,"1,139",507,679,672,"1,145","1,542","1,376","1,511",995,641,"1,157","1,099"
2020년04월_여_10~19세,"43,750","8,543",360,465,315,416,571,472,628,320,532,638,525,462,254,"2,077",191,241,76,"8,418","1,012",421,235,"1,043",590,"1,031",934,502,449,857,"1,344","26,789","1,457","1,104",964,"1,186",989,"1,688",670,879,"2,185","1,130","1,582",878,644,895,"1,108","1,637","1,533","1,563","1,253",912,"1,362","1,170"
2020년04월_여_20~29세,"64,514","16,173",923,611,814,"1,384","1,194",860,936,816,"1,150","1,052",794,718,"1,081","2,850",276,544,170,"15,077","2,772",734,478,"2,019",920,"1,637","1,596",845,874,"1,478","1,724","33,264","1,833","1,255",452,917,"1,523","2,613","1,037","1,027","2,337","1,360","1,683",887,"1,431","1,137","2,030","1,194","1,503","1,955","2,139","1,406","2,294","1,251"
2020년04월_여_30~39세,"68,403","16,267",757,658,660,"1,002","1,000",849,770,636,996,"1,114",751,560,"1,171","4,078",417,617,231,"14,715","2,431",944,509,"1,710",684,"1,437","1,863",743,705,"1,381","2,308","37,421","1,842","1,366",563,833,"1,746","2,831","1,534","1,267","2,230","1,196","1,898",792,"1,474","1,209","2,558","1,821","1,973","2,234","2,529","1,445","2,370","1,710"
2020년04월_여_40~49세,"80,585","17,364",892,794,764,965,"1,135",985,"1,117",812,"1,154","1,253","1,023",818,819,"3,823",357,440,213,"16,100","2,170",981,493,"1,898",867,"1,964","1,862",968,853,"1,534","2,510","47,121","2,609","2,078","1,434","1,766","1,740","3,336","1,495","1,536","3,560","1,869","2,564","1,377","1,417","1,537","2,244","2,730","2,428","2,480","2,437","1,602","2,802","2,080"
2020년04월_여_50~59세,"78,221","19,889","1,203",898,995,"1,363","1,441","1,279","1,183","1,179","1,497","1,434","1,089",893,639,"3,752",302,483,259,"19,632","2,829","1,175",649,"2,227",945,"2,306","2,366","1,407","1,306","2,131","2,291","38,700","2,215","1,345",647,"1,002","1,489","2,340","1,284","1,248","2,390","1,680","2,063","1,175","1,452","1,373","2,542","1,582","1,952","2,478","2,428","1,497","2,730","1,788"
2020년04월_여_60~69세,"55,428","16,205","1,105",721,846,"1,218","1,188","1,010",914,"1,123","1,310","1,118",945,687,547,"2,523",272,395,283,"14,922","2,206","1,096",478,"1,824",652,"1,793","1,829","1,139",922,"1,414","1,569","24,301","1,423",722,374,542,"1,027","1,251",901,693,"1,368",904,"1,264",791,"1,054","1,103","1,852",995,"1,162","1,345","1,748",876,"1,703","1,203"
2020년04월_여_70~79세,"31,212","9,078",648,324,515,774,666,630,610,687,747,655,651,450,225,"1,015",110,221,150,"8,171","1,298",631,256,965,400,"1,204",932,620,498,629,738,"13,963",737,553,268,261,525,872,645,475,884,426,744,434,591,647,937,472,553,595,"1,136",532,"1,216",460
2020년04월_여_80~89세,"15,298","3,889",277,146,185,310,321,278,269,292,269,281,222,174,95,554,53,100,63,"3,582",574,237,116,412,182,474,398,271,238,320,360,"7,827",404,389,150,145,209,453,464,291,505,280,385,253,259,333,528,226,264,336,665,283,749,256
2020년04월_여_90~99세,"3,044",693,40,26,32,48,56,43,46,51,47,63,34,32,25,100,14,21,15,685,106,46,27,86,31,61,67,55,53,71,82,"1,666",86,63,31,33,59,66,101,67,109,52,86,64,72,84,101,51,58,55,137,56,176,59
2020년04월_여_100세 이상,340,139,16,12,8,11,10,11,14,12,11,10,15,3,3,1,0,0,2,132,24,22,25,12,4,14,8,8,8,4,3,69,4,3,1,1,2,3,2,0,4,2,2,4,3,5,8,4,1,2,5,3,9,1
