카테고리,경기도 안양시,경기도 안양시 만안구,경기도 안양시 만안구 안양1동,경기도 안양시 만안구 안양2동,경기도 안양시 만안구 안양3동,경기도 안양시 만안구 안양4동,경기도 안양시 만안구 안양5동,경기도 안양시 만안구 안양6동,경기도 안양시 만안구 안양7동,경기도 안양시 만안구 안양8동,경기도 안양시 만안구 안양9동,경기도 안양시 만안구 석수1동,경기도 안양시 만안구 석수2동,경기도 안양시 만안구 석수3동,경기도 안양시 만안구 박달1동,경기도 안양시 만안구 박달2동,경기도 안양시 동안구,경기도 안양시 동안구 비산1동,경기도 안양시 동안구 비산2동,경기도 안양시 동안구 비산3동,경기도 안양시 동안구 부흥동,경기도 안양시 동안구 달안동,경기도 안양시 동안구 관양1동,경기도 안양시 동안구 관양2동,경기도 안양시 동안구 부림동,경기도 안양시 동안구 평촌동,경기도 안양시 동안구 평안동,경기도 안양시 동안구 귀인동,경기도 안양시 동안구 호계1동,경기도 안양시 동안구 호계2동,경기도 안양시 동안구 호계3동,경기도 안양시 동안구 범계동,경기도 안양시 동안구 신촌동,경기도 안양시 동안구 갈산동
2020년12월_계_총인구수,"550,027","239,413","12,728","21,854","16,800","7,275","10,693","21,078","15,903","11,025","17,692","19,898","32,565","13,701","15,375","22,826","310,614","21,658","11,113","18,406","17,615","11,146","37,036","19,377","27,588","15,047","24,106","16,830","8,240","20,383","22,043","15,501","13,287","11,238"
2020년12월_계_연령구간인구수,"550,027","239,413","12,728","21,854","16,800","7,275","10,693","21,078","15,903","11,025","17,692","19,898","32,565","13,701","15,375","22,826","310,614","21,658","11,113","18,406","17,615","11,146","37,036","19,377","27,588","15,047","24,106","16,830","8,240","20,383","22,043","15,501","13,287","11,238"
2020년12월_계_0~9세,"39,294","15,560",932,"1,199",853,274,488,"1,155","1,770",479,"1,016","1,459","2,240",931,701,"2,063","23,734","1,804",817,945,"1,445",739,"2,125","1,245","2,371","1,378","2,459","1,397",994,"1,460","1,656","1,178",966,755
2020년12월_계_10~19세,"52,357","18,859","1,096","1,535","1,326",487,742,"1,326","1,310",724,"1,282","1,555","2,637","1,341","1,173","2,325","33,498","2,222","1,079","1,385","2,261",735,"2,977","1,455","2,443","1,689","3,785","3,452",746,"1,712","2,086","2,324","1,610","1,537"
2020년12월_계_20~29세,"77,754","34,502","1,951","3,473","2,481","1,087","1,438","3,226","2,031","1,612","2,509","2,602","4,678","1,981","2,154","3,279","43,252","2,949","1,609","2,833","2,129","1,488","5,959","3,032","3,643","2,163","2,627","1,887",955,"3,256","3,271","2,005","1,916","1,530"
2020년12월_계_30~39세,"76,353","32,954","1,883","2,984","2,186",950,"1,368","3,544","2,770","1,530","2,153","2,717","4,223","1,548","1,675","3,423","43,399","2,807","1,398","2,382","2,223","2,302","4,833","3,021","5,907","1,883","3,244","1,222","1,599","3,035","2,971","1,861","1,616","1,095"
2020년12월_계_40~49세,"87,806","35,184","2,026","3,052","2,370","1,002","1,497","3,126","2,616","1,480","2,333","2,985","4,826","2,120","2,260","3,491","52,622","3,518","1,697","2,360","3,320","1,873","5,085","2,982","5,128","2,546","5,337","4,023","1,456","2,846","3,281","3,022","2,174","1,974"
2020년12월_계_50~59세,"97,513","43,385","2,211","4,012","3,066","1,337","1,950","3,575","2,623","2,046","3,344","3,517","6,156","2,577","3,102","3,869","54,128","3,902","2,129","3,740","2,772","1,695","7,130","3,559","4,012","2,937","3,460","2,643","1,213","3,757","4,227","2,524","2,464","1,964"
2020년12월_계_60~69세,"70,845","34,478","1,550","3,268","2,699","1,075","1,785","3,002","1,726","1,900","2,920","2,951","4,497","1,904","2,392","2,809","36,367","2,815","1,473","2,881","2,037","1,300","5,260","2,360","2,460","1,494","1,896","1,264",819,"2,824","3,036","1,439","1,623","1,386"
2020년12월_계_70~79세,"31,645","16,458",745,"1,607","1,274",668,917,"1,403",732,865,"1,439","1,386","2,223",844,"1,315","1,040","15,187","1,085",628,"1,187",908,606,"2,445","1,137","1,031",570,788,589,299,999,"1,003",673,612,627
