카테고리,서울특별시 동작구,서울특별시 동작구 노량진제1동,서울특별시 동작구 노량진제2동,서울특별시 동작구 상도제1동,서울특별시 동작구 상도제2동,서울특별시 동작구 상도제3동,서울특별시 동작구 상도제4동,서울특별시 동작구 흑석동,서울특별시 동작구 사당제1동,서울특별시 동작구 사당제2동,서울특별시 동작구 사당제3동,서울특별시 동작구 사당제4동,서울특별시 동작구 사당제5동,서울특별시 동작구 대방동,서울특별시 동작구 신대방제1동,서울특별시 동작구 신대방제2동
2020년04월_계_총인구수,"394,988","32,204","12,674","45,690","28,566","25,473","29,322","32,737","23,313","27,685","25,439","14,628","13,835","39,393","23,693","20,336"
2020년04월_계_연령구간인구수,"394,988","32,204","12,674","45,690","28,566","25,473","29,322","32,737","23,313","27,685","25,439","14,628","13,835","39,393","23,693","20,336"
2020년04월_계_0~9세,"25,917","2,034",371,"3,126","2,392","1,375","1,856","2,436",873,"1,865","2,204",792,"1,020","2,451","1,614","1,508"
2020년04월_계_10~19세,"29,012","2,062",616,"3,482","1,980","1,762","1,999","2,235",998,"1,745","1,683",783,962,"4,332","2,616","1,757"
2020년04월_계_20~29세,"66,694","5,607","2,214","9,800","4,433","4,272","4,602","5,199","5,247","3,774","3,487","2,543","2,141","6,539","3,320","3,516"
2020년04월_계_30~39세,"63,322","5,398","1,856","6,493","4,928","4,313","4,982","4,815","4,742","4,616","4,192","2,568","2,384","5,583","3,065","3,387"
2020년04월_계_40~49세,"60,118","4,429","1,587","6,680","4,486","3,830","4,483","4,964","2,954","4,145","3,928","2,123","2,168","6,852","4,181","3,308"
2020년04월_계_50~59세,"58,976","4,779","2,270","6,416","4,150","3,902","4,509","5,252","3,167","4,276","3,738","2,161","2,110","5,873","3,663","2,710"
2020년04월_계_60~69세,"48,084","4,114","1,953","5,079","3,271","3,094","3,644","3,952","3,011","3,852","3,435","1,961","1,658","4,077","2,884","2,099"
2020년04월_계_70~79세,"29,388","2,478","1,225","3,085","1,941","2,058","2,221","2,508","1,759","2,403","2,011","1,218",972,"2,456","1,598","1,455"
2020년04월_계_80~89세,"11,449","1,102",487,"1,284",835,748,904,"1,132",490,851,645,410,350,"1,050",648,513
2020년04월_계_90~99세,"1,725",170,81,212,124,105,111,190,66,123,96,63,58,158,98,70
2020년04월_계_100세 이상,303,31,14,33,26,14,11,54,6,35,20,6,12,22,6,13
2020년04월_남_총인구수,"191,207","15,975","6,518","22,195","13,748","12,192","14,254","15,964","11,057","13,337","12,340","7,004","6,731","18,716","11,448","9,728"
2020년04월_남_연령구간인구수,"191,207","15,975","6,518","22,195","13,748","12,192","14,254","15,964","11,057","13,337","12,340","7,004","6,731","18,716","11,448","9,728"
2020년04월_남_0~9세,"13,248","1,030",197,"1,573","1,235",721,936,"1,252",436,973,"1,111",420,514,"1,245",835,770
2020년04월_남_10~19세,"14,834","1,061",317,"1,782","1,020",890,"1,069","1,133",534,950,909,395,498,"2,115","1,282",879
2020년04월_남_20~29세,"32,322","2,915","1,187","4,985","2,110","1,964","2,233","2,737","2,260","1,821","1,626","1,182","1,078","3,061","1,605","1,558"
2020년04월_남_30~39세,"32,039","2,885","1,088","3,230","2,388","2,264","2,581","2,415","2,451","2,282","2,026","1,310","1,207","2,726","1,514","1,672"
2020년04월_남_40~49세,"30,079","2,299",884,"3,342","2,249","1,897","2,264","2,514","1,510","2,044","2,020","1,086","1,084","3,270","1,985","1,631"
2020년04월_남_50~59세,"28,282","2,307","1,138","2,983","1,988","1,839","2,148","2,515","1,431","2,010","1,770","1,017",987,"2,974","1,855","1,320"
2020년04월_남_60~69세,"22,147","1,910",911,"2,386","1,521","1,366","1,681","1,846","1,348","1,761","1,618",856,779,"1,832","1,360",972
2020년04월_남_70~79세,"13,212","1,100",559,"1,375",866,931,983,"1,067",844,"1,108",945,569,434,"1,036",729,666
2020년04월_남_80~89세,"4,493",415,212,477,324,291,319,417,230,343,288,154,136,404,254,229
2020년04월_남_90~99세,462,42,19,54,40,24,36,51,13,31,21,15,13,48,28,27
2020년04월_남_100세 이상,89,11,6,8,7,5,4,17,0,14,6,0,1,5,1,4
2020년04월_여_총인구수,"203,781","16,229","6,156","23,495","14,818","13,281","15,068","16,773","12,256","14,348","13,099","7,624","7,104","20,677","12,245","10,608"
2020년04월_여_연령구간인구수,"203,781","16,229","6,156","23,495","14,818","13,281","15,068","16,773","12,256","14,348","13,099","7,624","7,104","20,677","12,245","10,608"
2020년04월_여_0~9세,"12,669","1,004",174,"1,553","1,157",654,920,"1,184",437,892,"1,093",372,506,"1,206",779,738
2020년04월_여_10~19세,"14,178","1,001",299,"1,700",960,872,930,"1,102",464,795,774,388,464,"2,217","1,334",878
2020년04월_여_20~29세,"34,372","2,692","1,027","4,815","2,323","2,308","2,369","2,462","2,987","1,953","1,861","1,361","1,063","3,478","1,715","1,958"
2020년04월_여_30~39세,"31,283","2,513",768,"3,263","2,540","2,049","2,401","2,400","2,291","2,334","2,166","1,258","1,177","2,857","1,551","1,715"
2020년04월_여_40~49세,"30,039","2,130",703,"3,338","2,237","1,933","2,219","2,450","1,444","2,101","1,908","1,037","1,084","3,582","2,196","1,677"
2020년04월_여_50~59세,"30,694","2,472","1,132","3,433","2,162","2,063","2,361","2,737","1,736","2,266","1,968","1,144","1,123","2,899","1,808","1,390"
2020년04월_여_60~69세,"25,937","2,204","1,042","2,693","1,750","1,728","1,963","2,106","1,663","2,091","1,817","1,105",879,"2,245","1,524","1,127"
2020년04월_여_70~79세,"16,176","1,378",666,"1,710","1,075","1,127","1,238","1,441",915,"1,295","1,066",649,538,"1,420",869,789
2020년04월_여_80~89세,"6,956",687,275,807,511,457,585,715,260,508,357,256,214,646,394,284
2020년04월_여_90~99세,"1,263",128,62,158,84,81,75,139,53,92,75,48,45,110,70,43
2020년04월_여_100세 이상,214,20,8,25,19,9,7,37,6,21,14,6,11,17,5,9
