카테고리,서울특별시 양천구,서울특별시 양천구 목1동,서울특별시 양천구 목2동,서울특별시 양천구 목3동,서울특별시 양천구 목4동,서울특별시 양천구 목5동,서울특별시 양천구 신월1동,서울특별시 양천구 신월2동,서울특별시 양천구 신월3동,서울특별시 양천구 신월4동,서울특별시 양천구 신월5동,서울특별시 양천구 신월6동,서울특별시 양천구 신월7동,서울특별시 양천구 신정1동,서울특별시 양천구 신정2동,서울특별시 양천구 신정3동,서울특별시 양천구 신정4동,서울특별시 양천구 신정6동,서울특별시 양천구 신정7동
2021년11월_계_총인구수,"448,061","30,782","29,927","21,875","25,402","41,300","20,480","20,714","15,222","17,949","14,652","13,862","19,858","20,442","19,528","49,652","32,757","24,629","29,030"
2021년11월_계_연령구간인구수,"448,061","30,782","29,927","21,875","25,402","41,300","20,480","20,714","15,222","17,949","14,652","13,862","19,858","20,442","19,528","49,652","32,757","24,629","29,030"
2021년11월_계_0~9세,"29,673","2,765","1,591","1,240","1,267","3,177",901,"1,333",792,"1,321",879,"1,491",954,"1,769","1,244","3,626","1,497","1,984","1,842"
2021년11월_계_10~19세,"49,595","5,057","2,433","1,487","3,220","7,370","1,278","1,735","1,077","1,621","1,211","1,226","1,234","2,908","2,972","5,587","2,227","3,607","3,345"
2021년11월_계_20~29세,"57,597","3,210","4,807","3,365","4,048","4,274","2,574","2,585","1,983","2,099","2,103","1,556","2,489","2,350","2,351","6,155","5,247","3,008","3,393"
2021년11월_계_30~39세,"55,897","3,038","5,256","3,898","2,713","3,713","2,680","2,791","1,933","2,302","2,025","2,538","2,592","1,940","1,721","6,137","4,904","2,675","3,041"
2021년11월_계_40~49세,"76,612","6,685","4,545","3,129","4,347","8,814","2,982","3,256","2,117","2,978","2,200","2,192","2,803","4,007","3,720","8,304","5,017","4,591","4,925"
2021년11월_계_50~59세,"76,239","5,054","4,816","3,576","4,867","6,828","3,693","3,282","2,799","2,818","2,481","2,019","3,473","3,489","3,485","8,595","5,352","4,416","5,196"
2021년11월_계_60~69세,"60,257","3,012","3,983","3,106","2,805","4,433","3,772","3,348","2,602","2,803","2,257","1,779","3,537","2,318","2,370","6,464","4,800","2,768","4,100"
2021년11월_계_70~79세,"29,116","1,351","1,722","1,389","1,479","1,789","1,883","1,747","1,366","1,402","1,055",782,"1,822","1,091","1,121","3,325","2,674","1,056","2,062"
2021년11월_계_80~89세,"11,286",516,675,595,566,733,617,552,503,532,386,245,851,470,465,"1,265",929,420,966
2021년11월_계_90~99세,"1,715",91,97,84,79,166,94,81,49,68,55,30,99,96,77,187,107,101,154
2021년11월_계_100세 이상,74,3,2,6,11,3,6,4,1,5,0,4,4,4,2,7,3,3,6
2021년11월_남_총인구수,"219,606","14,780","14,555","10,434","12,430","20,510","10,509","10,128","8,020","8,775","7,285","6,776","9,715","9,962","9,570","24,174","15,972","11,977","14,034"
