카테고리,서울특별시 양천구,서울특별시 양천구 목1동,서울특별시 양천구 목2동,서울특별시 양천구 목3동,서울특별시 양천구 목4동,서울특별시 양천구 목5동,서울특별시 양천구 신월1동,서울특별시 양천구 신월2동,서울특별시 양천구 신월3동,서울특별시 양천구 신월4동,서울특별시 양천구 신월5동,서울특별시 양천구 신월6동,서울특별시 양천구 신월7동,서울특별시 양천구 신정1동,서울특별시 양천구 신정2동,서울특별시 양천구 신정3동,서울특별시 양천구 신정4동,서울특별시 양천구 신정6동,서울특별시 양천구 신정7동
2021년11월_남_연령구간인구수,"219,606","14,780","14,555","10,434","12,430","20,510","10,509","10,128","8,020","8,775","7,285","6,776","9,715","9,962","9,570","24,174","15,972","11,977","14,034"
2021년11월_남_0~9세,"15,241","1,394",829,647,609,"1,680",469,680,437,650,459,773,503,912,612,"1,843",790,"1,031",923
2021년11월_남_10~19세,"25,891","2,523","1,269",811,"1,743","4,041",654,856,561,859,647,594,632,"1,500","1,552","2,878","1,134","1,871","1,766"
2021년11월_남_20~29세,"29,269","1,571","2,339","1,619","2,149","2,243","1,325","1,318","1,059","1,099","1,080",767,"1,301","1,197","1,206","3,204","2,470","1,552","1,770"
2021년11월_남_30~39세,"27,555","1,277","2,664","1,904","1,346","1,639","1,493","1,426","1,054","1,133","1,065","1,257","1,374",850,814,"3,018","2,598","1,189","1,454"
2021년11월_남_40~49세,"36,599","3,020","2,200","1,501","1,941","3,900","1,582","1,651","1,174","1,513","1,101","1,113","1,452","1,873","1,705","3,988","2,487","2,051","2,347"
2021년11월_남_50~59세,"37,948","2,673","2,279","1,633","2,402","3,563","1,942","1,602","1,517","1,366","1,200",964,"1,684","1,780","1,801","4,198","2,580","2,197","2,567"
2021년11월_남_60~69세,"28,822","1,448","1,898","1,441","1,360","2,164","1,897","1,524","1,397","1,289","1,075",832,"1,660","1,118","1,189","3,006","2,225","1,339","1,960"
2021년11월_남_70~79세,"13,701",659,814,653,666,955,885,842,613,660,502,384,801,523,502,"1,533","1,246",565,898
2021년11월_남_80~89세,"4,157",188,240,204,193,279,246,212,198,186,147,86,286,186,170,461,416,149,310
2021년11월_남_90~99세,407,25,23,20,18,46,16,16,9,19,9,6,20,22,19,45,25,32,37
2021년11월_남_100세 이상,16,2,0,1,3,0,0,1,1,1,0,0,2,1,0,0,1,1,2
2021년11월_여_총인구수,"228,455","16,002","15,372","11,441","12,972","20,790","9,971","10,586","7,202","9,174","7,367","7,086","10,143","10,480","9,958","25,478","16,785","12,652","14,996"
2021년11월_여_연령구간인구수,"228,455","16,002","15,372","11,441","12,972","20,790","9,971","10,586","7,202","9,174","7,367","7,086","10,143","10,480","9,958","25,478","16,785","12,652","14,996"
2021년11월_여_0~9세,"14,432","1,371",762,593,658,"1,497",432,653,355,671,420,718,451,857,632,"1,783",707,953,919
2021년11월_여_10~19세,"23,704","2,534","1,164",676,"1,477","3,329",624,879,516,762,564,632,602,"1,408","1,420","2,709","1,093","1,736","1,579"
2021년11월_여_20~29세,"28,328","1,639","2,468","1,746","1,899","2,031","1,249","1,267",924,"1,000","1,023",789,"1,188","1,153","1,145","2,951","2,777","1,456","1,623"
2021년11월_여_30~39세,"28,342","1,761","2,592","1,994","1,367","2,074","1,187","1,365",879,"1,169",960,"1,281","1,218","1,090",907,"3,119","2,306","1,486","1,587"
2021년11월_여_40~49세,"40,013","3,665","2,345","1,628","2,406","4,914","1,400","1,605",943,"1,465","1,099","1,079","1,351","2,134","2,015","4,316","2,530","2,540","2,578"
2021년11월_여_50~59세,"38,291","2,381","2,537","1,943","2,465","3,265","1,751","1,680","1,282","1,452","1,281","1,055","1,789","1,709","1,684","4,397","2,772","2,219","2,629"
2021년11월_여_60~69세,"31,435","1,564","2,085","1,665","1,445","2,269","1,875","1,824","1,205","1,514","1,182",947,"1,877","1,200","1,181","3,458","2,575","1,429","2,140"
2021년11월_여_70~79세,"15,415",692,908,736,813,834,998,905,753,742,553,398,"1,021",568,619,"1,792","1,428",491,"1,164"
2021년11월_여_80~89세,"7,129",328,435,391,373,454,371,340,305,346,239,159,565,284,295,804,513,271,656
2021년11월_여_90~99세,"1,308",66,74,64,61,120,78,65,40,49,46,24,79,74,58,142,82,69,117
2021년11월_여_100세 이상,58,1,2,5,8,3,6,3,0,4,0,4,2,3,2,7,2,2,4
