카테고리,경상남도 창원시,경상남도 창원시 의창구,경상남도 창원시 의창구 동읍,경상남도 창원시 의창구 북면,경상남도 창원시 의창구 대산면,경상남도 창원시 의창구 의창동,경상남도 창원시 의창구 팔룡동,경상남도 창원시 의창구 명곡동,경상남도 창원시 의창구 봉림동,경상남도 창원시 의창구 용지동,경상남도 창원시 성산구,경상남도 창원시 성산구 반송동,경상남도 창원시 성산구 중앙동,경상남도 창원시 성산구 상남동,경상남도 창원시 성산구 사파동,경상남도 창원시 성산구 가음정동,경상남도 창원시 성산구 성주동,경상남도 창원시 성산구 웅남동,경상남도 창원시 마산합포구,경상남도 창원시 마산합포구 구산면,경상남도 창원시 마산합포구 진동면,경상남도 창원시 마산합포구 진북면,경상남도 창원시 마산합포구 진전면,경상남도 창원시 마산합포구 현동,경상남도 창원시 마산합포구 가포동,경상남도 창원시 마산합포구 월영동,경상남도 창원시 마산합포구 문화동,경상남도 창원시 마산합포구 반월중앙동,경상남도 창원시 마산합포구 완월동,경상남도 창원시 마산합포구 자산동,경상남도 창원시 마산합포구 교방동,경상남도 창원시 마산합포구 오동동,경상남도 창원시 마산합포구 합포동,경상남도 창원시 마산합포구 산호동,경상남도 창원시 마산회원구,경상남도 창원시 마산회원구 내서읍,경상남도 창원시 마산회원구 회원1동,경상남도 창원시 마산회원구 회원2동,경상남도 창원시 마산회원구 석전동,경상남도 창원시 마산회원구 회성동,경상남도 창원시 마산회원구 양덕1동,경상남도 창원시 마산회원구 양덕2동,경상남도 창원시 마산회원구 합성1동,경상남도 창원시 마산회원구 합성2동,경상남도 창원시 마산회원구 구암1동,경상남도 창원시 마산회원구 구암2동,경상남도 창원시 마산회원구 봉암동,경상남도 창원시 진해구,경상남도 창원시 진해구 충무동,경상남도 창원시 진해구 여좌동,경상남도 창원시 진해구 태백동,경상남도 창원시 진해구 경화동,경상남도 창원시 진해구 병암동,경상남도 창원시 진해구 석동,경상남도 창원시 진해구 이동,경상남도 창원시 진해구 자은동,경상남도 창원시 진해구 덕산동,경상남도 창원시 진해구 풍호동,경상남도 창원시 진해구 웅천동,경상남도 창원시 진해구 웅동1동,경상남도 창원시 진해구 웅동2동
2020년02월_계_80~89세,"25,222","5,533",789,885,495,855,485,823,693,508,"2,875",579,288,355,656,513,264,220,"6,727",327,466,315,491,273,39,702,520,653,417,410,526,834,352,402,"5,010","1,303",547,311,482,354,311,565,258,233,305,229,112,"5,077",672,625,367,345,304,259,298,427,297,457,323,234,469
2020년02월_계_90~99세,"3,182",733,90,133,69,119,65,95,83,79,404,81,52,59,88,71,27,26,913,61,57,56,84,38,5,98,66,79,46,50,82,96,45,50,542,133,54,39,46,43,33,82,32,14,34,24,8,590,85,58,42,42,28,40,38,42,29,50,39,37,60
2020년02월_계_100세 이상,175,33,2,6,2,7,3,7,5,1,21,7,4,3,6,1,0,0,62,0,3,2,0,0,2,4,5,8,3,3,18,6,3,5,39,2,6,3,3,6,4,1,4,2,3,3,2,20,5,1,2,5,2,1,0,1,0,1,1,0,1
2020년02월_남_총인구수,"528,886","133,228","10,493","21,440","3,747","24,777","18,820","22,326","16,146","15,479","111,808","21,639","12,673","14,471","23,330","21,383","14,049","4,263","87,748","2,283","6,486","1,962","2,023","7,260",341,"16,093","5,792","7,581","4,715","5,584","7,324","10,125","3,636","6,543","97,398","33,474","5,528","3,894","8,404","3,364","5,889","16,107","4,969","4,081","4,758","4,973","1,957","98,704","9,186","4,470","2,690","5,824","3,827","8,925","4,564","10,850","5,076","13,157","6,292","3,384","20,459"
2020년02월_남_연령구간인구수,"528,886","133,228","10,493","21,440","3,747","24,777","18,820","22,326","16,146","15,479","111,808","21,639","12,673","14,471","23,330","21,383","14,049","4,263","87,748","2,283","6,486","1,962","2,023","7,260",341,"16,093","5,792","7,581","4,715","5,584","7,324","10,125","3,636","6,543","97,398","33,474","5,528","3,894","8,404","3,364","5,889","16,107","4,969","4,081","4,758","4,973","1,957","98,704","9,186","4,470","2,690","5,824","3,827","8,925","4,564","10,850","5,076","13,157","6,292","3,384","20,459"
2020년02월_남_0~9세,"45,146","11,377",680,"3,415",155,"2,151","1,523","1,384",850,"1,219","9,032","1,747",713,"1,142","1,977","1,987","1,197",269,"6,765",68,677,51,40,"1,226",13,"1,455",300,571,239,302,563,642,189,429,"7,337","2,955",251,193,598,91,371,"1,722",367,163,242,299,85,"10,635",833,224,118,580,327,839,236,"1,331",593,"2,036",957,316,"2,245"
2020년02월_남_10~19세,"53,916","12,803","1,100","1,769",246,"2,407","2,105","2,341","1,256","1,579","12,945","2,957",833,"1,924","2,691","2,295","1,808",437,"7,339",101,494,98,80,577,14,"1,730",432,749,412,586,630,674,242,520,"9,984","4,508",353,337,650,214,464,"1,885",340,283,376,440,134,"10,845",977,398,169,564,406,"1,252",309,"1,178",649,"1,550",436,366,"2,591"
2020년02월_남_20~29세,"73,709","20,184","1,378","2,178",398,"3,824","3,039","3,844","2,825","2,698","18,535","3,354","2,475","2,417","3,709","3,567","2,370",643,"10,745",197,638,181,174,675,45,"2,391",930,959,642,718,831,"1,125",401,838,"12,685","4,724",612,446,984,391,784,"1,992",674,572,609,672,225,"11,560","1,369",512,316,653,449,"1,221",593,"1,332",632,"1,319",656,344,"2,164"
2020년02월_남_30~39세,"73,205","18,835","1,036","4,109",415,"3,682","2,704","2,402","2,278","2,209","16,128","2,381","2,578","1,875","3,496","3,319","1,858",621,"11,338",223,901,140,110,"1,386",41,"2,093",736,876,536,605,916,"1,393",504,878,"12,027","3,688",656,391,"1,235",352,794,"2,125",809,507,559,656,255,"14,877","1,306",436,250,924,464,"1,179",664,"1,754",722,"2,076","1,287",398,"3,417"
2020년02월_남_40~49세,"86,317","20,870","1,742","3,608",506,"3,803","3,028","3,480","2,382","2,321","17,759","3,627","2,065","2,261","3,779","3,271","2,094",662,"13,530",263,"1,102",217,200,"1,275",35,"2,463",776,"1,229",665,766,"1,173","1,733",576,"1,057","15,726","5,756",835,568,"1,264",464,891,"2,768",722,629,680,793,356,"18,432","1,634",676,366,910,667,"1,707",765,"1,880",885,"2,518","1,034",611,"4,779"
2020년02월_남_50~59세,"93,875","25,065","2,089","2,969",727,"4,637","3,662","4,755","3,223","3,003","21,824","4,244","2,266","2,969","4,360","4,207","3,036",742,"14,849",449,"1,106",460,415,958,67,"2,687",969,"1,285",884,970,"1,180","1,666",646,"1,107","17,628","6,434",963,698,"1,442",638,"1,013","2,656",855,747,931,860,391,"14,509","1,210",726,518,912,607,"1,349",776,"1,652",697,"1,667",873,601,"2,921"
2020년02월_남_60~69세,"66,114","16,233","1,488","2,267",759,"2,895","2,029","2,834","2,280","1,681","11,637","2,420","1,249","1,449","2,544","2,086","1,328",561,"13,732",565,954,460,524,736,75,"2,102",934,"1,045",804,985,"1,228","1,684",619,"1,017","13,673","3,528","1,027",770,"1,330",703,966,"1,960",711,714,858,783,323,"10,839",989,703,488,769,510,947,746,"1,186",538,"1,320",664,476,"1,503"
2020년02월_남_70~79세,"27,794","6,037",730,858,394,"1,086",568,984,821,596,"3,058",711,380,318,599,504,296,250,"7,079",314,463,249,310,340,38,930,534,628,389,503,611,911,327,532,"6,478","1,454",612,388,716,365,489,759,390,390,383,384,148,"5,142",614,527,328,392,292,324,365,405,266,506,266,197,660
2020년02월_남_80~89세,"8,136","1,684",241,243,131,271,150,276,216,156,799,185,97,103,157,134,54,69,"2,172",95,144,96,154,81,10,222,167,220,132,139,168,274,117,153,"1,745",408,204,93,173,132,111,224,94,74,113,80,39,"1,736",234,250,124,112,103,98,104,124,86,156,109,67,169
2020년02월_남_90~99세,634,134,9,23,15,20,12,25,14,16,85,12,14,12,18,12,8,9,184,8,6,10,16,6,3,20,13,19,12,9,15,21,14,12,107,19,15,10,10,10,6,16,6,2,7,6,0,124,19,17,12,8,1,9,6,8,8,9,10,8,9
2020년02월_남_100세 이상,40,6,0,1,1,1,0,1,1,1,6,1,3,1,0,1,0,0,15,0,1,0,0,0,0,0,1,0,0,1,9,2,1,0,8,0,0,0,2,4,0,0,1,0,0,0,1,5,1,1,1,0,1,0,0,0,0,0,0,0,1
2020년02월_여_총인구수,"514,988","128,676","10,145","21,008","3,641","24,146","17,999","21,569","14,824","15,344","107,077","21,116","10,597","14,279","23,494","20,711","12,999","3,881","88,586","2,140","6,147","1,732","2,048","7,304",324,"16,383","5,897","7,939","4,947","5,749","7,464","10,317","3,544","6,651","96,382","33,073","5,564","3,894","8,287","3,242","5,795","16,328","4,757","4,075","4,773","5,007","1,587","94,267","8,626","4,518","2,629","5,734","3,881","8,561","4,093","10,893","5,258","13,196","6,057","3,204","17,617"
2020년02월_여_연령구간인구수,"514,988","128,676","10,145","21,008","3,641","24,146","17,999","21,569","14,824","15,344","107,077","21,116","10,597","14,279","23,494","20,711","12,999","3,881","88,586","2,140","6,147","1,732","2,048","7,304",324,"16,383","5,897","7,939","4,947","5,749","7,464","10,317","3,544","6,651","96,382","33,073","5,564","3,894","8,287","3,242","5,795","16,328","4,757","4,075","4,773","5,007","1,587","94,267","8,626","4,518","2,629","5,734","3,881","8,561","4,093","10,893","5,258","13,196","6,057","3,204","17,617"
2020년02월_여_0~9세,"42,073","10,688",658,"3,193",122,"2,108","1,480","1,254",831,"1,042","8,621","1,662",621,"1,116","1,928","1,936","1,087",271,"6,190",59,574,39,36,"1,123",16,"1,370",292,487,223,265,506,608,186,406,"6,775","2,752",224,157,542,88,311,"1,575",325,168,259,285,89,"9,799",827,176,101,546,283,777,195,"1,285",565,"1,766",825,274,"2,179"
2020년02월_여_10~19세,"48,780","11,502",939,"1,671",198,"2,226","1,867","2,100","1,133","1,368","11,371","2,612",716,"1,671","2,417","2,056","1,516",383,"6,756",79,528,83,69,607,16,"1,558",417,685,453,417,594,537,207,506,"8,985","4,058",333,298,588,179,425,"1,688",327,247,317,416,109,"10,166",944,326,159,493,346,"1,177",266,"1,085",590,"1,587",455,360,"2,378"
2020년02월_여_20~29세,"59,359","16,247","1,018","1,872",311,"3,089","2,492","3,172","2,075","2,218","14,987","2,637","2,009","1,942","3,117","2,905","1,955",422,"8,766",124,504,132,114,623,28,"1,866",743,783,555,584,664,999,288,759,"10,432","3,876",470,356,867,298,609,"1,625",532,501,479,686,133,"8,927",837,373,226,516,379,983,408,"1,147",498,"1,042",617,258,"1,643"
2020년02월_여_30~39세,"65,780","16,988",942,"4,248",268,"3,281","2,426","2,156","1,669","1,998","14,285","2,385","1,805","1,762","3,268","2,985","1,631",449,"10,009",127,783,93,82,"1,446",31,"2,036",563,822,403,513,810,"1,238",327,735,"10,754","3,617",463,345,966,240,654,"2,221",640,391,452,570,195,"13,744","1,127",338,188,807,443,"1,087",451,"1,727",728,"2,367","1,229",368,"2,884"
2020년02월_여_40~49세,"84,025","20,582","1,645","3,090",365,"3,824","3,218","3,619","2,183","2,638","19,543","4,156","1,662","2,707","4,321","3,629","2,436",632,"12,258",142,892,146,143,"1,108",38,"2,617",742,"1,152",655,802,"1,032","1,400",453,936,"15,322","6,328",669,497,"1,052",339,834,"2,899",622,548,610,689,235,"16,320","1,387",616,269,854,612,"1,767",540,"1,870",860,"2,357",889,520,"3,779"
2020년02월_여_50~59세,"94,852","25,693","1,918","3,185",695,"4,835","3,714","4,816","3,229","3,301","22,361","4,273","2,021","3,201","4,915","4,357","2,862",732,"15,240",399,980,318,337,978,54,"2,986","1,016","1,355",964,"1,112","1,222","1,742",618,"1,159","17,730","6,016",991,704,"1,517",673,"1,046","2,912",884,755,"1,002",933,297,"13,828","1,091",721,456,964,632,"1,291",786,"1,779",731,"1,869",835,527,"2,146"
2020년02월_여_60~69세,"67,152","15,718","1,492","2,080",746,"2,908","1,806","2,721","2,264","1,701","9,949","2,133","1,157","1,179","2,118","1,767","1,023",572,"15,134",551,982,390,449,837,77,"2,280","1,075","1,305",874,"1,090","1,358","1,951",739,"1,176","14,963","3,567","1,249",807,"1,532",706,"1,163","2,086",798,892,981,879,303,"11,388","1,114",847,537,824,590,901,817,"1,152",679,"1,305",619,458,"1,545"
2020년02월_여_70~79세,"33,198","6,783",902,912,517,"1,186",605,"1,108",890,663,"3,550",789,376,400,835,638,260,252,"8,902",374,529,264,413,358,31,"1,108",639,849,498,652,844,"1,203",458,682,"7,690","1,848",777,480,877,462,522,914,436,400,451,379,144,"6,273",791,705,419,458,367,385,404,510,375,560,344,243,712
2020년02월_여_80~89세,"17,086","3,849",548,642,364,584,335,547,477,352,"2,076",394,191,252,499,379,210,151,"4,555",232,322,219,337,192,29,480,353,433,285,271,358,560,235,249,"3,265",895,343,218,309,222,200,341,164,159,192,149,73,"3,341",438,375,243,233,201,161,194,303,211,301,214,167,300
2020년02월_여_90~99세,"2,548",599,81,110,54,99,53,70,69,63,319,69,38,47,70,59,19,17,729,53,51,46,68,32,2,78,53,60,34,41,67,75,31,38,435,114,39,29,36,33,27,66,26,12,27,18,8,466,66,41,30,34,27,31,32,34,21,41,29,29,51
2020년02월_여_100세 이상,135,27,2,5,1,6,3,6,4,0,15,6,1,2,6,0,0,0,47,0,2,2,0,0,2,4,4,8,3,2,9,4,2,5,31,2,6,3,1,2,4,1,3,2,3,3,1,15,4,0,1,5,1,1,0,1,0,1,1,0,0
