카테고리,경기도,경기도 수원시,경기도 수원시 장안구,경기도 수원시 권선구,경기도 수원시 팔달구,경기도 수원시 영통구,경기도 성남시,경기도 성남시 수정구,경기도 성남시 중원구,경기도 성남시 분당구,경기도 의정부시,경기도 안양시,경기도 안양시 만안구,경기도 안양시 동안구,경기도 부천시,경기도 광명시,경기도 평택시,경기도 동두천시,경기도 안산시,경기도 안산시 상록구,경기도 안산시 단원구,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 일산동구,경기도 고양시 일산서구,경기도 과천시,경기도 구리시,경기도 남양주시,경기도 오산시,경기도 시흥시,경기도 군포시,경기도 의왕시,경기도 하남시,경기도 용인시,경기도 용인시 처인구,경기도 용인시 기흥구,경기도 용인시 수지구,경기도 파주시,경기도 이천시,경기도 안성시,경기도 김포시,경기도 화성시,경기도 광주시,경기도 양주시,경기도 포천시,경기도 여주시,경기도 연천군,경기도 가평군,경기도 양평군
2020년04월_남_총인구수,"6,696,531","600,616","139,377","187,190","88,408","185,641","466,119","118,680","111,002","236,437","223,765","277,727","121,239","156,488","410,678","155,900","268,331","47,015","335,033","177,678","157,355","526,681","233,744","145,716","147,221","29,341","98,816","351,837","117,610","250,312","137,034","82,049","140,443","530,251","130,446","217,252","182,553","231,142","111,858","94,781","223,443","431,049","192,208","113,980","78,234","56,492","22,882","32,067","58,837"
2020년04월_남_연령구간인구수,"6,696,531","600,616","139,377","187,190","88,408","185,641","466,119","118,680","111,002","236,437","223,765","277,727","121,239","156,488","410,678","155,900","268,331","47,015","335,033","177,678","157,355","526,681","233,744","145,716","147,221","29,341","98,816","351,837","117,610","250,312","137,034","82,049","140,443","530,251","130,446","217,252","182,553","231,142","111,858","94,781","223,443","431,049","192,208","113,980","78,234","56,492","22,882","32,067","58,837"
2020년04월_남_0~9세,"600,759","52,544","10,069","17,444","5,084","19,947","36,442","7,933","7,216","21,293","18,004","21,153","8,276","12,877","30,891","12,882","24,756","3,464","23,441","12,300","11,141","43,038","19,929","11,057","12,052","2,494","8,215","34,344","12,631","23,925","11,265","7,023","15,320","53,310","11,147","22,963","19,200","22,777","10,101","7,491","26,727","54,283","18,440","10,088","4,702","3,934","1,483","1,739","3,852"
2020년04월_남_10~19세,"691,364","62,877","15,473","17,801","7,412","22,191","46,063","9,082","8,898","28,083","22,207","28,154","10,181","17,973","37,580","16,644","27,367","4,456","34,366","18,157","16,209","55,380","21,722","15,818","17,840","3,307","9,712","39,963","12,747","25,504","14,174","7,796","12,366","62,747","13,097","26,431","23,219","25,017","11,569","9,419","23,231","48,192","17,125","12,220","6,689","5,087","1,743","2,559","5,103"
2020년04월_남_20~29세,"939,653","98,687","24,224","28,729","14,883","30,851","67,904","17,913","16,421","33,570","32,135","41,661","18,374","23,287","61,536","21,421","38,520","6,059","56,322","30,481","25,841","77,056","32,444","22,576","22,036","4,323","14,057","43,515","16,621","36,239","20,153","12,314","17,226","69,896","18,252","28,569","23,075","29,211","16,542","11,995","25,184","53,702","23,367","14,341","10,384","6,592","3,446","3,499","5,745"
2020년04월_남_30~39세,"986,120","94,779","17,512","31,294","13,478","32,495","70,197","18,578","17,000","34,619","30,418","40,673","17,855","22,818","61,184","22,680","42,042","5,369","46,778","23,821","22,957","70,438","33,757","18,756","17,925","4,110","13,839","44,738","21,299","39,589","20,373","11,763","24,134","73,319","18,060","30,172","25,087","35,669","16,417","12,674","35,028","78,159","30,751","14,184","8,207","6,141","2,430","3,177","5,561"
2020년04월_남_40~49세,"1,166,235","103,471","23,220","31,901","14,392","33,958","78,680","19,589","17,928","41,163","37,293","44,291","18,326","25,965","66,377","27,040","48,250","7,499","56,047","29,768","26,279","89,544","39,757","24,787","25,000","4,429","16,566","65,303","22,486","46,706","22,349","12,460","25,700","99,354","22,839","41,633","34,882","40,697","18,083","16,021","42,889","84,862","34,577","19,983","11,376","8,395","2,750","4,332","8,425"
2020년04월_남_50~59세,"1,122,484","98,104","24,708","30,856","15,635","26,905","77,749","20,522","19,773","37,454","39,017","48,557","21,840","26,717","73,046","26,060","44,399","8,663","65,413","34,869","30,544","95,666","40,995","27,306","27,365","5,122","17,683","58,610","16,967","44,702","23,718","14,514","20,146","82,069","22,133","32,604","27,332","36,879","18,142","16,375","32,742","59,355","31,739","19,493","16,242","10,576","3,921","6,088","10,727"
2020년04월_남_60~69세,"717,779","56,179","14,411","18,641","10,456","12,671","53,301","15,155","14,744","23,402","25,972","33,800","16,283","17,517","52,178","18,120","25,503","6,154","34,708","18,197","16,511","56,904","26,512","15,521","14,871","3,291","11,677","38,289","9,198","22,377","15,558","10,373","15,853","48,134","14,761","18,400","14,973","22,969","12,464","11,943","22,099","32,803","22,686","13,593","12,427","8,919","3,717","5,941","10,649"
2020년04월_남_70~79세,"338,743","24,655","6,858","7,764","5,188","4,845","25,803","7,496","6,875","11,432","13,352","14,182","7,450","6,732","20,847","8,225","12,192","3,628","12,910","7,177","5,733","25,965","12,890","6,499","6,576","1,531","5,161","19,894","4,160","8,273","6,555","4,214","7,564","29,527","7,240","11,734","10,553","12,436","5,923","6,060","11,488","14,357","10,298","7,320","5,713","4,765","2,270","3,209","6,266"
2020년04월_남_80~89세,"120,460","8,377","2,594","2,484","1,691","1,608","8,850","2,133","1,924","4,793","4,884","4,717","2,413","2,304","6,322","2,525","4,730","1,539","4,596","2,644","1,952","11,436","5,186","3,050","3,200",638,"1,713","6,545","1,391","2,721","2,558","1,414","1,886","10,840","2,659","4,313","3,868","4,948","2,376","2,591","3,703","4,890","2,947","2,527","2,252","1,909",993,"1,374","2,268"
2020년04월_남_90~99세,"11,835",865,287,250,167,161,"1,002",218,176,608,437,489,216,273,658,267,498,166,426,251,175,"1,171",500,327,344,88,169,576,96,249,308,162,216,"1,021",246,418,357,481,222,201,335,412,256,221,214,158,113,131,227
2020년04월_남_100세 이상,"1,099",78,21,26,22,9,128,61,47,20,46,50,25,25,59,36,74,18,26,13,13,83,52,19,12,8,24,60,14,27,23,16,32,34,12,15,7,58,19,11,17,34,22,10,28,16,16,18,14
2020년04월_여_총인구수,"6,614,723","592,006","137,234","183,765","87,038","183,969","475,408","115,973","108,153","251,282","230,457","283,342","120,760","162,582","416,167","159,845","252,318","47,176","318,542","170,834","147,708","548,172","238,723","153,560","155,889","30,346","100,202","354,232","109,940","228,152","138,920","82,652","139,178","538,268","124,037","222,473","191,758","224,120","104,986","89,430","221,982","400,839","183,353","110,544","69,910","54,706","20,736","30,330","58,464"
2020년04월_여_연령구간인구수,"6,614,723","592,006","137,234","183,765","87,038","183,969","475,408","115,973","108,153","251,282","230,457","283,342","120,760","162,582","416,167","159,845","252,318","47,176","318,542","170,834","147,708","548,172","238,723","153,560","155,889","30,346","100,202","354,232","109,940","228,152","138,920","82,652","139,178","538,268","124,037","222,473","191,758","224,120","104,986","89,430","221,982","400,839","183,353","110,544","69,910","54,706","20,736","30,330","58,464"
2020년04월_여_0~9세,"572,106","49,317","9,351","16,480","4,955","18,531","34,613","7,733","6,719","20,161","16,868","20,363","8,029","12,334","29,414","12,344","23,676","3,199","22,642","11,923","10,719","41,481","19,274","10,565","11,642","2,266","7,685","32,441","12,059","22,849","10,686","6,522","14,729","51,119","10,714","21,856","18,549","21,935","9,501","7,093","25,554","51,712","17,450","9,683","4,360","3,702","1,394","1,792","3,657"
2020년04월_여_10~19세,"651,331","58,720","14,229","16,424","7,075","20,992","43,750","8,543","8,418","26,789","20,945","26,262","9,382","16,880","35,430","15,689","25,565","4,385","32,148","17,142","15,006","52,311","20,597","14,686","17,028","3,042","9,068","37,603","12,156","24,036","13,373","7,296","11,813","59,422","11,922","24,916","22,584","23,362","10,678","8,722","22,324","46,168","16,297","11,655","6,100","4,714","1,508","2,239","4,550"
2020년04월_여_20~29세,"847,024","88,309","20,029","26,350","13,618","28,312","64,514","16,173","15,077","33,264","30,959","38,402","16,697","21,705","57,643","19,560","32,062","5,105","49,659","26,882","22,777","73,776","30,377","22,341","21,058","3,865","13,472","40,049","14,211","30,573","18,371","10,954","16,288","65,023","15,372","26,761","22,890","26,339","12,838","9,847","23,281","46,208","20,946","12,355","7,548","5,497","1,972","2,683","4,715"
2020년04월_여_30~39세,"931,499","88,097","16,219","28,640","11,497","31,741","68,403","16,267","14,715","37,421","29,299","38,550","16,041","22,509","58,105","22,086","35,726","5,033","39,305","20,313","18,992","72,067","33,282","19,891","18,894","4,035","13,473","46,385","18,271","34,237","19,054","11,142","23,801","75,482","16,314","31,519","27,649","31,190","14,341","10,620","36,375","72,535","28,134","13,312","6,735","5,641","1,870","2,721","5,474"
2020년04월_여_40~49세,"1,129,968","101,802","23,531","29,924","13,551","34,796","80,585","17,364","16,100","47,121","37,300","46,329","17,639","28,690","65,529","27,570","42,923","7,116","54,353","29,087","25,266","95,545","39,339","27,584","28,622","4,858","16,740","64,295","19,989","40,518","23,146","12,858","23,185","101,569","20,503","43,068","37,998","38,460","16,865","13,972","39,585","73,912","30,690","18,884","9,733","7,735","2,278","3,686","7,958"
2020년04월_여_50~59세,"1,090,365","98,248","24,692","31,703","15,136","26,717","78,221","19,889","19,632","38,700","40,136","51,190","22,477","28,713","76,942","26,424","40,316","7,716","61,542","32,994","28,548","97,782","41,241","28,213","28,328","5,346","18,241","56,192","15,687","39,304","24,662","15,466","20,639","78,783","20,537","31,859","26,387","33,507","16,939","14,609","31,192","51,327","30,496","17,621","13,315","9,551","3,383","5,413","10,175"
2020년04월_여_60~69세,"727,857","57,828","14,925","19,169","11,078","12,656","55,428","16,205","14,922","24,301","27,847","34,428","16,697","17,731","53,157","19,849","25,940","6,463","31,768","16,925","14,843","56,428","26,893","15,056","14,479","3,462","11,610","40,434","9,447","19,802","15,872","10,264","16,787","53,443","14,735","21,252","17,456","23,394","11,970","11,768","23,294","31,890","22,471","13,541","10,633","8,625","3,511","5,584","10,919"
2020년04월_여_70~79세,"409,661","30,733","8,621","9,327","6,513","6,272","31,212","9,078","8,171","13,963","17,158","16,976","8,652","8,324","24,523","10,192","15,739","5,069","16,093","9,262","6,831","35,004","16,989","8,823","9,192","2,005","6,396","23,667","5,279","10,136","8,157","4,798","7,601","34,893","8,448","14,062","12,383","15,817","6,933","7,276","13,055","16,503","10,942","8,523","6,715","5,379","2,777","3,608","6,502"
2020년04월_여_80~89세,"214,153","15,792","4,669","4,804","3,008","3,311","15,298","3,889","3,582","7,827","8,436","9,148","4,365","4,783","12,916","5,168","8,817","2,616","9,364","5,339","4,025","20,213","9,104","5,403","5,706","1,155","2,974","11,105","2,435","5,666","4,720","2,767","3,510","15,412","4,580","5,966","4,866","8,507","4,169","4,727","6,192","9,000","4,920","4,198","3,998","3,229","1,729","2,203","3,769"
2020년04월_여_90~99세,"37,749","2,935",902,876,542,615,"3,044",693,685,"1,666","1,349","1,575",725,850,"2,325",860,"1,389",411,"1,581",921,660,"3,329","1,475",958,896,270,490,"1,911",372,964,830,549,742,"2,969",855,"1,165",949,"1,477",705,752,"1,079","1,510",934,715,726,607,283,373,693
2020년04월_여_100세 이상,"3,010",225,66,68,65,26,340,139,132,69,160,119,56,63,183,103,165,63,87,46,41,236,152,40,44,42,53,150,34,67,49,36,83,153,57,49,47,132,47,44,51,74,73,57,47,26,31,28,52
