카테고리,서울특별시 은평구,서울특별시 은평구 녹번동,서울특별시 은평구 불광제1동,서울특별시 은평구 불광제2동,서울특별시 은평구 갈현제1동,서울특별시 은평구 갈현제2동,서울특별시 은평구 구산동,서울특별시 은평구 대조동,서울특별시 은평구 응암제1동,서울특별시 은평구 응암제2동,서울특별시 은평구 응암제3동,서울특별시 은평구 역촌동,서울특별시 은평구 신사제1동,서울특별시 은평구 신사제2동,서울특별시 은평구 증산동,서울특별시 은평구 수색동,서울특별시 은평구 진관동
2020년04월_계_총인구수,"477,973","37,970","40,281","28,944","23,923","29,522","33,349","27,377","25,118","26,690","25,621","47,534","28,031","21,436","15,780","8,714","57,683"
2020년04월_계_연령구간인구수,"477,973","37,970","40,281","28,944","23,923","29,522","33,349","27,377","25,118","26,690","25,621","47,534","28,031","21,436","15,780","8,714","57,683"
2020년04월_계_0~9세,"30,744","2,646","2,548","1,265","1,097","1,744","2,001","1,279","1,595","3,165","1,069","3,006","1,733","1,232",803,462,"5,099"
2020년04월_계_10~19세,"39,795","2,496","2,836","1,961","1,769","2,565","2,940","1,799","2,377","2,221","1,745","3,753","2,214","1,797","1,284",564,"7,474"
2020년04월_계_20~29세,"66,213","5,111","5,453","4,341","3,801","4,444","4,507","4,640","3,399","2,714","3,646","6,638","3,997","2,994","2,125","1,191","7,212"
2020년04월_계_30~39세,"68,708","6,224","5,626","4,026","3,255","4,132","4,275","4,277","3,705","5,019","3,449","7,011","4,209","2,948","2,100","1,177","7,275"
2020년04월_계_40~49세,"77,439","5,865","6,288","4,165","3,553","4,829","5,296","4,242","4,398","4,996","3,764","7,837","4,369","3,346","2,345","1,150","10,996"
2020년04월_계_50~59세,"76,944","6,063","6,813","5,044","4,109","4,893","5,724","4,206","3,818","3,439","4,343","7,734","4,582","3,588","2,687","1,592","8,309"
2020년04월_계_60~69세,"62,167","4,986","5,452","4,238","3,414","3,644","4,584","3,495","2,982","2,727","3,750","6,148","3,752","3,098","2,386","1,414","6,097"
2020년04월_계_70~79세,"38,455","3,165","3,526","2,740","2,121","2,262","2,754","2,361","1,957","1,656","2,613","3,792","2,231","1,662","1,455",777,"3,383"
2020년04월_계_80~89세,"15,054","1,216","1,519","1,022",683,878,"1,086",946,758,648,"1,088","1,417",840,671,514,334,"1,434"
2020년04월_계_90~99세,"2,042",176,187,129,106,113,163,110,120,85,135,173,94,88,72,48,243
2020년04월_계_100세 이상,412,22,33,13,15,18,19,22,9,20,19,25,10,12,9,5,161
2020년04월_남_총인구수,"230,057","18,177","19,091","14,099","11,667","14,054","16,621","12,815","11,962","12,999","12,562","22,541","13,580","10,732","7,741","4,353","27,063"
2020년04월_남_연령구간인구수,"230,057","18,177","19,091","14,099","11,667","14,054","16,621","12,815","11,962","12,999","12,562","22,541","13,580","10,732","7,741","4,353","27,063"
2020년04월_남_0~9세,"15,757","1,331","1,303",629,583,906,"1,012",658,845,"1,637",559,"1,511",849,643,401,243,"2,647"
2020년04월_남_10~19세,"20,304","1,263","1,479","1,011",901,"1,273","1,395",848,"1,253","1,160",905,"1,880","1,148","1,000",679,311,"3,798"
2020년04월_남_20~29세,"32,098","2,411","2,684","2,188","1,938","2,140","2,252","2,077","1,541","1,359","1,881","3,211","2,061","1,557","1,067",623,"3,108"
2020년04월_남_30~39세,"34,204","3,158","2,750","2,145","1,686","2,063","2,184","2,134","1,840","2,394","1,814","3,427","2,139","1,566","1,077",631,"3,196"
2020년04월_남_40~49세,"38,263","2,935","3,048","2,141","1,784","2,330","2,647","2,080","2,156","2,568","1,925","3,875","2,163","1,685","1,167",590,"5,169"
2020년04월_남_50~59세,"37,058","2,899","3,179","2,339","1,927","2,286","2,907","2,030","1,855","1,670","2,182","3,621","2,148","1,733","1,320",799,"4,163"
2020년04월_남_60~69세,"28,698","2,250","2,473","1,965","1,578","1,661","2,319","1,546","1,307","1,240","1,733","2,747","1,732","1,496","1,137",688,"2,826"
2020년04월_남_70~79세,"17,030","1,390","1,507","1,232",951,981,"1,377","1,012",846,700,"1,106","1,672",990,753,659,333,"1,521"
2020년04월_남_80~89세,"5,992",492,599,410,283,377,476,393,281,236,417,555,325,263,215,121,549
2020년04월_남_90~99세,577,43,58,35,35,30,44,30,38,28,35,38,24,32,16,12,79
2020년04월_남_100세 이상,76,5,11,4,1,7,8,7,0,7,5,4,1,4,3,2,7
2020년04월_여_총인구수,"247,916","19,793","21,190","14,845","12,256","15,468","16,728","14,562","13,156","13,691","13,059","24,993","14,451","10,704","8,039","4,361","30,620"
2020년04월_여_연령구간인구수,"247,916","19,793","21,190","14,845","12,256","15,468","16,728","14,562","13,156","13,691","13,059","24,993","14,451","10,704","8,039","4,361","30,620"
2020년04월_여_0~9세,"14,987","1,315","1,245",636,514,838,989,621,750,"1,528",510,"1,495",884,589,402,219,"2,452"
2020년04월_여_10~19세,"19,491","1,233","1,357",950,868,"1,292","1,545",951,"1,124","1,061",840,"1,873","1,066",797,605,253,"3,676"
2020년04월_여_20~29세,"34,115","2,700","2,769","2,153","1,863","2,304","2,255","2,563","1,858","1,355","1,765","3,427","1,936","1,437","1,058",568,"4,104"
2020년04월_여_30~39세,"34,504","3,066","2,876","1,881","1,569","2,069","2,091","2,143","1,865","2,625","1,635","3,584","2,070","1,382","1,023",546,"4,079"
2020년04월_여_40~49세,"39,176","2,930","3,240","2,024","1,769","2,499","2,649","2,162","2,242","2,428","1,839","3,962","2,206","1,661","1,178",560,"5,827"
2020년04월_여_50~59세,"39,886","3,164","3,634","2,705","2,182","2,607","2,817","2,176","1,963","1,769","2,161","4,113","2,434","1,855","1,367",793,"4,146"
2020년04월_여_60~69세,"33,469","2,736","2,979","2,273","1,836","1,983","2,265","1,949","1,675","1,487","2,017","3,401","2,020","1,602","1,249",726,"3,271"
2020년04월_여_70~79세,"21,425","1,775","2,019","1,508","1,170","1,281","1,377","1,349","1,111",956,"1,507","2,120","1,241",909,796,444,"1,862"
2020년04월_여_80~89세,"9,062",724,920,612,400,501,610,553,477,412,671,862,515,408,299,213,885
2020년04월_여_90~99세,"1,465",133,129,94,71,83,119,80,82,57,100,135,70,56,56,36,164
2020년04월_여_100세 이상,336,17,22,9,14,11,11,15,9,13,14,21,9,8,6,3,154
