카테고리,서울특별시 도봉구,서울특별시 도봉구 창제1동,서울특별시 도봉구 창제2동,서울특별시 도봉구 창제3동,서울특별시 도봉구 창제4동,서울특별시 도봉구 창제5동,서울특별시 도봉구 도봉제1동,서울특별시 도봉구 도봉제2동,서울특별시 도봉구 쌍문제1동,서울특별시 도봉구 쌍문제2동,서울특별시 도봉구 쌍문제3동,서울특별시 도봉구 쌍문제4동,서울특별시 도봉구 방학제1동,서울특별시 도봉구 방학제2동,서울특별시 도봉구 방학제3동
2020년12월_계_총인구수,"325,257","25,241","29,643","14,310","27,195","25,198","21,660","27,785","21,790","19,246","16,769","19,262","28,975","20,282","27,901"
2020년12월_계_연령구간인구수,"325,257","25,241","29,643","14,310","27,195","25,198","21,660","27,785","21,790","19,246","16,769","19,262","28,975","20,282","27,901"
2020년12월_계_0~9세,"18,775","1,574","1,818",774,"1,799","1,577",878,"1,644","1,191","1,018",804,"1,212","1,546",948,"1,992"
2020년12월_계_10~19세,"25,627","2,176","2,284","1,090","2,618","1,954","1,203","1,742","1,618","1,401","1,016","2,037","2,220","1,488","2,780"
2020년12월_계_20~29세,"43,412","3,307","4,139","1,826","3,738","3,724","2,633","3,339","3,093","2,545","2,506","2,564","3,906","2,723","3,369"
2020년12월_계_30~39세,"40,993","3,407","4,144","1,715","3,416","3,558","2,410","3,646","2,598","2,622","2,378","2,325","3,348","2,210","3,216"
2020년12월_계_40~49세,"48,535","4,116","4,588","2,165","4,433","3,571","2,927","3,809","3,245","2,795","2,433","3,006","4,242","2,951","4,254"
2020년12월_계_50~59세,"57,020","4,183","5,180","2,621","4,921","4,454","3,811","4,508","3,692","3,330","2,848","3,437","5,426","3,773","4,836"
2020년12월_계_60~69세,"49,740","3,479","4,147","2,158","3,492","3,614","3,947","4,945","3,333","3,023","2,456","2,809","4,597","3,348","4,392"
2020년12월_계_70~79세,"27,706","1,985","2,307","1,379","1,741","1,794","2,708","2,800","2,061","1,648","1,639","1,190","2,588","1,967","1,899"
2020년12월_계_80~89세,"11,603",892,924,516,889,805,"1,002","1,150",835,737,600,570,938,748,997
2020년12월_계_90~99세,"1,671",115,109,56,139,135,124,174,108,109,81,105,152,108,156
2020년12월_계_100세 이상,175,7,3,10,9,12,17,28,16,18,8,7,12,18,10
2020년12월_남_총인구수,"158,620","12,032","14,478","7,129","13,074","12,118","10,956","13,591","10,497","9,263","8,139","9,090","14,416","10,249","13,588"
2020년12월_남_연령구간인구수,"158,620","12,032","14,478","7,129","13,074","12,118","10,956","13,591","10,497","9,263","8,139","9,090","14,416","10,249","13,588"
2020년12월_남_0~9세,"9,720",802,951,403,934,821,437,841,608,530,410,644,766,490,"1,083"
2020년12월_남_10~19세,"13,209","1,098","1,194",569,"1,338","1,007",644,906,786,741,530,"1,006","1,129",779,"1,482"
2020년12월_남_20~29세,"22,110","1,646","2,061",950,"1,896","1,822","1,408","1,686","1,466","1,299","1,231","1,288","2,029","1,487","1,841"
2020년12월_남_30~39세,"20,973","1,704","2,085",917,"1,653","1,826","1,332","1,854","1,335","1,355","1,232","1,119","1,731","1,214","1,616"
2020년12월_남_40~49세,"24,038","1,994","2,327","1,113","2,087","1,689","1,588","1,933","1,651","1,407","1,258","1,366","2,103","1,527","1,995"
2020년12월_남_50~59세,"27,161","1,945","2,464","1,298","2,326","2,051","1,903","2,195","1,771","1,497","1,319","1,548","2,730","1,869","2,245"
2020년12월_남_60~69세,"23,727","1,618","1,942","1,050","1,678","1,715","1,901","2,341","1,574","1,418","1,152","1,345","2,237","1,660","2,096"
2020년12월_남_70~79세,"12,721",861,"1,035",617,797,833,"1,285","1,331",951,704,720,551,"1,278",896,862
2020년12월_남_80~89세,"4,454",326,389,199,314,312,411,456,324,276,263,190,376,291,327
2020년12월_남_90~99세,459,36,30,10,47,39,44,42,25,28,23,32,35,31,37
2020년12월_남_100세 이상,48,2,0,3,4,3,3,6,6,8,1,1,2,5,4
2020년12월_여_총인구수,"166,637","13,209","15,165","7,181","14,121","13,080","10,704","14,194","11,293","9,983","8,630","10,172","14,559","10,033","14,313"
2020년12월_여_연령구간인구수,"166,637","13,209","15,165","7,181","14,121","13,080","10,704","14,194","11,293","9,983","8,630","10,172","14,559","10,033","14,313"
2020년12월_여_0~9세,"9,055",772,867,371,865,756,441,803,583,488,394,568,780,458,909
2020년12월_여_10~19세,"12,418","1,078","1,090",521,"1,280",947,559,836,832,660,486,"1,031","1,091",709,"1,298"
2020년12월_여_20~29세,"21,302","1,661","2,078",876,"1,842","1,902","1,225","1,653","1,627","1,246","1,275","1,276","1,877","1,236","1,528"
2020년12월_여_30~39세,"20,020","1,703","2,059",798,"1,763","1,732","1,078","1,792","1,263","1,267","1,146","1,206","1,617",996,"1,600"
2020년12월_여_40~49세,"24,497","2,122","2,261","1,052","2,346","1,882","1,339","1,876","1,594","1,388","1,175","1,640","2,139","1,424","2,259"
2020년12월_여_50~59세,"29,859","2,238","2,716","1,323","2,595","2,403","1,908","2,313","1,921","1,833","1,529","1,889","2,696","1,904","2,591"
2020년12월_여_60~69세,"26,013","1,861","2,205","1,108","1,814","1,899","2,046","2,604","1,759","1,605","1,304","1,464","2,360","1,688","2,296"
2020년12월_여_70~79세,"14,985","1,124","1,272",762,944,961,"1,423","1,469","1,110",944,919,639,"1,310","1,071","1,037"
2020년12월_여_80~89세,"7,149",566,535,317,575,493,591,694,511,461,337,380,562,457,670
2020년12월_여_90~99세,"1,212",79,79,46,92,96,80,132,83,81,58,73,117,77,119
2020년12월_여_100세 이상,127,5,3,7,5,9,14,22,10,10,7,6,10,13,6
