카테고리,경기도 안산시,경기도 안산시 상록구,경기도 안산시 상록구 일동,경기도 안산시 상록구 이동,경기도 안산시 상록구 사동,경기도 안산시 상록구 사이동,경기도 안산시 상록구 해양동,경기도 안산시 상록구 본오1동,경기도 안산시 상록구 본오2동,경기도 안산시 상록구 본오3동,경기도 안산시 상록구 부곡동,경기도 안산시 상록구 월피동,경기도 안산시 상록구 성포동,경기도 안산시 상록구 반월동,경기도 안산시 상록구 안산동,경기도 안산시 단원구,경기도 안산시 단원구 와동,경기도 안산시 단원구 고잔동,경기도 안산시 단원구 중앙동,경기도 안산시 단원구 호수동,경기도 안산시 단원구 원곡동,경기도 안산시 단원구 백운동,경기도 안산시 단원구 신길동,경기도 안산시 단원구 초지동,경기도 안산시 단원구 선부1동,경기도 안산시 단원구 선부2동,경기도 안산시 단원구 선부3동,경기도 안산시 단원구 대부동
2021년12월_남_50~59세,"65,237","35,216","2,508","2,471","3,365","3,140","3,456","3,898","2,733","2,013","2,486","4,042","2,521","1,552","1,031","30,021","4,086","2,049","2,082","4,341",970,"1,973","2,350","4,174","1,582","1,968","3,416","1,030"
2021년12월_남_60~69세,"41,419","21,929","1,448","1,543","1,689","1,949","1,944","2,157","1,646","1,277","1,425","2,543","1,946","1,506",856,"19,490","2,233","1,296","1,500","2,691",623,"1,465","1,481","2,504","1,180","1,147","2,165","1,205"
2021년12월_남_70~79세,"13,681","7,483",604,617,656,568,444,733,610,463,448,712,532,759,337,"6,198",739,453,421,635,284,497,503,877,343,366,520,560
2021년12월_남_80~89세,"5,089","2,938",229,229,321,224,118,325,254,234,196,271,184,249,104,"2,151",249,163,107,233,106,128,177,320,111,135,202,220
2021년12월_남_90~99세,482,306,21,20,58,23,10,23,27,21,16,24,35,24,4,176,20,9,11,26,7,5,16,24,11,14,9,24
2021년12월_남_100세 이상,15,8,0,0,3,0,0,1,0,0,0,1,2,1,0,7,0,1,0,0,0,1,0,1,0,2,0,2
2021년12월_여_총인구수,"318,080","171,725","12,085","11,062","15,466","16,090","20,489","17,896","13,197","9,829","10,516","18,655","13,425","8,679","4,336","146,355","18,049","10,767","12,279","21,799","2,574","10,621","10,410","22,831","8,602","7,328","16,791","4,304"
2021년12월_여_연령구간인구수,"318,080","171,725","12,085","11,062","15,466","16,090","20,489","17,896","13,197","9,829","10,516","18,655","13,425","8,679","4,336","146,355","18,049","10,767","12,279","21,799","2,574","10,621","10,410","22,831","8,602","7,328","16,791","4,304"
2021년12월_여_0~9세,"20,406","10,696",768,484,793,"1,091","2,218","1,115",689,400,671,"1,000",744,509,214,"9,710","1,183",542,698,"1,635",131,766,730,"1,788",599,421,"1,088",129
2021년12월_여_10~19세,"29,747","16,129","1,228",733,"1,285","1,673","2,543","1,822","1,321",781,"1,035","1,599","1,166",580,363,"13,618","1,758",861,973,"2,462",152,959,"1,170","2,196",642,656,"1,621",168
2021년12월_여_20~29세,"49,360","27,051","1,792","2,048","2,654","2,476","3,359","2,693","2,067","1,631","1,556","3,246","2,110",942,477,"22,309","2,604","2,046","2,596","3,486",165,"1,544","1,290","3,358","1,205","1,139","2,573",303
2021년12월_여_30~39세,"38,697","20,023","1,370","1,490","1,896","1,941","2,887","2,038","1,338","1,069","1,038","2,037","1,590",940,389,"18,674","2,117","1,374","1,781","2,690",246,"1,504","1,190","3,254","1,290",769,"2,170",289
2021년12월_여_40~49세,"50,517","27,125","1,988","1,644","2,405","2,634","3,676","3,112","2,097","1,478","1,639","2,855","1,843","1,158",596,"23,392","3,147","1,523","1,812","3,701",367,"1,540","1,727","3,834","1,283","1,168","2,870",420
2021년12월_여_50~59세,"62,889","34,105","2,235","2,089","3,037","3,185","3,451","3,510","2,751","2,132","2,264","4,020","2,980","1,616",835,"28,784","3,496","2,080","2,218","4,532",597,"2,151","2,033","4,136","1,691","1,519","3,408",923
2021년12월_여_60~69세,"37,804","20,227","1,374","1,370","1,501","1,812","1,623","1,902","1,558","1,249","1,246","2,240","1,865","1,655",832,"17,577","2,070","1,301","1,455","2,125",451,"1,413","1,373","2,380","1,126",931,"1,802","1,150"
2021년12월_여_70~79세,"16,503","9,398",820,705,906,733,423,"1,025",810,635,622,910,624,814,371,"7,105",985,619,405,621,286,480,519,"1,064",451,432,725,518
2021년12월_여_80~89세,"10,289","5,915",438,412,837,462,246,593,481,403,392,639,407,389,216,"4,374",582,364,274,446,165,230,316,678,270,256,454,339
2021년12월_여_90~99세,"1,805","1,020",69,82,146,80,63,85,81,51,50,103,94,74,42,785,101,57,66,99,13,30,61,139,43,35,78,63
2021년12월_여_100세 이상,63,36,3,5,6,3,0,1,4,0,3,6,2,2,1,27,6,0,1,2,1,4,1,4,2,2,2,2
