카테고리,경기도 화성시,경기도 화성시 봉담읍,경기도 화성시 우정읍,경기도 화성시 향남읍,경기도 화성시 남양읍,경기도 화성시 매송면,경기도 화성시 비봉면,경기도 화성시 마도면,경기도 화성시 송산면,경기도 화성시 서신면,경기도 화성시 팔탄면,경기도 화성시 장안면,경기도 화성시 양감면,경기도 화성시 정남면,경기도 화성시 새솔동,경기도 화성시 진안동,경기도 화성시 병점1동,경기도 화성시 병점2동,경기도 화성시 반월동,경기도 화성시 기배동,경기도 화성시 화산동,경기도 화성시 동탄1동,경기도 화성시 동탄2동,경기도 화성시 동탄3동,경기도 화성시 동탄4동,경기도 화성시 동탄5동,경기도 화성시 동탄6동,경기도 화성시 동탄7동,경기도 화성시 동탄8동
2021년11월_남_0~9세,"51,813","4,058",448,"5,281","2,086",122,133,130,214,87,155,192,55,189,"2,145","2,048","1,994","1,097","2,017",603,858,"2,957","1,993","2,762","4,235","3,180","2,657","7,249","2,868"
2021년11월_남_10~19세,"51,364","5,046",747,"5,319","1,896",246,176,214,414,158,246,311,79,389,"1,234","1,982","1,883","1,959","2,102",905,"1,117","3,485","3,291","2,794","4,664","2,261","1,966","5,037","1,443"
2021년11월_남_20~29세,"59,216","5,628","1,061","5,906","3,448",452,413,498,600,356,675,646,287,810,"1,284","4,296","3,371","1,563","2,096",940,"1,788","4,387","1,908","3,512","2,166","2,627","2,722","4,350","1,426"
2021년11월_남_30~39세,"79,162","6,085",970,"8,628","4,302",350,367,546,566,321,702,582,281,819,"2,566","4,902","3,397","1,396","2,727",766,"1,614","4,831","1,749","4,246","3,570","5,425","4,375","9,023","4,056"
2021년11월_남_40~49세,"90,798","8,382","1,613","10,086","4,034",497,469,670,810,508,960,849,331,987,"2,548","4,410","3,238","2,466","3,134","1,310","2,144","5,001","4,116","4,333","6,811","4,526","3,846","9,480","3,239"
2021년11월_남_50~59세,"65,602","6,906","2,022","6,461","3,671",801,728,909,"1,213",912,"1,512","1,338",585,"1,505","1,512","3,241","2,487","1,791","2,173","1,223","2,173","3,681","2,641","2,320","3,259","2,331","2,265","4,553","1,389"
2021년11월_남_60~69세,"39,920","4,399","1,595","3,620","2,712",742,797,747,"1,247","1,003","1,216","1,248",556,"1,236",805,"1,897","1,439",836,"1,400",717,"1,620","1,325","1,049",985,"1,114","1,297",992,"2,441",885
2021년11월_남_70~79세,"15,515","1,858",760,"1,380","1,048",321,352,346,596,441,433,526,210,485,151,692,569,412,375,334,636,468,431,492,322,511,323,776,267
2021년11월_남_80~89세,"5,653",578,312,520,372,142,162,149,298,212,188,261,95,220,48,256,215,160,107,108,210,160,166,181,83,143,80,156,71
2021년11월_남_90~99세,457,49,32,38,33,12,17,10,33,24,18,20,7,17,4,20,9,7,7,5,13,10,4,17,5,15,8,17,6
2021년11월_남_100세 이상,14,3,0,3,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,2,0
2021년11월_여_총인구수,"424,711","41,655","7,920","40,738","19,606","3,264","2,741","2,822","5,042","3,242","4,002","4,341","1,537","4,805","12,240","20,005","17,501","12,269","15,826","6,625","10,827","24,725","17,895","20,308","26,548","22,028","17,985","42,814","15,400"
2021년11월_여_연령구간인구수,"424,711","41,655","7,920","40,738","19,606","3,264","2,741","2,822","5,042","3,242","4,002","4,341","1,537","4,805","12,240","20,005","17,501","12,269","15,826","6,625","10,827","24,725","17,895","20,308","26,548","22,028","17,985","42,814","15,400"
2021년11월_여_0~9세,"49,744","4,104",379,"4,904","1,955",111,85,104,208,92,152,162,29,183,"2,243","2,001","1,811","1,077","1,980",571,787,"2,910","1,890","2,626","4,128","2,997","2,535","6,952","2,768"
2021년11월_여_10~19세,"49,314","5,029",693,"5,086","1,797",201,153,176,359,133,218,252,79,325,"1,290","1,858","1,779","1,942","1,965",875,"1,024","3,352","3,276","2,559","4,605","2,180","1,856","4,831","1,421"
2021년11월_여_20~29세,"49,694","5,045",703,"4,712","2,412",331,279,251,409,196,311,400,119,515,"1,214","2,951","2,666","1,451","1,884",769,"1,332","3,765","1,825","2,871","2,120","2,741","2,658","4,272","1,492"
2021년11월_여_30~39세,"71,878","5,747",614,"6,718","3,032",257,229,247,351,213,344,308,121,383,"2,606","3,643","3,028","1,438","2,761",696,"1,236","4,486","2,130","3,770","4,675","5,267","3,946","9,553","4,079"
2021년11월_여_40~49세,"80,170","7,819","1,099","7,946","3,056",377,283,308,588,298,482,438,134,557,"2,329","3,435","3,075","2,696","2,944","1,281","1,758","5,076","4,404","4,161","6,652","4,125","3,417","8,658","2,774"
2021년11월_여_50~59세,"56,496","6,152","1,486","5,076","3,030",649,493,552,914,652,804,794,302,926,"1,572","2,858","2,470","1,690","2,322","1,101","1,979","3,081","2,353","2,107","2,669","2,248","1,999","4,720","1,497"
2021년11월_여_60~69세,"38,141","4,445","1,440","3,504","2,487",666,562,561,"1,017",825,872,945,361,937,708,"1,905","1,544","1,013","1,329",752,"1,561","1,252","1,136","1,231","1,056","1,516",990,"2,591",935
2021년11월_여_70~79세,"17,529","2,057",844,"1,653","1,077",387,336,342,631,420,419,572,189,514,151,861,753,617,376,385,700,515,595,681,409,607,370,801,267
2021년11월_여_80~89세,"9,945","1,064",571,985,619,251,252,230,456,347,337,423,171,385,107,427,309,297,228,166,384,252,253,262,190,291,180,365,143
2021년11월_여_90~99세,"1,747",182,89,150,136,34,69,48,102,63,61,47,31,77,19,65,66,47,37,29,66,34,33,39,44,53,32,70,24
2021년11월_여_100세 이상,53,11,2,4,5,0,0,3,7,3,2,0,1,3,1,1,0,1,0,0,0,2,0,1,0,3,2,1,0
