카테고리,경기도 남양주시,경기도 남양주시 와부읍,경기도 남양주시 진접읍,경기도 남양주시 화도읍,경기도 남양주시 화도읍동부출장소,경기도 남양주시 진건읍,경기도 남양주시 오남읍,경기도 남양주시 퇴계원읍,경기도 남양주시 별내면,경기도 남양주시 수동면,경기도 남양주시 조안면,경기도 남양주시 호평동,경기도 남양주시 평내동,경기도 남양주시 금곡동,경기도 남양주시 양정동,경기도 남양주시 다산1동,경기도 남양주시 다산2동,경기도 남양주시 별내동
2020년11월_계_총인구수,"712,900","62,609","93,095","103,422","14,626","24,391","53,590","29,833","19,753","9,209","4,220","50,821","36,560","18,988","4,628","77,005","36,265","73,885"
2020년11월_계_연령구간인구수,"712,900","62,609","93,095","103,422","14,626","24,391","53,590","29,833","19,753","9,209","4,220","50,821","36,560","18,988","4,628","77,005","36,265","73,885"
2020년11월_계_0~9세,"65,228","4,205","8,425","8,864","1,618","1,071","4,088","1,782","1,242",352,201,"5,453","3,290",744,166,"10,234","4,878","8,615"
2020년11월_계_10~19세,"77,466","7,456","11,492","11,491","1,328","1,957","6,635","2,625","1,990",676,255,"6,728","5,065","1,210",202,"7,889","3,709","6,758"
2020년11월_계_20~29세,"84,873","7,828","10,521","12,154","1,601","3,326","6,660","4,154","2,486",876,399,"5,554","4,454","2,509",534,"8,932","3,852","9,033"
2020년11월_계_30~39세,"89,703","6,088","10,463","12,506","2,210","2,349","5,473","3,370","1,821",755,420,"6,168","4,288","2,121",487,"13,162","6,044","11,978"
2020년11월_계_40~49세,"130,127","11,178","17,477","19,659","2,479","3,400","10,283","4,306","3,281","1,054",536,"10,824","7,461","2,290",500,"14,846","7,259","13,294"
2020년11월_계_50~59세,"116,881","11,204","15,138","17,328","2,289","5,225","9,535","5,774","3,633","1,803",787,"7,434","5,805","3,927",927,"10,070","5,127","10,875"
2020년11월_계_60~69세,"82,661","7,597","10,852","11,708","1,861","4,007","5,691","4,530","2,696","1,940",878,"4,521","3,366","3,516","1,071","6,929","3,344","8,154"
2020년11월_계_70~79세,"44,658","4,797","5,929","6,760",817,"1,964","3,535","2,214","1,724","1,129",477,"2,873","1,874","1,656",486,"3,410","1,408","3,605"
2020년11월_계_80~89세,"18,448","1,928","2,471","2,575",365,944,"1,497",968,753,487,225,"1,094",836,867,224,"1,324",544,"1,346"
2020년11월_계_90~99세,"2,636",298,311,345,57,135,189,102,106,127,39,164,116,132,23,196,85,211
2020년11월_계_100세 이상,219,30,16,32,1,13,4,8,21,10,3,8,5,16,8,13,15,16
2020년11월_남_총인구수,"355,027","30,873","46,992","51,854","7,392","12,660","26,936","14,877","9,878","4,855","2,187","24,759","17,985","9,678","2,612","37,883","17,675","35,931"
2020년11월_남_연령구간인구수,"355,027","30,873","46,992","51,854","7,392","12,660","26,936","14,877","9,878","4,855","2,187","24,759","17,985","9,678","2,612","37,883","17,675","35,931"
2020년11월_남_0~9세,"33,549","2,203","4,361","4,605",838,598,"2,119",883,633,197,104,"2,807","1,671",376,80,"5,219","2,479","4,376"
