카테고리,서울특별시 서초구,서울특별시 서초구 서초1동,서울특별시 서초구 서초2동,서울특별시 서초구 서초3동,서울특별시 서초구 서초4동,서울특별시 서초구 잠원동,서울특별시 서초구 반포본동,서울특별시 서초구 반포1동,서울특별시 서초구 반포2동,서울특별시 서초구 반포3동,서울특별시 서초구 반포4동,서울특별시 서초구 방배본동,서울특별시 서초구 방배1동,서울특별시 서초구 방배2동,서울특별시 서초구 방배3동,서울특별시 서초구 방배4동,서울특별시 서초구 양재1동,서울특별시 서초구 양재2동,서울특별시 서초구 내곡동
2021년12월_남_총인구수,"197,034","9,891","12,536","15,593","15,010","12,878",936,"16,766","7,498","10,541","8,985","9,665","7,878","9,073","9,079","10,703","20,554","10,949","8,499"
2021년12월_남_연령구간인구수,"197,034","9,891","12,536","15,593","15,010","12,878",936,"16,766","7,498","10,541","8,985","9,665","7,878","9,073","9,079","10,703","20,554","10,949","8,499"
2021년12월_남_0~9세,"16,281",712,"1,164",901,"1,479","1,004",57,"1,673",884,950,830,710,553,557,679,768,"1,740",712,908
2021년12월_남_10~19세,"22,620",982,"1,279","1,596","2,155","1,745",144,"1,937","1,411","1,567","1,118","1,306",692,808,952,"1,256","2,218",780,674
2021년12월_남_20~29세,"24,977","1,344","1,586","2,457","1,704","1,651",119,"1,945",641,"1,193","1,074","1,225","1,110","1,290","1,143","1,327","2,523","1,684",961
2021년12월_남_30~39세,"27,299","1,633","2,228","2,567","1,440","1,538",78,"2,614",497,"1,073","1,079","1,014","1,292","1,341","1,138","1,444","3,019","2,184","1,120"
2021년12월_남_40~49세,"35,141","1,753","2,320","2,366","2,853","2,324",167,"3,502","1,608","1,986","1,610","1,705","1,263","1,400","1,351","1,928","3,624","1,859","1,522"
2021년12월_남_50~59세,"31,059","1,463","1,760","2,464","2,574","2,352",185,"2,444","1,226","1,864","1,401","1,762","1,135","1,365","1,470","1,779","2,997","1,653","1,165"
2021년12월_남_60~69세,"22,176","1,133","1,239","1,774","1,473","1,367",103,"1,533",646,"1,047","1,060","1,069",960,"1,278","1,324","1,135","2,573","1,280","1,182"
2021년12월_남_70~79세,"12,481",627,691,"1,055",898,630,52,835,408,600,583,567,611,756,721,717,"1,394",617,719
2021년12월_남_80~89세,"4,511",212,243,370,391,236,29,258,166,231,202,275,234,259,270,332,412,167,224
2021년12월_남_90~99세,465,32,23,38,42,28,2,24,7,29,27,32,24,19,31,17,54,13,23
2021년12월_남_100세 이상,24,0,3,5,1,3,0,1,4,1,1,0,4,0,0,0,0,0,1
2021년12월_여_총인구수,"215,245","10,633","13,701","16,844","15,823","13,893","1,033","17,698","8,209","11,649","10,192","11,242","8,970","10,274","9,704","12,821","22,520","10,978","9,061"
2021년12월_여_연령구간인구수,"215,245","10,633","13,701","16,844","15,823","13,893","1,033","17,698","8,209","11,649","10,192","11,242","8,970","10,274","9,704","12,821","22,520","10,978","9,061"
2021년12월_여_0~9세,"15,418",628,"1,190",841,"1,321",939,42,"1,620",798,898,800,691,522,543,628,799,"1,672",594,892
2021년12월_여_10~19세,"21,857",904,"1,149","1,221","1,994","1,653",173,"1,903","1,439","1,489","1,103","1,511",623,794,898,"1,464","2,116",772,651
2021년12월_여_20~29세,"27,032","1,476","1,900","2,989","1,784","1,717",118,"2,252",690,"1,195","1,123","1,385","1,209","1,269","1,106","1,688","2,600","1,633",898
2021년12월_여_30~39세,"32,246","1,833","2,720","2,937","1,959","1,855",83,"2,998",804,"1,348","1,385","1,322","1,537","1,618","1,311","1,854","3,283","2,070","1,329"
2021년12월_여_40~49세,"39,937","1,938","2,541","2,702","3,304","2,790",213,"3,601","1,992","2,497","1,984","2,165","1,467","1,608","1,575","2,391","3,860","1,802","1,507"
2021년12월_여_50~59세,"31,520","1,554","1,749","2,501","2,335","2,254",186,"2,139","1,003","1,788","1,562","1,740","1,350","1,618","1,630","1,918","3,242","1,677","1,274"
2021년12월_여_60~69세,"25,919","1,262","1,407","1,986","1,663","1,507",108,"1,815",737,"1,266","1,266","1,251","1,203","1,579","1,452","1,336","3,272","1,436","1,373"
2021년12월_여_70~79세,"14,257",688,759,"1,097",974,743,77,959,516,757,653,732,737,872,736,901,"1,627",689,740
2021년12월_여_80~89세,"5,708",285,231,473,394,348,25,332,189,326,255,365,274,299,295,392,663,235,327
2021년12월_여_90~99세,"1,282",64,55,92,88,82,4,73,40,77,60,73,47,70,69,77,178,67,66
2021년12월_여_100세 이상,69,1,0,5,7,5,4,6,1,8,1,7,1,4,4,1,7,3,4
