카테고리,경기도 안양시,경기도 안양시 만안구,경기도 안양시 만안구 안양1동,경기도 안양시 만안구 안양2동,경기도 안양시 만안구 안양3동,경기도 안양시 만안구 안양4동,경기도 안양시 만안구 안양5동,경기도 안양시 만안구 안양6동,경기도 안양시 만안구 안양7동,경기도 안양시 만안구 안양8동,경기도 안양시 만안구 안양9동,경기도 안양시 만안구 석수1동,경기도 안양시 만안구 석수2동,경기도 안양시 만안구 석수3동,경기도 안양시 만안구 박달1동,경기도 안양시 만안구 박달2동,경기도 안양시 동안구,경기도 안양시 동안구 비산1동,경기도 안양시 동안구 비산2동,경기도 안양시 동안구 비산3동,경기도 안양시 동안구 부흥동,경기도 안양시 동안구 달안동,경기도 안양시 동안구 관양1동,경기도 안양시 동안구 관양2동,경기도 안양시 동안구 부림동,경기도 안양시 동안구 평촌동,경기도 안양시 동안구 평안동,경기도 안양시 동안구 귀인동,경기도 안양시 동안구 호계1동,경기도 안양시 동안구 호계2동,경기도 안양시 동안구 호계3동,경기도 안양시 동안구 범계동,경기도 안양시 동안구 신촌동,경기도 안양시 동안구 갈산동
2021년11월_남_30~39세,"39,670","17,578",942,"1,575","1,164",487,685,"2,789","1,265",865,"1,154","1,302","2,016",747,907,"1,680","22,092","1,298",756,849,988,"1,121","2,493","1,604","2,913",873,"1,431",518,"1,902","1,571","1,499",957,800,519
2021년11월_남_40~49세,"42,133","17,677",965,"1,483","1,155",536,728,"2,078","1,371",764,"1,137","1,363","2,377",991,"1,049","1,680","24,456","1,567",828,811,"1,440",801,"2,244","1,450","2,347","1,093","2,389","1,773","1,698","1,284","1,593","1,294",960,884
2021년11월_남_50~59세,"46,657","20,978","1,122","1,896","1,435",643,924,"2,102","1,275",988,"1,508","1,614","2,940","1,229","1,558","1,744","25,679","1,824","1,035","1,179","1,336",731,"3,210","1,701","1,880","1,406","1,767","1,410","1,198","1,723","1,892","1,281","1,147",959
2021년11월_남_60~69세,"36,924","18,029",810,"1,745","1,346",539,864,"1,739",882,952,"1,512","1,521","2,312","1,042","1,243","1,522","18,895","1,498",812,"1,043",981,583,"2,695","1,283","1,262",820,994,679,818,"1,443","1,630",776,876,702
2021년11월_남_70~79세,"14,721","7,762",353,785,597,271,397,728,363,401,657,695,"1,023",375,593,524,"6,959",534,312,411,410,209,"1,076",521,411,286,325,254,301,457,546,289,311,306
2021년11월_남_80~89세,"5,135","2,662",122,247,186,134,161,252,110,145,244,213,370,124,195,159,"2,473",181,78,138,130,101,372,192,191,131,134,111,77,151,146,129,88,123
2021년11월_남_90~99세,518,226,15,22,12,24,13,30,10,4,15,23,25,8,11,14,292,20,8,19,18,13,47,19,19,10,18,14,6,19,12,27,10,13
2021년11월_남_100세 이상,18,8,0,0,0,0,1,0,1,0,5,0,0,0,1,0,10,0,0,0,1,0,3,0,1,1,0,0,1,1,1,0,0,1
2021년11월_여_총인구수,"276,463","119,271","6,227","10,609","8,300","3,485","5,178","12,846","8,038","5,118","8,764","9,876","15,683","6,556","7,456","11,135","157,192","10,797","6,014","6,210","8,916","5,891","18,442","9,314","13,739","7,424","12,051","8,422","8,982","10,048","10,707","8,101","6,497","5,637"
2021년11월_여_연령구간인구수,"276,463","119,271","6,227","10,609","8,300","3,485","5,178","12,846","8,038","5,118","8,764","9,876","15,683","6,556","7,456","11,135","157,192","10,797","6,014","6,210","8,916","5,891","18,442","9,314","13,739","7,424","12,051","8,422","8,982","10,048","10,707","8,101","6,497","5,637"
2021년11월_여_0~9세,"18,587","7,354",419,551,373,120,214,915,875,196,454,603,977,424,320,913,"11,233",794,432,284,593,313,900,576,"1,036",605,"1,108",583,"1,216",680,752,569,449,343
2021년11월_여_10~19세,"24,513","8,701",501,684,601,216,327,759,647,311,588,694,"1,166",592,533,"1,082","15,812","1,001",550,406,"1,057",329,"1,315",721,"1,118",807,"1,779","1,662",758,745,987,"1,055",737,785
2021년11월_여_20~29세,"36,253","16,114",942,"1,694","1,123",526,653,"1,927",942,705,"1,064","1,170","2,109",832,"1,000","1,427","20,139","1,389",781,838,"1,002",761,"2,664","1,319","1,820",992,"1,207",880,991,"1,507","1,461",991,860,676
2021년11월_여_30~39세,"37,383","15,653",892,"1,308",936,394,615,"2,306","1,397",557,969,"1,325","1,938",705,724,"1,587","21,730","1,381",787,745,"1,079","1,115","2,183","1,298","2,681",940,"1,669",688,"1,941","1,441","1,432","1,059",758,533
2021년11월_여_40~49세,"43,510","16,638",948,"1,332","1,100",426,684,"1,763","1,283",619,"1,080","1,448","2,247",987,984,"1,737","26,872","1,733",904,808,"1,709",940,"2,479","1,440","2,516","1,243","2,759","2,141","1,556","1,399","1,576","1,575","1,119",975
2021년11월_여_50~59세,"49,329","21,816","1,095","1,992","1,566",610,898,"2,089","1,301",995,"1,726","1,854","3,021","1,264","1,460","1,945","27,513","2,013","1,146","1,255","1,428",925,"3,665","1,704","2,133","1,502","1,685","1,263","1,203","1,923","2,109","1,344","1,228",987
2021년11월_여_60~69세,"38,337","18,645",826,"1,684","1,506",558,949,"1,805",973,"1,006","1,603","1,597","2,303",993,"1,298","1,544","19,692","1,545",866,"1,038","1,148",788,"2,971","1,261","1,361",775,"1,023",657,852,"1,484","1,551",771,836,765
2021년11월_여_70~79세,"17,224","8,850",390,864,718,382,506,765,412,463,801,691,"1,179",445,700,534,"8,374",584,340,490,534,392,"1,370",610,638,318,425,318,286,545,466,404,319,335
2021년11월_여_80~89세,"9,519","4,669",174,418,333,227,284,456,162,218,408,403,629,275,380,302,"4,850",296,169,296,309,273,756,319,381,215,331,196,133,268,307,267,150,184
2021년11월_여_90~99세,"1,740",798,39,78,44,26,46,58,44,44,63,91,109,39,55,62,942,59,38,48,55,54,132,63,55,23,63,32,42,56,64,66,41,51
2021년11월_여_100세 이상,68,33,1,4,0,0,2,3,2,4,8,0,5,0,2,2,35,2,1,2,2,1,7,3,0,4,2,2,4,0,2,0,0,3
