카테고리,경기도 안양시,경기도 안양시 만안구,경기도 안양시 만안구 안양1동,경기도 안양시 만안구 안양2동,경기도 안양시 만안구 안양3동,경기도 안양시 만안구 안양4동,경기도 안양시 만안구 안양5동,경기도 안양시 만안구 안양6동,경기도 안양시 만안구 안양7동,경기도 안양시 만안구 안양8동,경기도 안양시 만안구 안양9동,경기도 안양시 만안구 석수1동,경기도 안양시 만안구 석수2동,경기도 안양시 만안구 석수3동,경기도 안양시 만안구 박달1동,경기도 안양시 만안구 박달2동,경기도 안양시 동안구,경기도 안양시 동안구 비산1동,경기도 안양시 동안구 비산2동,경기도 안양시 동안구 비산3동,경기도 안양시 동안구 부흥동,경기도 안양시 동안구 달안동,경기도 안양시 동안구 관양1동,경기도 안양시 동안구 관양2동,경기도 안양시 동안구 부림동,경기도 안양시 동안구 평촌동,경기도 안양시 동안구 평안동,경기도 안양시 동안구 귀인동,경기도 안양시 동안구 호계1동,경기도 안양시 동안구 호계2동,경기도 안양시 동안구 호계3동,경기도 안양시 동안구 범계동,경기도 안양시 동안구 신촌동,경기도 안양시 동안구 갈산동
2021년11월_계_총인구수,"546,753","238,809","12,475","21,284","16,531","6,964","10,289","26,320","15,778","10,638","17,308","19,406","31,407","13,208","14,917","22,284","307,944","21,099","11,660","12,442","17,097","10,759","35,994","18,889","26,707","14,566","23,451","16,609","18,068","19,767","21,422","15,555","12,848","11,011"
2021년11월_계_연령구간인구수,"546,753","238,809","12,475","21,284","16,531","6,964","10,289","26,320","15,778","10,638","17,308","19,406","31,407","13,208","14,917","22,284","307,944","21,099","11,660","12,442","17,097","10,759","35,994","18,889","26,707","14,566","23,451","16,609","18,068","19,767","21,422","15,555","12,848","11,011"
2021년11월_계_0~9세,"37,834","14,906",835,"1,089",759,239,449,"1,808","1,733",414,906,"1,324","2,009",827,600,"1,914","22,928","1,649",879,579,"1,286",640,"1,869","1,153","2,042","1,241","2,249","1,281","2,478","1,361","1,545","1,132",880,664
2021년11월_계_10~19세,"50,915","18,192","1,049","1,419","1,252",448,691,"1,575","1,300",638,"1,190","1,474","2,515","1,280","1,093","2,268","32,723","2,111","1,087",916,"2,192",678,"2,792","1,392","2,319","1,620","3,703","3,499","1,596","1,560","1,940","2,212","1,545","1,561"
2021년11월_계_20~29세,"75,118","33,689","1,897","3,343","2,422","1,020","1,392","3,974","1,894","1,561","2,322","2,468","4,389","1,877","2,064","3,066","41,429","2,804","1,614","1,815","2,051","1,394","5,630","2,876","3,557","2,065","2,484","1,773","1,976","3,081","3,111","1,972","1,780","1,446"
2021년11월_계_30~39세,"77,053","33,231","1,834","2,883","2,100",881,"1,300","5,095","2,662","1,422","2,123","2,627","3,954","1,452","1,631","3,267","43,822","2,679","1,543","1,594","2,067","2,236","4,676","2,902","5,594","1,813","3,100","1,206","3,843","3,012","2,931","2,016","1,558","1,052"
2021년11월_계_40~49세,"85,643","34,315","1,913","2,815","2,255",962,"1,412","3,841","2,654","1,383","2,217","2,811","4,624","1,978","2,033","3,417","51,328","3,300","1,732","1,619","3,149","1,741","4,723","2,890","4,863","2,336","5,148","3,914","3,254","2,683","3,169","2,869","2,079","1,859"
2021년11월_계_50~59세,"95,986","42,794","2,217","3,888","3,001","1,253","1,822","4,191","2,576","1,983","3,234","3,468","5,961","2,493","3,018","3,689","53,192","3,837","2,181","2,434","2,764","1,656","6,875","3,405","4,013","2,908","3,452","2,673","2,401","3,646","4,001","2,625","2,375","1,946"
2021년11월_계_60~69세,"75,261","36,674","1,636","3,429","2,852","1,097","1,813","3,544","1,855","1,958","3,115","3,118","4,615","2,035","2,541","3,066","38,587","3,043","1,678","2,081","2,129","1,371","5,666","2,544","2,623","1,595","2,017","1,336","1,670","2,927","3,181","1,547","1,712","1,467"
2021년11월_계_70~79세,"31,945","16,612",743,"1,649","1,315",653,903,"1,493",775,864,"1,458","1,386","2,202",820,"1,293","1,058","15,333","1,118",652,901,944,601,"2,446","1,131","1,049",604,750,572,587,"1,002","1,012",693,630,641
2021년11월_계_80~89세,"14,654","7,331",296,665,519,361,445,708,272,363,652,616,999,399,575,461,"7,323",477,247,434,439,374,"1,128",511,572,346,465,307,210,419,453,396,238,307
2021년11월_계_90~99세,"2,258","1,024",54,100,56,50,59,88,54,48,78,114,134,47,66,76,"1,234",79,46,67,73,67,179,82,74,33,81,46,48,75,76,93,51,64
2021년11월_계_100세 이상,86,41,1,4,0,0,3,3,3,4,13,0,5,0,3,2,45,2,1,2,3,1,10,3,1,5,2,2,5,1,3,0,0,4
2021년11월_남_총인구수,"270,290","119,538","6,248","10,675","8,231","3,479","5,111","13,474","7,740","5,520","8,544","9,530","15,724","6,652","7,461","11,149","150,752","10,302","5,646","6,232","8,181","4,868","17,552","9,575","12,968","7,142","11,400","8,187","9,086","9,719","10,715","7,454","6,351","5,374"
2021년11월_남_연령구간인구수,"270,290","119,538","6,248","10,675","8,231","3,479","5,111","13,474","7,740","5,520","8,544","9,530","15,724","6,652","7,461","11,149","150,752","10,302","5,646","6,232","8,181","4,868","17,552","9,575","12,968","7,142","11,400","8,187","9,086","9,719","10,715","7,454","6,351","5,374"
2021년11월_남_0~9세,"19,247","7,552",416,538,386,119,235,893,858,218,452,721,"1,032",403,280,"1,001","11,695",855,447,295,693,327,969,577,"1,006",636,"1,141",698,"1,262",681,793,563,431,321
2021년11월_남_10~19세,"26,402","9,491",548,735,651,232,364,816,653,327,602,780,"1,349",688,560,"1,186","16,911","1,110",537,510,"1,135",349,"1,477",671,"1,201",813,"1,924","1,837",838,815,953,"1,157",808,776
2021년11월_남_20~29세,"38,865","17,575",955,"1,649","1,299",494,739,"2,047",952,856,"1,258","1,298","2,280","1,045","1,064","1,639","21,290","1,415",833,977,"1,049",633,"2,966","1,557","1,737","1,073","1,277",893,985,"1,574","1,650",981,920,770
