카테고리,부산광역시 동래구,부산광역시 동래구 수민동,부산광역시 동래구 복산동,부산광역시 동래구 명륜동,부산광역시 동래구 온천제1동,부산광역시 동래구 온천제2동,부산광역시 동래구 온천제3동,부산광역시 동래구 사직제1동,부산광역시 동래구 사직제2동,부산광역시 동래구 사직제3동,부산광역시 동래구 안락제1동,부산광역시 동래구 안락제2동,부산광역시 동래구 명장제1동,부산광역시 동래구 명장제2동
2021년08월_계_총인구수,"267,672","32,743","9,708","24,904","19,821","14,810","38,636","10,672","27,683","17,483","14,704","27,313","14,271","14,924"
2021년08월_계_연령구간인구수,"267,672","32,743","9,708","24,904","19,821","14,810","38,636","10,672","27,683","17,483","14,704","27,313","14,271","14,924"
2021년08월_계_0~9세,"18,917","2,543",321,"2,561","1,019",805,"2,522",798,"2,511","1,477",779,"1,779",977,825
2021년08월_계_10~19세,"24,633","2,791",605,"3,290","1,120","1,398","2,823","1,005","4,019","1,807",950,"2,786","1,036","1,003"
2021년08월_계_20~29세,"31,752","3,820","1,030","2,464","3,204","1,698","5,356","1,238","3,094","1,798","1,660","3,071","1,547","1,772"
2021년08월_계_30~39세,"31,989","4,227",848,"2,932","3,304","1,350","5,215","1,329","2,653","1,886","1,670","2,998","1,722","1,855"
2021년08월_계_40~49세,"42,545","5,046","1,175","5,065","3,028","2,067","5,597","1,752","5,554","3,190","1,984","4,263","1,931","1,893"
2021년08월_계_50~59세,"43,509","5,270","1,702","3,647","3,021","2,444","6,533","1,658","4,553","2,582","2,475","4,698","2,392","2,534"
2021년08월_계_60~69세,"41,892","5,103","2,026","2,722","2,691","2,602","6,144","1,515","3,289","2,579","2,902","4,575","2,663","3,081"
2021년08월_계_70~79세,"22,570","2,736","1,308","1,523","1,632","1,582","3,153",913,"1,462","1,559","1,606","2,232","1,432","1,432"
2021년08월_계_80~89세,"8,719","1,069",590,617,720,742,"1,148",417,481,546,602,804,515,468
2021년08월_계_90~99세,"1,077",135,81,82,74,115,140,45,66,59,69,99,52,60
2021년08월_계_100세 이상,69,3,22,1,8,7,5,2,1,0,7,8,4,1
2021년08월_남_총인구수,"130,155","15,899","4,713","12,236","9,404","7,120","18,918","5,116","13,349","8,664","7,245","13,295","6,925","7,271"
2021년08월_남_연령구간인구수,"130,155","15,899","4,713","12,236","9,404","7,120","18,918","5,116","13,349","8,664","7,245","13,295","6,925","7,271"
2021년08월_남_0~9세,"9,760","1,282",166,"1,341",507,389,"1,297",413,"1,269",838,418,918,494,428
2021년08월_남_10~19세,"12,807","1,501",323,"1,814",563,725,"1,481",474,"1,937","1,010",506,"1,447",488,538
2021년08월_남_20~29세,"16,587","2,026",559,"1,269","1,433",933,"2,732",655,"1,679",945,879,"1,667",838,972
2021년08월_남_30~39세,"16,052","2,096",479,"1,358","1,666",704,"2,692",657,"1,252",898,883,"1,512",870,985
2021년08월_남_40~49세,"20,863","2,524",621,"2,426","1,462",984,"2,793",850,"2,556","1,608","1,030","2,050","1,003",956
2021년08월_남_50~59세,"20,724","2,448",834,"1,798","1,488","1,151","3,051",825,"2,236","1,285","1,191","2,191","1,104","1,122"
2021년08월_남_60~69세,"19,403","2,332",956,"1,275","1,268","1,208","2,897",656,"1,573","1,167","1,333","2,130","1,227","1,381"
2021년08월_남_70~79세,"10,371","1,252",544,691,711,703,"1,452",409,689,698,749,"1,067",690,716
2021년08월_남_80~89세,"3,338",405,213,247,285,293,481,168,154,209,241,287,198,157
2021년08월_남_90~99세,236,32,18,17,19,26,42,8,4,6,12,25,11,16
2021년08월_남_100세 이상,14,1,0,0,2,4,0,1,0,0,3,1,2,0
2021년08월_여_총인구수,"137,517","16,844","4,995","12,668","10,417","7,690","19,718","5,556","14,334","8,819","7,459","14,018","7,346","7,653"
2021년08월_여_연령구간인구수,"137,517","16,844","4,995","12,668","10,417","7,690","19,718","5,556","14,334","8,819","7,459","14,018","7,346","7,653"
2021년08월_여_0~9세,"9,157","1,261",155,"1,220",512,416,"1,225",385,"1,242",639,361,861,483,397
2021년08월_여_10~19세,"11,826","1,290",282,"1,476",557,673,"1,342",531,"2,082",797,444,"1,339",548,465
2021년08월_여_20~29세,"15,165","1,794",471,"1,195","1,771",765,"2,624",583,"1,415",853,781,"1,404",709,800
2021년08월_여_30~39세,"15,937","2,131",369,"1,574","1,638",646,"2,523",672,"1,401",988,787,"1,486",852,870
2021년08월_여_40~49세,"21,682","2,522",554,"2,639","1,566","1,083","2,804",902,"2,998","1,582",954,"2,213",928,937
2021년08월_여_50~59세,"22,785","2,822",868,"1,849","1,533","1,293","3,482",833,"2,317","1,297","1,284","2,507","1,288","1,412"
2021년08월_여_60~69세,"22,489","2,771","1,070","1,447","1,423","1,394","3,247",859,"1,716","1,412","1,569","2,445","1,436","1,700"
2021년08월_여_70~79세,"12,199","1,484",764,832,921,879,"1,701",504,773,861,857,"1,165",742,716
2021년08월_여_80~89세,"5,381",664,377,370,435,449,667,249,327,337,361,517,317,311
2021년08월_여_90~99세,841,103,63,65,55,89,98,37,62,53,57,74,41,44
2021년08월_여_100세 이상,55,2,22,1,6,3,5,1,1,0,4,7,2,1
