카테고리,경상남도 진주시,경상남도 진주시 문산읍,경상남도 진주시 내동면,경상남도 진주시 정촌면,경상남도 진주시 금곡면,경상남도 진주시 진성면,경상남도 진주시 일반성면,경상남도 진주시 이반성면,경상남도 진주시 사봉면,경상남도 진주시 지수면,경상남도 진주시 대곡면,경상남도 진주시 금산면,경상남도 진주시 집현면,경상남도 진주시 미천면,경상남도 진주시 명석면,경상남도 진주시 대평면,경상남도 진주시 수곡면,경상남도 진주시 천전동,경상남도 진주시 성북동,경상남도 진주시 중앙동,경상남도 진주시 상봉동,경상남도 진주시 상대동,경상남도 진주시 하대동,경상남도 진주시 상평동,경상남도 진주시 초장동,경상남도 진주시 평거동,경상남도 진주시 신안동,경상남도 진주시 이현동,경상남도 진주시 판문동,경상남도 진주시 가호동,경상남도 진주시 충무공동
2021년03월_계_80~89세,"12,611",462,185,251,298,263,259,236,217,190,456,605,331,257,353,129,309,"1,219",484,715,676,655,639,344,361,736,499,386,413,498,185
2021년03월_계_90~99세,"1,789",86,28,48,58,41,27,31,30,36,73,76,52,36,49,23,36,164,82,87,87,69,85,42,42,118,67,59,51,70,36
2021년03월_계_100세 이상,80,1,2,4,1,2,2,0,1,1,4,2,1,1,3,2,1,9,6,13,2,1,4,0,6,2,2,5,1,0,1
2021년03월_남_총인구수,"171,573","4,128","2,054","4,234","1,046",930,"1,270",794,743,739,"1,612","10,525","2,370",776,"1,973",501,"1,083","13,467","5,276","5,327","6,955","9,701","12,269","5,907","13,578","13,187","5,553","5,951","10,071","13,626","15,927"
2021년03월_남_연령구간인구수,"171,573","4,128","2,054","4,234","1,046",930,"1,270",794,743,739,"1,612","10,525","2,370",776,"1,973",501,"1,083","13,467","5,276","5,327","6,955","9,701","12,269","5,907","13,578","13,187","5,553","5,951","10,071","13,626","15,927"
2021년03월_남_0~9세,"14,447",344,189,466,20,25,48,19,14,19,32,"1,122",119,8,68,10,33,822,236,170,330,493,716,350,"1,779","1,040",336,349,"1,201","1,277","2,812"
2021년03월_남_10~19세,"18,403",343,232,264,60,26,101,28,31,30,76,"1,459",209,30,104,21,49,"1,335",383,359,555,808,"1,314",513,"2,268","1,781",580,715,"1,440","1,310","1,979"
2021년03월_남_20~29세,"24,657",437,220,583,91,71,131,49,37,72,140,"1,293",251,46,182,56,78,"2,314",772,611,945,"1,614","2,113",832,"1,829","2,180",845,899,"1,241","3,024","1,701"
2021년03월_남_30~39세,"21,164",485,203,844,69,69,83,48,44,41,91,"1,231",186,30,123,25,49,"1,442",635,477,694,"1,097","1,382",722,"1,703","1,489",574,561,"1,122","2,219","3,426"
2021년03월_남_40~49세,"26,800",552,321,629,114,92,157,60,105,92,171,"1,774",349,74,234,55,143,"1,918",833,758,"1,027","1,420","1,736",921,"2,477","2,045",762,823,"1,927","1,993","3,238"
2021년03월_남_50~59세,"28,285",733,367,599,201,187,275,168,130,148,343,"1,657",481,167,390,103,236,"2,177",870,959,"1,310","1,711","2,349","1,052","2,061","2,423",952,"1,106","1,580","1,899","1,651"
2021년03월_남_60~69세,"22,395",747,306,552,249,244,262,223,182,158,353,"1,232",440,210,503,137,271,"1,828",857,"1,049","1,160","1,470","1,730",938,981,"1,427",846,908,"1,050","1,253",829
2021년03월_남_70~79세,"11,190",351,160,223,153,127,146,130,139,125,268,545,225,139,249,63,139,"1,169",497,714,696,815,729,434,363,544,457,467,380,502,241
2021년03월_남_80~89세,"3,906",124,52,69,84,79,59,62,55,49,123,202,99,64,112,28,78,425,177,211,224,259,187,138,104,237,189,111,121,140,44
2021년03월_남_90~99세,310,12,4,5,5,10,6,7,6,5,14,9,11,8,7,3,7,35,15,16,14,14,11,7,11,21,12,11,9,9,6
2021년03월_남_100세 이상,16,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,2,1,3,0,0,2,0,2,0,0,1,0,0,0
2021년03월_여_총인구수,"175,461","4,022","2,062","4,058","1,170",971,"1,320",799,749,725,"1,623","10,462","2,358",816,"2,033",544,"1,142","14,006","5,394","5,728","7,109","9,876","12,325","5,734","13,227","14,345","6,120","6,085","11,035","13,402","16,221"
2021년03월_여_연령구간인구수,"175,461","4,022","2,062","4,058","1,170",971,"1,320",799,749,725,"1,623","10,462","2,358",816,"2,033",544,"1,142","14,006","5,394","5,728","7,109","9,876","12,325","5,734","13,227","14,345","6,120","6,085","11,035","13,402","16,221"
2021년03월_여_0~9세,"13,400",273,164,456,23,19,50,8,15,20,21,"1,013",111,10,66,13,24,701,203,152,249,491,637,369,"1,526","1,023",307,310,"1,174","1,107","2,865"
2021년03월_여_10~19세,"16,503",306,218,239,47,28,82,16,16,39,61,"1,274",206,21,100,23,48,"1,113",343,293,489,769,"1,125",524,"1,748","1,667",522,530,"1,561","1,260","1,835"
2021년03월_여_20~29세,"20,170",348,205,469,56,54,78,24,26,36,70,965,176,32,145,39,62,"1,927",674,459,853,"1,296","1,637",665,"1,489","1,897",758,652,"1,083","2,294","1,701"
2021년03월_여_30~39세,"20,113",438,220,746,54,50,91,21,28,23,67,"1,194",182,26,98,24,53,"1,229",535,348,588,940,"1,136",622,"1,958","1,512",551,532,"1,332","1,921","3,594"
2021년03월_여_40~49세,"26,998",470,335,517,64,52,116,35,46,50,94,"1,921",304,31,193,35,69,"1,946",722,595,838,"1,364","1,907",793,"2,785","2,577",827,939,"2,148","2,101","3,124"
2021년03월_여_50~59세,"29,082",664,326,672,178,151,225,113,83,105,241,"1,705",402,117,354,83,172,"2,341",910,944,"1,295","1,850","2,606","1,019","2,004","2,704","1,119","1,215","1,656","2,078","1,750"
2021년03월_여_60~69세,"24,482",652,271,487,226,240,249,201,182,150,357,"1,261",384,172,477,110,247,"2,264","1,007","1,366","1,378","1,744","1,904",979,938,"1,540","1,098","1,053","1,153","1,477",915
2021년03월_여_70~79세,"14,465",458,164,243,254,160,208,183,166,129,317,658,319,185,315,94,206,"1,555",621,986,892,970,845,522,487,827,571,527,593,745,265
2021년03월_여_80~89세,"8,705",338,133,182,214,184,200,174,162,141,333,403,232,193,241,101,231,794,307,504,452,396,452,206,257,499,310,275,292,358,141
2021년03월_여_90~99세,"1,479",74,24,43,53,31,21,24,24,31,59,67,41,28,42,20,29,129,67,71,73,55,74,35,31,97,55,48,42,61,30
2021년03월_여_100세 이상,64,1,2,4,1,2,0,0,1,1,3,1,1,1,2,2,1,7,5,10,2,1,2,0,4,2,2,4,1,0,1
