카테고리,경상남도 양산시,경상남도 양산시 물금읍,경상남도 양산시 동면,경상남도 양산시 원동면,경상남도 양산시 상북면,경상남도 양산시 하북면,경상남도 양산시 중앙동,경상남도 양산시 양주동,경상남도 양산시 삼성동,경상남도 양산시 강서동,경상남도 양산시 서창동,경상남도 양산시 소주동,경상남도 양산시 평산동,경상남도 양산시 덕계동
2020년12월_계_총인구수,"352,229","120,421","35,265","3,366","12,918","8,371","11,506","33,637","22,309","9,144","28,714","20,264","31,027","15,287"
2020년12월_계_연령구간인구수,"352,229","120,421","35,265","3,366","12,918","8,371","11,506","33,637","22,309","9,144","28,714","20,264","31,027","15,287"
2020년12월_계_0~9세,"34,597","16,119","4,855",86,542,191,450,"2,587","1,408",765,"2,395","1,403","2,534","1,262"
2020년12월_계_10~19세,"34,280","12,536","2,826",104,846,501,623,"4,272","1,823","1,008","3,313","1,810","3,274","1,344"
2020년12월_계_20~29세,"40,831","14,439","3,290",169,"1,318",871,"1,435","4,618","3,215","1,046","3,265","2,216","3,204","1,745"
2020년12월_계_30~39세,"49,219","21,305","6,521",206,"1,090",581,"1,242","3,423","3,042","1,116","3,342","2,292","3,199","1,860"
2020년12월_계_40~49세,"60,781","21,960","6,379",277,"1,677",952,"1,477","6,176","3,501","1,656","5,442","3,399","5,506","2,379"
2020년12월_계_50~59세,"58,726","16,895","4,788",599,"2,749","1,919","2,480","6,201","4,631","1,560","4,959","3,895","5,214","2,836"
2020년12월_계_60~69세,"42,785","10,772","4,047",941,"2,588","1,890","2,310","3,442","2,964","1,174","3,574","2,860","4,088","2,135"
2020년12월_계_70~79세,"21,083","4,438","1,838",622,"1,405",908,"1,020","2,003","1,171",561,"1,691","1,567","2,721","1,138"
2020년12월_계_80~89세,"8,781","1,716",634,312,607,472,405,826,482,230,643,744,"1,182",528
2020년12월_계_90~99세,"1,087",233,85,48,87,78,56,87,69,28,79,76,101,60
2020년12월_계_100세 이상,59,8,2,2,9,8,8,2,3,0,11,2,4,0
2020년12월_남_총인구수,"176,641","59,557","17,883","1,736","6,571","4,379","6,095","16,329","11,683","4,592","14,947","10,138","15,121","7,610"
2020년12월_남_연령구간인구수,"176,641","59,557","17,883","1,736","6,571","4,379","6,095","16,329","11,683","4,592","14,947","10,138","15,121","7,610"
2020년12월_남_0~9세,"17,680","8,198","2,503",48,267,98,230,"1,327",723,374,"1,240",714,"1,289",669
2020년12월_남_10~19세,"17,598","6,434","1,424",51,423,261,352,"2,233",956,470,"1,698",929,"1,677",690
2020년12월_남_20~29세,"21,869","7,161","1,796",98,775,525,854,"2,450","1,868",557,"1,872","1,227","1,733",953
2020년12월_남_30~39세,"25,291","10,568","3,283",131,628,335,734,"1,689","1,748",617,"1,799","1,201","1,588",970
2020년12월_남_40~49세,"30,869","11,023","3,447",169,894,499,824,"2,803","1,862",832,"2,850","1,732","2,775","1,159"
2020년12월_남_50~59세,"29,635","8,272","2,371",321,"1,411","1,018","1,299","3,072","2,287",825,"2,698","2,018","2,626","1,417"
2020년12월_남_60~69세,"20,958","5,263","1,927",491,"1,344","1,033","1,164","1,574","1,567",584,"1,775","1,389","1,805","1,042"
2020년12월_남_70~79세,"9,468","2,052",903,311,600,441,479,832,515,258,773,660,"1,141",503
2020년12월_남_80~89세,"3,030",544,212,106,206,150,139,333,139,73,228,248,456,196
2020년12월_남_90~99세,232,41,17,10,20,19,19,15,16,2,13,20,29,11
2020년12월_남_100세 이상,11,1,0,0,3,0,1,1,2,0,1,0,2,0
2020년12월_여_총인구수,"175,588","60,864","17,382","1,630","6,347","3,992","5,411","17,308","10,626","4,552","13,767","10,126","15,906","7,677"
2020년12월_여_연령구간인구수,"175,588","60,864","17,382","1,630","6,347","3,992","5,411","17,308","10,626","4,552","13,767","10,126","15,906","7,677"
2020년12월_여_0~9세,"16,917","7,921","2,352",38,275,93,220,"1,260",685,391,"1,155",689,"1,245",593
2020년12월_여_10~19세,"16,682","6,102","1,402",53,423,240,271,"2,039",867,538,"1,615",881,"1,597",654
2020년12월_여_20~29세,"18,962","7,278","1,494",71,543,346,581,"2,168","1,347",489,"1,393",989,"1,471",792
2020년12월_여_30~39세,"23,928","10,737","3,238",75,462,246,508,"1,734","1,294",499,"1,543","1,091","1,611",890
2020년12월_여_40~49세,"29,912","10,937","2,932",108,783,453,653,"3,373","1,639",824,"2,592","1,667","2,731","1,220"
2020년12월_여_50~59세,"29,091","8,623","2,417",278,"1,338",901,"1,181","3,129","2,344",735,"2,261","1,877","2,588","1,419"
2020년12월_여_60~69세,"21,827","5,509","2,120",450,"1,244",857,"1,146","1,868","1,397",590,"1,799","1,471","2,283","1,093"
2020년12월_여_70~79세,"11,615","2,386",935,311,805,467,541,"1,171",656,303,918,907,"1,580",635
2020년12월_여_80~89세,"5,751","1,172",422,206,401,322,266,493,343,157,415,496,726,332
2020년12월_여_90~99세,855,192,68,38,67,59,37,72,53,26,66,56,72,49
2020년12월_여_100세 이상,48,7,2,2,6,8,7,1,1,0,10,2,2,0
