카테고리,경기도 안산시,경기도 안산시 상록구,경기도 안산시 상록구 일동,경기도 안산시 상록구 이동,경기도 안산시 상록구 사동,경기도 안산시 상록구 사이동,경기도 안산시 상록구 해양동,경기도 안산시 상록구 본오1동,경기도 안산시 상록구 본오2동,경기도 안산시 상록구 본오3동,경기도 안산시 상록구 부곡동,경기도 안산시 상록구 월피동,경기도 안산시 상록구 성포동,경기도 안산시 상록구 반월동,경기도 안산시 상록구 안산동,경기도 안산시 단원구,경기도 안산시 단원구 와동,경기도 안산시 단원구 고잔동,경기도 안산시 단원구 중앙동,경기도 안산시 단원구 호수동,경기도 안산시 단원구 원곡동,경기도 안산시 단원구 백운동,경기도 안산시 단원구 신길동,경기도 안산시 단원구 초지동,경기도 안산시 단원구 선부1동,경기도 안산시 단원구 선부2동,경기도 안산시 단원구 선부3동,경기도 안산시 단원구 대부동
2020년06월_계_80~89세,"14,005","8,004",596,563,"1,083",619,274,834,681,560,552,849,575,549,269,"6,001",767,521,377,618,248,291,434,867,372,377,606,523
2020년06월_계_90~99세,"2,039","1,192",90,88,188,83,53,95,88,68,61,121,113,87,57,847,111,58,79,101,29,35,57,131,45,49,72,80
2020년06월_계_100세 이상,121,64,4,7,15,4,1,1,4,0,3,7,7,6,5,57,4,3,5,4,6,10,3,8,1,3,4,6
2020년06월_남_총인구수,"335,477","178,205","12,978","13,087","17,534","16,900","15,021","19,944","13,422","10,221","11,449","20,090","13,484","9,253","4,822","157,272","20,638","11,096","12,678","22,558","3,699","9,464","12,229","24,304","8,184","9,405","18,465","4,552"
2020년06월_남_연령구간인구수,"335,477","178,205","12,978","13,087","17,534","16,900","15,021","19,944","13,422","10,221","11,449","20,090","13,484","9,253","4,822","157,272","20,638","11,096","12,678","22,558","3,699","9,464","12,229","24,304","8,184","9,405","18,465","4,552"
2020년06월_남_0~9세,"23,322","12,259",922,607,996,"1,394","1,589","1,496",844,560,821,"1,229",951,586,264,"11,063","1,424",625,876,"1,781",154,668,895,"2,017",593,501,"1,350",179
2020년06월_남_10~19세,"33,977","17,955","1,275",885,"1,589","1,901","1,850","2,170","1,487",943,"1,104","2,189","1,452",704,406,"16,022","2,180","1,029","1,169","2,844",160,963,"1,327","2,563",683,920,"1,971",213
2020년06월_남_20~29세,"56,397","30,636","2,026","2,346","3,337","2,884","2,675","3,215","2,206","1,831","1,892","3,817","2,538","1,208",661,"25,761","3,335","2,149","2,536","3,941",304,"1,480","1,760","4,040","1,315","1,406","3,108",387
2020년06월_남_30~39세,"46,915","23,946","1,769","2,293","2,747","2,265","2,012","2,610","1,641","1,337","1,355","2,434","1,707","1,221",555,"22,969","2,922","1,802","2,161","2,766",404,"1,346","1,760","4,026","1,449","1,139","2,806",388
2020년06월_남_40~49세,"55,953","29,693","2,457","2,276","3,057","2,823","2,544","3,641","2,247","1,636","1,967","3,113","1,703","1,467",762,"26,260","3,865","1,663","1,836","3,580",642,"1,433","2,288","4,255","1,303","1,670","3,181",544
2020년06월_남_50~59세,"65,347","34,940","2,448","2,511","3,334","3,222","2,609","3,875","2,708","2,102","2,473","4,171","2,764","1,707","1,016","30,407","4,061","2,071","2,220","4,568","1,052","1,878","2,257","4,136","1,453","2,196","3,508","1,007"
2020년06월_남_60~69세,"35,461","18,612","1,262","1,344","1,482","1,654","1,287","1,867","1,451","1,127","1,181","2,172","1,647","1,374",764,"16,849","1,904","1,150","1,365","2,259",581,"1,162","1,314","2,185",995,"1,045","1,830","1,059"
2020년06월_남_70~79세,"13,007","7,229",606,599,609,541,355,778,589,450,453,693,502,755,299,"5,778",693,440,385,593,292,416,465,777,276,390,508,543
2020년06월_남_80~89세,"4,639","2,666",195,209,328,197,92,275,231,217,193,253,182,210,84,"1,973",232,158,113,203,98,109,150,278,109,122,192,209
2020년06월_남_90~99세,431,255,18,16,51,19,8,17,17,18,9,18,35,19,10,176,22,9,15,22,11,7,13,25,7,15,10,20
2020년06월_남_100세 이상,28,14,0,1,4,0,0,0,1,0,1,1,3,2,1,14,0,0,2,1,1,2,0,2,1,1,1,3
2020년06월_여_총인구수,"318,973","171,309","12,558","11,407","16,098","16,485","14,598","18,712","13,749","10,321","10,759","19,183","13,942","9,062","4,435","147,664","18,525","11,078","12,826","22,270","2,698","9,142","10,626","23,132","7,862","7,893","17,483","4,129"
2020년06월_여_연령구간인구수,"318,973","171,309","12,558","11,407","16,098","16,485","14,598","18,712","13,749","10,321","10,759","19,183","13,942","9,062","4,435","147,664","18,525","11,078","12,826","22,270","2,698","9,142","10,626","23,132","7,862","7,893","17,483","4,129"
2020년06월_여_0~9세,"22,522","11,847",955,614,969,"1,322","1,640","1,362",805,512,759,"1,172",893,586,258,"10,675","1,326",651,841,"1,778",153,676,846,"1,926",568,480,"1,297",133
2020년06월_여_10~19세,"31,950","17,106","1,319",818,"1,482","1,844","1,767","2,047","1,539",922,"1,111","1,911","1,296",664,386,"14,844","1,925",976,"1,145","2,560",149,887,"1,266","2,501",654,805,"1,798",178
2020년06월_여_20~29세,"49,710","26,972","1,886","2,124","2,768","2,534","2,190","2,768","2,183","1,729","1,645","3,271","2,319","1,021",534,"22,738","2,703","2,076","2,523","3,761",197,"1,370","1,353","3,465","1,113","1,171","2,702",304
2020년06월_여_30~39세,"39,385","20,321","1,500","1,587","1,990","2,006","2,100","2,248","1,425","1,200","1,160","2,009","1,617","1,046",433,"19,064","2,358","1,415","1,910","2,740",267,"1,154","1,304","3,255","1,117",855,"2,403",286
2020년06월_여_40~49세,"54,108","28,973","2,180","1,810","2,771","2,851","2,730","3,445","2,430","1,684","1,798","3,247","2,119","1,266",642,"25,135","3,386","1,721","1,972","4,058",408,"1,463","1,860","4,169","1,228","1,350","3,121",399
2020년06월_여_50~59세,"61,716","33,185","2,198","2,080","2,958","3,152","2,542","3,472","2,712","2,169","2,148","4,060","3,069","1,754",871,"28,531","3,445","2,037","2,382","4,518",624,"1,867","2,002","4,072","1,553","1,650","3,410",971
2020년06월_여_60~69세,"32,290","17,262","1,220","1,243","1,333","1,590","1,077","1,707","1,302","1,064","1,077","1,877","1,547","1,505",720,"15,028","1,784","1,190","1,296","1,744",419,"1,076","1,187","2,036",905,877,"1,548",966
2020년06월_여_70~79세,"16,225","9,318",823,699,924,696,324,"1,025",829,648,648,931,607,809,355,"6,907",970,597,426,614,308,431,477,"1,007",423,414,725,515
2020년06월_여_80~89세,"9,366","5,338",401,354,755,422,182,559,450,343,359,596,393,339,185,"4,028",535,363,264,415,150,182,284,589,263,255,414,314
2020년06월_여_90~99세,"1,608",937,72,72,137,64,45,78,71,50,52,103,78,68,47,671,89,49,64,79,18,28,44,106,38,34,62,60
2020년06월_여_100세 이상,93,50,4,6,11,4,1,1,3,0,2,6,4,4,4,43,4,3,3,3,5,8,3,6,0,2,3,3
