카테고리,경기도 안산시,경기도 안산시 상록구,경기도 안산시 상록구 일동,경기도 안산시 상록구 이동,경기도 안산시 상록구 사동,경기도 안산시 상록구 사이동,경기도 안산시 상록구 해양동,경기도 안산시 상록구 본오1동,경기도 안산시 상록구 본오2동,경기도 안산시 상록구 본오3동,경기도 안산시 상록구 부곡동,경기도 안산시 상록구 월피동,경기도 안산시 상록구 성포동,경기도 안산시 상록구 반월동,경기도 안산시 상록구 안산동,경기도 안산시 단원구,경기도 안산시 단원구 와동,경기도 안산시 단원구 고잔동,경기도 안산시 단원구 중앙동,경기도 안산시 단원구 호수동,경기도 안산시 단원구 원곡동,경기도 안산시 단원구 백운동,경기도 안산시 단원구 신길동,경기도 안산시 단원구 초지동,경기도 안산시 단원구 선부1동,경기도 안산시 단원구 선부2동,경기도 안산시 단원구 선부3동,경기도 안산시 단원구 대부동
2020년06월_계_총인구수,"654,450","349,514","25,536","24,494","33,632","33,385","29,619","38,656","27,171","20,542","22,208","39,273","27,426","18,315","9,257","304,936","39,163","22,174","25,504","44,828","6,397","18,606","22,855","47,436","16,046","17,298","35,948","8,681"
2020년06월_계_연령구간인구수,"654,450","349,514","25,536","24,494","33,632","33,385","29,619","38,656","27,171","20,542","22,208","39,273","27,426","18,315","9,257","304,936","39,163","22,174","25,504","44,828","6,397","18,606","22,855","47,436","16,046","17,298","35,948","8,681"
2020년06월_계_0~9세,"45,844","24,106","1,877","1,221","1,965","2,716","3,229","2,858","1,649","1,072","1,580","2,401","1,844","1,172",522,"21,738","2,750","1,276","1,717","3,559",307,"1,344","1,741","3,943","1,161",981,"2,647",312
2020년06월_계_10~19세,"65,927","35,061","2,594","1,703","3,071","3,745","3,617","4,217","3,026","1,865","2,215","4,100","2,748","1,368",792,"30,866","4,105","2,005","2,314","5,404",309,"1,850","2,593","5,064","1,337","1,725","3,769",391
2020년06월_계_20~29세,"106,107","57,608","3,912","4,470","6,105","5,418","4,865","5,983","4,389","3,560","3,537","7,088","4,857","2,229","1,195","48,499","6,038","4,225","5,059","7,702",501,"2,850","3,113","7,505","2,428","2,577","5,810",691
2020년06월_계_30~39세,"86,300","44,267","3,269","3,880","4,737","4,271","4,112","4,858","3,066","2,537","2,515","4,443","3,324","2,267",988,"42,033","5,280","3,217","4,071","5,506",671,"2,500","3,064","7,281","2,566","1,994","5,209",674
2020년06월_계_40~49세,"110,061","58,666","4,637","4,086","5,828","5,674","5,274","7,086","4,677","3,320","3,765","6,360","3,822","2,733","1,404","51,395","7,251","3,384","3,808","7,638","1,050","2,896","4,148","8,424","2,531","3,020","6,302",943
2020년06월_계_50~59세,"127,063","68,125","4,646","4,591","6,292","6,374","5,151","7,347","5,420","4,271","4,621","8,231","5,833","3,461","1,887","58,938","7,506","4,108","4,602","9,086","1,676","3,745","4,259","8,208","3,006","3,846","6,918","1,978"
2020년06월_계_60~69세,"67,751","35,874","2,482","2,587","2,815","3,244","2,364","3,574","2,753","2,191","2,258","4,049","3,194","2,879","1,484","31,877","3,688","2,340","2,661","4,003","1,000","2,238","2,501","4,221","1,900","1,922","3,378","2,025"
2020년06월_계_70~79세,"29,232","16,547","1,429","1,298","1,533","1,237",679,"1,803","1,418","1,098","1,101","1,624","1,109","1,564",654,"12,685","1,663","1,037",811,"1,207",600,847,942,"1,784",699,804,"1,233","1,058"
