카테고리,서울특별시 중랑구,서울특별시 중랑구 면목제2동,서울특별시 중랑구 면목제4동,서울특별시 중랑구 면목제5동,서울특별시 중랑구 면목본동,서울특별시 중랑구 면목제7동,서울특별시 중랑구 면목제3.8동,서울특별시 중랑구 상봉제1동,서울특별시 중랑구 상봉제2동,서울특별시 중랑구 중화제1동,서울특별시 중랑구 중화제2동,서울특별시 중랑구 묵제1동,서울특별시 중랑구 묵제2동,서울특별시 중랑구 망우본동,서울특별시 중랑구 망우제3동,서울특별시 중랑구 신내1동,서울특별시 중랑구 신내2동
2021년02월_계_총인구수,"393,933","24,766","19,342","14,678","34,484","22,331","25,547","24,696","20,072","20,143","25,489","35,187","19,369","30,446","17,039","39,326","21,018"
2021년02월_계_연령구간인구수,"393,933","24,766","19,342","14,678","34,484","22,331","25,547","24,696","20,072","20,143","25,489","35,187","19,369","30,446","17,039","39,326","21,018"
2021년02월_계_0~9세,"22,635","1,250","1,076","1,311","1,563","1,177","1,102","1,838",786,"1,267","1,047","2,315","1,052","1,473",781,"3,257","1,340"
2021년02월_계_10~19세,"26,464","1,584","1,216",902,"1,931","1,259","1,464","1,958",800,"1,317","1,171","3,109","1,217","1,875","1,168","3,768","1,725"
2021년02월_계_20~29세,"55,924","3,378","2,529","1,779","5,414","3,103","3,814","3,588","4,117","2,865","3,759","4,960","2,711","4,189","2,313","4,880","2,525"
2021년02월_계_30~39세,"57,749","3,299","2,735","2,693","5,285","3,393","3,591","3,616","4,203","3,216","3,671","4,867","3,089","4,092","2,121","4,971","2,907"
2021년02월_계_40~49세,"57,576","3,686","3,024","2,229","5,038","3,181","3,520","3,586","2,624","2,819","3,466","5,826","2,868","4,130","2,418","5,961","3,200"
2021년02월_계_50~59세,"69,302","4,899","3,329","2,472","6,315","3,909","4,730","4,385","3,108","3,348","4,930","5,557","3,270","5,683","3,291","6,545","3,531"
2021년02월_계_60~69세,"58,942","3,715","2,944","1,914","4,948","3,579","4,077","3,367","2,530","3,104","4,165","4,774","2,971","5,154","2,786","5,619","3,295"
2021년02월_계_70~79세,"31,552","2,073","1,859",993,"2,827","1,960","2,292","1,597","1,360","1,576","2,289","2,617","1,562","2,644","1,474","2,816","1,613"
2021년02월_계_80~89세,"11,922",755,532,349,"1,017",658,834,671,468,557,879,"1,008",554,"1,022",574,"1,267",777
2021년02월_계_90~99세,"1,664",116,86,32,120,100,112,87,65,69,94,132,64,162,98,227,100
2021년02월_계_100세 이상,203,11,12,4,26,12,11,3,11,5,18,22,11,22,15,15,5
2021년02월_남_총인구수,"194,665","12,338","9,637","7,406","17,111","11,198","12,684","12,064","9,740","9,868","13,093","17,020","9,540","15,251","8,574","19,138","10,003"
