카테고리,경기도 파주시,경기도 파주시 문산읍,경기도 파주시 파주읍,경기도 파주시 법원읍,경기도 파주시 조리읍,경기도 파주시 월롱면,경기도 파주시 탄현면,경기도 파주시 광탄면,경기도 파주시 파평면,경기도 파주시 적성면,경기도 파주시 군내면,경기도 파주시 장단출장소,경기도 파주시 장단면,경기도 파주시 진동면,경기도 파주시 진서면,경기도 파주시 금촌1동,경기도 파주시 금촌2동,경기도 파주시 금촌3동,경기도 파주시 교하동,경기도 파주시 운정1동,경기도 파주시 운정2동,경기도 파주시 운정3동
2020년01월_계_총인구수,"453,961","48,665","13,218","11,114","30,483","9,490","13,559","11,658","3,940","7,594",0,577,0,153,0,"22,645","33,997","27,579","41,225","45,048","60,357","72,659"
2020년01월_계_연령구간인구수,"453,961","48,665","13,218","11,114","30,483","9,490","13,559","11,658","3,940","7,594",0,577,0,153,0,"22,645","33,997","27,579","41,225","45,048","60,357","72,659"
2020년01월_계_0~9세,"45,061","5,336",562,403,"1,937",196,764,515,117,586,0,24,0,6,0,"1,291","3,777","2,540","4,153","5,356","8,883","8,615"
2020년01월_계_10~19세,"48,577","4,733",821,831,"2,916",298,"1,057",720,215,555,0,37,0,10,0,"1,585","4,420","2,872","5,616","5,884","7,277","8,730"
2020년01월_계_20~29세,"55,235","5,705","1,470","1,344","3,853","2,417","1,532","1,304",419,941,0,65,0,4,0,"3,461","4,264","3,820","4,424","5,066","6,495","8,651"
2020년01월_계_30~39세,"67,454","8,180","1,398",958,"3,193","2,311","1,552","1,099",282,866,0,50,0,10,0,"3,000","4,996","3,930","5,384","6,785","11,754","11,706"
2020년01월_계_40~49세,"79,166","7,455","1,763","1,370","4,647",951,"2,222","1,402",378,881,0,76,0,13,0,"3,436","6,338","4,411","8,441","8,937","11,892","14,553"
2020년01월_계_50~59세,"69,764","6,863","2,532","2,273","5,970","1,329","2,588","2,447",779,"1,262",0,105,0,26,0,"4,226","5,021","4,558","6,324","6,501","6,817","10,143"
2020년01월_계_60~69세,"45,367","4,914","2,192","1,901","4,192","1,061","1,917","2,105",743,"1,172",0,87,0,32,0,"2,957","2,575","2,861","3,658","3,600","3,862","5,538"
2020년01월_계_70~79세,"28,083","3,489","1,504","1,285","2,445",553,"1,159","1,235",592,909,0,89,0,35,0,"1,792","1,706","1,691","2,076","1,965","2,320","3,238"
2020년01월_계_80~89세,"13,160","1,729",813,642,"1,163",327,641,686,346,358,0,42,0,15,0,776,781,796,969,826,927,"1,323"
2020년01월_계_90~99세,"1,914",235,124,93,153,45,118,130,58,64,0,2,0,2,0,106,107,100,170,119,128,160
2020년01월_계_100세 이상,180,26,39,14,14,2,9,15,11,0,0,0,0,0,0,15,12,0,10,9,2,2
2020년01월_남_총인구수,"230,458","24,765","7,052","5,890","15,510","6,024","7,313","6,328","2,045","4,048",0,295,0,83,0,"11,932","16,675","14,185","20,920","22,154","29,500","35,739"
2020년01월_남_연령구간인구수,"230,458","24,765","7,052","5,890","15,510","6,024","7,313","6,328","2,045","4,048",0,295,0,83,0,"11,932","16,675","14,185","20,920","22,154","29,500","35,739"
2020년01월_남_0~9세,"22,974","2,675",301,209,978,91,408,259,66,296,0,10,0,1,0,673,"1,952","1,257","2,125","2,745","4,479","4,449"
2020년01월_남_10~19세,"25,108","2,455",440,471,"1,452",172,544,397,113,311,0,15,0,4,0,850,"2,261","1,528","2,940","2,957","3,683","4,515"
2020년01월_남_20~29세,"29,041","3,029",887,799,"2,117","1,411",865,799,272,579,0,35,0,4,0,"1,906","2,141","2,054","2,415","2,463","2,995","4,270"
2020년01월_남_30~39세,"35,973","4,578",821,544,"1,731","1,915",910,662,147,480,0,26,0,6,0,"1,754","2,547","2,133","2,646","3,337","5,959","5,777"
2020년01월_남_40~49세,"40,717","3,936","1,045",776,"2,392",654,"1,256",813,227,512,0,53,0,3,0,"1,855","3,067","2,310","4,247","4,427","5,931","7,213"
2020년01월_남_50~59세,"36,573","3,545","1,445","1,244","3,137",814,"1,497","1,368",428,687,0,55,0,18,0,"2,354","2,533","2,359","3,410","3,272","3,378","5,029"
2020년01월_남_60~69세,"22,365","2,332","1,132","1,010","2,127",574,"1,003","1,161",372,616,0,44,0,16,0,"1,453","1,182","1,428","1,842","1,742","1,755","2,576"
2020년01월_남_70~79세,"12,359","1,505",650,586,"1,095",277,551,612,272,417,0,38,0,21,0,789,680,772,923,865,929,"1,377"
2020년01월_남_80~89세,"4,837",628,287,220,439,109,253,225,132,137,0,18,0,8,0,271,286,314,339,318,356,497
2020년01월_남_90~99세,456,70,34,27,38,7,25,28,10,13,0,1,0,2,0,21,24,30,32,25,33,36
2020년01월_남_100세 이상,55,12,10,4,4,0,1,4,6,0,0,0,0,0,0,6,2,0,1,3,2,0
2020년01월_여_총인구수,"223,503","23,900","6,166","5,224","14,973","3,466","6,246","5,330","1,895","3,546",0,282,0,70,0,"10,713","17,322","13,394","20,305","22,894","30,857","36,920"
2020년01월_여_연령구간인구수,"223,503","23,900","6,166","5,224","14,973","3,466","6,246","5,330","1,895","3,546",0,282,0,70,0,"10,713","17,322","13,394","20,305","22,894","30,857","36,920"
2020년01월_여_0~9세,"22,087","2,661",261,194,959,105,356,256,51,290,0,14,0,5,0,618,"1,825","1,283","2,028","2,611","4,404","4,166"
2020년01월_여_10~19세,"23,469","2,278",381,360,"1,464",126,513,323,102,244,0,22,0,6,0,735,"2,159","1,344","2,676","2,927","3,594","4,215"
2020년01월_여_20~29세,"26,194","2,676",583,545,"1,736","1,006",667,505,147,362,0,30,0,0,0,"1,555","2,123","1,766","2,009","2,603","3,500","4,381"
2020년01월_여_30~39세,"31,481","3,602",577,414,"1,462",396,642,437,135,386,0,24,0,4,0,"1,246","2,449","1,797","2,738","3,448","5,795","5,929"
2020년01월_여_40~49세,"38,449","3,519",718,594,"2,255",297,966,589,151,369,0,23,0,10,0,"1,581","3,271","2,101","4,194","4,510","5,961","7,340"
2020년01월_여_50~59세,"33,191","3,318","1,087","1,029","2,833",515,"1,091","1,079",351,575,0,50,0,8,0,"1,872","2,488","2,199","2,914","3,229","3,439","5,114"
2020년01월_여_60~69세,"23,002","2,582","1,060",891,"2,065",487,914,944,371,556,0,43,0,16,0,"1,504","1,393","1,433","1,816","1,858","2,107","2,962"
2020년01월_여_70~79세,"15,724","1,984",854,699,"1,350",276,608,623,320,492,0,51,0,14,0,"1,003","1,026",919,"1,153","1,100","1,391","1,861"
2020년01월_여_80~89세,"8,323","1,101",526,422,724,218,388,461,214,221,0,24,0,7,0,505,495,482,630,508,571,826
2020년01월_여_90~99세,"1,458",165,90,66,115,38,93,102,48,51,0,1,0,0,0,85,83,70,138,94,95,124
2020년01월_여_100세 이상,125,14,29,10,10,2,8,11,5,0,0,0,0,0,0,9,10,0,9,6,0,2
