카테고리,경상남도 창원시,경상남도 창원시 의창구,경상남도 창원시 의창구 동읍,경상남도 창원시 의창구 북면,경상남도 창원시 의창구 대산면,경상남도 창원시 의창구 의창동,경상남도 창원시 의창구 팔룡동,경상남도 창원시 의창구 명곡동,경상남도 창원시 의창구 봉림동,경상남도 창원시 의창구 용지동,경상남도 창원시 성산구,경상남도 창원시 성산구 반송동,경상남도 창원시 성산구 중앙동,경상남도 창원시 성산구 상남동,경상남도 창원시 성산구 사파동,경상남도 창원시 성산구 가음정동,경상남도 창원시 성산구 성주동,경상남도 창원시 성산구 웅남동,경상남도 창원시 마산합포구,경상남도 창원시 마산합포구 구산면,경상남도 창원시 마산합포구 진동면,경상남도 창원시 마산합포구 진북면,경상남도 창원시 마산합포구 진전면,경상남도 창원시 마산합포구 현동,경상남도 창원시 마산합포구 가포동,경상남도 창원시 마산합포구 월영동,경상남도 창원시 마산합포구 문화동,경상남도 창원시 마산합포구 반월중앙동,경상남도 창원시 마산합포구 완월동,경상남도 창원시 마산합포구 자산동,경상남도 창원시 마산합포구 교방동,경상남도 창원시 마산합포구 오동동,경상남도 창원시 마산합포구 합포동,경상남도 창원시 마산합포구 산호동,경상남도 창원시 마산회원구,경상남도 창원시 마산회원구 내서읍,경상남도 창원시 마산회원구 회원1동,경상남도 창원시 마산회원구 회원2동,경상남도 창원시 마산회원구 석전동,경상남도 창원시 마산회원구 회성동,경상남도 창원시 마산회원구 양덕1동,경상남도 창원시 마산회원구 양덕2동,경상남도 창원시 마산회원구 합성1동,경상남도 창원시 마산회원구 합성2동,경상남도 창원시 마산회원구 구암1동,경상남도 창원시 마산회원구 구암2동,경상남도 창원시 마산회원구 봉암동,경상남도 창원시 진해구,경상남도 창원시 진해구 충무동,경상남도 창원시 진해구 여좌동,경상남도 창원시 진해구 태백동,경상남도 창원시 진해구 경화동,경상남도 창원시 진해구 병암동,경상남도 창원시 진해구 석동,경상남도 창원시 진해구 이동,경상남도 창원시 진해구 자은동,경상남도 창원시 진해구 덕산동,경상남도 창원시 진해구 풍호동,경상남도 창원시 진해구 웅천동,경상남도 창원시 진해구 웅동1동,경상남도 창원시 진해구 웅동2동
2020년04월_계_80~89세,"25,494","5,593",791,908,494,875,479,829,701,516,"2,891",588,289,349,660,519,266,220,"6,787",326,463,308,494,273,38,710,520,656,431,415,531,846,363,413,"5,085","1,324",563,320,497,364,317,569,261,233,292,234,111,"5,138",686,627,367,347,312,268,297,434,300,457,322,240,481
2020년04월_계_90~99세,"3,243",743,98,129,73,119,61,96,86,81,430,87,58,62,95,73,26,29,919,59,59,57,79,35,6,97,71,78,44,52,84,104,45,49,548,138,56,40,47,42,35,74,31,13,39,24,9,603,89,58,43,44,30,41,41,44,26,50,39,37,61
2020년04월_계_100세 이상,175,34,3,6,2,7,3,7,5,1,20,7,4,3,5,1,0,0,64,0,3,2,1,0,2,5,5,8,3,3,18,6,3,5,38,2,6,3,2,6,3,1,4,2,3,3,3,19,4,1,2,5,2,1,0,1,0,1,1,0,1
2020년04월_남_총인구수,"527,820","133,498","10,424","21,538","3,760","25,587","18,612","22,123","16,072","15,382","111,389","21,552","12,643","14,439","23,184","21,281","14,031","4,259","87,317","2,269","6,420","1,958","2,003","7,242",345,"16,114","5,760","7,531","4,688","5,550","7,274","10,064","3,609","6,490","96,996","33,275","5,492","3,828","8,611","3,336","5,844","16,073","4,926","4,030","4,704","4,939","1,938","98,620","9,119","4,474","2,667","5,830","3,816","8,914","4,525","10,816","5,062","13,134","6,329","3,380","20,554"
2020년04월_남_연령구간인구수,"527,820","133,498","10,424","21,538","3,760","25,587","18,612","22,123","16,072","15,382","111,389","21,552","12,643","14,439","23,184","21,281","14,031","4,259","87,317","2,269","6,420","1,958","2,003","7,242",345,"16,114","5,760","7,531","4,688","5,550","7,274","10,064","3,609","6,490","96,996","33,275","5,492","3,828","8,611","3,336","5,844","16,073","4,926","4,030","4,704","4,939","1,938","98,620","9,119","4,474","2,667","5,830","3,816","8,914","4,525","10,816","5,062","13,134","6,329","3,380","20,554"
2020년04월_남_0~9세,"44,728","11,374",671,"3,428",161,"2,240","1,492","1,351",830,"1,201","8,931","1,739",716,"1,127","1,908","1,992","1,190",259,"6,667",69,659,45,37,"1,216",13,"1,457",286,563,235,304,548,633,186,416,"7,273","2,897",249,184,622,91,359,"1,722",363,160,238,302,86,"10,483",825,216,115,591,320,808,223,"1,304",577,"1,992",973,312,"2,227"
2020년04월_남_10~19세,"53,440","12,725","1,073","1,784",244,"2,476","2,069","2,282","1,242","1,555","12,707","2,902",806,"1,904","2,638","2,241","1,787",429,"7,266",93,500,95,78,580,16,"1,723",433,737,400,567,629,664,234,517,"9,858","4,460",347,328,660,208,463,"1,856",338,269,372,429,128,"10,884",966,396,164,564,405,"1,261",306,"1,178",645,"1,590",440,365,"2,604"
2020년04월_남_20~29세,"73,448","20,204","1,387","2,174",397,"3,932","3,027","3,807","2,804","2,676","18,457","3,356","2,474","2,426","3,683","3,512","2,360",646,"10,672",200,622,187,167,673,47,"2,379",932,953,640,728,814,"1,120",384,826,"12,574","4,671",599,439,"1,000",381,769,"1,995",659,570,592,677,222,"11,541","1,357",520,308,656,446,"1,231",588,"1,302",644,"1,302",660,339,"2,188"
2020년04월_남_30~39세,"72,733","18,803","1,006","4,085",416,"3,837","2,653","2,365","2,263","2,178","16,132","2,379","2,554","1,882","3,504","3,344","1,854",615,"11,104",220,875,137,106,"1,365",39,"2,079",719,861,525,590,902,"1,331",494,861,"11,982","3,645",649,370,"1,318",359,792,"2,121",789,498,546,642,253,"14,712","1,282",439,241,916,452,"1,185",639,"1,731",707,"2,040","1,269",395,"3,416"
2020년04월_남_40~49세,"85,910","20,832","1,735","3,666",502,"3,901","2,996","3,406","2,338","2,288","17,571","3,594","2,055","2,228","3,724","3,226","2,088",656,"13,466",264,"1,095",213,194,"1,289",35,"2,462",760,"1,215",662,757,"1,156","1,737",581,"1,046","15,609","5,698",840,555,"1,273",455,874,"2,780",719,619,672,777,347,"18,432","1,621",672,368,910,678,"1,692",758,"1,892",878,"2,528","1,048",617,"4,770"
2020년04월_남_50~59세,"93,506","25,077","2,064","2,940",726,"4,782","3,638","4,735","3,199","2,993","21,666","4,204","2,264","2,955","4,325","4,152","3,023",743,"14,762",439,"1,096",458,416,944,65,"2,707",964,"1,263",870,963,"1,178","1,663",637,"1,099","17,492","6,391",939,691,"1,473",630,"1,001","2,615",848,741,930,849,384,"14,509","1,204",723,506,903,603,"1,353",777,"1,645",693,"1,665",877,587,"2,973"
2020년04월_남_60~69세,"66,932","16,521","1,502","2,329",774,"3,006","2,008","2,863","2,319","1,720","11,887","2,455","1,266","1,473","2,605","2,153","1,365",570,"13,793",561,950,462,523,742,80,"2,102",942,"1,060",811,983,"1,224","1,701",630,"1,022","13,770","3,604","1,024",757,"1,347",698,970,"1,973",722,706,854,786,329,"10,961",993,714,493,773,512,944,752,"1,209",552,"1,340",672,487,"1,520"
2020년04월_남_70~79세,"28,185","6,118",737,861,391,"1,114",567,"1,008",843,597,"3,137",722,393,334,616,514,299,259,"7,184",321,466,257,316,344,38,961,544,638,396,507,625,913,325,533,"6,545","1,470",617,393,729,365,499,772,389,393,382,389,147,"5,201",612,527,333,392,293,329,371,416,270,513,273,202,670
2020년04월_남_80~89세,"8,265","1,712",240,252,133,279,150,282,219,157,808,189,97,95,162,134,59,72,"2,204",93,149,96,151,83,9,226,165,222,137,140,174,278,123,158,"1,778",420,213,101,177,134,111,226,92,72,111,81,40,"1,763",238,248,125,116,104,102,105,128,90,156,107,68,176
2020년04월_남_90~99세,633,126,9,18,15,19,12,23,14,16,87,11,15,14,19,12,6,10,184,9,7,8,15,6,3,18,14,19,12,10,15,22,14,12,107,19,15,10,10,11,6,13,6,2,7,7,1,129,20,18,13,9,2,9,6,11,6,8,10,8,9
2020년04월_남_100세 이상,40,6,0,1,1,1,0,1,1,1,6,1,3,1,0,1,0,0,15,0,1,0,0,0,0,0,1,0,0,1,9,2,1,0,8,0,0,0,2,4,0,0,1,0,0,0,1,5,1,1,1,0,1,0,0,0,0,0,0,0,1
2020년04월_여_총인구수,"513,733","128,743","10,053","21,068","3,612","24,853","17,711","21,388","14,792","15,266","106,559","21,037","10,531","14,235","23,334","20,626","12,940","3,856","88,187","2,123","6,110","1,712","2,025","7,304",327,"16,449","5,858","7,884","4,918","5,715","7,423","10,263","3,513","6,563","96,105","32,896","5,533","3,853","8,491","3,228","5,783","16,306","4,734","4,016","4,720","4,981","1,564","94,139","8,537","4,535","2,597","5,708","3,873","8,555","4,050","10,887","5,232","13,188","6,105","3,212","17,660"
2020년04월_여_연령구간인구수,"513,733","128,743","10,053","21,068","3,612","24,853","17,711","21,388","14,792","15,266","106,559","21,037","10,531","14,235","23,334","20,626","12,940","3,856","88,187","2,123","6,110","1,712","2,025","7,304",327,"16,449","5,858","7,884","4,918","5,715","7,423","10,263","3,513","6,563","96,105","32,896","5,533","3,853","8,491","3,228","5,783","16,306","4,734","4,016","4,720","4,981","1,564","94,139","8,537","4,535","2,597","5,708","3,873","8,555","4,050","10,887","5,232","13,188","6,105","3,212","17,660"
2020년04월_여_0~9세,"41,697","10,644",636,"3,179",117,"2,161","1,464","1,237",816,"1,034","8,533","1,649",608,"1,111","1,869","1,929","1,096",271,"6,124",54,566,36,35,"1,118",18,"1,374",285,476,224,257,498,602,181,400,"6,707","2,695",218,153,554,84,304,"1,589",329,164,250,281,86,"9,689",798,182,96,538,281,757,189,"1,273",547,"1,754",834,277,"2,163"
2020년04월_여_10~19세,"48,353","11,414",929,"1,686",196,"2,267","1,826","2,046","1,115","1,349","11,209","2,575",703,"1,661","2,381","2,027","1,488",374,"6,698",76,520,82,68,617,16,"1,551",412,682,440,414,589,530,207,494,"8,901","4,016",326,291,595,176,416,"1,681",315,245,322,413,105,"10,131",941,324,147,492,346,"1,177",251,"1,088",576,"1,588",464,359,"2,378"
2020년04월_여_20~29세,"58,863","16,204",992,"1,857",306,"3,240","2,420","3,132","2,072","2,185","14,823","2,599","1,996","1,928","3,090","2,885","1,914",411,"8,605",121,497,127,109,620,26,"1,888",725,759,543,573,644,980,275,718,"10,306","3,818",467,353,891,282,607,"1,609",526,487,461,670,135,"8,925",829,379,223,517,381,979,408,"1,120",506,"1,042",611,258,"1,672"
2020년04월_여_30~39세,"65,229","16,956",915,"4,232",256,"3,383","2,377","2,117","1,666","2,010","14,173","2,373","1,801","1,745","3,229","2,960","1,631",434,"9,877",123,781,87,75,"1,429",28,"2,016",551,812,399,495,807,"1,220",325,729,"10,696","3,583",446,341,"1,026",253,645,"2,211",632,370,436,569,184,"13,527","1,081",331,182,783,423,"1,079",419,"1,715",718,"2,313","1,236",373,"2,874"
2020년04월_여_40~49세,"83,543","20,515","1,624","3,124",359,"3,942","3,161","3,557","2,169","2,579","19,311","4,105","1,629","2,672","4,265","3,594","2,417",629,"12,174",142,884,141,138,"1,113",40,"2,626",731,"1,143",654,785,"1,015","1,381",449,932,"15,185","6,246",665,480,"1,077",334,821,"2,897",615,533,600,685,232,"16,358","1,385",617,269,866,621,"1,764",541,"1,868",862,"2,381",900,518,"3,766"
2020년04월_여_50~59세,"94,552","25,693","1,913","3,176",680,"4,959","3,671","4,783","3,209","3,302","22,363","4,296","2,005","3,207","4,928","4,334","2,861",732,"15,093",387,967,315,330,984,54,"2,970","1,007","1,332",951,"1,117","1,207","1,728",608,"1,136","17,628","6,033",969,696,"1,534",651,"1,042","2,892",879,737,989,920,286,"13,775","1,067",719,451,947,624,"1,301",778,"1,794",717,"1,867",828,516,"2,166"
2020년04월_여_60~69세,"68,047","15,957","1,496","2,121",756,"3,000","1,803","2,766","2,290","1,725","10,180","2,161","1,179","1,220","2,169","1,824","1,046",581,"15,254",564,990,396,441,834,78,"2,318","1,083","1,320",882,"1,097","1,375","1,966",735,"1,175","15,119","3,612","1,259",803,"1,569",723,"1,184","2,101",796,896,990,878,308,"11,537","1,123",846,529,838,599,909,822,"1,176",691,"1,337",640,467,"1,560"
2020년04월_여_70~79세,"33,475","6,834",905,921,522,"1,199",608,"1,124",897,658,"3,527",798,374,387,824,627,260,257,"8,995",373,537,265,421,370,33,"1,138",648,859,496,658,853,"1,202",460,682,"7,785","1,868",786,484,888,462,526,921,445,410,456,392,147,"6,334",793,718,427,456,361,390,415,513,385,562,347,243,724
2020년04월_여_80~89세,"17,229","3,881",551,656,361,596,329,547,482,359,"2,083",399,192,254,498,385,207,148,"4,583",233,314,212,343,190,29,484,355,434,294,275,357,568,240,255,"3,307",904,350,219,320,230,206,343,169,161,181,153,71,"3,375",448,379,242,231,208,166,192,306,210,301,215,172,305
2020년04월_여_90~99세,"2,610",617,89,111,58,100,49,73,72,65,343,76,43,48,76,61,20,19,735,50,52,49,64,29,3,79,57,59,32,42,69,82,31,37,441,119,41,30,37,31,29,61,25,11,32,17,8,474,69,40,30,35,28,32,35,33,20,42,29,29,52
2020년04월_여_100세 이상,135,28,3,5,1,6,3,6,4,0,14,6,1,2,5,0,0,0,49,0,2,2,1,0,2,5,4,8,3,2,9,4,2,5,30,2,6,3,0,2,3,1,3,2,3,3,2,14,3,0,1,5,1,1,0,1,0,1,1,0,0
