카테고리,전라북도 정읍시,전라북도 정읍시 신태인읍,전라북도 정읍시 북면,전라북도 정읍시 입암면,전라북도 정읍시 소성면,전라북도 정읍시 고부면,전라북도 정읍시 영원면,전라북도 정읍시 덕천면,전라북도 정읍시 이평면,전라북도 정읍시 정우면,전라북도 정읍시 태인면,전라북도 정읍시 감곡면,전라북도 정읍시 옹동면,전라북도 정읍시 칠보면,전라북도 정읍시 산내면,전라북도 정읍시 산외면,전라북도 정읍시 수성동,전라북도 정읍시 장명동,전라북도 정읍시 내장상동,전라북도 정읍시 시기동,전라북도 정읍시 초산동,전라북도 정읍시 연지동,전라북도 정읍시 농소동,전라북도 정읍시 상교동
2021년04월_계_총인구수,"107,555","5,431","4,259","2,850","2,070","2,779","1,776","1,795","2,079","2,598","3,407","2,785","1,675","2,316","1,232","2,088","17,325","2,976","20,453","3,319","10,320","6,009","4,109","3,904"
2021년04월_계_연령구간인구수,"107,555","5,431","4,259","2,850","2,070","2,779","1,776","1,795","2,079","2,598","3,407","2,785","1,675","2,316","1,232","2,088","17,325","2,976","20,453","3,319","10,320","6,009","4,109","3,904"
2021년04월_계_0~9세,"6,174",239,174,54,63,71,49,37,43,82,72,53,48,84,32,54,"1,387",144,"1,588",160,960,467,187,126
2021년04월_계_10~19세,"9,499",360,277,149,74,115,71,99,86,110,147,65,65,142,54,91,"1,983",286,"2,713",262,"1,313",505,308,224
2021년04월_계_20~29세,"10,422",373,366,189,110,147,111,131,115,163,229,130,85,145,74,115,"2,175",328,"2,430",340,"1,213",602,426,425
2021년04월_계_30~39세,"8,667",360,308,139,113,197,81,87,96,144,164,167,103,109,48,95,"1,892",232,"1,827",248,"1,039",624,294,300
2021년04월_계_40~49세,"14,571",614,457,245,179,262,154,180,177,234,336,217,145,239,81,187,"3,095",471,"3,387",365,"1,721",928,479,418
2021년04월_계_50~59세,"18,192",880,824,536,345,430,258,343,330,455,564,432,265,394,243,356,"3,001",533,"3,372",534,"1,665",959,786,687
2021년04월_계_60~69세,"17,305","1,025",824,605,411,612,382,371,431,545,713,667,345,447,292,445,"1,979",421,"2,585",630,"1,232",884,754,705
2021년04월_계_70~79세,"13,243",931,576,487,420,521,373,294,414,470,619,597,330,407,230,407,"1,190",331,"1,617",493,774,695,507,560
2021년04월_계_80~89세,"8,246",569,396,390,318,369,251,213,339,348,486,395,237,308,156,292,554,204,807,239,369,287,323,396
2021년04월_계_90~99세,"1,172",76,52,54,36,53,44,38,47,44,73,58,50,38,21,46,61,25,122,47,33,56,39,59
2021년04월_계_100세 이상,64,4,5,2,1,2,2,2,1,3,4,4,2,3,1,0,8,1,5,1,1,2,6,4
2021년04월_남_총인구수,"53,439","2,665","2,161","1,430","1,063","1,392",881,910,"1,029","1,299","1,693","1,394",845,"1,192",626,"1,054","8,810","1,469","9,847","1,602","5,090","3,004","1,977","2,006"
2021년04월_남_연령구간인구수,"53,439","2,665","2,161","1,430","1,063","1,392",881,910,"1,029","1,299","1,693","1,394",845,"1,192",626,"1,054","8,810","1,469","9,847","1,602","5,090","3,004","1,977","2,006"
2021년04월_남_0~9세,"3,165",119,80,27,39,34,30,18,23,49,42,28,22,37,15,25,705,67,802,84,515,243,92,69
2021년04월_남_10~19세,"5,040",217,151,84,41,53,36,57,53,49,80,39,35,92,30,42,"1,063",143,"1,364",134,739,255,163,120
