카테고리,경상남도 창원시,경상남도 창원시 의창구,경상남도 창원시 의창구 동읍,경상남도 창원시 의창구 북면,경상남도 창원시 의창구 대산면,경상남도 창원시 의창구 의창동,경상남도 창원시 의창구 팔룡동,경상남도 창원시 의창구 명곡동,경상남도 창원시 의창구 봉림동,경상남도 창원시 의창구 용지동,경상남도 창원시 성산구,경상남도 창원시 성산구 반송동,경상남도 창원시 성산구 중앙동,경상남도 창원시 성산구 상남동,경상남도 창원시 성산구 사파동,경상남도 창원시 성산구 가음정동,경상남도 창원시 성산구 성주동,경상남도 창원시 성산구 웅남동,경상남도 창원시 마산합포구,경상남도 창원시 마산합포구 구산면,경상남도 창원시 마산합포구 진동면,경상남도 창원시 마산합포구 진북면,경상남도 창원시 마산합포구 진전면,경상남도 창원시 마산합포구 현동,경상남도 창원시 마산합포구 가포동,경상남도 창원시 마산합포구 월영동,경상남도 창원시 마산합포구 문화동,경상남도 창원시 마산합포구 반월중앙동,경상남도 창원시 마산합포구 완월동,경상남도 창원시 마산합포구 자산동,경상남도 창원시 마산합포구 교방동,경상남도 창원시 마산합포구 오동동,경상남도 창원시 마산합포구 합포동,경상남도 창원시 마산합포구 산호동,경상남도 창원시 마산회원구,경상남도 창원시 마산회원구 내서읍,경상남도 창원시 마산회원구 회원1동,경상남도 창원시 마산회원구 회원2동,경상남도 창원시 마산회원구 석전동,경상남도 창원시 마산회원구 회성동,경상남도 창원시 마산회원구 양덕1동,경상남도 창원시 마산회원구 양덕2동,경상남도 창원시 마산회원구 합성1동,경상남도 창원시 마산회원구 합성2동,경상남도 창원시 마산회원구 구암1동,경상남도 창원시 마산회원구 구암2동,경상남도 창원시 마산회원구 봉암동,경상남도 창원시 진해구,경상남도 창원시 진해구 충무동,경상남도 창원시 진해구 여좌동,경상남도 창원시 진해구 태백동,경상남도 창원시 진해구 경화동,경상남도 창원시 진해구 병암동,경상남도 창원시 진해구 석동,경상남도 창원시 진해구 이동,경상남도 창원시 진해구 자은동,경상남도 창원시 진해구 덕산동,경상남도 창원시 진해구 풍호동,경상남도 창원시 진해구 웅천동,경상남도 창원시 진해구 웅동1동,경상남도 창원시 진해구 웅동2동
2020년06월_계_총인구수,"1,040,118","263,184","20,355","42,720","7,336","50,968","37,447","43,265","30,658","30,435","216,982","42,404","23,095","28,550","46,259","41,727","26,872","8,075","174,956","4,379","12,495","3,638","4,006","14,519",652,"32,649","11,569","15,310","9,562","11,172","14,608","20,271","7,115","13,011","192,433","65,911","10,922","7,621","17,278","6,512","11,532","32,330","9,616","7,987","9,383","9,877","3,464","192,563","17,594","8,950","5,240","11,472","7,582","17,405","8,607","21,647","10,279","26,288","12,499","6,538","38,462"
2020년06월_계_연령구간인구수,"1,040,118","263,184","20,355","42,720","7,336","50,968","37,447","43,265","30,658","30,435","216,982","42,404","23,095","28,550","46,259","41,727","26,872","8,075","174,956","4,379","12,495","3,638","4,006","14,519",652,"32,649","11,569","15,310","9,562","11,172","14,608","20,271","7,115","13,011","192,433","65,911","10,922","7,621","17,278","6,512","11,532","32,330","9,616","7,987","9,383","9,877","3,464","192,563","17,594","8,950","5,240","11,472","7,582","17,405","8,607","21,647","10,279","26,288","12,499","6,538","38,462"
2020년06월_계_0~9세,"85,822","22,105","1,275","6,605",271,"4,475","3,094","2,558","1,612","2,215","17,246","3,350","1,306","2,218","3,709","3,874","2,266",523,"12,635",125,"1,203",77,67,"2,324",30,"2,856",559,"1,021",447,551,"1,020","1,198",359,798,"13,844","5,501",460,326,"1,179",171,653,"3,316",693,322,484,577,162,"19,992","1,621",382,207,"1,134",584,"1,556",408,"2,541","1,107","3,716","1,810",573,"4,353"
2020년06월_계_10~19세,"101,118","23,993","1,971","3,459",425,"4,751","3,962","4,245","2,317","2,863","23,700","5,408","1,487","3,532","4,978","4,257","3,236",802,"13,865",169,"1,025",173,154,"1,204",27,"3,254",821,"1,395",838,966,"1,212","1,202",431,994,"18,603","8,405",662,607,"1,269",375,874,"3,518",635,505,683,838,232,"20,957","1,910",708,307,"1,034",744,"2,420",550,"2,240","1,216","3,188",907,711,"5,022"
2020년06월_계_20~29세,"131,642","36,487","2,357","4,017",692,"7,234","5,652","6,886","4,852","4,797","32,973","5,889","4,461","4,304","6,725","6,306","4,244","1,044","19,126",326,"1,112",307,259,"1,263",68,"4,259","1,668","1,684","1,178","1,267","1,430","2,089",672,"1,544","22,677","8,433","1,037",780,"1,914",646,"1,358","3,551","1,175","1,044","1,041","1,346",352,"20,379","2,156",899,526,"1,151",794,"2,211","1,012","2,409","1,147","2,325","1,268",596,"3,885"
2020년06월_계_30~39세,"137,263","35,951","1,894","8,303",678,"7,298","5,311","4,431","3,898","4,138","30,150","4,750","4,324","3,610","6,646","6,313","3,477","1,030","20,706",326,"1,621",218,175,"2,772",61,"4,081","1,248","1,645",914,"1,074","1,672","2,503",808,"1,588","22,489","7,142","1,080",701,"2,407",596,"1,402","4,331","1,400",860,965,"1,180",425,"27,967","2,342",750,408,"1,678",854,"2,232","1,054","3,400","1,421","4,297","2,511",758,"6,262"
2020년06월_계_40~49세,"168,978","41,361","3,299","6,825",845,"7,928","6,343","6,882","4,431","4,808","36,574","7,630","3,693","4,855","7,933","6,757","4,431","1,275","25,617",404,"1,974",346,324,"2,418",75,"5,105","1,489","2,352","1,307","1,521","2,175","3,129","1,035","1,963","30,541","11,840","1,481","1,026","2,361",774,"1,666","5,658","1,319","1,134","1,265","1,452",565,"34,885","3,018","1,269",647,"1,772","1,290","3,426","1,314","3,775","1,725","4,926","1,965","1,131","8,627"
2020년06월_계_50~59세,"187,510","50,807","3,955","6,123","1,383","9,772","7,525","9,466","6,348","6,235","43,786","8,454","4,221","6,118","9,226","8,402","5,896","1,469","29,665",810,"2,052",760,747,"1,920",116,"5,688","1,957","2,560","1,809","2,050","2,376","3,353","1,228","2,239","34,971","12,450","1,881","1,360","3,015","1,274","2,024","5,461","1,724","1,469","1,888","1,758",667,"28,281","2,244","1,442",949,"1,838","1,197","2,677","1,544","3,427","1,407","3,522","1,708","1,100","5,226"
2020년06월_계_60~69세,"136,410","33,016","3,061","4,537","1,558","6,144","3,845","5,703","4,660","3,508","22,479","4,703","2,474","2,769","4,831","4,075","2,471","1,156","29,171","1,123","1,963",857,961,"1,590",158,"4,452","2,021","2,404","1,693","2,100","2,588","3,686","1,379","2,196","29,062","7,281","2,284","1,564","2,946","1,436","2,154","4,129","1,514","1,577","1,869","1,671",637,"22,682","2,114","1,564","1,021","1,616","1,124","1,849","1,597","2,424","1,261","2,715","1,330",943,"3,124"
2020년06월_계_70~79세,"62,309","13,072","1,644","1,795",922,"2,348","1,176","2,161","1,750","1,276","6,728","1,541",775,734,"1,449","1,148",557,524,"16,362",709,"1,022",529,748,727,71,"2,131","1,210","1,500",903,"1,169","1,492","2,141",793,"1,217","14,504","3,368","1,412",902,"1,625",832,"1,040","1,714",852,819,844,794,302,"11,643","1,417","1,242",764,853,649,728,787,952,666,"1,083",632,450,"1,420"
