카테고리,서울특별시 강남구,서울특별시 강남구 신사동,서울특별시 강남구 논현1동,서울특별시 강남구 논현2동,서울특별시 강남구 압구정동,서울특별시 강남구 청담동,서울특별시 강남구 삼성1동,서울특별시 강남구 삼성2동,서울특별시 강남구 대치1동,서울특별시 강남구 대치2동,서울특별시 강남구 대치4동,서울특별시 강남구 역삼1동,서울특별시 강남구 역삼2동,서울특별시 강남구 도곡1동,서울특별시 강남구 도곡2동,서울특별시 강남구 개포1동,서울특별시 강남구 개포2동,서울특별시 강남구 개포4동,서울특별시 강남구 세곡동,서울특별시 강남구 일원본동,서울특별시 강남구 일원1동,서울특별시 강남구 일원2동,서울특별시 강남구 수서동
2021년12월_계_100세 이상,106,4,4,2,11,5,2,4,6,1,2,8,6,3,2,5,1,4,8,6,8,7,7
2021년12월_남_총인구수,"255,047","7,415","10,381","9,821","12,187","11,987","6,334","14,560","12,151","18,483","9,364","17,285","16,914","10,133","15,400","3,147","13,524","11,480","20,426","11,482","7,386","8,479","6,708"
2021년12월_남_연령구간인구수,"255,047","7,415","10,381","9,821","12,187","11,987","6,334","14,560","12,151","18,483","9,364","17,285","16,914","10,133","15,400","3,147","13,524","11,480","20,426","11,482","7,386","8,479","6,708"
2021년12월_남_0~9세,"17,904",471,307,525,981,"1,076",411,"1,207",918,"1,105",337,486,"1,296",803,"1,356",189,"1,235",849,"1,959","1,103",336,638,316
2021년12월_남_10~19세,"30,864",780,408,651,"1,334","1,156",717,"1,977","3,036","3,599","1,311",696,"2,625","1,102","2,122",303,"1,737","1,118","2,334","1,911",626,"1,046",275
2021년12월_남_20~29세,"33,686",952,"1,905","1,530","1,390","1,595",908,"1,842","1,228","2,409","1,563","3,198","1,879","1,311","1,712",355,"1,783","1,627","2,420","1,302","1,064",965,748
2021년12월_남_30~39세,"35,758",970,"2,614","1,936","1,298","1,694",877,"2,092",551,"1,448","1,481","4,979","2,104","1,330","1,370",292,"1,472","1,757","2,852","1,253","1,149","1,187","1,052"
2021년12월_남_40~49세,"45,110","1,207","1,854","1,780","2,046","2,101",963,"2,840","2,432","2,949","1,678","3,121","3,898","1,783","2,755",426,"2,242","1,855","3,786","1,980","1,062","1,479",873
2021년12월_남_50~59세,"41,108","1,246","1,411","1,458","2,052","1,880","1,039","2,334","2,231","3,337","1,647","2,209","2,835","1,695","2,794",516,"2,386","1,975","2,928","1,810","1,126","1,251",948
2021년12월_남_60~69세,"28,300",843,"1,004",990,"1,435","1,384",771,"1,182",966,"2,200",723,"1,522","1,180","1,267","1,751",567,"1,663","1,450","2,339","1,381","1,163","1,100","1,419"
2021년12월_남_70~79세,"16,281",604,625,700,"1,103",784,473,785,586,"1,133",451,756,793,607,"1,085",375,805,647,"1,287",574,657,649,802
2021년12월_남_80~89세,"5,472",313,224,229,498,292,158,282,185,278,164,298,282,203,415,111,187,184,455,149,178,148,239
2021년12월_남_90~99세,547,29,29,22,50,24,17,18,16,25,9,20,22,32,40,12,13,18,61,19,22,15,34
2021년12월_남_100세 이상,17,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,1,0,5,0,3,1,2
2021년12월_여_총인구수,"277,995","8,578","11,692","11,197","14,118","13,697","6,544","15,876","12,014","18,024","10,451","18,302","19,158","11,272","17,763","3,323","14,350","12,230","22,806","11,778","7,687","9,039","8,096"
2021년12월_여_연령구간인구수,"277,995","8,578","11,692","11,197","14,118","13,697","6,544","15,876","12,014","18,024","10,451","18,302","19,158","11,272","17,763","3,323","14,350","12,230","22,806","11,778","7,687","9,039","8,096"
2021년12월_여_0~9세,"16,822",422,337,495,"1,035",898,388,"1,065",814,933,336,470,"1,329",849,"1,353",156,"1,111",818,"1,888",904,338,577,306
2021년12월_여_10~19세,"28,277",804,443,626,"1,403","1,055",511,"1,601","2,343","2,461","1,111",710,"2,904","1,275","2,657",302,"1,768","1,144","2,378","1,391",474,646,270
2021년12월_여_20~29세,"37,088","1,134","2,412","1,878","1,562","1,924",815,"2,045","1,150","2,040","1,758","4,263","2,516","1,445","2,050",349,"1,748","1,584","2,751","1,176","1,023",811,654
2021년12월_여_30~39세,"41,904","1,214","2,871","2,317","1,728","2,322",969,"2,686",846,"1,754","1,727","5,025","2,678","1,661","1,918",340,"1,762","1,885","3,346","1,463","1,032","1,285","1,075"
2021년12월_여_40~49세,"52,619","1,545","1,920","1,965","2,524","2,501","1,120","3,482","3,223","3,947","2,261","3,016","4,562","2,014","3,544",493,"2,628","2,073","4,029","2,395","1,006","1,576",795
2021년12월_여_50~59세,"40,848","1,294","1,416","1,528","2,126","2,076","1,105","2,242","1,780","3,139","1,607","1,984","2,387","1,717","2,764",507,"2,445","2,038","3,127","1,908","1,191","1,310","1,157"
2021년12월_여_60~69세,"33,227",991,"1,240","1,244","1,800","1,613",917,"1,419","1,079","2,254",861,"1,583","1,450","1,337","1,899",652,"1,809","1,675","2,862","1,611","1,434","1,500","1,997"
2021년12월_여_70~79세,"18,286",772,706,786,"1,273",895,487,957,537,"1,096",584,859,961,633,"1,068",344,754,716,"1,392",576,738,940,"1,212"
2021년12월_여_80~89세,"7,128",328,288,296,544,327,187,305,182,323,168,315,308,282,399,137,250,236,820,255,356,329,493
2021년12월_여_90~99세,"1,707",70,55,60,112,82,43,71,56,76,36,69,57,56,109,39,75,57,210,93,90,59,132
2021년12월_여_100세 이상,89,4,4,2,11,4,2,3,4,1,2,8,6,3,2,4,0,4,3,6,5,6,5
