카테고리,충청북도 청주시,충청북도 청주시 상당구,충청북도 청주시 상당구 낭성면,충청북도 청주시 상당구 미원면,충청북도 청주시 상당구 가덕면,충청북도 청주시 상당구 남일면,충청북도 청주시 상당구 문의면,충청북도 청주시 상당구 중앙동,충청북도 청주시 상당구 성안동,충청북도 청주시 상당구 탑대성동,충청북도 청주시 상당구 영운동,충청북도 청주시 상당구 금천동,충청북도 청주시 상당구 용담.명암.산성동,충청북도 청주시 상당구 용암1동,충청북도 청주시 상당구 용암2동,충청북도 청주시 서원구,충청북도 청주시 서원구 남이면,충청북도 청주시 서원구 현도면,충청북도 청주시 서원구 사직1동,충청북도 청주시 서원구 사직2동,충청북도 청주시 서원구 사창동,충청북도 청주시 서원구 모충동,충청북도 청주시 서원구 산남동,충청북도 청주시 서원구 분평동,충청북도 청주시 서원구 수곡1동,충청북도 청주시 서원구 수곡2동,충청북도 청주시 서원구 성화.개신.죽림동,충청북도 청주시 흥덕구,충청북도 청주시 흥덕구 오송읍,충청북도 청주시 흥덕구 강내면,충청북도 청주시 흥덕구 옥산면,충청북도 청주시 흥덕구 운천.신봉동,충청북도 청주시 흥덕구 복대1동,충청북도 청주시 흥덕구 복대2동,충청북도 청주시 흥덕구 가경동,충청북도 청주시 흥덕구 봉명1동,충청북도 청주시 흥덕구 봉명2.송정동,충청북도 청주시 흥덕구 강서제1동,충청북도 청주시 흥덕구 강서제2동,충청북도 청주시 청원구,충청북도 청주시 청원구 내수읍,충청북도 청주시 청원구 오창읍,충청북도 청주시 청원구 북이면,충청북도 청주시 청원구 우암동,충청북도 청주시 청원구 내덕1동,충청북도 청주시 청원구 내덕2동,충청북도 청주시 청원구 율량.사천동,충청북도 청주시 청원구 오근장동
2020년10월_계_총인구수,"844,486","189,105","2,278","5,060","3,967","6,932","4,049","5,798","6,985","9,022","10,859","29,828","13,602","54,064","36,661","196,472","10,216","3,377","7,866","14,543","14,965","14,851","26,967","31,089","13,726","13,677","45,195","265,320","23,441","10,902","18,032","17,377","51,766","16,243","51,275","9,855","24,533","28,471","13,425","193,589","19,746","69,368","4,681","12,435","8,758","11,645","48,446","18,510"
2020년10월_계_연령구간인구수,"844,486","189,105","2,278","5,060","3,967","6,932","4,049","5,798","6,985","9,022","10,859","29,828","13,602","54,064","36,661","196,472","10,216","3,377","7,866","14,543","14,965","14,851","26,967","31,089","13,726","13,677","45,195","265,320","23,441","10,902","18,032","17,377","51,766","16,243","51,275","9,855","24,533","28,471","13,425","193,589","19,746","69,368","4,681","12,435","8,758","11,645","48,446","18,510"
2020년10월_계_0~9세,"74,790","16,071",46,119,106,427,99,222,223,433,653,"2,531","1,554","5,538","4,120","14,182",639,87,315,"1,425",689,723,"2,456","2,619",569,705,"3,955","24,237","2,351",696,"2,297",948,"6,111",646,"4,296",508,"1,790","2,086","2,508","20,300","1,561","10,167",102,529,357,699,"4,405","2,480"
2020년10월_계_10~19세,"86,456","19,758",65,208,132,439,202,427,410,704,936,"3,709","1,978","6,433","4,115","20,655",680,128,550,"1,441","1,018","1,007","4,059","4,227",995,"1,125","5,425","26,601","2,246","1,060","1,279","1,550","6,622","1,130","6,478",602,"2,379","2,351",904,"19,442","1,934","7,415",176,764,568,890,"5,328","2,367"
2020년10월_계_20~29세,"119,672","24,403",172,339,322,760,313,838,972,"1,086","1,356","3,912","1,564","7,585","5,184","28,514","1,166",196,952,"1,735","3,432","2,311","3,676","4,568","2,060","1,764","6,654","40,964","3,074","1,439","2,007","2,573","7,429","3,400","7,519","2,005","4,284","5,303","1,931","25,791","2,376","8,760",369,"2,059","1,128","1,750","7,409","1,940"
2020년10월_계_30~39세,"118,570","22,791",130,286,244,710,242,577,694,854,"1,186","3,264","1,618","7,579","5,407","23,037","1,078",223,790,"1,971","2,007","1,631","3,234","3,497","1,341","1,289","5,976","41,179","3,875","1,160","3,544","1,937","8,678","1,868","6,200","1,657","3,980","4,704","3,576","31,563","2,142","15,540",296,"1,467",842,"1,244","6,976","3,056"
2020년10월_계_40~49세,"136,834","30,195",177,418,372,823,414,770,862,"1,239","1,596","5,295","2,562","9,530","6,137","31,119","1,283",348,"1,039","2,119","1,910","1,923","5,251","5,691","1,819","1,709","8,027","43,248","4,088","1,567","2,583","2,534","10,087","2,047","8,792","1,362","3,962","4,386","1,840","32,272","3,165","12,475",437,"1,608","1,170","1,753","8,109","3,555"
2020년10월_계_50~59세,"138,262","32,916",466,957,881,"1,356",769,987,"1,212","1,676","1,936","5,053","2,151","9,078","6,394","34,616","2,231",626,"1,592","2,410","2,221","2,746","4,518","5,602","2,596","2,810","7,264","43,105","3,302","2,088","2,747","3,578","7,303","2,995","9,595","1,608","4,107","4,532","1,250","27,625","3,568","7,224",918,"2,098","1,601","1,980","7,928","2,308"
2020년10월_계_60~69세,"95,676","23,481",591,"1,257",938,"1,268",857,943,"1,293","1,513","1,700","3,397","1,200","5,183","3,341","24,939","1,744",770,"1,381","1,999","1,988","2,563","2,205","2,701","2,315","2,374","4,899","27,202","2,394","1,533","1,970","2,520","3,457","2,413","5,430","1,249","2,484","2,972",780,"20,054","2,574","4,491","1,100","1,936","1,587","1,707","5,109","1,550"
2020년10월_계_70~79세,"47,257","12,262",345,824,573,630,604,650,815,980,"1,017","1,828",648,"2,054","1,294","12,462",817,551,786,922,"1,192","1,282",996,"1,342","1,355","1,212","2,007","12,167","1,335",836,972,"1,102","1,370","1,243","1,986",601,"1,027","1,328",367,"10,366","1,463","2,062",713,"1,243",982,"1,077","2,050",776
