카테고리,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 남구 구룡포읍,경상북도 포항시 남구 연일읍,경상북도 포항시 남구 오천읍,경상북도 포항시 남구 대송면,경상북도 포항시 남구 동해면,경상북도 포항시 남구 장기면,경상북도 포항시 남구 호미곶면,경상북도 포항시 남구 상대동,경상북도 포항시 남구 해도동,경상북도 포항시 남구 송도동,경상북도 포항시 남구 청림동,경상북도 포항시 남구 제철동,경상북도 포항시 남구 효곡동,경상북도 포항시 남구 대이동,경상북도 포항시 북구,경상북도 포항시 북구 흥해읍,경상북도 포항시 북구 신광면,경상북도 포항시 북구 청하면,경상북도 포항시 북구 송라면,경상북도 포항시 북구 기계면,경상북도 포항시 북구 죽장면,경상북도 포항시 북구 죽장면상옥출장소,경상북도 포항시 북구 기북면,경상북도 포항시 북구 중앙동,경상북도 포항시 북구 양학동,경상북도 포항시 북구 죽도동,경상북도 포항시 북구 용흥동,경상북도 포항시 북구 우창동,경상북도 포항시 북구 두호동,경상북도 포항시 북구 장량동,경상북도 포항시 북구 환여동
2021년10월_계_80~89세,"16,262","7,151",739,721,"1,181",238,518,615,232,634,669,622,210,83,283,406,"9,111","1,584",402,523,317,622,316,63,177,827,360,831,743,731,537,874,204
2021년10월_계_90~99세,"2,286",940,89,77,145,47,76,94,35,80,64,86,27,7,58,55,"1,346",246,67,86,59,98,43,11,28,110,55,115,92,102,65,146,23
2021년10월_계_100세 이상,73,41,3,4,8,2,4,4,0,3,4,2,2,0,3,2,32,2,1,2,0,1,1,1,3,2,3,4,2,3,2,5,0
2021년10월_남_총인구수,"254,811","119,172","3,716","15,432","29,902","1,754","4,898","1,972",920,"12,753","8,801","6,110","2,569","1,774","15,590","12,981","135,639","20,493","1,442","2,332","1,202","2,411","1,056",300,641,"7,613","8,355","9,817","10,711","16,354","11,410","36,815","4,687"
2021년10월_남_연령구간인구수,"254,811","119,172","3,716","15,432","29,902","1,754","4,898","1,972",920,"12,753","8,801","6,110","2,569","1,774","15,590","12,981","135,639","20,493","1,442","2,332","1,202","2,411","1,056",300,641,"7,613","8,355","9,817","10,711","16,354","11,410","36,815","4,687"
2021년10월_남_0~9세,"19,544","8,542",60,"1,153","2,766",25,266,36,15,563,296,213,103,80,"1,841","1,125","11,002","1,967",34,49,15,37,18,1,6,258,575,383,697,"1,707",829,"3,988",438
2021년10월_남_10~19세,"24,205","10,992",138,"1,854","3,128",62,378,50,41,761,387,348,127,95,"2,104","1,519","13,213","1,900",49,107,38,84,33,7,25,404,953,465,"1,020","1,663","1,215","4,677",573
2021년10월_남_20~29세,"32,537","15,782",247,"2,031","4,115",155,518,120,62,"1,859",990,551,437,550,"2,116","2,031","16,755","2,391",107,177,83,171,43,11,30,860,"1,172","1,260","1,309","2,044","1,575","5,035",487
2021년10월_남_30~39세,"30,756","14,141",237,"1,473","4,379",139,514,103,49,"1,687",928,568,284,240,"1,739","1,801","16,615","2,515",71,139,65,149,36,14,36,958,946,"1,365","1,094","2,403","1,326","4,937",561
2021년10월_남_40~49세,"38,678","18,420",444,"2,430","5,686",181,649,178,122,"1,797","1,237",746,329,186,"2,482","1,953","20,258","3,151",132,263,121,211,73,19,52,"1,020","1,167","1,349","1,518","2,399","1,526","6,438",819
2021년10월_남_50~59세,"44,808","21,307",774,"3,048","4,713",353,923,396,182,"2,201","1,679","1,152",434,265,"2,611","2,576","23,501","3,537",237,492,242,466,230,63,122,"1,355","1,579","1,650","1,912","2,781","2,122","6,002",711
2021년10월_남_60~69세,"40,434","18,917","1,013","2,294","3,475",512,958,503,236,"2,361","1,906","1,465",488,224,"2,050","1,432","21,517","3,155",433,568,313,661,310,96,199,"1,551","1,335","1,862","1,925","2,370","1,877","4,172",690
2021년10월_남_70~79세,"17,976","8,514",542,908,"1,233",256,498,365,148,"1,256","1,107",823,281,101,554,442,"9,462","1,350",236,356,220,417,196,63,111,878,492,"1,129",923,775,719,"1,276",321
2021년10월_남_80~89세,"5,450","2,390",243,228,375,67,175,203,63,255,261,224,81,32,87,96,"3,060",486,138,165,97,192,106,22,53,308,126,328,289,198,203,266,83
2021년10월_남_90~99세,411,159,17,12,31,4,18,18,2,13,10,19,3,1,5,6,252,40,5,16,8,23,11,4,7,20,10,25,24,14,17,24,4
2021년10월_남_100세 이상,12,8,1,1,1,0,1,0,0,0,0,1,2,0,1,0,4,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2021년10월_여_총인구수,"248,368","111,235","3,639","14,843","26,036","1,635","4,814","2,082",944,"11,880","8,336","6,104","2,175","1,183","14,982","12,582","137,133","20,398","1,461","2,409","1,286","2,565","1,068",302,670,"7,845","8,492","10,079","11,210","17,083","11,676","35,788","4,801"
2021년10월_여_연령구간인구수,"248,368","111,235","3,639","14,843","26,036","1,635","4,814","2,082",944,"11,880","8,336","6,104","2,175","1,183","14,982","12,582","137,133","20,398","1,461","2,409","1,286","2,565","1,068",302,670,"7,845","8,492","10,079","11,210","17,083","11,676","35,788","4,801"
2021년10월_여_0~9세,"18,130","7,947",66,"1,050","2,618",33,243,26,15,502,266,169,104,56,"1,762","1,037","10,183","1,759",30,47,22,41,19,2,9,281,561,354,630,"1,520",771,"3,726",411
2021년10월_여_10~19세,"21,980","9,937",102,"1,722","2,757",62,372,70,25,693,372,312,126,88,"1,838","1,398","12,043","1,761",31,86,49,101,21,9,13,378,829,451,889,"1,524","1,138","4,209",554
2021년10월_여_20~29세,"23,946","10,707",151,"1,460","2,685",92,401,68,34,"1,361",655,441,213,155,"1,435","1,556","13,239","1,747",63,111,62,118,16,14,24,715,838,"1,094","1,019","1,723","1,250","4,031",414
2021년10월_여_30~39세,"26,998","11,817",187,"1,413","3,554",93,419,79,28,"1,183",614,393,197,122,"1,963","1,572","15,181","2,366",51,109,32,77,25,0,23,738,862,974,"1,036","2,298","1,162","4,853",575
2021년10월_여_40~49세,"37,893","16,980",262,"2,573","4,749",113,552,111,58,"1,453",899,626,197,158,"2,868","2,361","20,913","3,084",83,175,70,147,46,14,43,903,"1,405","1,161","1,662","2,675","1,748","6,863",834
2021년10월_여_50~59세,"44,333","19,600",558,"2,943","4,017",297,868,292,132,"2,170","1,610","1,043",377,233,"2,584","2,476","24,733","3,588",225,392,198,415,166,51,87,"1,308","1,766","1,763","2,120","3,252","2,484","6,172",746
2021년10월_여_60~69세,"42,152","19,388",986,"2,246","3,321",454,924,512,216,"2,821","2,292","1,722",495,214,"1,863","1,322","22,764","3,137",377,585,319,645,310,112,181,"1,772","1,389","2,411","2,313","2,481","1,979","3,970",783
2021년10월_여_70~79세,"20,188","9,284",757,875,"1,408",275,631,432,234,"1,248","1,162",932,313,100,418,499,"10,904","1,651",274,474,263,515,222,51,142,"1,140",560,"1,275","1,017",986,761,"1,229",344
2021년10월_여_80~89세,"10,812","4,761",496,493,806,171,343,412,169,379,408,398,129,51,196,310,"6,051","1,098",264,358,220,430,210,41,124,519,234,503,454,533,334,608,121
2021년10월_여_90~99세,"1,875",781,72,65,114,43,58,76,33,67,54,67,24,6,53,49,"1,094",206,62,70,51,75,32,7,21,90,45,90,68,88,48,122,19
2021년10월_여_100세 이상,61,33,2,3,7,2,3,4,0,3,4,1,0,0,2,2,28,1,1,2,0,1,1,1,3,1,3,3,2,3,1,5,0
