카테고리,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 남구 구룡포읍,경상북도 포항시 남구 연일읍,경상북도 포항시 남구 오천읍,경상북도 포항시 남구 대송면,경상북도 포항시 남구 동해면,경상북도 포항시 남구 장기면,경상북도 포항시 남구 호미곶면,경상북도 포항시 남구 상대동,경상북도 포항시 남구 해도동,경상북도 포항시 남구 송도동,경상북도 포항시 남구 청림동,경상북도 포항시 남구 제철동,경상북도 포항시 남구 효곡동,경상북도 포항시 남구 대이동,경상북도 포항시 북구,경상북도 포항시 북구 흥해읍,경상북도 포항시 북구 신광면,경상북도 포항시 북구 청하면,경상북도 포항시 북구 송라면,경상북도 포항시 북구 기계면,경상북도 포항시 북구 죽장면,경상북도 포항시 북구 죽장면상옥출장소,경상북도 포항시 북구 기북면,경상북도 포항시 북구 중앙동,경상북도 포항시 북구 양학동,경상북도 포항시 북구 죽도동,경상북도 포항시 북구 용흥동,경상북도 포항시 북구 우창동,경상북도 포항시 북구 두호동,경상북도 포항시 북구 장량동,경상북도 포항시 북구 환여동
2021년10월_계_총인구수,"503,179","230,407","7,355","30,275","55,938","3,389","9,712","4,054","1,864","24,633","17,137","12,214","4,744","2,957","30,572","25,563","272,772","40,891","2,903","4,741","2,488","4,976","2,124",602,"1,311","15,458","16,847","19,896","21,921","33,437","23,086","72,603","9,488"
2021년10월_계_연령구간인구수,"503,179","230,407","7,355","30,275","55,938","3,389","9,712","4,054","1,864","24,633","17,137","12,214","4,744","2,957","30,572","25,563","272,772","40,891","2,903","4,741","2,488","4,976","2,124",602,"1,311","15,458","16,847","19,896","21,921","33,437","23,086","72,603","9,488"
2021년10월_계_0~9세,"37,674","16,489",126,"2,203","5,384",58,509,62,30,"1,065",562,382,207,136,"3,603","2,162","21,185","3,726",64,96,37,78,37,3,15,539,"1,136",737,"1,327","3,227","1,600","7,714",849
2021년10월_계_10~19세,"46,185","20,929",240,"3,576","5,885",124,750,120,66,"1,454",759,660,253,183,"3,942","2,917","25,256","3,661",80,193,87,185,54,16,38,782,"1,782",916,"1,909","3,187","2,353","8,886","1,127"
2021년10월_계_20~29세,"56,483","26,489",398,"3,491","6,800",247,919,188,96,"3,220","1,645",992,650,705,"3,551","3,587","29,994","4,138",170,288,145,289,59,25,54,"1,575","2,010","2,354","2,328","3,767","2,825","9,066",901
2021년10월_계_30~39세,"57,754","25,958",424,"2,886","7,933",232,933,182,77,"2,870","1,542",961,481,362,"3,702","3,373","31,796","4,881",122,248,97,226,61,14,59,"1,696","1,808","2,339","2,130","4,701","2,488","9,790","1,136"
2021년10월_계_40~49세,"76,571","35,400",706,"5,003","10,435",294,"1,201",289,180,"3,250","2,136","1,372",526,344,"5,350","4,314","41,171","6,235",215,438,191,358,119,33,95,"1,923","2,572","2,510","3,180","5,074","3,274","13,301","1,653"
2021년10월_계_50~59세,"89,141","40,907","1,332","5,991","8,730",650,"1,791",688,314,"4,371","3,289","2,195",811,498,"5,195","5,052","48,234","7,125",462,884,440,881,396,114,209,"2,663","3,345","3,413","4,032","6,033","4,606","12,174","1,457"
2021년10월_계_60~69세,"82,586","38,305","1,999","4,540","6,796",966,"1,882","1,015",452,"5,182","4,198","3,187",983,438,"3,913","2,754","44,281","6,292",810,"1,153",632,"1,306",620,208,380,"3,323","2,724","4,273","4,238","4,851","3,856","8,142","1,473"
2021년10월_계_70~79세,"38,164","17,798","1,299","1,783","2,641",531,"1,129",797,382,"2,504","2,269","1,755",594,201,972,941,"20,366","3,001",510,830,483,932,418,114,253,"2,018","1,052","2,404","1,940","1,761","1,480","2,505",665
