카테고리,경기도 안산시,경기도 안산시 상록구,경기도 안산시 상록구 일동,경기도 안산시 상록구 이동,경기도 안산시 상록구 사동,경기도 안산시 상록구 사이동,경기도 안산시 상록구 해양동,경기도 안산시 상록구 본오1동,경기도 안산시 상록구 본오2동,경기도 안산시 상록구 본오3동,경기도 안산시 상록구 부곡동,경기도 안산시 상록구 월피동,경기도 안산시 상록구 성포동,경기도 안산시 상록구 반월동,경기도 안산시 상록구 안산동,경기도 안산시 단원구,경기도 안산시 단원구 와동,경기도 안산시 단원구 고잔동,경기도 안산시 단원구 중앙동,경기도 안산시 단원구 호수동,경기도 안산시 단원구 원곡동,경기도 안산시 단원구 백운동,경기도 안산시 단원구 신길동,경기도 안산시 단원구 초지동,경기도 안산시 단원구 선부1동,경기도 안산시 단원구 선부2동,경기도 안산시 단원구 선부3동,경기도 안산시 단원구 대부동
2021년01월_남_30~39세,"46,791","24,089","1,666","2,212","2,647","2,227","2,771","2,532","1,602","1,315","1,359","2,394","1,651","1,186",527,"22,702","2,865","1,777","2,071","2,823",386,"1,303","1,693","3,997","1,671","1,061","2,662",393
2021년01월_남_40~49세,"55,262","29,487","2,397","2,229","2,983","2,744","3,301","3,554","2,141","1,525","1,881","2,977","1,628","1,400",727,"25,775","3,819","1,605","1,793","3,391",611,"1,407","2,244","4,230","1,455","1,573","3,108",539
2021년01월_남_50~59세,"65,395","35,341","2,462","2,450","3,348","3,197","3,334","3,868","2,710","2,089","2,464","4,133","2,640","1,622","1,024","30,054","4,064","2,063","2,186","4,404","1,009","1,837","2,307","4,091","1,598","2,074","3,426",995
2021년01월_남_60~69세,"37,962","19,974","1,323","1,415","1,562","1,752","1,697","2,000","1,529","1,178","1,274","2,289","1,752","1,434",769,"17,988","2,074","1,235","1,449","2,406",589,"1,223","1,398","2,310","1,109","1,073","1,976","1,146"
2021년01월_남_70~79세,"13,372","7,415",608,602,625,552,420,778,612,472,454,697,503,768,324,"5,957",707,461,412,605,287,425,478,819,321,381,511,550
2021년01월_남_80~89세,"4,804","2,766",213,218,328,211,106,296,236,216,205,248,181,214,94,"2,038",232,159,112,216,107,110,160,290,111,119,210,212
2021년01월_남_90~99세,457,275,18,14,56,19,12,19,20,22,10,21,35,21,8,182,23,7,12,27,9,7,17,28,8,14,11,19
2021년01월_남_100세 이상,32,16,0,1,4,0,0,0,1,0,1,1,5,2,1,16,0,0,2,1,1,2,1,2,1,1,1,4
2021년01월_여_총인구수,"319,468","172,889","12,233","11,125","15,695","16,284","19,176","18,359","13,507","10,086","10,604","18,908","13,623","8,942","4,347","146,579","18,427","10,967","12,611","21,923","2,665","9,076","10,522","22,858","8,694","7,508","17,123","4,205"
2021년01월_여_연령구간인구수,"319,468","172,889","12,233","11,125","15,695","16,284","19,176","18,359","13,507","10,086","10,604","18,908","13,623","8,942","4,347","146,579","18,427","10,967","12,611","21,923","2,665","9,076","10,522","22,858","8,694","7,508","17,123","4,205"
2021년01월_여_0~9세,"21,770","11,629",851,533,868,"1,214","2,256","1,287",750,458,709,"1,097",804,563,239,"10,141","1,296",580,780,"1,695",146,642,783,"1,835",623,452,"1,173",136
2021년01월_여_10~19세,"30,997","16,729","1,250",763,"1,385","1,772","2,261","1,913","1,444",858,"1,069","1,792","1,230",626,366,"14,268","1,851",930,"1,063","2,493",150,865,"1,231","2,344",690,741,"1,730",180
2021년01월_여_20~29세,"49,864","27,235","1,856","2,075","2,720","2,508","2,824","2,803","2,116","1,731","1,634","3,220","2,250","1,006",492,"22,629","2,727","2,088","2,547","3,688",190,"1,323","1,343","3,428","1,226","1,105","2,658",306
2021년01월_여_30~39세,"38,997","20,308","1,376","1,524","1,912","1,976","2,903","2,098","1,381","1,110","1,068","1,994","1,545","1,005",416,"18,689","2,250","1,401","1,814","2,723",250,"1,149","1,240","3,218","1,290",793,"2,281",280
2021년01월_여_40~49세,"52,840","28,535","2,088","1,730","2,599","2,731","3,549","3,324","2,288","1,572","1,732","3,073","1,998","1,232",619,"24,305","3,298","1,646","1,919","3,827",401,"1,411","1,798","3,998","1,322","1,250","3,016",419
2021년01월_여_50~59세,"62,509","33,900","2,204","2,056","2,963","3,183","3,284","3,472","2,745","2,165","2,186","4,061","3,026","1,700",855,"28,609","3,491","2,044","2,332","4,483",601,"1,878","2,017","4,078","1,737","1,593","3,407",948
2021년01월_여_60~69세,"34,488","18,532","1,281","1,288","1,413","1,666","1,408","1,785","1,412","1,125","1,136","2,035","1,678","1,554",751,"15,956","1,868","1,235","1,359","1,873",442,"1,131","1,258","2,190","1,038",887,"1,636","1,039"
2021년01월_여_70~79세,"16,546","9,455",835,715,905,735,402,"1,029",836,654,640,917,600,827,360,"7,091",989,634,446,624,299,449,503,"1,040",456,406,730,515
2021년01월_여_80~89세,"9,700","5,552",407,365,782,426,235,565,460,363,380,614,401,353,201,"4,148",561,359,279,429,162,192,292,609,272,249,424,320
2021년01월_여_90~99세,"1,657",961,81,70,138,68,54,83,70,50,47,97,87,73,43,696,89,48,68,84,19,27,54,113,40,30,64,60
2021년01월_여_100세 이상,100,53,4,6,10,5,0,0,5,0,3,8,4,3,5,47,7,2,4,4,5,9,3,5,0,2,4,2
