카테고리,서울특별시 중랑구,서울특별시 중랑구 면목제2동,서울특별시 중랑구 면목제4동,서울특별시 중랑구 면목제5동,서울특별시 중랑구 면목본동,서울특별시 중랑구 면목제7동,서울특별시 중랑구 면목제3.8동,서울특별시 중랑구 상봉제1동,서울특별시 중랑구 상봉제2동,서울특별시 중랑구 중화제1동,서울특별시 중랑구 중화제2동,서울특별시 중랑구 묵제1동,서울특별시 중랑구 묵제2동,서울특별시 중랑구 망우본동,서울특별시 중랑구 망우제3동,서울특별시 중랑구 신내1동,서울특별시 중랑구 신내2동
2020년03월_남_0~9세,"12,402",708,611,244,928,684,621,"1,032",419,711,606,"1,360",611,795,461,"1,867",744
2020년03월_남_10~19세,"14,271",847,702,337,"1,053",692,840,"1,095",465,716,690,"1,624",668,991,601,"2,005",945
2020년03월_남_20~29세,"28,009","1,748","1,315",675,"2,700","1,591","1,957","1,829","1,682","1,506","1,909","2,389","1,332","2,206","1,214","2,581","1,375"
2020년03월_남_30~39세,"30,440","1,894","1,478",758,"2,935","1,782","1,992","1,878","2,074","1,714","2,079","2,594","1,692","2,178","1,219","2,677","1,496"
2020년03월_남_40~49세,"30,332","2,059","1,657",784,"2,722","1,720","1,959","1,782","1,387","1,512","1,981","2,975","1,483","2,313","1,279","3,100","1,619"
2020년03월_남_50~59세,"34,791","2,571","1,680",923,"3,236","1,915","2,345","2,202","1,574","1,658","2,769","2,715","1,586","2,936","1,767","3,194","1,720"
2020년03월_남_60~69세,"27,128","1,727","1,328",687,"2,295","1,682","1,882","1,526","1,158","1,428","2,094","2,113","1,354","2,456","1,342","2,590","1,466"
2020년03월_남_70~79세,"13,991",885,790,352,"1,245",883,"1,034",707,655,665,"1,040","1,194",689,"1,184",682,"1,301",685
2020년03월_남_80~89세,"4,318",273,180,113,360,247,317,237,187,221,338,396,200,364,206,433,246
2020년03월_남_90~99세,350,27,24,3,23,18,31,15,18,13,33,24,15,33,14,37,22
2020년03월_남_100세 이상,44,1,1,1,7,2,3,0,2,1,6,6,4,4,3,2,1
2020년03월_여_총인구수,"199,543","12,694","9,817","4,669","17,718","11,206","13,047","12,854","10,102","10,494","12,749","18,394","9,946","15,138","8,661","20,742","11,312"
2020년03월_여_연령구간인구수,"199,543","12,694","9,817","4,669","17,718","11,206","13,047","12,854","10,102","10,494","12,749","18,394","9,946","15,138","8,661","20,742","11,312"
2020년03월_여_0~9세,"11,643",691,540,272,862,598,631,922,415,649,529,"1,285",571,757,413,"1,777",731
2020년03월_여_10~19세,"13,677",861,612,319,"1,089",631,777,994,428,710,618,"1,590",629,992,665,"1,870",892
2020년03월_여_20~29세,"28,104","1,725","1,274",588,"2,595","1,484","1,870","1,879","2,179","1,520","1,950","2,550","1,440","2,042","1,172","2,519","1,317"
2020년03월_여_30~39세,"28,375","1,624","1,372",654,"2,642","1,714","1,785","1,842","1,986","1,603","1,748","2,611","1,478","1,965","1,034","2,761","1,556"
2020년03월_여_40~49세,"28,534","1,850","1,462",666,"2,541","1,516","1,735","1,905","1,283","1,388","1,718","3,040","1,476","1,957","1,254","3,034","1,709"
2020년03월_여_50~59세,"35,616","2,448","1,667",858,"3,290","2,076","2,440","2,333","1,552","1,853","2,447","2,923","1,644","2,913","1,651","3,566","1,955"
2020년03월_여_60~69세,"28,745","1,852","1,515",705,"2,468","1,733","2,028","1,622","1,257","1,551","1,946","2,383","1,535","2,413","1,306","2,763","1,668"
2020년03월_여_70~79세,"16,648","1,107","1,001",433,"1,555",977,"1,227",889,684,820,"1,226","1,343",809,"1,368",767,"1,519",923
2020년03월_여_80~89세,"6,860",448,308,147,570,403,473,398,257,338,495,560,314,603,322,742,482
2020년03월_여_90~99세,"1,191",78,58,24,87,64,73,68,52,58,61,94,43,114,65,178,74
2020년03월_여_100세 이상,150,10,8,3,19,10,8,2,9,4,11,15,7,14,12,13,5
