카테고리,서울특별시 중랑구,서울특별시 중랑구 면목제2동,서울특별시 중랑구 면목제4동,서울특별시 중랑구 면목제5동,서울특별시 중랑구 면목본동,서울특별시 중랑구 면목제7동,서울특별시 중랑구 면목제3.8동,서울특별시 중랑구 상봉제1동,서울특별시 중랑구 상봉제2동,서울특별시 중랑구 중화제1동,서울특별시 중랑구 중화제2동,서울특별시 중랑구 묵제1동,서울특별시 중랑구 묵제2동,서울특별시 중랑구 망우본동,서울특별시 중랑구 망우제3동,서울특별시 중랑구 신내1동,서울특별시 중랑구 신내2동
2021년06월_계_총인구수,"389,972","24,350","19,191","14,693","34,053","22,045","25,206","24,531","20,237","19,987","25,075","34,899","19,078","30,145","16,672","38,974","20,836"
2021년06월_계_연령구간인구수,"389,972","24,350","19,191","14,693","34,053","22,045","25,206","24,531","20,237","19,987","25,075","34,899","19,078","30,145","16,672","38,974","20,836"
2021년06월_계_0~9세,"22,029","1,181","1,061","1,345","1,487","1,156","1,075","1,785",782,"1,214","1,015","2,260","1,005","1,456",747,"3,158","1,302"
2021년06월_계_10~19세,"25,952","1,557","1,198",889,"1,876","1,213","1,451","1,923",762,"1,310","1,160","3,057","1,191","1,832","1,118","3,746","1,669"
2021년06월_계_20~29세,"55,480","3,311","2,522","1,775","5,341","3,064","3,758","3,544","4,227","2,841","3,679","4,966","2,671","4,158","2,280","4,846","2,497"
2021년06월_계_30~39세,"57,050","3,215","2,718","2,667","5,265","3,343","3,528","3,613","4,301","3,149","3,649","4,797","3,001","4,063","2,030","4,838","2,873"
2021년06월_계_40~49세,"56,493","3,594","2,940","2,248","4,919","3,138","3,432","3,558","2,592","2,815","3,363","5,703","2,816","4,032","2,317","5,896","3,130"
2021년06월_계_50~59세,"68,222","4,803","3,324","2,456","6,248","3,837","4,612","4,272","3,110","3,284","4,799","5,526","3,208","5,577","3,242","6,434","3,490"
2021년06월_계_60~69세,"59,813","3,763","2,967","1,945","5,026","3,612","4,148","3,483","2,558","3,158","4,206","4,831","3,001","5,225","2,817","5,736","3,337"
2021년06월_계_70~79세,"31,123","2,049","1,817",972,"2,760","1,913","2,250","1,577","1,350","1,582","2,207","2,583","1,546","2,614","1,460","2,812","1,631"
2021년06월_계_80~89세,"12,146",762,570,360,"1,026",677,838,684,477,566,902,"1,038",572,"1,028",566,"1,278",802
2021년06월_계_90~99세,"1,587",111,70,35,103,91,110,90,67,67,88,125,64,152,93,220,101
2021년06월_계_100세 이상,77,4,4,1,2,1,4,2,11,1,7,13,3,8,2,10,4
2021년06월_남_총인구수,"192,688","12,150","9,565","7,399","16,881","11,076","12,517","11,973","9,768","9,785","12,895","16,899","9,398","15,113","8,375","18,975","9,919"
2021년06월_남_연령구간인구수,"192,688","12,150","9,565","7,399","16,881","11,076","12,517","11,973","9,768","9,785","12,895","16,899","9,398","15,113","8,375","18,975","9,919"
2021년06월_남_0~9세,"11,392",600,558,665,761,635,555,920,385,624,564,"1,159",517,746,402,"1,642",659
2021년06월_남_10~19세,"13,171",769,618,460,917,629,752,"1,022",408,643,612,"1,544",616,906,515,"1,918",842
2021년06월_남_20~29세,"27,445","1,665","1,309",900,"2,693","1,556","1,876","1,750","1,754","1,396","1,817","2,388","1,306","2,098","1,166","2,489","1,282"
2021년06월_남_30~39세,"29,360","1,690","1,412","1,350","2,755","1,709","1,884","1,821","2,190","1,646","1,942","2,420","1,556","2,123","1,110","2,357","1,395"
2021년06월_남_40~49세,"29,203","1,899","1,566","1,223","2,580","1,671","1,797","1,760","1,362","1,465","1,832","2,804","1,438","2,155","1,177","2,924","1,550"
2021년06월_남_50~59세,"33,753","2,457","1,671","1,247","3,118","1,905","2,256","2,045","1,558","1,542","2,563","2,659","1,578","2,813","1,650","3,048","1,643"
2021년06월_남_60~69세,"29,010","1,831","1,392",961,"2,428","1,770","2,001","1,689","1,237","1,506","2,159","2,264","1,413","2,612","1,426","2,781","1,540"
2021년06월_남_70~79세,"14,226",921,797,445,"1,206",915,"1,022",690,645,723,"1,012","1,190",727,"1,256",677,"1,297",703
2021년06월_남_80~89세,"4,757",293,220,137,404,267,341,261,210,227,366,443,233,367,235,482,271
2021년06월_남_90~99세,351,25,21,10,18,19,32,15,17,12,26,22,13,35,17,37,32
2021년06월_남_100세 이상,20,0,1,1,1,0,1,0,2,1,2,6,1,2,0,0,2
2021년06월_여_총인구수,"197,284","12,200","9,626","7,294","17,172","10,969","12,689","12,558","10,469","10,202","12,180","18,000","9,680","15,032","8,297","19,999","10,917"
2021년06월_여_연령구간인구수,"197,284","12,200","9,626","7,294","17,172","10,969","12,689","12,558","10,469","10,202","12,180","18,000","9,680","15,032","8,297","19,999","10,917"
2021년06월_여_0~9세,"10,637",581,503,680,726,521,520,865,397,590,451,"1,101",488,710,345,"1,516",643
2021년06월_여_10~19세,"12,781",788,580,429,959,584,699,901,354,667,548,"1,513",575,926,603,"1,828",827
2021년06월_여_20~29세,"28,035","1,646","1,213",875,"2,648","1,508","1,882","1,794","2,473","1,445","1,862","2,578","1,365","2,060","1,114","2,357","1,215"
2021년06월_여_30~39세,"27,690","1,525","1,306","1,317","2,510","1,634","1,644","1,792","2,111","1,503","1,707","2,377","1,445","1,940",920,"2,481","1,478"
2021년06월_여_40~49세,"27,290","1,695","1,374","1,025","2,339","1,467","1,635","1,798","1,230","1,350","1,531","2,899","1,378","1,877","1,140","2,972","1,580"
2021년06월_여_50~59세,"34,469","2,346","1,653","1,209","3,130","1,932","2,356","2,227","1,552","1,742","2,236","2,867","1,630","2,764","1,592","3,386","1,847"
2021년06월_여_60~69세,"30,803","1,932","1,575",984,"2,598","1,842","2,147","1,794","1,321","1,652","2,047","2,567","1,588","2,613","1,391","2,955","1,797"
2021년06월_여_70~79세,"16,897","1,128","1,020",527,"1,554",998,"1,228",887,705,859,"1,195","1,393",819,"1,358",783,"1,515",928
2021년06월_여_80~89세,"7,389",469,350,223,622,410,497,423,267,339,536,595,339,661,331,796,531
2021년06월_여_90~99세,"1,236",86,49,25,85,72,78,75,50,55,62,103,51,117,76,183,69
2021년06월_여_100세 이상,57,4,3,0,1,1,3,2,9,0,5,7,2,6,2,10,2
