카테고리,서울특별시 송파구,서울특별시 송파구 풍납1동,서울특별시 송파구 풍납2동,서울특별시 송파구 거여1동,서울특별시 송파구 거여2동,서울특별시 송파구 마천1동,서울특별시 송파구 마천2동,서울특별시 송파구 방이1동,서울특별시 송파구 방이2동,서울특별시 송파구 오륜동,서울특별시 송파구 오금동,서울특별시 송파구 송파1동,서울특별시 송파구 송파2동,서울특별시 송파구 석촌동,서울특별시 송파구 삼전동,서울특별시 송파구 가락본동,서울특별시 송파구 가락1동,서울특별시 송파구 가락2동,서울특별시 송파구 문정1동,서울특별시 송파구 문정2동,서울특별시 송파구 장지동,서울특별시 송파구 위례동,서울특별시 송파구 잠실본동,서울특별시 송파구 잠실2동,서울특별시 송파구 잠실3동,서울특별시 송파구 잠실4동,서울특별시 송파구 잠실6동,서울특별시 송파구 잠실7동
2021년08월_계_총인구수,"658,991","13,163","25,039","12,695","18,939","19,150","18,999","15,800","26,677","18,143","38,768","24,168","19,335","31,804","30,730","26,525","27,338","32,528","20,215","29,035","29,413","34,962","28,129","35,292","34,494","21,263","16,799","9,588"
2021년08월_계_연령구간인구수,"658,991","13,163","25,039","12,695","18,939","19,150","18,999","15,800","26,677","18,143","38,768","24,168","19,335","31,804","30,730","26,525","27,338","32,528","20,215","29,035","29,413","34,962","28,129","35,292","34,494","21,263","16,799","9,588"
2021년08월_계_0~9세,"48,652",639,"1,871",616,"1,281",864,824,"1,018","1,133","1,220","2,718","1,153","1,506","1,503","1,464","1,583","3,085","2,480","1,268","1,609","2,270","5,799","1,210","3,887","3,081","2,627","1,396",547
2021년08월_계_10~19세,"57,704",829,"1,992",936,"1,494","1,556","1,293","1,597","1,240","2,639","3,088","1,326","1,830","1,824","1,959","1,810","2,287","3,421","1,457","1,401","2,627","4,498","1,683","5,770","4,022","2,420","1,733",972
2021년08월_계_20~29세,"91,838","1,619","3,787","1,814","2,190","2,299","2,400","2,403","5,471","2,140","5,372","4,458","2,653","5,452","5,252","4,013","3,237","4,486","3,154","5,196","3,985","3,205","5,055","3,296","3,736","1,955","1,964","1,246"
2021년08월_계_30~39세,"107,322","1,811","4,125","1,749","2,676","2,167","2,186","2,238","6,221","1,671","5,489","5,332","2,777","6,861","6,473","4,641","4,895","4,706","3,475","7,366","4,645","6,100","6,023","3,676","4,075","2,823","2,167",954
2021년08월_계_40~49세,"107,349","1,856","3,989","1,814","2,929","2,715","2,655","2,521","3,650","3,211","5,683","3,404","3,053","4,770","5,034","3,808","4,444","5,540","2,839","4,352","4,620","6,988","4,414","8,465","6,176","4,348","2,757","1,314"
2021년08월_계_50~59세,"101,165","2,232","3,647","2,273","3,252","3,510","3,581","2,680","3,612","3,118","6,780","3,356","3,106","4,643","4,377","4,622","3,965","5,216","3,315","3,479","4,785","4,045","4,044","5,035","5,229","2,963","2,630","1,670"
2021년08월_계_60~69세,"86,724","2,483","3,330","2,002","2,869","3,299","3,499","2,036","3,249","2,588","5,833","3,083","2,757","3,994","3,734","3,795","3,567","4,188","2,993","3,182","3,919","2,686","3,472","2,966","4,768","2,486","2,461","1,485"
2021년08월_계_70~79세,"40,953","1,170","1,615","1,047","1,574","1,896","1,731",860,"1,524","1,090","2,558","1,484","1,160","1,998","1,759","1,555","1,447","1,714","1,218","1,643","1,747","1,151","1,624","1,625","2,530","1,185","1,142",906
