카테고리,서울특별시 송파구,서울특별시 송파구 풍납1동,서울특별시 송파구 풍납2동,서울특별시 송파구 거여1동,서울특별시 송파구 거여2동,서울특별시 송파구 마천1동,서울특별시 송파구 마천2동,서울특별시 송파구 방이1동,서울특별시 송파구 방이2동,서울특별시 송파구 오륜동,서울특별시 송파구 오금동,서울특별시 송파구 송파1동,서울특별시 송파구 송파2동,서울특별시 송파구 석촌동,서울특별시 송파구 삼전동,서울특별시 송파구 가락본동,서울특별시 송파구 가락1동,서울특별시 송파구 가락2동,서울특별시 송파구 문정1동,서울특별시 송파구 문정2동,서울특별시 송파구 장지동,서울특별시 송파구 위례동,서울특별시 송파구 잠실본동,서울특별시 송파구 잠실2동,서울특별시 송파구 잠실3동,서울특별시 송파구 잠실4동,서울특별시 송파구 잠실6동,서울특별시 송파구 잠실7동
2021년08월_계_80~89세,"14,668",464,598,386,570,743,724,373,506,370,"1,027",494,409,660,562,605,342,661,415,688,660,388,526,505,737,377,459,419
2021년08월_계_90~99세,"2,501",58,83,55,101,99,104,68,69,96,208,78,79,92,108,89,66,111,76,113,148,97,73,63,135,77,84,71
2021년08월_계_100세 이상,115,2,2,3,3,2,2,6,2,0,12,0,5,7,8,4,3,5,5,6,7,5,5,4,5,2,6,4
2021년08월_남_총인구수,"317,635","6,436","11,930","6,432","9,295","9,812","9,663","7,617","12,387","8,897","18,820","11,297","9,278","15,180","14,509","13,126","13,245","15,983","10,004","13,355","14,198","16,996","13,270","16,878","16,415","10,195","7,947","4,470"
2021년08월_남_연령구간인구수,"317,635","6,436","11,930","6,432","9,295","9,812","9,663","7,617","12,387","8,897","18,820","11,297","9,278","15,180","14,509","13,126","13,245","15,983","10,004","13,355","14,198","16,996","13,270","16,878","16,415","10,195","7,947","4,470"
2021년08월_남_0~9세,"25,023",361,961,329,669,455,410,494,608,661,"1,398",584,774,751,753,815,"1,643","1,284",661,800,"1,146","2,957",598,"1,981","1,603","1,351",692,284
2021년08월_남_10~19세,"29,510",422,"1,006",479,805,808,660,819,665,"1,457","1,670",643,909,910,"1,032",933,"1,130","1,815",758,717,"1,348","2,234",842,"2,894","2,029","1,257",873,395
2021년08월_남_20~29세,"43,644",843,"1,682",961,"1,125","1,197","1,316","1,220","2,212","1,140","2,787","1,998","1,226","2,505","2,376","1,973","1,596","2,257","1,578","2,007","1,974","1,575","2,202","1,575","1,803",964,950,602
2021년08월_남_30~39세,"51,294",939,"1,950",932,"1,358","1,199","1,182","1,103","2,985",693,"2,703","2,600","1,315","3,325","3,144","2,344","2,289","2,276","1,792","3,337","2,344","2,813","2,957","1,464","1,722","1,149",950,429
2021년08월_남_40~49세,"51,881",934,"1,939",910,"1,449","1,424","1,405","1,148","1,816","1,413","2,695","1,594","1,474","2,352","2,433","1,890","2,152","2,657","1,405","2,103","2,273","3,517","2,142","3,935","2,859","2,116","1,271",575
2021년08월_남_50~59세,"49,056","1,076","1,776","1,147","1,576","1,874","1,846","1,263","1,682","1,535","3,134","1,526","1,494","2,252","2,050","2,259","1,859","2,550","1,540","1,701","2,217","2,007","1,915","2,712","2,583","1,447","1,228",807
2021년08월_남_60~69세,"40,809","1,135","1,578",981,"1,347","1,656","1,743",956,"1,458","1,222","2,764","1,404","1,299","1,841","1,657","1,873","1,696","1,993","1,472","1,491","1,853","1,205","1,607","1,340","2,206","1,150","1,184",698
2021년08월_남_70~79세,"19,952",533,779,523,740,895,793,457,731,601,"1,263",698,609,924,850,756,729,862,613,838,803,563,767,754,"1,256",588,572,455
2021년08월_남_80~89세,"5,840",172,237,155,208,274,295,139,210,152,360,227,163,293,192,254,136,258,167,317,217,117,216,210,321,153,191,206
2021년08월_남_90~99세,602,20,21,13,18,30,13,18,19,23,43,23,15,26,21,27,15,30,17,40,23,8,23,13,31,20,33,19
2021년08월_남_100세 이상,24,1,1,2,0,0,0,0,1,0,3,0,0,1,1,2,0,1,1,4,0,0,1,0,2,0,3,0
2021년08월_여_총인구수,"341,356","6,727","13,109","6,263","9,644","9,338","9,336","8,183","14,290","9,246","19,948","12,871","10,057","16,624","16,221","13,399","14,093","16,545","10,211","15,680","15,215","17,966","14,859","18,414","18,079","11,068","8,852","5,118"
2021년08월_여_연령구간인구수,"341,356","6,727","13,109","6,263","9,644","9,338","9,336","8,183","14,290","9,246","19,948","12,871","10,057","16,624","16,221","13,399","14,093","16,545","10,211","15,680","15,215","17,966","14,859","18,414","18,079","11,068","8,852","5,118"
2021년08월_여_0~9세,"23,629",278,910,287,612,409,414,524,525,559,"1,320",569,732,752,711,768,"1,442","1,196",607,809,"1,124","2,842",612,"1,906","1,478","1,276",704,263
2021년08월_여_10~19세,"28,194",407,986,457,689,748,633,778,575,"1,182","1,418",683,921,914,927,877,"1,157","1,606",699,684,"1,279","2,264",841,"2,876","1,993","1,163",860,577
2021년08월_여_20~29세,"48,194",776,"2,105",853,"1,065","1,102","1,084","1,183","3,259","1,000","2,585","2,460","1,427","2,947","2,876","2,040","1,641","2,229","1,576","3,189","2,011","1,630","2,853","1,721","1,933",991,"1,014",644
2021년08월_여_30~39세,"56,028",872,"2,175",817,"1,318",968,"1,004","1,135","3,236",978,"2,786","2,732","1,462","3,536","3,329","2,297","2,606","2,430","1,683","4,029","2,301","3,287","3,066","2,212","2,353","1,674","1,217",525
2021년08월_여_40~49세,"55,468",922,"2,050",904,"1,480","1,291","1,250","1,373","1,834","1,798","2,988","1,810","1,579","2,418","2,601","1,918","2,292","2,883","1,434","2,249","2,347","3,471","2,272","4,530","3,317","2,232","1,486",739
2021년08월_여_50~59세,"52,109","1,156","1,871","1,126","1,676","1,636","1,735","1,417","1,930","1,583","3,646","1,830","1,612","2,391","2,327","2,363","2,106","2,666","1,775","1,778","2,568","2,038","2,129","2,323","2,646","1,516","1,402",863
2021년08월_여_60~69세,"45,915","1,348","1,752","1,021","1,522","1,643","1,756","1,080","1,791","1,366","3,069","1,679","1,458","2,153","2,077","1,922","1,871","2,195","1,521","1,691","2,066","1,481","1,865","1,626","2,562","1,336","1,277",787
2021년08월_여_70~79세,"21,001",637,836,524,834,"1,001",938,403,793,489,"1,295",786,551,"1,074",909,799,718,852,605,805,944,588,857,871,"1,274",597,570,451
2021년08월_여_80~89세,"8,828",292,361,231,362,469,429,234,296,218,667,267,246,367,370,351,206,403,248,371,443,271,310,295,416,224,268,213
2021년08월_여_90~99세,"1,899",38,62,42,83,69,91,50,50,73,165,55,64,66,87,62,51,81,59,73,125,89,50,50,104,57,51,52
2021년08월_여_100세 이상,91,1,1,1,3,2,2,6,1,0,9,0,5,6,7,2,3,4,4,2,7,5,4,4,3,2,3,4
