카테고리,서울특별시 송파구,서울특별시 송파구 풍납1동,서울특별시 송파구 풍납2동,서울특별시 송파구 거여1동,서울특별시 송파구 거여2동,서울특별시 송파구 마천1동,서울특별시 송파구 마천2동,서울특별시 송파구 방이1동,서울특별시 송파구 방이2동,서울특별시 송파구 오륜동,서울특별시 송파구 오금동,서울특별시 송파구 송파1동,서울특별시 송파구 송파2동,서울특별시 송파구 석촌동,서울특별시 송파구 삼전동,서울특별시 송파구 가락본동,서울특별시 송파구 가락1동,서울특별시 송파구 가락2동,서울특별시 송파구 문정1동,서울특별시 송파구 문정2동,서울특별시 송파구 장지동,서울특별시 송파구 위례동,서울특별시 송파구 잠실본동,서울특별시 송파구 잠실2동,서울특별시 송파구 잠실3동,서울특별시 송파구 잠실4동,서울특별시 송파구 잠실6동,서울특별시 송파구 잠실7동
2020년01월_계_총인구수,"676,341","14,650","25,390","13,137","16,824","20,492","20,039","16,410","25,725","18,912","40,827","25,501","20,748","33,531","32,167","27,532","27,783","33,689","21,136","29,825","32,534","28,263","29,023","36,746","35,865","22,167","17,260","10,165"
2020년01월_계_연령구간인구수,"676,341","14,650","25,390","13,137","16,824","20,492","20,039","16,410","25,725","18,912","40,827","25,501","20,748","33,531","32,167","27,532","27,783","33,689","21,136","29,825","32,534","28,263","29,023","36,746","35,865","22,167","17,260","10,165"
2020년01월_계_0~9세,"53,456",772,"2,043",717,"1,100","1,163","1,037","1,141","1,304","1,387","3,114","1,398","1,697","1,862","1,818","1,725","3,140","2,747","1,448","1,769","2,685","4,821","1,433","4,450","3,448","3,099","1,503",635
2020년01월_계_10~19세,"61,511","1,000","2,153","1,135","1,468","1,704","1,523","1,801","1,391","2,968","3,488","1,473","2,004","2,100","2,168","2,052","2,327","3,746","1,650","1,590","3,129","3,453","1,946","6,014","4,046","2,307","1,740","1,135"
2020년01월_계_20~29세,"95,851","1,867","3,820","1,854","1,906","2,544","2,541","2,497","4,801","2,292","5,859","4,607","3,044","5,752","5,382","4,418","3,776","4,748","3,397","5,413","4,465","2,767","5,153","3,292","4,169","2,091","2,091","1,305"
2020년01월_계_30~39세,"114,515","2,175","4,202","1,716","2,314","2,381","2,379","2,332","5,688","1,841","6,076","5,746","3,088","7,310","6,956","4,934","5,591","5,029","3,710","7,846","5,164","5,236","6,264","4,557","4,837","3,487","2,542","1,114"
2020년01월_계_40~49세,"110,834","2,126","4,114","2,095","2,733","3,117","2,963","2,793","3,679","3,513","6,046","3,569","3,158","5,117","5,356","4,004","4,241","5,781","2,969","4,287","5,165","5,541","4,587","8,979","6,325","4,369","2,700","1,507"
2020년01월_계_50~59세,"104,410","2,580","3,721","2,371","2,899","3,693","3,921","2,737","3,786","3,164","7,209","3,735","3,433","4,962","4,677","4,852","4,063","5,422","3,533","3,557","5,454","3,244","4,193","4,610","5,329","2,913","2,672","1,680"
2020년01월_계_60~69세,"80,961","2,371","3,147","1,836","2,364","3,208","3,112","1,865","3,081","2,366","5,491","3,008","2,709","3,819","3,502","3,435","3,081","3,883","2,837","3,094","3,882","2,030","3,299","2,765","4,605","2,365","2,373","1,433"
2020년01월_계_70~79세,"38,698","1,258","1,557","1,047","1,436","1,868","1,766",825,"1,457",960,"2,381","1,434","1,111","1,918","1,670","1,483","1,175","1,620","1,121","1,510","1,783",836,"1,561","1,517","2,293","1,112","1,106",893
2020년01월_계_80~89세,"13,452",440,535,321,504,695,647,355,458,336,967,446,414,608,527,543,324,601,384,640,651,257,508,450,673,330,442,396
2020년01월_계_90~99세,"2,380",53,91,42,85,102,120,56,78,85,185,76,80,77,100,77,60,102,75,110,152,76,67,82,128,76,80,65
2020년01월_계_100세 이상,273,8,7,3,15,17,30,8,2,0,11,9,10,6,11,9,5,10,12,9,4,2,12,30,12,18,11,2
2020년01월_남_총인구수,"327,261","7,241","12,078","6,712","8,276","10,492","10,163","7,926","12,272","9,311","19,843","12,007","9,996","16,072","15,324","13,642","13,538","16,527","10,436","13,879","15,756","13,753","13,709","17,571","17,091","10,682","8,224","4,740"
2020년01월_남_연령구간인구수,"327,261","7,241","12,078","6,712","8,276","10,492","10,163","7,926","12,272","9,311","19,843","12,007","9,996","16,072","15,324","13,642","13,538","16,527","10,436","13,879","15,756","13,753","13,709","17,571","17,091","10,682","8,224","4,740"
2020년01월_남_0~9세,"27,640",416,"1,077",366,564,601,521,594,710,758,"1,629",696,876,979,918,879,"1,677","1,424",763,901,"1,366","2,445",739,"2,277","1,795","1,596",749,324
2020년01월_남_10~19세,"31,557",518,"1,069",601,785,889,794,926,749,"1,628","1,809",730,"1,023","1,068","1,150","1,071","1,176","1,974",841,802,"1,602","1,705",968,"3,013","2,073","1,199",913,481
2020년01월_남_20~29세,"46,091",978,"1,686","1,016",988,"1,342","1,371","1,250","2,133","1,211","3,036","2,100","1,442","2,629","2,474","2,184","1,823","2,379","1,677","2,149","2,278","1,380","2,348","1,531","1,991","1,049","1,026",620
2020년01월_남_30~39세,"54,955","1,146","1,959",911,"1,202","1,298","1,283","1,136","2,772",769,"2,990","2,781","1,474","3,561","3,451","2,487","2,688","2,425","1,924","3,650","2,594","2,377","3,006","1,831","2,116","1,475","1,150",499
2020년01월_남_40~49세,"53,528","1,083","1,981","1,043","1,335","1,624","1,564","1,263","1,817","1,573","2,809","1,694","1,506","2,522","2,585","1,980","2,079","2,777","1,454","2,081","2,513","2,852","2,197","4,252","2,915","2,131","1,227",671
2020년01월_남_50~59세,"50,370","1,219","1,813","1,197","1,418","1,963","1,999","1,303","1,745","1,557","3,384","1,695","1,629","2,381","2,151","2,354","1,914","2,605","1,643","1,715","2,552","1,592","1,970","2,489","2,574","1,431","1,249",828
2020년01월_남_60~69세,"38,513","1,118","1,516",914,"1,132","1,612","1,542",882,"1,430","1,141","2,627","1,399","1,289","1,779","1,605","1,706","1,471","1,887","1,402","1,496","1,797",920,"1,512","1,260","2,153","1,091","1,155",677
2020년01월_남_70~79세,"18,876",575,754,527,664,880,805,430,728,530,"1,191",703,584,878,795,735,598,801,563,771,837,407,744,703,"1,146",551,535,441
2020년01월_남_80~89세,"5,106",172,198,123,162,253,261,125,173,119,325,192,155,249,176,219,99,230,143,281,198,66,203,188,297,134,188,177
2020년01월_남_90~99세,557,13,24,12,19,26,17,16,14,25,41,17,16,26,16,23,12,23,24,30,19,9,20,17,29,20,27,22
2020년01월_남_100세 이상,68,3,1,2,7,4,6,1,1,0,2,0,2,0,3,4,1,2,2,3,0,0,2,10,2,5,5,0
2020년01월_여_총인구수,"349,080","7,409","13,312","6,425","8,548","10,000","9,876","8,484","13,453","9,601","20,984","13,494","10,752","17,459","16,843","13,890","14,245","17,162","10,700","15,946","16,778","14,510","15,314","19,175","18,774","11,485","9,036","5,425"
2020년01월_여_연령구간인구수,"349,080","7,409","13,312","6,425","8,548","10,000","9,876","8,484","13,453","9,601","20,984","13,494","10,752","17,459","16,843","13,890","14,245","17,162","10,700","15,946","16,778","14,510","15,314","19,175","18,774","11,485","9,036","5,425"
2020년01월_여_0~9세,"25,816",356,966,351,536,562,516,547,594,629,"1,485",702,821,883,900,846,"1,463","1,323",685,868,"1,319","2,376",694,"2,173","1,653","1,503",754,311
2020년01월_여_10~19세,"29,954",482,"1,084",534,683,815,729,875,642,"1,340","1,679",743,981,"1,032","1,018",981,"1,151","1,772",809,788,"1,527","1,748",978,"3,001","1,973","1,108",827,654
2020년01월_여_20~29세,"49,760",889,"2,134",838,918,"1,202","1,170","1,247","2,668","1,081","2,823","2,507","1,602","3,123","2,908","2,234","1,953","2,369","1,720","3,264","2,187","1,387","2,805","1,761","2,178","1,042","1,065",685
2020년01월_여_30~39세,"59,560","1,029","2,243",805,"1,112","1,083","1,096","1,196","2,916","1,072","3,086","2,965","1,614","3,749","3,505","2,447","2,903","2,604","1,786","4,196","2,570","2,859","3,258","2,726","2,721","2,012","1,392",615
2020년01월_여_40~49세,"57,306","1,043","2,133","1,052","1,398","1,493","1,399","1,530","1,862","1,940","3,237","1,875","1,652","2,595","2,771","2,024","2,162","3,004","1,515","2,206","2,652","2,689","2,390","4,727","3,410","2,238","1,473",836
2020년01월_여_50~59세,"54,040","1,361","1,908","1,174","1,481","1,730","1,922","1,434","2,041","1,607","3,825","2,040","1,804","2,581","2,526","2,498","2,149","2,817","1,890","1,842","2,902","1,652","2,223","2,121","2,755","1,482","1,423",852
2020년01월_여_60~69세,"42,448","1,253","1,631",922,"1,232","1,596","1,570",983,"1,651","1,225","2,864","1,609","1,420","2,040","1,897","1,729","1,610","1,996","1,435","1,598","2,085","1,110","1,787","1,505","2,452","1,274","1,218",756
2020년01월_여_70~79세,"19,822",683,803,520,772,988,961,395,729,430,"1,190",731,527,"1,040",875,748,577,819,558,739,946,429,817,814,"1,147",561,571,452
2020년01월_여_80~89세,"8,346",268,337,198,342,442,386,230,285,217,642,254,259,359,351,324,225,371,241,359,453,191,305,262,376,196,254,219
2020년01월_여_90~99세,"1,823",40,67,30,66,76,103,40,64,60,144,59,64,51,84,54,48,79,51,80,133,67,47,65,99,56,53,43
2020년01월_여_100세 이상,205,5,6,1,8,13,24,7,1,0,9,9,8,6,8,5,4,8,10,6,4,2,10,20,10,13,6,2
