카테고리,부산광역시 해운대구,부산광역시 해운대구 우제1동,부산광역시 해운대구 우제2동,부산광역시 해운대구 우제3동,부산광역시 해운대구 중제1동,부산광역시 해운대구 중제2동,부산광역시 해운대구 좌제1동,부산광역시 해운대구 좌제2동,부산광역시 해운대구 좌제3동,부산광역시 해운대구 좌제4동,부산광역시 해운대구 송정동,부산광역시 해운대구 반여제1동,부산광역시 해운대구 반여제2동,부산광역시 해운대구 반여제3동,부산광역시 해운대구 반여제4동,부산광역시 해운대구 반송제1동,부산광역시 해운대구 반송제2동,부산광역시 해운대구 재송제1동,부산광역시 해운대구 재송제2동
2021년01월_계_총인구수,"401,710","22,935","31,265","28,751","26,699","15,899","18,263","32,221","16,302","23,417","10,006","35,187","13,224","8,965","16,452","14,307","24,118","38,340","25,359"
2021년01월_계_연령구간인구수,"401,710","22,935","31,265","28,751","26,699","15,899","18,263","32,221","16,302","23,417","10,006","35,187","13,224","8,965","16,452","14,307","24,118","38,340","25,359"
2021년01월_계_0~9세,"28,346","1,283","2,894","2,886","2,071","1,234","1,249","2,066","1,088","1,758",511,"2,602",499,246,"1,269",374,940,"4,073","1,303"
2021년01월_계_10~19세,"38,114","1,582","3,189","3,140","2,456","1,176","2,048","2,914","1,830","3,007",505,"4,221",673,528,"1,574",775,"1,517","4,937","2,042"
2021년01월_계_20~29세,"48,891","3,058","3,496","2,888","3,402","1,697","2,827","5,081","1,970","3,007","1,188","4,216","1,468",973,"2,131","1,625","2,449","4,176","3,239"
2021년01월_계_30~39세,"46,693","2,945","3,862","3,477","3,338","2,230","2,094","4,476","1,643","2,400","1,294","3,696","1,577",811,"2,014","1,164","2,011","4,800","2,861"
2021년01월_계_40~49세,"65,575","3,458","5,336","4,992","4,598","2,738","3,233","4,994","2,525","4,057","1,313","6,246","1,757","1,160","2,617","1,741","3,177","7,778","3,855"
2021년01월_계_50~59세,"70,207","3,848","5,405","4,822","4,666","2,759","3,181","5,718","2,991","4,315","1,749","6,288","2,436","1,733","2,998","2,763","4,263","5,525","4,747"
2021년01월_계_60~69세,"58,125","3,664","3,936","3,787","3,409","2,454","1,845","3,838","2,244","2,680","1,929","4,681","2,578","1,883","2,462","2,826","5,122","4,278","4,509"
2021년01월_계_70~79세,"30,799","2,155","2,084","1,859","1,860","1,128","1,073","1,962","1,199","1,362",982,"2,220","1,563","1,105","1,021","2,060","3,163","2,020","1,983"
2021년01월_계_80~89세,"13,061",803,902,782,794,410,632,"1,044",715,736,464,876,601,469,321,849,"1,280",657,726
2021년01월_계_90~99세,"1,736",113,153,114,88,66,79,126,97,95,67,137,57,51,43,103,173,88,86
2021년01월_계_100세 이상,163,26,8,4,17,7,2,2,0,0,4,4,15,6,2,27,23,8,8
2021년01월_남_총인구수,"193,341","10,914","14,867","13,629","12,871","7,557","8,531","14,881","7,683","11,137","4,832","17,423","6,409","4,395","8,096","7,185","11,699","18,899","12,333"
2021년01월_남_연령구간인구수,"193,341","10,914","14,867","13,629","12,871","7,557","8,531","14,881","7,683","11,137","4,832","17,423","6,409","4,395","8,096","7,185","11,699","18,899","12,333"
2021년01월_남_0~9세,"14,672",634,"1,493","1,496","1,097",605,623,"1,079",545,923,287,"1,342",250,131,660,188,498,"2,149",672
2021년01월_남_10~19세,"19,661",814,"1,611","1,569","1,274",616,"1,089","1,491",952,"1,532",272,"2,212",353,282,794,400,793,"2,558","1,049"
2021년01월_남_20~29세,"25,643","1,513","1,828","1,523","1,755",895,"1,344","2,403","1,069","1,576",641,"2,302",811,538,"1,154",928,"1,339","2,238","1,786"
2021년01월_남_30~39세,"22,755","1,480","1,757","1,509","1,594","1,056",960,"2,107",791,"1,122",694,"1,788",878,472,"1,003",678,"1,126","2,246","1,494"
2021년01월_남_40~49세,"31,112","1,632","2,422","2,295","2,132","1,324","1,397","2,200","1,115","1,783",704,"2,915",924,629,"1,288","1,010","1,722","3,697","1,923"
2021년01월_남_50~59세,"33,355","1,798","2,589","2,196","2,246","1,259","1,559","2,557","1,394","2,031",770,"3,137","1,163",851,"1,395","1,419","2,075","2,749","2,167"
2021년01월_남_60~69세,"27,485","1,687","1,835","1,808","1,620","1,141",882,"1,829","1,041","1,310",889,"2,331","1,160",847,"1,196","1,389","2,412","2,023","2,085"
2021년01월_남_70~79세,"13,595","1,002",956,874,814,495,425,799,496,575,412,"1,049",658,477,504,841,"1,314",983,921
2021년01월_남_80~89세,"4,636",323,344,326,313,147,218,383,250,262,153,315,196,154,93,307,386,239,227
2021년01월_남_90~99세,381,24,30,31,23,17,33,32,30,23,10,29,14,12,8,15,28,14,8
2021년01월_남_100세 이상,46,7,2,2,3,2,1,1,0,0,0,3,2,2,1,10,6,3,1
2021년01월_여_총인구수,"208,369","12,021","16,398","15,122","13,828","8,342","9,732","17,340","8,619","12,280","5,174","17,764","6,815","4,570","8,356","7,122","12,419","19,441","13,026"
2021년01월_여_연령구간인구수,"208,369","12,021","16,398","15,122","13,828","8,342","9,732","17,340","8,619","12,280","5,174","17,764","6,815","4,570","8,356","7,122","12,419","19,441","13,026"
2021년01월_여_0~9세,"13,674",649,"1,401","1,390",974,629,626,987,543,835,224,"1,260",249,115,609,186,442,"1,924",631
2021년01월_여_10~19세,"18,453",768,"1,578","1,571","1,182",560,959,"1,423",878,"1,475",233,"2,009",320,246,780,375,724,"2,379",993
2021년01월_여_20~29세,"23,248","1,545","1,668","1,365","1,647",802,"1,483","2,678",901,"1,431",547,"1,914",657,435,977,697,"1,110","1,938","1,453"
2021년01월_여_30~39세,"23,938","1,465","2,105","1,968","1,744","1,174","1,134","2,369",852,"1,278",600,"1,908",699,339,"1,011",486,885,"2,554","1,367"
