카테고리,경기도 안양시,경기도 안양시 만안구,경기도 안양시 만안구 안양1동,경기도 안양시 만안구 안양2동,경기도 안양시 만안구 안양3동,경기도 안양시 만안구 안양4동,경기도 안양시 만안구 안양5동,경기도 안양시 만안구 안양6동,경기도 안양시 만안구 안양7동,경기도 안양시 만안구 안양8동,경기도 안양시 만안구 안양9동,경기도 안양시 만안구 석수1동,경기도 안양시 만안구 석수2동,경기도 안양시 만안구 석수3동,경기도 안양시 만안구 박달1동,경기도 안양시 만안구 박달2동,경기도 안양시 동안구,경기도 안양시 동안구 비산1동,경기도 안양시 동안구 비산2동,경기도 안양시 동안구 비산3동,경기도 안양시 동안구 부흥동,경기도 안양시 동안구 달안동,경기도 안양시 동안구 관양1동,경기도 안양시 동안구 관양2동,경기도 안양시 동안구 부림동,경기도 안양시 동안구 평촌동,경기도 안양시 동안구 평안동,경기도 안양시 동안구 귀인동,경기도 안양시 동안구 호계1동,경기도 안양시 동안구 호계2동,경기도 안양시 동안구 호계3동,경기도 안양시 동안구 범계동,경기도 안양시 동안구 신촌동,경기도 안양시 동안구 갈산동
2020년06월_계_80~89세,"13,910","6,832",283,595,467,326,526,597,241,326,592,575,924,398,518,464,"7,078",441,230,615,440,342,"1,034",505,488,341,442,303,125,435,410,381,240,306
2020년06월_계_90~99세,"2,081",950,46,82,56,48,57,71,60,49,76,104,122,40,67,72,"1,131",77,44,111,61,51,160,66,52,36,69,52,25,70,75,85,43,54
2020년06월_계_100세 이상,174,82,1,10,8,0,4,14,7,5,10,6,7,1,7,2,92,19,10,8,2,1,10,6,3,4,3,1,5,7,7,2,0,4
2020년06월_남_총인구수,"276,140","121,115","6,416","10,859","8,431","3,656","6,107","10,439","7,921","5,748","8,705","9,832","16,532","7,001","7,818","11,650","155,025","10,685","5,446","10,095","8,582","5,176","18,417","9,909","13,369","7,509","11,854","8,375","4,148","10,673","11,157","7,483","6,601","5,546"
2020년06월_남_연령구간인구수,"276,140","121,115","6,416","10,859","8,431","3,656","6,107","10,439","7,921","5,748","8,705","9,832","16,532","7,001","7,818","11,650","155,025","10,685","5,446","10,095","8,582","5,176","18,417","9,909","13,369","7,509","11,854","8,375","4,148","10,673","11,157","7,483","6,601","5,546"
2020년06월_남_0~9세,"20,904","8,243",486,591,490,152,289,573,909,257,539,789,"1,181",481,366,"1,140","12,661",996,427,565,819,411,"1,203",645,"1,211",715,"1,304",822,493,755,845,594,480,376
2020년06월_남_10~19세,"27,876","10,110",584,814,716,252,452,651,691,381,668,860,"1,467",754,618,"1,202","17,766","1,188",557,881,"1,215",392,"1,607",735,"1,271",897,"1,976","1,775",390,957,"1,054","1,238",849,784
2020년06월_남_20~29세,"41,290","18,321",988,"1,727","1,337",538,879,"1,631","1,033",920,"1,352","1,372","2,453","1,103","1,141","1,847","22,969","1,493",822,"1,713","1,113",710,"3,230","1,642","1,816","1,167","1,379",954,477,"1,822","1,759","1,011","1,043",818
2020년06월_남_30~39세,"40,325","17,749","1,020","1,650","1,204",534,838,"1,851","1,372",917,"1,165","1,343","2,252",847,965,"1,791","22,576","1,379",726,"1,400","1,058","1,225","2,626","1,696","3,075",887,"1,545",559,813,"1,700","1,596",881,826,584
2020년06월_남_40~49세,"43,937","18,287","1,011","1,559","1,248",555,883,"1,604","1,340",828,"1,165","1,506","2,527","1,095","1,198","1,768","25,650","1,719",815,"1,308","1,579",867,"2,567","1,535","2,471","1,227","2,556","1,862",764,"1,452","1,618","1,389",992,929
2020년06월_남_50~59세,"48,224","21,698","1,134","1,976","1,469",692,"1,151","1,782","1,328","1,026","1,604","1,643","3,118","1,296","1,636","1,843","26,526","1,884",999,"1,948","1,363",742,"3,374","1,786","1,857","1,471","1,728","1,394",616,"1,915","2,049","1,242","1,212",946
2020년06월_남_60~69세,"33,985","16,488",737,"1,551","1,235",522,947,"1,425",824,888,"1,351","1,418","2,154",923,"1,123","1,390","17,497","1,352",724,"1,484",913,523,"2,404","1,149","1,110",741,914,621,402,"1,410","1,561",688,819,682
2020년06월_남_70~79세,"14,316","7,544",332,749,560,269,474,666,320,402,627,681,"1,018",374,586,486,"6,772",488,294,580,387,209,"1,044",515,387,268,306,254,155,501,517,285,287,295
2020년06월_남_80~89세,"4,741","2,435",112,224,160,122,179,224,90,124,216,192,333,123,170,166,"2,306",158,70,184,123,87,319,187,158,126,127,115,37,148,138,131,81,117
2020년06월_남_90~99세,491,214,12,14,10,20,14,27,11,5,14,25,28,5,12,17,277,27,8,29,11,10,41,19,12,9,16,19,0,11,16,24,12,13
2020년06월_남_100세 이상,51,26,0,4,2,0,1,5,3,0,4,3,1,0,3,0,25,1,4,3,1,0,2,0,1,1,3,0,1,2,4,0,0,2
2020년06월_여_총인구수,"281,877","120,715","6,442","10,787","8,468","3,681","6,174","9,817","8,134","5,394","8,934","10,236","16,417","6,937","7,698","11,596","161,162","11,240","5,768","10,279","9,231","6,138","19,159","9,605","14,178","7,753","12,408","8,595","4,027","10,972","11,036","8,118","6,811","5,844"
2020년06월_여_연령구간인구수,"281,877","120,715","6,442","10,787","8,468","3,681","6,174","9,817","8,134","5,394","8,934","10,236","16,417","6,937","7,698","11,596","161,162","11,240","5,768","10,279","9,231","6,138","19,159","9,605","14,178","7,753","12,408","8,595","4,027","10,972","11,036","8,118","6,811","5,844"
2020년06월_여_0~9세,"20,119","7,941",501,614,429,150,263,541,899,251,511,693,"1,131",511,386,"1,061","12,178",901,415,554,711,391,"1,088",641,"1,260",692,"1,250",678,497,759,824,603,504,410
2020년06월_여_10~19세,"26,038","9,337",563,729,653,254,411,648,653,356,649,756,"1,285",658,583,"1,139","16,701","1,096",570,772,"1,096",366,"1,475",766,"1,205",848,"1,829","1,639",353,887,"1,078","1,114",823,784
2020년06월_여_20~29세,"38,033","16,650",959,"1,687","1,183",548,802,"1,418","1,047",761,"1,204","1,277","2,268",890,"1,030","1,576","21,383","1,494",787,"1,442","1,063",788,"2,866","1,390","1,878","1,068","1,247",957,501,"1,704","1,538","1,015",926,719
2020년06월_여_30~39세,"38,262","15,974",958,"1,403","1,047",434,697,"1,465","1,469",645,"1,000","1,421","2,155",805,761,"1,714","22,288","1,486",713,"1,225","1,211","1,207","2,348","1,384","2,910","1,015","1,810",742,790,"1,564","1,468","1,025",803,587
2020년06월_여_40~49세,"45,949","17,583","1,031","1,502","1,153",492,853,"1,412","1,280",704,"1,166","1,560","2,412","1,084","1,131","1,803","28,366","1,883",932,"1,394","1,823","1,033","2,746","1,518","2,655","1,398","2,836","2,208",680,"1,542","1,700","1,698","1,245","1,075"
2020년06월_여_50~59세,"50,801","22,422","1,094","2,024","1,643",646,"1,129","1,721","1,347","1,060","1,776","1,915","3,147","1,307","1,509","2,104","28,379","2,089","1,130","2,204","1,403",973,"3,808","1,777","2,084","1,490","1,708","1,232",584,"2,135","2,217","1,272","1,261","1,012"
2020년06월_여_60~69세,"34,736","16,901",752,"1,550","1,340",545,"1,029","1,490",853,927,"1,427","1,452","2,132",910,"1,189","1,305","17,835","1,377",691,"1,497","1,053",700,"2,632","1,152","1,196",695,898,584,370,"1,479","1,398",671,753,689
2020년06월_여_70~79세,"17,057","8,718",378,833,661,380,597,696,382,439,757,697,"1,196",461,702,539,"8,339",563,328,673,503,383,"1,354",606,618,302,462,333,135,551,479,407,306,336
2020년06월_여_80~89세,"9,169","4,397",171,371,307,204,347,373,151,202,376,383,591,275,348,298,"4,772",283,160,431,317,255,715,318,330,215,315,188,88,287,272,250,159,189
2020년06월_여_90~99세,"1,590",736,34,68,46,28,43,44,49,44,62,79,94,35,55,55,854,50,36,82,50,41,119,47,40,27,53,33,25,59,59,61,31,41
2020년06월_여_100세 이상,123,56,1,6,6,0,3,9,4,5,6,3,6,1,4,2,67,18,6,5,1,1,8,6,2,3,0,1,4,5,3,2,0,2
