카테고리,강원도 원주시,강원도 원주시 문막읍,강원도 원주시 소초면,강원도 원주시 호저면,강원도 원주시 지정면,강원도 원주시 부론면,강원도 원주시 귀래면,강원도 원주시 흥업면,강원도 원주시 판부면,강원도 원주시 신림면,강원도 원주시 중앙동,강원도 원주시 원인동,강원도 원주시 개운동,강원도 원주시 명륜1동,강원도 원주시 명륜2동,강원도 원주시 단구동,강원도 원주시 일산동,강원도 원주시 학성동,강원도 원주시 단계동,강원도 원주시 우산동,강원도 원주시 태장1동,강원도 원주시 태장2동,강원도 원주시 봉산동,강원도 원주시 행구동,강원도 원주시 무실동,강원도 원주시 반곡관설동
2020년05월_계_총인구수,"351,979","18,051","8,731","3,785","25,156","2,277","2,198","8,784","7,292","3,643","2,833","5,287","13,006","8,849","15,913","43,047","8,823","5,054","27,656","13,775","9,790","25,217","8,439","7,521","33,268","43,584"
2020년05월_계_연령구간인구수,"351,979","18,051","8,731","3,785","25,156","2,277","2,198","8,784","7,292","3,643","2,833","5,287","13,006","8,849","15,913","43,047","8,823","5,054","27,656","13,775","9,790","25,217","8,439","7,521","33,268","43,584"
2020년05월_계_0~9세,"28,794","1,253",403,120,"4,225",45,54,432,425,62,59,237,744,412,811,"3,429",406,182,"2,006","1,111",834,"1,899",307,496,"3,446","5,396"
2020년05월_계_10~19세,"36,301","1,727",551,162,"2,078",95,72,635,692,128,111,378,"1,351",808,"1,789","5,284",686,317,"2,440","1,286","1,163","2,784",738,873,"4,378","5,775"
2020년05월_계_20~29세,"45,216","2,113","1,004",338,"2,714",130,143,"1,491",970,225,195,771,"1,690","1,262","2,182","6,274","1,690",608,"4,321","1,956","1,031","3,014",983,913,"4,109","5,089"
2020년05월_계_30~39세,"45,503","1,979",733,253,"6,273",96,133,850,845,180,217,541,"1,268",795,"1,452","5,421",920,444,"3,881","1,706","1,107","2,917",705,670,"4,625","7,492"
2020년05월_계_40~49세,"57,450","2,982","1,038",341,"4,163",183,174,"1,182","1,190",311,300,659,"1,797","1,194","2,498","7,909","1,076",658,"4,037","2,160","1,728","4,288","1,116","1,215","6,485","8,766"
2020년05월_계_50~59세,"60,341","3,289","1,756",764,"2,755",402,476,"1,568","1,412",786,620,"1,037","2,488","1,803","3,151","7,401","1,475",977,"5,262","2,345","1,641","4,618","1,655","1,449","5,142","6,069"
2020년05월_계_60~69세,"43,296","2,431","1,737",869,"1,793",613,558,"1,447",990,988,640,863,"1,912","1,369","2,223","4,165","1,318",957,"3,516","1,779","1,244","3,152","1,472","1,045","3,183","3,032"
2020년05월_계_70~79세,"21,562","1,412",896,493,691,406,344,703,475,578,370,486,"1,109",765,"1,056","2,048",768,553,"1,344",921,665,"1,583",880,503,"1,250","1,263"
2020년05월_계_80~89세,"11,663",750,532,401,397,265,205,422,252,338,261,282,565,380,654,971,405,302,723,441,342,850,499,290,535,601
2020년05월_계_90~99세,"1,749",110,77,44,64,40,36,52,41,47,55,29,77,57,95,137,72,53,116,66,32,109,75,61,110,94
2020년05월_계_100세 이상,104,5,4,0,3,2,3,2,0,0,5,4,5,4,2,8,7,3,10,4,3,3,9,6,5,7
2020년05월_남_총인구수,"174,701","9,201","4,571","1,985","12,427","1,167","1,117","4,640","3,831","1,874","1,505","2,548","6,250","4,273","7,694","21,184","4,332","2,516","13,442","7,202","4,923","12,554","4,154","3,706","16,342","21,263"
2020년05월_남_연령구간인구수,"174,701","9,201","4,571","1,985","12,427","1,167","1,117","4,640","3,831","1,874","1,505","2,548","6,250","4,273","7,694","21,184","4,332","2,516","13,442","7,202","4,923","12,554","4,154","3,706","16,342","21,263"
2020년05월_남_0~9세,"14,652",626,208,69,"2,091",18,28,217,218,33,35,120,360,199,380,"1,767",217,99,"1,053",571,450,988,146,262,"1,764","2,733"
2020년05월_남_10~19세,"18,865",885,287,91,"1,030",45,33,338,374,72,61,203,745,399,902,"2,759",388,165,"1,265",711,608,"1,450",408,439,"2,342","2,865"
2020년05월_남_20~29세,"24,036","1,207",605,198,"1,319",80,72,847,533,129,105,402,870,696,"1,154","3,400",826,341,"2,237","1,094",550,"1,610",538,499,"2,202","2,522"
2020년05월_남_30~39세,"23,058","1,048",412,144,"3,158",55,92,471,490,111,113,270,635,406,736,"2,727",508,243,"2,037",898,539,"1,506",424,334,"2,193","3,508"
2020년05월_남_40~49세,"28,384","1,555",566,200,"2,171",124,96,662,602,189,191,340,838,553,"1,200","3,733",539,365,"1,848","1,137",887,"2,161",570,567,"3,081","4,209"
2020년05월_남_50~59세,"30,340","1,736",944,433,"1,305",221,255,837,780,406,381,505,"1,217",864,"1,567","3,648",707,495,"2,431","1,259",860,"2,333",817,717,"2,470","3,152"
2020년05월_남_60~69세,"21,427","1,239",914,466,902,324,297,778,519,515,359,401,881,666,"1,082","1,990",613,452,"1,687",930,622,"1,528",709,533,"1,539","1,481"
2020년05월_남_70~79세,"9,482",624,427,234,312,198,157,324,231,271,158,198,495,335,451,807,347,223,604,407,274,672,363,238,565,567
2020년05월_남_80~89세,"4,035",253,189,140,125,90,80,152,79,132,85,96,194,139,202,315,161,123,256,179,125,283,159,102,171,205
2020년05월_남_90~99세,399,28,17,10,14,12,6,13,5,16,17,11,15,14,19,35,24,10,23,15,8,22,17,14,14,20
2020년05월_남_100세 이상,23,0,2,0,0,0,1,1,0,0,0,2,0,2,1,3,2,0,1,1,0,1,3,1,1,1
2020년05월_여_총인구수,"177,278","8,850","4,160","1,800","12,729","1,110","1,081","4,144","3,461","1,769","1,328","2,739","6,756","4,576","8,219","21,863","4,491","2,538","14,214","6,573","4,867","12,663","4,285","3,815","16,926","22,321"
