,경기도,경기도 수원시,경기도 수원시 장안구,경기도 수원시 권선구,경기도 수원시 팔달구,경기도 수원시 영통구,경기도 성남시,경기도 성남시 수정구,경기도 성남시 중원구,경기도 성남시 분당구,경기도 의정부시,경기도 안양시,경기도 안양시 만안구,경기도 안양시 동안구,경기도 부천시,경기도 광명시,경기도 평택시,경기도 동두천시,경기도 안산시,경기도 안산시 상록구,경기도 안산시 단원구,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 일산동구,경기도 고양시 일산서구,경기도 과천시,경기도 구리시,경기도 남양주시,경기도 오산시,경기도 시흥시,경기도 군포시,경기도 의왕시,경기도 하남시,경기도 용인시,경기도 용인시 처인구,경기도 용인시 기흥구,경기도 용인시 수지구,경기도 파주시,경기도 이천시,경기도 안성시,경기도 김포시,경기도 화성시,경기도 광주시,경기도 양주시,경기도 포천시,경기도 여주시,경기도 연천군,경기도 가평군,경기도 양평군
2020년09월_계_80~89세,"342,460","24,616","7,419","7,386","4,827","4,984","24,591","6,250","5,585","12,756","13,783","13,963","6,866","7,097","19,599","7,570","13,819","4,259","14,220","8,154","6,066","32,460","14,697","8,643","9,120","1,850","4,837","18,188","3,906","8,704","7,437","4,157","5,585","27,170","7,344","10,782","9,044","13,875","6,668","7,474","10,241","14,220","8,133","6,919","6,372","5,247","2,804","3,610","6,183"
2020년09월_계_90~99세,"51,519","3,918","1,232","1,157",718,811,"4,163",953,889,"2,321","1,857","2,129",971,"1,158","3,074","1,124","1,976",596,"2,098","1,219",879,"4,686","2,029","1,356","1,301",378,675,"2,602",510,"1,300","1,172",722,986,"4,118","1,155","1,620","1,343","2,025",947,"1,010","1,458","2,040","1,249","1,009",988,813,404,523,969
2020년09월_계_100세 이상,"4,253",308,87,91,91,39,484,205,185,94,217,178,82,96,247,144,237,83,129,69,60,331,210,62,59,51,82,213,45,95,77,51,122,196,72,70,54,197,64,57,73,112,101,72,75,50,45,49,68
2020년09월_남_총인구수,"6,736,077","598,549","138,475","186,646","88,094","185,334","466,232","122,254","109,575","234,403","225,715","273,677","120,500","153,177","407,881","150,994","273,077","46,863","334,987","177,767","157,220","526,928","234,209","145,462","147,257","30,431","98,260","353,701","118,568","257,762","136,530","81,504","144,433","534,153","132,853","217,828","183,472","233,949","113,655","96,122","232,501","439,243","194,524","116,428","78,196","56,689","22,827","32,205","59,493"
2020년09월_남_연령구간인구수,"6,736,077","598,549","138,475","186,646","88,094","185,334","466,232","122,254","109,575","234,403","225,715","273,677","120,500","153,177","407,881","150,994","273,077","46,863","334,987","177,767","157,220","526,928","234,209","145,462","147,257","30,431","98,260","353,701","118,568","257,762","136,530","81,504","144,433","534,153","132,853","217,828","183,472","233,949","113,655","96,122","232,501","439,243","194,524","116,428","78,196","56,689","22,827","32,205","59,493"
2020년09월_남_0~9세,"593,023","51,074","9,668","17,058","4,925","19,423","35,737","8,132","6,915","20,690","17,826","20,453","8,049","12,404","29,979","12,326","24,820","3,323","22,937","11,984","10,953","42,265","19,691","10,780","11,794","2,611","8,035","33,841","12,328","24,494","10,835","6,917","15,373","52,275","10,911","22,427","18,937","22,772","9,904","7,337","27,665","54,004","18,282","10,249","4,542","3,891","1,434","1,702","3,792"
2020년09월_남_10~19세,"688,200","61,851","15,199","17,557","7,193","21,902","45,334","9,068","8,710","27,556","21,974","27,449","9,945","17,504","36,760","16,109","27,268","4,357","33,390","17,621","15,769","54,242","21,294","15,450","17,498","3,261","9,460","39,874","12,724","25,659","13,871","7,642","12,497","63,849","14,409","26,302","23,138","25,030","12,446","9,634","23,966","48,944","17,311","12,304","6,547","4,965","1,700","2,493","5,289"
2020년09월_남_20~29세,"946,799","98,382","24,161","28,482","14,971","30,768","67,982","18,525","16,213","33,244","32,515","40,781","18,243","22,538","60,861","20,586","39,449","6,094","56,415","30,629","25,786","77,123","32,497","22,617","22,009","4,505","14,021","43,892","16,835","37,202","20,071","12,306","17,947","71,087","18,766","29,061","23,260","29,720","16,936","12,346","26,154","55,376","23,737","14,602","10,399","6,649","3,411","3,580","5,835"
2020년09월_남_30~39세,"984,180","93,552","17,223","30,770","13,311","32,248","69,847","19,289","16,651","33,907","30,526","39,664","17,511","22,153","60,203","21,553","42,843","5,263","46,587","23,737","22,850","70,361","33,766","18,631","17,964","4,331","13,414","44,319","21,200","40,896","20,147","11,745","24,949","72,479","17,933","29,642","24,904","35,470","16,429","12,661","36,679","78,715","30,490","14,535","8,160","6,114","2,411","3,141","5,496"
2020년09월_남_40~49세,"1,167,445","102,611","22,678","31,952","14,156","33,825","78,112","19,957","17,555","40,600","37,427","43,383","18,121","25,262","65,607","26,147","49,076","7,412","55,502","29,434","26,068","88,517","39,384","24,401","24,732","4,557","16,471","65,174","22,868","47,985","22,124","12,212","26,507","99,189","22,923","41,299","34,967","41,153","17,984","16,075","44,842","86,404","35,045","20,287","11,162","8,277","2,749","4,250","8,336"
2020년09월_남_50~59세,"1,129,448","98,204","24,726","30,735","15,605","27,138","77,927","21,023","19,388","37,516","39,276","47,760","21,580","26,180","72,271","25,337","45,190","8,626","65,394","34,974","30,420","95,747","41,089","27,292","27,366","5,300","17,664","59,342","17,174","45,744","23,662","14,261","20,475","83,334","22,270","33,334","27,730","37,651","18,365","16,591","33,723","61,058","32,188","19,836","16,120","10,572","3,847","6,083","10,726"
2020년09월_남_60~69세,"744,767","58,275","14,900","19,349","10,734","13,292","54,847","15,978","15,026","23,843","26,978","34,418","16,728","17,690","53,623","17,994","26,596","6,336","36,411","19,078","17,333","59,376","27,562","16,224","15,590","3,504","11,999","39,604","9,621","24,065","16,136","10,608","16,597","49,645","15,316","18,917","15,412","23,923","12,903","12,427","23,373","34,479","23,561","14,224","12,936","9,262","3,838","6,170","11,038"
2020년09월_남_70~79세,"344,875","25,041","6,940","7,908","5,265","4,928","26,206","7,737","6,927","11,542","13,638","14,438","7,632","6,806","21,283","8,162","12,399","3,694","13,180","7,324","5,856","26,290","13,012","6,607","6,671","1,606","5,211","20,234","4,272","8,603","6,719","4,211","7,861","29,906","7,378","11,847","10,681","12,580","5,989","6,196","11,878","14,750","10,545","7,507","5,760","4,816","2,293","3,236","6,371"
2020년09월_남_80~89세,"123,931","8,589","2,665","2,547","1,740","1,637","9,083","2,259","1,959","4,865","5,071","4,774","2,448","2,326","6,537","2,491","4,853","1,570","4,692","2,702","1,990","11,728","5,354","3,098","3,276",661,"1,787","6,765","1,429","2,822","2,633","1,429","1,973","11,256","2,675","4,531","4,050","5,073","2,448","2,635","3,861","5,057","3,061","2,628","2,314","1,945","1,014","1,387","2,365"
2020년09월_남_90~99세,"12,271",889,294,261,170,164,"1,022",223,181,618,438,505,216,289,698,253,509,170,450,270,180,"1,188",503,342,343,86,173,593,104,266,308,159,222,"1,097",260,451,386,517,233,208,341,421,278,245,227,182,115,144,230
2020년09월_남_100세 이상,"1,138",81,21,27,24,9,135,63,50,22,46,52,27,25,59,36,74,18,29,14,15,91,57,20,14,9,25,63,13,26,24,14,32,36,12,17,7,60,18,12,19,35,26,11,29,16,15,19,15
2020년09월_여_총인구수,"6,652,408","590,377","136,436","183,109","86,785","184,047","475,551","119,549","106,804","249,198","232,558","279,609","120,104","159,505","414,119","154,842","256,063","47,038","318,518","170,868","147,650","548,913","239,385","153,439","156,089","31,551","99,714","356,732","110,681","235,243","138,455","82,216","143,019","541,544","125,602","223,095","192,847","227,365","105,876","90,338","231,234","407,607","185,767","112,999","69,607","54,823","20,763","30,346","58,940"
2020년09월_여_연령구간인구수,"6,652,408","590,377","136,436","183,109","86,785","184,047","475,551","119,549","106,804","249,198","232,558","279,609","120,104","159,505","414,119","154,842","256,063","47,038","318,518","170,868","147,650","548,913","239,385","153,439","156,089","31,551","99,714","356,732","110,681","235,243","138,455","82,216","143,019","541,544","125,602","223,095","192,847","227,365","105,876","90,338","231,234","407,607","185,767","112,999","69,607","54,823","20,763","30,346","58,940"
2020년09월_여_0~9세,"565,037","48,017","9,067","16,119","4,770","18,061","34,108","7,945","6,533","19,630","16,685","19,728","7,830","11,898","28,511","11,747","23,854","3,106","22,094","11,557","10,537","40,579","18,921","10,278","11,380","2,399","7,508","31,970","11,870","23,489","10,392","6,404","14,757","50,075","10,494","21,223","18,358","21,824","9,265","6,941","26,563","51,466","17,259","9,848","4,228","3,652","1,377","1,726","3,595"
2020년09월_여_10~19세,"648,903","57,638","13,904","16,147","6,855","20,732","43,088","8,664","8,097","26,327","20,703","25,574","9,111","16,463","34,825","15,148","25,628","4,278","31,466","16,840","14,626","51,479","20,307","14,407","16,765","3,046","8,882","37,698","12,188","24,241","13,067","7,184","12,003","59,898","12,606","24,803","22,489","23,590","11,217","8,869","22,978","46,910","16,509","11,838","5,951","4,681","1,488","2,228","4,610"
2020년09월_여_20~29세,"851,801","88,291","19,958","26,193","13,783","28,357","64,575","16,694","14,966","32,915","31,401","37,531","16,565","20,966","57,093","18,715","32,575","5,109","49,643","26,881","22,762","73,572","30,226","22,362","20,984","4,073","13,286","40,476","14,265","31,321","18,333","11,069","17,136","65,905","15,657","27,143","23,105","26,565","12,977","9,976","24,473","47,343","21,149","12,617","7,544","5,437","1,979","2,654","4,718"
2020년09월_여_30~39세,"926,919","86,798","15,807","28,164","11,348","31,479","67,826","16,770","14,492","36,564","29,309","37,595","15,714","21,881","57,116","21,070","36,215","4,919","39,024","20,087","18,937","71,754","33,295","19,591","18,868","4,221","13,244","45,769","18,062","35,430","18,604","11,122","24,416","74,392","16,059","30,859","27,474","31,456","14,245","10,542","37,834","72,504","27,916","13,617","6,554","5,519","1,824","2,658","5,364"
2020년09월_여_40~49세,"1,130,664","101,146","23,189","29,844","13,302","34,811","80,152","17,808","15,682","46,662","37,199","45,382","17,364","28,018","64,796","26,632","43,446","6,964","53,563","28,646","24,917","94,477","39,111","27,181","28,185","4,929","16,584","64,646","20,273","41,447","22,863","12,567","23,843","101,369","20,541","42,891","37,937","38,930","16,827","13,997","41,421","75,601","31,258","19,102","9,560","7,729","2,278","3,696","7,987"
2020년09월_여_50~59세,"1,098,410","98,374","24,686","31,637","15,076","26,975","78,197","20,398","19,168","38,631","40,663","50,487","22,339","28,148","76,287","25,617","40,751","7,752","62,053","33,341","28,712","98,342","41,360","28,391","28,591","5,588","18,213","56,739","15,870","40,690","24,694","15,272","20,885","80,409","20,789","32,668","26,952","34,275","16,937","14,740","32,245","52,761","30,887","18,036","13,219","9,529","3,339","5,359","10,200"
2020년09월_여_60~69세,"754,075","59,663","15,299","19,789","11,344","13,231","57,095","17,039","15,208","24,848","28,905","35,240","17,175","18,065","54,933","19,846","27,030","6,627","33,084","17,714","15,370","58,881","27,950","15,749","15,182","3,726","11,944","41,737","9,856","21,176","16,493","10,491","17,589","54,859","15,262","21,720","17,877","24,237","12,417","12,248","24,608","33,250","23,471","14,142","10,953","8,949","3,610","5,775","11,240"
2020년09월_여_70~79세,"415,707","31,167","8,768","9,417","6,605","6,377","31,512","9,368","8,189","13,955","17,391","17,133","8,778","8,355","24,932","10,009","15,968","5,103","16,315","9,346","6,969","35,359","17,193","8,879","9,287","2,046","6,444","24,115","5,382","10,464","8,288","4,779","7,924","35,542","8,570","14,315","12,657","16,041","7,011","7,339","13,561","16,913","11,200","8,683","6,733","5,360","2,759","3,618","6,616"
2020년09월_여_80~89세,"218,529","16,027","4,754","4,839","3,087","3,347","15,508","3,991","3,626","7,891","8,712","9,189","4,418","4,771","13,062","5,079","8,966","2,689","9,528","5,452","4,076","20,732","9,343","5,545","5,844","1,189","3,050","11,423","2,477","5,882","4,804","2,728","3,612","15,914","4,669","6,251","4,994","8,802","4,220","4,839","6,380","9,163","5,072","4,291","4,058","3,302","1,790","2,223","3,818"
2020년09월_여_90~99세,"39,248","3,029",938,896,548,647,"3,141",730,708,"1,703","1,419","1,624",755,869,"2,376",871,"1,467",426,"1,648",949,699,"3,498","1,526","1,014",958,292,502,"2,009",406,"1,034",864,563,764,"3,021",895,"1,169",957,"1,508",714,802,"1,117","1,619",971,764,761,631,289,379,739
2020년09월_여_100세 이상,"3,115",227,66,64,67,30,349,142,135,72,171,126,55,71,188,108,163,65,100,55,45,240,153,42,45,42,57,150,32,69,53,37,90,160,60,53,47,137,46,45,54,77,75,61,46,34,30,30,53
