카테고리,서울특별시 광진구,서울특별시 광진구 화양동,서울특별시 광진구 군자동,서울특별시 광진구 중곡제1동,서울특별시 광진구 중곡제2동,서울특별시 광진구 중곡제3동,서울특별시 광진구 중곡제4동,서울특별시 광진구 능동,서울특별시 광진구 광장동,서울특별시 광진구 자양제1동,서울특별시 광진구 자양제2동,서울특별시 광진구 자양제3동,서울특별시 광진구 자양제4동,서울특별시 광진구 구의제1동,서울특별시 광진구 구의제2동,서울특별시 광진구 구의제3동
2020년06월_계_총인구수,"349,574","22,360","19,952","15,759","22,159","16,881","29,894","11,684","35,749","22,856","26,185","28,939","18,192","22,295","27,160","29,509"
2020년06월_계_연령구간인구수,"349,574","22,360","19,952","15,759","22,159","16,881","29,894","11,684","35,749","22,856","26,185","28,939","18,192","22,295","27,160","29,509"
2020년06월_계_0~9세,"20,639",427,927,809,"1,269",790,"1,610",594,"3,446","1,083","1,740","2,427",757,930,"1,875","1,955"
2020년06월_계_10~19세,"26,686",780,"1,107",780,"1,439","1,039","2,053",556,"5,597","1,534","1,973","2,663",915,"1,239","2,417","2,594"
2020년06월_계_20~29세,"62,568","9,354","4,401","2,728","3,938","2,693","4,539","2,401","4,124","4,317","3,931","4,029","2,730","4,825","3,746","4,812"
2020년06월_계_30~39세,"57,165","4,326","3,679","2,979","4,013","2,760","4,556","2,694","4,040","3,850","4,125","4,423","2,689","4,334","3,976","4,721"
2020년06월_계_40~49세,"53,563","2,206","2,619","2,233","3,062","2,420","4,327","1,634","7,815","3,454","4,181","4,665","2,567","3,245","4,484","4,651"
2020년06월_계_50~59세,"55,069","2,084","2,943","2,595","3,641","2,996","5,415","1,476","5,347","3,667","4,339","4,690","3,244","3,252","4,524","4,856"
2020년06월_계_60~69세,"41,560","1,659","2,332","2,047","2,738","2,355","4,247","1,241","2,949","2,778","3,531","3,493","2,959","2,408","3,412","3,411"
2020년06월_계_70~79세,"22,281","1,042","1,366","1,148","1,482","1,300","2,281",743,"1,478","1,525","1,672","1,599","1,638","1,429","1,907","1,671"
2020년06월_계_80~89세,"8,577",395,506,374,488,453,736,293,802,557,588,819,599,557,701,709
2020년06월_계_90~99세,"1,255",64,62,57,80,61,102,48,140,77,93,118,79,62,94,118
2020년06월_계_100세 이상,211,23,10,9,9,14,28,4,11,14,12,13,15,14,24,11
2020년06월_남_총인구수,"168,879","10,582","9,852","7,717","10,543","8,391","14,665","5,368","17,271","11,013","12,757","13,924","9,108","10,634","13,048","14,006"
2020년06월_남_연령구간인구수,"168,879","10,582","9,852","7,717","10,543","8,391","14,665","5,368","17,271","11,013","12,757","13,924","9,108","10,634","13,048","14,006"
2020년06월_남_0~9세,"10,522",210,487,433,656,412,835,304,"1,789",525,899,"1,222",372,480,943,955
2020년06월_남_10~19세,"13,580",354,572,403,728,526,"1,109",295,"2,861",820,"1,036","1,331",448,615,"1,200","1,282"
