카테고리,경기도 안양시,경기도 안양시 만안구,경기도 안양시 만안구 안양1동,경기도 안양시 만안구 안양2동,경기도 안양시 만안구 안양3동,경기도 안양시 만안구 안양4동,경기도 안양시 만안구 안양5동,경기도 안양시 만안구 안양6동,경기도 안양시 만안구 안양7동,경기도 안양시 만안구 안양8동,경기도 안양시 만안구 안양9동,경기도 안양시 만안구 석수1동,경기도 안양시 만안구 석수2동,경기도 안양시 만안구 석수3동,경기도 안양시 만안구 박달1동,경기도 안양시 만안구 박달2동,경기도 안양시 동안구,경기도 안양시 동안구 비산1동,경기도 안양시 동안구 비산2동,경기도 안양시 동안구 비산3동,경기도 안양시 동안구 부흥동,경기도 안양시 동안구 달안동,경기도 안양시 동안구 관양1동,경기도 안양시 동안구 관양2동,경기도 안양시 동안구 부림동,경기도 안양시 동안구 평촌동,경기도 안양시 동안구 평안동,경기도 안양시 동안구 귀인동,경기도 안양시 동안구 호계1동,경기도 안양시 동안구 호계2동,경기도 안양시 동안구 호계3동,경기도 안양시 동안구 범계동,경기도 안양시 동안구 신촌동,경기도 안양시 동안구 갈산동
2021년07월_계_총인구수,"548,960","238,639","12,493","21,345","16,548","7,028","10,320","25,095","15,559","10,797","17,442","19,544","31,756","13,330","14,968","22,414","310,321","21,191","10,955","14,900","17,251","10,849","36,152","19,030","26,870","14,642","23,593","16,645","17,756","19,809","21,560","15,117","12,956","11,045"
2021년07월_계_연령구간인구수,"548,960","238,639","12,493","21,345","16,548","7,028","10,320","25,095","15,559","10,797","17,442","19,544","31,756","13,330","14,968","22,414","310,321","21,191","10,955","14,900","17,251","10,849","36,152","19,030","26,870","14,642","23,593","16,645","17,756","19,809","21,560","15,117","12,956","11,045"
2021년07월_계_0~9세,"38,570","15,042",870,"1,100",791,246,449,"1,636","1,711",438,947,"1,357","2,069",860,612,"1,956","23,528","1,682",777,720,"1,343",663,"1,927","1,193","2,116","1,293","2,315","1,343","2,425","1,407","1,574","1,123",914,713
2021년07월_계_10~19세,"51,366","18,391","1,057","1,440","1,268",456,697,"1,526","1,297",680,"1,237","1,468","2,546","1,284","1,132","2,303","32,975","2,150","1,047","1,090","2,198",700,"2,834","1,404","2,356","1,621","3,704","3,443","1,574","1,576","1,974","2,192","1,576","1,536"
2021년07월_계_20~29세,"76,439","34,109","1,915","3,421","2,445","1,035","1,380","3,842","1,930","1,571","2,375","2,523","4,539","1,914","2,082","3,137","42,330","2,865","1,589","2,197","2,078","1,466","5,719","2,928","3,601","2,105","2,531","1,812","1,977","3,119","3,184","1,933","1,790","1,436"
2021년07월_계_30~39세,"77,094","33,020","1,856","2,872","2,125",902,"1,295","4,629","2,640","1,484","2,141","2,641","4,020","1,472","1,637","3,306","44,074","2,681","1,383","1,931","2,128","2,241","4,712","2,957","5,639","1,832","3,131","1,209","3,836","2,988","2,930","1,813","1,596","1,067"
2021년07월_계_40~49세,"86,491","34,505","1,925","2,893","2,277",947,"1,435","3,684","2,583","1,417","2,242","2,877","4,692","2,022","2,077","3,434","51,986","3,368","1,625","1,912","3,194","1,760","4,789","2,895","4,950","2,372","5,203","3,962","3,165","2,734","3,175","2,862","2,105","1,915"
2021년07월_계_50~59세,"96,229","42,825","2,182","3,903","2,988","1,273","1,839","4,097","2,539","1,990","3,259","3,483","5,992","2,511","3,046","3,723","53,404","3,835","2,058","2,912","2,747","1,661","6,915","3,433","3,998","2,894","3,437","2,634","2,346","3,633","4,062","2,530","2,382","1,927"
2021년07월_계_60~69세,"74,263","36,037","1,620","3,339","2,809","1,098","1,812","3,450","1,791","1,939","3,057","3,075","4,577","1,995","2,488","2,987","38,226","2,965","1,567","2,517","2,109","1,340","5,564","2,513","2,538","1,558","1,984","1,319","1,605","2,870","3,140","1,508","1,684","1,445"
2021년07월_계_70~79세,"31,803","16,526",737,"1,635","1,290",668,905,"1,474",745,873,"1,442","1,381","2,209",827,"1,290","1,050","15,277","1,099",640,"1,033",927,594,"2,424","1,130","1,046",586,754,569,570,992,988,676,619,630
