카테고리,경기도 안양시,경기도 안양시 만안구,경기도 안양시 만안구 안양1동,경기도 안양시 만안구 안양2동,경기도 안양시 만안구 안양3동,경기도 안양시 만안구 안양4동,경기도 안양시 만안구 안양5동,경기도 안양시 만안구 안양6동,경기도 안양시 만안구 안양7동,경기도 안양시 만안구 안양8동,경기도 안양시 만안구 안양9동,경기도 안양시 만안구 석수1동,경기도 안양시 만안구 석수2동,경기도 안양시 만안구 석수3동,경기도 안양시 만안구 박달1동,경기도 안양시 만안구 박달2동,경기도 안양시 동안구,경기도 안양시 동안구 비산1동,경기도 안양시 동안구 비산2동,경기도 안양시 동안구 비산3동,경기도 안양시 동안구 부흥동,경기도 안양시 동안구 달안동,경기도 안양시 동안구 관양1동,경기도 안양시 동안구 관양2동,경기도 안양시 동안구 부림동,경기도 안양시 동안구 평촌동,경기도 안양시 동안구 평안동,경기도 안양시 동안구 귀인동,경기도 안양시 동안구 호계1동,경기도 안양시 동안구 호계2동,경기도 안양시 동안구 호계3동,경기도 안양시 동안구 범계동,경기도 안양시 동안구 신촌동,경기도 안양시 동안구 갈산동
2021년07월_계_80~89세,"14,421","7,161",278,647,497,354,449,680,266,356,650,623,978,395,543,445,"7,260",465,225,500,452,358,"1,085",497,559,340,450,307,207,416,456,390,241,312
2021년07월_계_90~99세,"2,191",980,52,89,57,49,56,74,54,45,79,116,130,50,58,71,"1,211",78,43,86,72,64,171,77,65,35,82,47,46,72,75,89,49,60
2021년07월_계_100세 이상,93,43,1,6,1,0,3,3,3,4,13,0,4,0,3,2,50,3,1,2,3,2,12,3,2,6,2,0,5,2,2,1,0,4
2021년07월_남_총인구수,"271,356","119,435","6,217","10,699","8,243","3,513","5,123","12,855","7,627","5,604","8,615","9,614","15,908","6,717","7,502","11,198","151,921","10,334","5,302","7,403","8,261","4,942","17,645","9,676","13,016","7,199","11,473","8,188","8,952","9,726","10,800","7,207","6,413","5,384"
2021년07월_남_연령구간인구수,"271,356","119,435","6,217","10,699","8,243","3,513","5,123","12,855","7,627","5,604","8,615","9,614","15,908","6,717","7,502","11,198","151,921","10,334","5,302","7,403","8,261","4,942","17,645","9,676","13,016","7,199","11,473","8,188","8,952","9,726","10,800","7,207","6,413","5,384"
2021년07월_남_0~9세,"19,625","7,624",437,542,419,125,232,812,841,227,476,733,"1,058",418,289,"1,015","12,001",875,396,363,713,334,997,603,"1,034",666,"1,171",740,"1,242",701,806,555,457,348
2021년07월_남_10~19세,"26,634","9,604",542,745,658,231,374,791,650,351,630,781,"1,372",689,588,"1,202","17,030","1,135",522,591,"1,144",362,"1,505",686,"1,213",823,"1,908","1,804",824,820,968,"1,146",816,763
2021년07월_남_20~29세,"39,558","17,801",948,"1,670","1,306",507,723,"2,003",966,868,"1,275","1,330","2,376","1,068","1,073","1,688","21,757","1,427",818,"1,177","1,072",681,"3,017","1,587","1,756","1,099","1,324",896,986,"1,599","1,684",950,931,753
2021년07월_남_30~39세,"39,636","17,432",961,"1,587","1,156",494,682,"2,544","1,265",894,"1,161","1,306","2,032",755,910,"1,685","22,204","1,299",675,"1,028","1,009","1,139","2,491","1,622","2,946",876,"1,436",516,"1,921","1,559","1,504",832,817,534
2021년07월_남_40~49세,"42,476","17,730",960,"1,517","1,165",528,744,"1,973","1,320",784,"1,151","1,399","2,405","1,015","1,075","1,694","24,746","1,602",764,958,"1,466",808,"2,290","1,464","2,374","1,104","2,427","1,794","1,637","1,300","1,585","1,297",968,908
2021년07월_남_50~59세,"46,704","20,978","1,095","1,904","1,427",653,935,"2,059","1,264",985,"1,514","1,620","2,960","1,243","1,576","1,743","25,726","1,819",973,"1,369","1,328",730,"3,226","1,715","1,864","1,418","1,752","1,383","1,178","1,720","1,932","1,228","1,159",932
2021년07월_남_60~69세,"36,560","17,746",795,"1,698","1,343",540,869,"1,694",849,947,"1,490","1,513","2,288","1,017","1,211","1,492","18,814","1,461",767,"1,262",980,576,"2,647","1,272","1,219",802,988,678,789,"1,405","1,634",763,864,707
2021년07월_남_70~79세,"14,671","7,740",355,776,582,281,398,711,355,406,657,700,"1,030",384,595,510,"6,931",522,307,481,403,206,"1,064",527,413,275,320,250,290,457,525,283,305,303
2021년07월_남_80~89세,"4,959","2,555",110,240,174,132,152,242,105,138,240,207,364,120,174,157,"2,404",175,72,150,128,94,360,182,181,124,127,113,76,144,147,126,86,119
2021년07월_남_90~99세,510,214,14,18,12,22,13,26,11,4,16,25,23,8,10,12,296,19,8,24,17,12,45,18,15,11,18,14,8,20,14,27,10,16
2021년07월_남_100세 이상,23,11,0,2,1,0,1,0,1,0,5,0,0,0,1,0,12,0,0,0,1,0,3,0,1,1,2,0,1,1,1,0,0,1
2021년07월_여_총인구수,"277,604","119,204","6,276","10,646","8,305","3,515","5,197","12,240","7,932","5,193","8,827","9,930","15,848","6,613","7,466","11,216","158,400","10,857","5,653","7,497","8,990","5,907","18,507","9,354","13,854","7,443","12,120","8,457","8,804","10,083","10,760","7,910","6,543","5,661"
2021년07월_여_연령구간인구수,"277,604","119,204","6,276","10,646","8,305","3,515","5,197","12,240","7,932","5,193","8,827","9,930","15,848","6,613","7,466","11,216","158,400","10,857","5,653","7,497","8,990","5,907","18,507","9,354","13,854","7,443","12,120","8,457","8,804","10,083","10,760","7,910","6,543","5,661"
2021년07월_여_0~9세,"18,945","7,418",433,558,372,121,217,824,870,211,471,624,"1,011",442,323,941,"11,527",807,381,357,630,329,930,590,"1,082",627,"1,144",603,"1,183",706,768,568,457,365
2021년07월_여_10~19세,"24,732","8,787",515,695,610,225,323,735,647,329,607,687,"1,174",595,544,"1,101","15,945","1,015",525,499,"1,054",338,"1,329",718,"1,143",798,"1,796","1,639",750,756,"1,006","1,046",760,773
2021년07월_여_20~29세,"36,881","16,308",967,"1,751","1,139",528,657,"1,839",964,703,"1,100","1,193","2,163",846,"1,009","1,449","20,573","1,438",771,"1,020","1,006",785,"2,702","1,341","1,845","1,006","1,207",916,991,"1,520","1,500",983,859,683
2021년07월_여_30~39세,"37,458","15,588",895,"1,285",969,408,613,"2,085","1,375",590,980,"1,335","1,988",717,727,"1,621","21,870","1,382",708,903,"1,119","1,102","2,221","1,335","2,693",956,"1,695",693,"1,915","1,429","1,426",981,779,533
2021년07월_여_40~49세,"44,015","16,775",965,"1,376","1,112",419,691,"1,711","1,263",633,"1,091","1,478","2,287","1,007","1,002","1,740","27,240","1,766",861,954,"1,728",952,"2,499","1,431","2,576","1,268","2,776","2,168","1,528","1,434","1,590","1,565","1,137","1,007"
2021년07월_여_50~59세,"49,525","21,847","1,087","1,999","1,561",620,904,"2,038","1,275","1,005","1,745","1,863","3,032","1,268","1,470","1,980","27,678","2,016","1,085","1,543","1,419",931,"3,689","1,718","2,134","1,476","1,685","1,251","1,168","1,913","2,130","1,302","1,223",995
2021년07월_여_60~69세,"37,703","18,291",825,"1,641","1,466",558,943,"1,756",942,992,"1,567","1,562","2,289",978,"1,277","1,495","19,412","1,504",800,"1,255","1,129",764,"2,917","1,241","1,319",756,996,641,816,"1,465","1,506",745,820,738
2021년07월_여_70~79세,"17,132","8,786",382,859,708,387,507,763,390,467,785,681,"1,179",443,695,540,"8,346",577,333,552,524,388,"1,360",603,633,311,434,319,280,535,463,393,314,327
2021년07월_여_80~89세,"9,462","4,606",168,407,323,222,297,438,161,218,410,416,614,275,369,288,"4,856",290,153,350,324,264,725,315,378,216,323,194,131,272,309,264,155,193
2021년07월_여_90~99세,"1,681",766,38,71,45,27,43,48,43,41,63,91,107,42,48,59,915,59,35,62,55,52,126,59,50,24,64,33,38,52,61,62,39,44
2021년07월_여_100세 이상,70,32,1,4,0,0,2,3,2,4,8,0,4,0,2,2,38,3,1,2,2,2,9,3,1,5,0,0,4,1,1,1,0,3
