카테고리,부산광역시 동래구,부산광역시 동래구 수민동,부산광역시 동래구 복산동,부산광역시 동래구 명륜동,부산광역시 동래구 온천제1동,부산광역시 동래구 온천제2동,부산광역시 동래구 온천제3동,부산광역시 동래구 사직제1동,부산광역시 동래구 사직제2동,부산광역시 동래구 사직제3동,부산광역시 동래구 안락제1동,부산광역시 동래구 안락제2동,부산광역시 동래구 명장제1동,부산광역시 동래구 명장제2동
2021년01월_계_총인구수,"270,695","32,977","10,128","24,893","19,493","15,154","39,208","10,769","28,098","17,719","14,945","27,776","14,467","15,068"
2021년01월_계_연령구간인구수,"270,695","32,977","10,128","24,893","19,493","15,154","39,208","10,769","28,098","17,719","14,945","27,776","14,467","15,068"
2021년01월_계_0~9세,"19,553","2,619",350,"2,654","1,015",884,"2,618",804,"2,566","1,533",799,"1,882",989,840
2021년01월_계_10~19세,"24,981","2,785",652,"3,192","1,144","1,441","2,900","1,020","4,138","1,795",996,"2,830","1,049","1,039"
2021년01월_계_20~29세,"32,565","3,958","1,109","2,490","2,946","1,746","5,614","1,286","3,154","1,833","1,727","3,228","1,623","1,851"
2021년01월_계_30~39세,"32,963","4,354",893,"3,119","3,132","1,457","5,417","1,403","2,755","2,002","1,697","3,098","1,786","1,850"
2021년01월_계_40~49세,"43,145","5,032","1,245","4,998","3,028","2,141","5,671","1,770","5,692","3,239","2,069","4,370","1,950","1,940"
2021년01월_계_50~59세,"44,329","5,373","1,789","3,618","3,033","2,497","6,647","1,676","4,583","2,563","2,577","4,833","2,458","2,682"
2021년01월_계_60~69세,"41,242","4,982","2,052","2,641","2,718","2,552","6,019","1,465","3,234","2,594","2,842","4,488","2,675","2,980"
2021년01월_계_70~79세,"22,334","2,704","1,338","1,500","1,657","1,596","3,074",913,"1,445","1,565","1,607","2,174","1,375","1,386"
2021년01월_계_80~89세,"8,336","1,013",595,585,695,722,"1,104",385,457,523,552,767,501,437
2021년01월_계_90~99세,"1,108",138,83,89,97,111,128,45,69,67,73,95,54,59
2021년01월_계_100세 이상,139,19,22,7,28,7,16,2,5,5,6,11,7,4
2021년01월_남_총인구수,"131,698","16,083","4,926","12,186","9,199","7,340","19,172","5,153","13,569","8,783","7,357","13,539","7,030","7,361"
2021년01월_남_연령구간인구수,"131,698","16,083","4,926","12,186","9,199","7,340","19,172","5,153","13,569","8,783","7,357","13,539","7,030","7,361"
2021년01월_남_0~9세,"10,118","1,330",179,"1,390",496,433,"1,344",420,"1,310",875,432,966,506,437
2021년01월_남_10~19세,"13,014","1,503",349,"1,755",565,771,"1,514",464,"2,024","1,004",534,"1,471",498,562
2021년01월_남_20~29세,"17,045","2,109",602,"1,276","1,331",963,"2,838",685,"1,712",958,911,"1,771",866,"1,023"
2021년01월_남_30~39세,"16,516","2,183",508,"1,442","1,570",763,"2,783",687,"1,282",966,892,"1,554",910,976
2021년01월_남_40~49세,"21,058","2,506",655,"2,413","1,465","1,025","2,789",862,"2,614","1,636","1,076","2,073",994,950
2021년01월_남_50~59세,"21,082","2,487",868,"1,760","1,484","1,172","3,131",819,"2,254","1,266","1,229","2,275","1,138","1,199"
2021년01월_남_60~69세,"19,158","2,306",968,"1,220","1,280","1,180","2,845",644,"1,545","1,165","1,304","2,094","1,254","1,353"
2021년01월_남_70~79세,"10,271","1,234",562,682,714,728,"1,430",404,682,703,742,"1,032",665,693
2021년01월_남_80~89세,"3,156",377,216,230,267,277,460,160,135,202,217,278,184,153
2021년01월_남_90~99세,258,40,19,18,24,25,37,7,10,8,18,25,13,14
2021년01월_남_100세 이상,22,8,0,0,3,3,1,1,1,0,2,0,2,1
2021년01월_여_총인구수,"138,997","16,894","5,202","12,707","10,294","7,814","20,036","5,616","14,529","8,936","7,588","14,237","7,437","7,707"
2021년01월_여_연령구간인구수,"138,997","16,894","5,202","12,707","10,294","7,814","20,036","5,616","14,529","8,936","7,588","14,237","7,437","7,707"
2021년01월_여_0~9세,"9,435","1,289",171,"1,264",519,451,"1,274",384,"1,256",658,367,916,483,403
2021년01월_여_10~19세,"11,967","1,282",303,"1,437",579,670,"1,386",556,"2,114",791,462,"1,359",551,477
2021년01월_여_20~29세,"15,520","1,849",507,"1,214","1,615",783,"2,776",601,"1,442",875,816,"1,457",757,828
2021년01월_여_30~39세,"16,447","2,171",385,"1,677","1,562",694,"2,634",716,"1,473","1,036",805,"1,544",876,874
2021년01월_여_40~49세,"22,087","2,526",590,"2,585","1,563","1,116","2,882",908,"3,078","1,603",993,"2,297",956,990
2021년01월_여_50~59세,"23,247","2,886",921,"1,858","1,549","1,325","3,516",857,"2,329","1,297","1,348","2,558","1,320","1,483"
2021년01월_여_60~69세,"22,084","2,676","1,084","1,421","1,438","1,372","3,174",821,"1,689","1,429","1,538","2,394","1,421","1,627"
2021년01월_여_70~79세,"12,063","1,470",776,818,943,868,"1,644",509,763,862,865,"1,142",710,693
2021년01월_여_80~89세,"5,180",636,379,355,428,445,644,225,322,321,335,489,317,284
2021년01월_여_90~99세,850,98,64,71,73,86,91,38,59,59,55,70,41,45
2021년01월_여_100세 이상,117,11,22,7,25,4,15,1,4,5,4,11,5,3
