카테고리,부산광역시 남구,부산광역시 남구 대연제1동,부산광역시 남구 대연제3동,부산광역시 남구 대연제4동,부산광역시 남구 대연제5동,부산광역시 남구 대연제6동,부산광역시 남구 용호제1동,부산광역시 남구 용호제2동,부산광역시 남구 용호제3동,부산광역시 남구 용호제4동,부산광역시 남구 용당동,부산광역시 남구 감만제1동,부산광역시 남구 감만제2동,부산광역시 남구 우암동,부산광역시 남구 문현제1동,부산광역시 남구 문현제2동,부산광역시 남구 문현제3동,부산광역시 남구 문현제4동
2020년04월_계_총인구수,"271,674","16,235","33,302","12,891","17,240","15,748","45,582","17,680","12,728","8,916","8,123","14,437","7,268","13,735","14,731","8,996","14,596","9,466"
2020년04월_계_연령구간인구수,"271,674","16,235","33,302","12,891","17,240","15,748","45,582","17,680","12,728","8,916","8,123","14,437","7,268","13,735","14,731","8,996","14,596","9,466"
2020년04월_계_0~9세,"18,929",608,"2,938","1,068","1,171","1,849","3,627","1,528",554,586,516,783,344,693,895,380,970,419
2020년04월_계_10~19세,"23,875","1,029","3,270",868,"1,516","1,477","5,331","1,844",944,690,768,"1,052",526,964,"1,315",414,"1,248",619
2020년04월_계_20~29세,"35,486","3,539","6,163","1,310","2,615","1,821","5,141","1,732","1,501",962,"1,007","1,637",719,"1,380","1,776","1,292","1,819","1,072"
2020년04월_계_30~39세,"31,746","1,946","4,484","1,890","2,150","2,350","4,476","1,971","1,205","1,126",779,"1,550",729,"1,399","1,507","1,367","1,861",956
2020년04월_계_40~49세,"42,757","2,120","5,731","1,881","2,707","2,689","8,056","2,973","1,683","1,388","1,292","2,098","1,091","1,951","2,316","1,211","2,223","1,347"
2020년04월_계_50~59세,"43,713","2,301","4,700","1,966","2,491","2,265","7,900","2,787","2,276","1,379","1,442","2,454","1,230","2,294","2,622","1,405","2,531","1,670"
2020년04월_계_60~69세,"40,233","2,411","3,328","1,964","2,385","1,830","6,123","2,759","2,454","1,579","1,313","2,621","1,303","2,702","2,247","1,378","2,120","1,716"
2020년04월_계_70~79세,"24,596","1,616","1,839","1,373","1,552","1,044","3,410","1,477","1,545",877,734,"1,600",960,"1,656","1,460","1,018","1,284","1,151"
2020년04월_계_80~89세,"9,088",595,736,511,590,364,"1,308",524,504,277,237,568,338,587,535,468,488,458
2020년04월_계_90~99세,"1,117",60,98,50,57,52,202,76,55,43,33,59,26,99,52,53,50,52
2020년04월_계_100세 이상,134,10,15,10,6,7,8,9,7,9,2,15,2,10,6,10,2,6
2020년04월_남_총인구수,"133,034","8,119","16,208","6,280","8,318","7,555","21,957","8,711","6,196","4,310","4,140","7,357","3,622","6,840","7,190","4,499","7,078","4,654"
