카테고리,서울특별시 영등포구,서울특별시 영등포구 영등포본동,서울특별시 영등포구 영등포동,서울특별시 영등포구 여의동,서울특별시 영등포구 당산제1동,서울특별시 영등포구 당산제2동,서울특별시 영등포구 도림동,서울특별시 영등포구 문래동,서울특별시 영등포구 양평제1동,서울특별시 영등포구 양평제2동,서울특별시 영등포구 신길제1동,서울특별시 영등포구 신길제3동,서울특별시 영등포구 신길제4동,서울특별시 영등포구 신길제5동,서울특별시 영등포구 신길제6동,서울특별시 영등포구 신길제7동,서울특별시 영등포구 대림제1동,서울특별시 영등포구 대림제2동,서울특별시 영등포구 대림제3동
2020년02월_계_90~99세,"1,495",110,90,198,77,134,71,122,73,63,81,71,49,40,75,54,59,50,78
2020년02월_계_100세 이상,273,15,25,22,15,29,17,25,9,6,22,8,15,15,14,11,15,6,4
2020년02월_남_총인구수,"183,468","11,176","14,570","16,140","10,313","16,897","9,371","15,675","8,869","11,230","8,948","8,568","4,465","4,453","8,880","9,488","6,457","6,139","11,829"
2020년02월_남_연령구간인구수,"183,468","11,176","14,570","16,140","10,313","16,897","9,371","15,675","8,869","11,230","8,948","8,568","4,465","4,453","8,880","9,488","6,457","6,139","11,829"
2020년02월_남_0~9세,"12,905",776,615,"1,541",626,"1,345",576,"1,671",715,905,337,662,144,246,526,"1,062",269,262,627
2020년02월_남_10~19세,"13,004",740,495,"1,439",553,"1,156",523,"1,538",534,903,498,634,348,325,669,931,492,327,899
2020년02월_남_20~29세,"27,072","1,504","2,693","1,878","1,602","2,995","1,315","1,724","1,238","1,668","1,641","1,091",685,611,"1,455","1,331","1,023",965,"1,653"
2020년02월_남_30~39세,"34,238","1,791","3,607","2,442","2,214","3,747","1,772","2,772","2,285","2,620","1,722","1,354",590,601,"1,498","1,612",838,907,"1,866"
2020년02월_남_40~49세,"28,731","1,711","2,072","2,616","1,569","2,484","1,549","2,946","1,537","1,754","1,345","1,359",647,687,"1,294","1,598",946,880,"1,737"
2020년02월_남_50~59세,"28,653","1,924","2,278","2,466","1,576","2,201","1,591","2,061","1,080","1,613","1,389","1,502",834,821,"1,377","1,432","1,180","1,136","2,192"
2020년02월_남_60~69세,"21,796","1,583","1,770","1,894","1,220","1,708","1,079","1,628",791,"1,086","1,073","1,140",714,655,"1,188",898,902,823,"1,644"
2020년02월_남_70~79세,"12,257",845,776,"1,194",671,873,697,946,507,479,664,624,358,391,630,462,610,619,911
2020년02월_남_80~89세,"4,330",263,231,597,259,336,243,334,162,182,256,184,128,105,223,146,183,212,286
2020년02월_남_90~99세,413,37,28,70,20,44,19,45,19,18,19,15,11,7,15,15,11,6,14
2020년02월_남_100세 이상,69,2,5,3,3,8,7,10,1,2,4,3,6,4,5,1,3,2,0
2020년02월_여_총인구수,"186,640","10,684","12,223","18,212","10,700","19,098","9,197","16,091","8,980","11,312","8,730","8,763","4,453","4,742","9,229","9,588","6,438","6,483","11,717"
2020년02월_여_연령구간인구수,"186,640","10,684","12,223","18,212","10,700","19,098","9,197","16,091","8,980","11,312","8,730","8,763","4,453","4,742","9,229","9,588","6,438","6,483","11,717"
2020년02월_여_0~9세,"12,546",782,628,"1,553",613,"1,316",508,"1,577",632,871,343,607,171,248,528,966,246,259,698
2020년02월_여_10~19세,"11,737",657,410,"1,454",532,"1,123",480,"1,422",518,796,457,581,282,336,506,800,348,323,712
2020년02월_여_20~29세,"30,081","1,308","3,339","2,099","1,962","4,245","1,371","1,846","1,498","1,996","1,713","1,133",598,583,"1,565","1,324",999,948,"1,554"
2020년02월_여_30~39세,"32,198","1,617","2,800","3,002","2,040","4,007","1,591","2,995","2,062","2,431","1,283","1,236",489,510,"1,437","1,645",661,814,"1,578"
2020년02월_여_40~49세,"27,242","1,569","1,393","2,917","1,454","2,550","1,351","2,824","1,345","1,717","1,166","1,270",595,696,"1,268","1,597",906,892,"1,732"
2020년02월_여_50~59세,"27,769","1,806","1,355","2,648","1,553","2,411","1,450","2,009","1,050","1,509","1,273","1,512",846,891,"1,462","1,449","1,182","1,161","2,202"
2020년02월_여_60~69세,"23,122","1,541","1,151","2,143","1,357","1,821","1,176","1,816",951,"1,046","1,168","1,282",719,794,"1,327","1,001","1,049","1,019","1,761"
2020년02월_여_70~79세,"14,236",932,743,"1,470",770,"1,003",818,"1,050",589,606,869,753,491,440,740,513,716,748,985
2020년02월_여_80~89세,"6,423",386,322,779,350,511,390,460,273,291,378,328,215,200,327,244,271,271,427
2020년02월_여_90~99세,"1,082",73,62,128,57,90,52,77,54,45,62,56,38,33,60,39,48,44,64
2020년02월_여_100세 이상,204,13,20,19,12,21,10,15,8,4,18,5,9,11,9,10,12,4,4
