카테고리,경상북도,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 북구,경상북도 경주시,경상북도 김천시,경상북도 안동시,경상북도 구미시,경상북도 영주시,경상북도 영천시,경상북도 상주시,경상북도 문경시,경상북도 경산시,경상북도 군위군,경상북도 의성군,경상북도 청송군,경상북도 영양군,경상북도 영덕군,경상북도 청도군,경상북도 고령군,경상북도 성주군,경상북도 칠곡군,경상북도 예천군,경상북도 봉화군,경상북도 울진군,경상북도 울릉군
2021년06월_계_80~89세,"138,893","15,990","7,030","8,960","13,292","8,330","9,961","8,294","7,046","7,160","8,549","5,727","9,642","2,659","6,236","2,552","1,741","3,907","4,343","2,698","3,534","4,503","5,051","3,294","3,880",504
2021년06월_계_90~99세,"19,532","2,213",914,"1,299","1,800","1,258","1,488","1,205","1,074",826,"1,329",827,"1,174",336,825,320,260,544,627,331,513,641,682,501,675,83
2021년06월_계_100세 이상,651,69,40,29,68,32,49,40,52,23,39,38,32,14,28,16,16,21,9,8,10,22,22,26,14,3
2021년06월_남_총인구수,"1,326,844","255,017","119,367","135,650","126,429","70,444","78,116","212,841","50,850","51,967","47,235","35,098","134,238","11,730","25,016","12,359","8,179","16,972","20,580","15,879","22,238","59,430","27,398","15,680","24,213","4,935"
2021년06월_남_연령구간인구수,"1,326,844","255,017","119,367","135,650","126,429","70,444","78,116","212,841","50,850","51,967","47,235","35,098","134,238","11,730","25,016","12,359","8,179","16,972","20,580","15,879","22,238","59,430","27,398","15,680","24,213","4,935"
2021년06월_남_0~9세,"94,589","19,950","8,773","11,177","8,061","5,244","5,397","20,538","3,061","2,873","2,610","2,024","10,175",341,983,484,374,779,747,709,928,"4,692","2,299",669,"1,450",201
2021년06월_남_10~19세,"117,595","24,320","11,092","13,228","10,668","6,730","7,051","23,141","4,555","3,600","3,938","3,019","11,848",507,"1,150",626,469,"1,047","1,145","1,047","1,210","6,012","2,349",973,"1,959",231
2021년06월_남_20~29세,"159,442","32,777","15,860","16,917","14,809","8,107","9,071","31,103","5,623","6,010","4,560","3,551","19,917",868,"1,755",997,655,"1,358","1,590","1,396","2,011","6,724","2,296","1,141","2,624",499
2021년06월_남_30~39세,"152,096","31,009","14,330","16,679","13,327","7,734","7,932","34,273","4,444","5,032","3,852","2,949","17,820",723,"1,733",934,548,"1,200","1,413","1,185","1,732","7,755","2,718","1,006","2,260",517
2021년06월_남_40~49세,"197,774","38,809","18,455","20,354","18,868","10,125","11,325","36,704","7,005","6,836","5,944","4,620","21,326","1,200","2,651","1,321",960,"2,057","2,369","2,059","2,737","11,044","3,878","1,830","3,335",771
2021년06월_남_50~59세,"235,663","44,815","21,307","23,508","24,109","12,326","13,264","35,600","8,993","9,661","8,666","6,172","22,784","2,341","4,540","2,450","1,600","3,232","3,795","3,276","4,501","10,674","4,167","3,015","4,619","1,063"
2021년06월_남_60~69세,"211,530","39,946","18,678","21,268","20,960","11,319","12,885","21,500","9,125","9,759","9,318","6,777","17,934","2,915","6,093","2,834","1,805","3,636","4,954","3,411","5,114","7,550","4,847","3,662","4,247",939
2021년06월_남_70~79세,"108,283","17,652","8,368","9,284","11,045","5,849","7,413","7,161","5,317","5,664","5,383","3,963","8,859","1,860","3,875","1,757","1,137","2,346","3,051","1,831","2,737","3,354","3,012","2,105","2,421",491
2021년06월_남_80~89세,"45,830","5,341","2,350","2,991","4,220","2,740","3,455","2,590","2,489","2,336","2,711","1,849","3,313",902,"2,049",894,569,"1,219","1,388",887,"1,159","1,473","1,704","1,158","1,183",201
2021년06월_남_90~99세,"3,948",385,145,240,348,268,313,228,229,191,250,165,256,72,184,59,60,95,127,75,109,150,127,120,115,22
2021년06월_남_100세 이상,94,13,9,4,14,2,10,3,9,5,3,9,6,1,3,3,2,3,1,3,0,2,1,1,0,0
2021년06월_여_총인구수,"1,305,557","248,617","111,617","137,000","126,173","69,849","79,689","201,443","51,590","50,132","49,038","36,311","132,509","11,194","26,083","12,425","8,232","18,807","21,267","15,048","20,726","54,586","28,386","15,404","23,993","4,055"
2021년06월_여_연령구간인구수,"1,305,557","248,617","111,617","137,000","126,173","69,849","79,689","201,443","51,590","50,132","49,038","36,311","132,509","11,194","26,083","12,425","8,232","18,807","21,267","15,048","20,726","54,586","28,386","15,404","23,993","4,055"
2021년06월_여_0~9세,"89,124","18,497","8,150","10,347","7,757","4,911","4,912","19,424","2,830","2,792","2,427","1,894","9,806",301,874,463,335,780,700,659,929,"4,398","2,255",630,"1,352",198
2021년06월_여_10~19세,"106,245","22,050","9,987","12,063","9,759","5,653","6,471","21,200","4,159","3,077","3,537","2,539","11,060",414,"1,071",548,444,"1,009","1,082",916,984,"5,407","2,077",879,"1,690",219
2021년06월_여_20~29세,"121,689","24,175","10,824","13,351","11,414","6,348","7,490","24,674","3,988","4,059","3,310","2,713","16,501",567,"1,261",643,460,968,"1,128",999,"1,323","5,028","1,798",758,"1,774",310
2021년06월_여_30~39세,"132,551","27,379","12,052","15,327","11,646","6,952","7,293","29,973","3,851","4,234","3,331","2,618","15,260",522,"1,371",680,451,"1,089","1,216",987,"1,468","6,490","2,698",836,"1,870",336
2021년06월_여_40~49세,"181,550","38,149","17,168","20,981","17,380","9,091","10,520","35,960","6,556","5,609","5,239","4,001","20,270",856,"1,884",993,666,"1,699","1,911","1,594","1,855","9,496","3,291","1,291","2,750",489
2021년06월_여_50~59세,"218,728","44,317","19,622","24,695","22,449","11,231","12,516","34,158","8,488","8,408","7,664","5,701","22,656","1,777","3,824","2,138","1,267","2,743","3,295","2,499","3,679","9,038","3,781","2,557","3,812",730
2021년06월_여_60~69세,"213,450","41,559","19,158","22,401","21,536","11,597","13,659","20,370","9,866","9,539","9,582","7,103","18,720","2,593","5,990","2,814","1,766","3,935","4,854","3,062","4,583","6,913","4,852","3,373","4,340",844
2021년06월_여_70~79세,"133,016","19,958","9,176","10,782","13,654","7,456","9,108","8,966","6,407","6,937","6,995","5,173","10,963","2,130","4,955","2,214","1,457","3,429","3,618","2,260","3,116","4,275","3,711","2,538","3,134",562
2021년06월_여_80~89세,"93,063","10,649","4,680","5,969","9,072","5,590","6,506","5,704","4,557","4,824","5,838","3,878","6,329","1,757","4,187","1,658","1,172","2,688","2,955","1,811","2,375","3,030","3,347","2,136","2,697",303
2021년06월_여_90~99세,"15,584","1,828",769,"1,059","1,452",990,"1,175",977,845,635,"1,079",662,918,264,641,261,200,449,500,256,404,491,555,381,560,61
2021년06월_여_100세 이상,557,56,31,25,54,30,39,37,43,18,36,29,26,13,25,13,14,18,8,5,10,20,21,25,14,3
