카테고리,경기도 성남시,경기도 성남시 수정구,경기도 성남시 수정구 신흥1동,경기도 성남시 수정구 신흥2동,경기도 성남시 수정구 신흥3동,경기도 성남시 수정구 태평1동,경기도 성남시 수정구 태평2동,경기도 성남시 수정구 태평3동,경기도 성남시 수정구 태평4동,경기도 성남시 수정구 수진1동,경기도 성남시 수정구 수진2동,경기도 성남시 수정구 단대동,경기도 성남시 수정구 산성동,경기도 성남시 수정구 양지동,경기도 성남시 수정구 복정동,경기도 성남시 수정구 위례동,경기도 성남시 수정구 신촌동,경기도 성남시 수정구 고등동,경기도 성남시 수정구 시흥동,경기도 성남시 중원구,경기도 성남시 중원구 성남동,경기도 성남시 중원구 중앙동,경기도 성남시 중원구 금광1동,경기도 성남시 중원구 금광2동,경기도 성남시 중원구 은행1동,경기도 성남시 중원구 은행2동,경기도 성남시 중원구 상대원1동,경기도 성남시 중원구 상대원2동,경기도 성남시 중원구 상대원3동,경기도 성남시 중원구 하대원동,경기도 성남시 중원구 도촌동,경기도 성남시 분당구,경기도 성남시 분당구 분당동,경기도 성남시 분당구 수내1동,경기도 성남시 분당구 수내2동,경기도 성남시 분당구 수내3동,경기도 성남시 분당구 정자동,경기도 성남시 분당구 정자1동,경기도 성남시 분당구 정자2동,경기도 성남시 분당구 정자3동,경기도 성남시 분당구 서현1동,경기도 성남시 분당구 서현2동,경기도 성남시 분당구 이매1동,경기도 성남시 분당구 이매2동,경기도 성남시 분당구 야탑1동,경기도 성남시 분당구 야탑2동,경기도 성남시 분당구 야탑3동,경기도 성남시 분당구 판교동,경기도 성남시 분당구 삼평동,경기도 성남시 분당구 백현동,경기도 성남시 분당구 금곡동,경기도 성남시 분당구 구미1동,경기도 성남시 분당구 구미동,경기도 성남시 분당구 운중동
2021년08월_계_80~89세,"25,660","6,445",443,358,325,557,520,440,465,450,495,509,191,320,137,895,75,176,89,"5,901","1,001",388,197,744,291,799,664,418,346,481,572,"13,314",732,677,267,246,429,933,653,530,916,456,641,399,472,608,792,389,428,483,"1,078",484,"1,274",427
2021년08월_계_90~99세,"4,164",879,56,64,41,60,76,57,49,57,52,67,25,37,37,141,15,29,16,845,150,47,23,100,29,91,97,56,53,88,111,"2,440",136,103,44,36,74,119,120,113,160,83,141,82,92,99,138,62,75,81,225,95,284,78
2021년08월_계_100세 이상,198,59,1,5,1,4,6,2,1,9,8,7,2,2,2,4,1,1,3,60,8,1,33,4,0,3,2,7,1,1,0,79,6,3,2,1,2,7,4,1,5,1,4,1,5,3,10,2,5,2,3,2,9,1
2021년08월_남_총인구수,"461,612","119,326","7,021","9,948","5,948","7,997","7,763","6,856","6,743","6,472","8,029","7,768","2,973","4,909","6,163","22,244","2,541","4,332","1,619","108,332","17,553","6,992","3,497","12,750","5,115","11,932","13,191","6,933","6,426","10,575","13,368","233,954","12,782","8,463","5,092","6,902","9,687","14,364","7,392","7,427","15,461","9,027","12,460","6,528","8,616","7,857","14,041","12,669","12,004","13,085","13,277","8,384","14,774","13,662"
2021년08월_남_연령구간인구수,"461,612","119,326","7,021","9,948","5,948","7,997","7,763","6,856","6,743","6,472","8,029","7,768","2,973","4,909","6,163","22,244","2,541","4,332","1,619","108,332","17,553","6,992","3,497","12,750","5,115","11,932","13,191","6,933","6,426","10,575","13,368","233,954","12,782","8,463","5,092","6,902","9,687","14,364","7,392","7,427","15,461","9,027","12,460","6,528","8,616","7,857","14,041","12,669","12,004","13,085","13,277","8,384","14,774","13,662"
2021년08월_남_0~9세,"34,098","7,548",235,871,191,265,351,292,321,182,359,512,171,268,350,"2,430",261,408,81,"6,505",764,438,183,685,334,651,812,246,272,691,"1,429","20,045",972,620,534,509,714,"1,014",487,660,"1,227",710,"1,168",491,611,588,"1,094","1,600","1,348","1,372",932,661,"1,048","1,685"
2021년08월_남_10~19세,"43,988","8,669",376,803,358,369,552,436,580,343,550,683,268,471,242,"2,056",244,253,85,"8,233",928,444,221,958,479,987,915,456,453,937,"1,455","27,086","1,521","1,140",992,"1,244",941,"1,563",712,909,"2,148","1,171","1,549",942,668,895,970,"1,850","1,519","1,566","1,125",768,"1,356","1,537"
2021년08월_남_20~29세,"66,227","17,966","1,052","1,314",889,"1,489","1,302","1,089","1,126",960,"1,217","1,110",382,699,"1,232","2,722",489,614,280,"15,823","3,037",798,444,"1,896",886,"1,874","1,812",900,922,"1,618","1,636","32,438","1,896","1,161",508,978,"1,590","2,108","1,005","1,014","2,201","1,394","1,677",905,"1,388",995,"2,037","1,302","1,512","1,863","1,905","1,304","2,212","1,483"
2021년08월_남_30~39세,"68,957","18,605","1,064","1,678",908,"1,214","1,177",918,900,837,"1,135","1,145",392,563,"1,498","3,394",468,"1,016",298,"16,747","3,333",948,604,"1,982",685,"1,650","2,238",885,898,"1,523","2,001","33,605","1,795","1,109",332,757,"1,782","2,213","1,441","1,099","2,043","1,160","1,707",587,"1,408",953,"2,806","1,499","1,602","1,670","2,164","1,328","2,167","1,983"
2021년08월_남_40~49세,"75,837","19,182","1,135","1,524",957,"1,180","1,147","1,022","1,054",928,"1,164","1,225",530,821,"1,225","4,092",402,565,211,"16,941","2,653","1,145",543,"1,976",787,"1,769","2,143","1,052",932,"1,524","2,417","39,714","2,065","1,574","1,161","1,400","1,493","2,558","1,145","1,285","2,802","1,415","2,040",991,"1,313","1,233","2,097","2,576","2,228","2,177","1,980","1,351","2,229","2,601"
2021년08월_남_50~59세,"77,450","20,452","1,401","1,646","1,173","1,410","1,402","1,340","1,196","1,380","1,405","1,320",498,880,784,"3,425",304,655,233,"18,918","2,800","1,388",593,"2,188",862,"2,173","2,285","1,535","1,294","1,828","1,972","38,080","2,044","1,495",856,"1,137","1,425","2,419","1,119","1,190","2,530","1,589","2,061","1,182","1,280","1,229","2,077","2,074","1,989","2,262","2,112","1,394","2,447","2,169"
2021년08월_남_60~69세,"58,076","16,714","1,117","1,377",910,"1,234","1,102","1,117",918,"1,148","1,313","1,044",417,708,533,"2,776",235,512,253,"15,835","2,427","1,181",591,"1,888",649,"1,691","1,931","1,181","1,064","1,687","1,545","25,527","1,451",703,381,557,"1,026","1,251",869,689,"1,418","1,019","1,333",863,"1,176","1,134","1,895","1,148","1,169","1,435","1,725",942,"1,830","1,513"
2021년08월_남_70~79세,"26,227","7,625",488,582,431,605,538,469,460,528,660,522,232,367,233,"1,013",109,249,139,"7,034","1,192",490,228,872,327,823,804,540,476,590,692,"11,568",684,371,211,221,499,754,410,329,668,378,629,375,551,543,782,439,457,554,868,414,907,524
2021년08월_남_80~89세,"9,674","2,345",139,131,121,214,178,157,181,153,210,189,77,123,59,299,25,53,36,"2,128",381,150,81,285,102,300,232,125,106,163,203,"5,201",313,252,106,90,197,434,177,218,380,174,258,170,192,258,255,168,163,166,402,192,483,153
2021년08월_남_90~99세,"1,032",204,14,20,10,17,13,15,7,12,12,14,6,8,7,35,4,7,3,157,36,10,4,20,4,14,18,10,9,14,18,671,39,38,9,9,20,46,26,33,43,17,36,21,28,29,28,12,16,20,64,30,93,14
2021년08월_남_100세 이상,46,16,0,2,0,0,1,1,0,1,4,4,0,1,0,2,0,0,0,11,2,0,5,0,0,0,1,3,0,0,0,19,2,0,2,0,0,4,1,1,1,0,2,1,1,0,0,1,1,0,0,0,2,0
2021년08월_여_총인구수,"470,319","116,394","6,303","10,395","5,369","7,549","7,680","6,508","6,594","5,962","7,901","7,954","2,855","5,042","4,978","23,264","2,219","4,399","1,422","105,452","16,273","6,249","3,298","13,166","5,309","12,146","12,279","6,328","5,893","10,330","14,181","248,473","13,183","9,298","5,392","6,960","9,701","16,163","8,198","7,929","16,544","9,312","13,108","6,827","8,762","8,618","14,497","13,059","12,650","14,039","14,980","8,952","16,067","14,234"
2021년08월_여_연령구간인구수,"470,319","116,394","6,303","10,395","5,369","7,549","7,680","6,508","6,594","5,962","7,901","7,954","2,855","5,042","4,978","23,264","2,219","4,399","1,422","105,452","16,273","6,249","3,298","13,166","5,309","12,146","12,279","6,328","5,893","10,330","14,181","248,473","13,183","9,298","5,392","6,960","9,701","16,163","8,198","7,929","16,544","9,312","13,108","6,827","8,762","8,618","14,497","13,059","12,650","14,039","14,980","8,952","16,067","14,234"
2021년08월_여_0~9세,"32,575","7,387",235,901,224,233,372,278,313,177,379,503,144,271,337,"2,351",242,347,80,"6,215",758,404,200,708,270,584,765,245,271,684,"1,326","18,973",911,589,592,463,671,956,389,638,"1,154",658,"1,063",461,622,610,"1,013","1,478","1,241","1,279",905,614,"1,091","1,575"
2021년08월_여_10~19세,"41,889","8,281",330,820,290,356,484,458,566,283,497,609,249,447,225,"2,154",200,254,59,"7,709",927,379,210,980,506,887,846,443,382,790,"1,359","25,899","1,373","1,031",963,"1,141",928,"1,674",603,829,"2,094","1,053","1,523",840,601,858,980,"1,733","1,515","1,457","1,164",818,"1,222","1,499"
2021년08월_여_20~29세,"62,936","16,171",904,"1,288",815,"1,356","1,192",825,956,804,"1,117","1,005",314,671,"1,053","2,713",273,690,195,"14,730","2,873",685,435,"1,987",929,"1,707","1,539",756,828,"1,391","1,600","32,035","1,751","1,226",433,887,"1,409","2,509","1,000",960,"2,261","1,275","1,591",837,"1,286","1,023","1,965","1,293","1,497","1,877","1,991","1,342","2,147","1,475"
2021년08월_여_30~39세,"66,414","16,199",750,"1,654",638,954,945,761,724,601,928,"1,040",318,510,"1,022","3,802",415,923,214,"14,301","2,489",866,479,"1,840",651,"1,382","1,759",664,652,"1,368","2,151","35,914","1,760","1,251",485,729,"1,611","2,627","1,429","1,163","2,156","1,140","1,815",708,"1,373","1,092","2,426","1,908","1,935","1,941","2,342","1,355","2,291","2,377"
2021년08월_여_40~49세,"77,998","17,148",809,"1,582",736,892,"1,034",925,"1,020",743,"1,076","1,169",448,800,786,"4,031",351,547,199,"15,219","2,111",925,432,"1,895",785,"1,768","1,727",836,782,"1,440","2,518","45,631","2,395","2,030","1,397","1,671","1,655","3,262","1,392","1,479","3,344","1,717","2,411","1,255","1,346","1,477","2,056","2,910","2,351","2,420","2,273","1,476","2,573","2,741"
2021년08월_여_50~59세,"77,213","19,542","1,123","1,788",995,"1,274","1,359","1,181","1,134","1,140","1,405","1,388",472,873,628,"3,614",293,669,206,"18,310","2,626","1,031",576,"2,170",872,"2,170","2,216","1,263","1,177","1,985","2,224","39,361","2,178","1,420",677,"1,030","1,475","2,370","1,212","1,225","2,556","1,686","2,081","1,219","1,375","1,340","2,347","1,876","1,991","2,521","2,414","1,505","2,680","2,183"
2021년08월_여_60~69세,"60,661","17,673","1,187","1,513",897,"1,301","1,190","1,121",979,"1,176","1,397","1,204",474,773,570,"2,815",266,545,265,"16,193","2,407","1,080",552,"2,044",697,"1,868","1,967","1,185","1,016","1,610","1,767","26,795","1,551",716,398,593,"1,113","1,333",958,780,"1,460","1,006","1,397",814,"1,201","1,161","2,091","1,118","1,283","1,522","1,904",974,"1,912","1,510"
2021년08월_여_70~79세,"31,363","9,175",618,575,538,793,694,633,575,688,773,660,301,470,247,"1,080",117,278,135,"8,265","1,342",603,251,999,385,"1,201",948,593,500,669,774,"13,923",744,542,251,262,551,857,642,463,862,428,737,403,610,634,962,471,509,642,"1,147",509,"1,162",535
2021년08월_여_80~89세,"15,986","4,100",304,227,204,343,342,283,284,297,285,320,114,197,78,596,50,123,53,"3,773",620,238,116,459,189,499,432,293,240,318,369,"8,113",419,425,161,156,232,499,476,312,536,282,383,229,280,350,537,221,265,317,676,292,791,274
2021년08월_여_90~99세,"3,132",675,42,44,31,43,63,42,42,45,40,53,19,29,30,106,11,22,13,688,114,37,19,80,25,77,79,46,44,74,93,"1,769",97,65,35,27,54,73,94,80,117,66,105,61,64,70,110,50,59,61,161,65,191,64
2021년08월_여_100세 이상,152,43,1,3,1,4,5,1,1,8,4,3,2,1,2,2,1,1,3,49,6,1,28,4,0,3,1,4,1,1,0,60,4,3,0,1,2,3,3,0,4,1,2,0,4,3,10,1,4,2,3,2,7,1
