카테고리,경상남도 양산시,경상남도 양산시 물금읍,경상남도 양산시 동면,경상남도 양산시 원동면,경상남도 양산시 상북면,경상남도 양산시 하북면,경상남도 양산시 중앙동,경상남도 양산시 양주동,경상남도 양산시 삼성동,경상남도 양산시 강서동,경상남도 양산시 서창동,경상남도 양산시 소주동,경상남도 양산시 평산동,경상남도 양산시 덕계동
2021년11월_계_총인구수,"354,071","120,795","36,182","3,360","12,656","8,057","11,488","32,949","21,900","8,915","28,488","20,401","30,636","18,244"
2021년11월_계_연령구간인구수,"354,071","120,795","36,182","3,360","12,656","8,057","11,488","32,949","21,900","8,915","28,488","20,401","30,636","18,244"
2021년11월_계_0~9세,"32,943","15,361","4,721",76,478,159,446,"2,333","1,285",675,"2,152","1,328","2,266","1,663"
2021년11월_계_10~19세,"34,560","13,065","3,031",110,792,455,580,"4,052","1,709","1,010","3,290","1,778","3,137","1,551"
2021년11월_계_20~29세,"39,452","13,683","3,264",150,"1,212",754,"1,381","4,472","3,014","1,002","3,147","2,198","3,164","2,011"
2021년11월_계_30~39세,"47,395","20,298","6,269",181,"1,053",554,"1,287","3,158","2,948","1,020","3,144","2,168","2,918","2,397"
2021년11월_계_40~49세,"61,350","22,721","6,765",270,"1,516",866,"1,425","5,854","3,372","1,623","5,318","3,382","5,332","2,906"
2021년11월_계_50~59세,"59,405","17,137","4,968",589,"2,668","1,801","2,397","6,296","4,506","1,522","5,083","3,903","5,266","3,269"
2021년11월_계_60~69세,"46,348","11,760","4,437",983,"2,793","1,962","2,431","3,695","3,250","1,233","3,797","3,155","4,304","2,548"
2021년11월_계_70~79세,"21,922","4,674","1,944",630,"1,389",943,"1,043","2,095","1,193",554,"1,775","1,614","2,815","1,253"
2021년11월_계_80~89세,"9,482","1,846",685,325,649,473,444,905,542,241,695,797,"1,305",575
2021년11월_계_90~99세,"1,186",246,97,45,103,87,54,88,79,35,81,76,126,69
2021년11월_계_100세 이상,28,4,1,1,3,3,0,1,2,0,6,2,3,2
2021년11월_남_총인구수,"177,478","59,679","18,380","1,732","6,460","4,199","6,084","15,923","11,507","4,470","14,893","10,206","14,918","9,027"
2021년11월_남_연령구간인구수,"177,478","59,679","18,380","1,732","6,460","4,199","6,084","15,923","11,507","4,470","14,893","10,206","14,918","9,027"
2021년11월_남_0~9세,"16,870","7,828","2,450",41,251,86,230,"1,187",662,326,"1,105",691,"1,167",846
2021년11월_남_10~19세,"17,638","6,637","1,538",54,391,234,321,"2,123",875,468,"1,702",902,"1,591",802
2021년11월_남_20~29세,"21,215","6,810","1,769",94,721,465,818,"2,368","1,805",529,"1,793","1,232","1,720","1,091"
2021년11월_남_30~39세,"24,370","10,026","3,166",112,616,321,764,"1,544","1,712",568,"1,705","1,129","1,461","1,246"
2021년11월_남_40~49세,"31,252","11,446","3,633",160,793,468,800,"2,658","1,810",828,"2,815","1,717","2,701","1,423"
2021년11월_남_50~59세,"29,900","8,386","2,487",320,"1,392",939,"1,260","3,060","2,205",786,"2,766","2,009","2,678","1,612"
2021년11월_남_60~69세,"22,720","5,713","2,115",511,"1,445","1,061","1,228","1,728","1,718",621,"1,904","1,537","1,904","1,235"
2021년11월_남_70~79세,"9,929","2,185",959,318,602,456,482,880,542,266,827,700,"1,166",546
2021년11월_남_80~89세,"3,326",604,245,111,222,150,164,358,161,75,259,268,498,211
2021년11월_남_90~99세,254,44,18,11,27,19,17,16,17,3,15,21,31,15
2021년11월_남_100세 이상,4,0,0,0,0,0,0,1,0,0,2,0,1,0
2021년11월_여_총인구수,"176,593","61,116","17,802","1,628","6,196","3,858","5,404","17,026","10,393","4,445","13,595","10,195","15,718","9,217"
2021년11월_여_연령구간인구수,"176,593","61,116","17,802","1,628","6,196","3,858","5,404","17,026","10,393","4,445","13,595","10,195","15,718","9,217"
2021년11월_여_0~9세,"16,073","7,533","2,271",35,227,73,216,"1,146",623,349,"1,047",637,"1,099",817
2021년11월_여_10~19세,"16,922","6,428","1,493",56,401,221,259,"1,929",834,542,"1,588",876,"1,546",749
2021년11월_여_20~29세,"18,237","6,873","1,495",56,491,289,563,"2,104","1,209",473,"1,354",966,"1,444",920
2021년11월_여_30~39세,"23,025","10,272","3,103",69,437,233,523,"1,614","1,236",452,"1,439","1,039","1,457","1,151"
2021년11월_여_40~49세,"30,098","11,275","3,132",110,723,398,625,"3,196","1,562",795,"2,503","1,665","2,631","1,483"
2021년11월_여_50~59세,"29,505","8,751","2,481",269,"1,276",862,"1,137","3,236","2,301",736,"2,317","1,894","2,588","1,657"
2021년11월_여_60~69세,"23,628","6,047","2,322",472,"1,348",901,"1,203","1,967","1,532",612,"1,893","1,618","2,400","1,313"
2021년11월_여_70~79세,"11,993","2,489",985,312,787,487,561,"1,215",651,288,948,914,"1,649",707
2021년11월_여_80~89세,"6,156","1,242",440,214,427,323,280,547,381,166,436,529,807,364
2021년11월_여_90~99세,932,202,79,34,76,68,37,72,62,32,66,55,95,54
2021년11월_여_100세 이상,24,4,1,1,3,3,0,0,2,0,4,2,2,2
