카테고리,광주광역시 서구,광주광역시 서구 양동,광주광역시 서구 양3동,광주광역시 서구 농성1동,광주광역시 서구 농성2동,광주광역시 서구 광천동,광주광역시 서구 유덕동,광주광역시 서구 치평동,광주광역시 서구 상무1동,광주광역시 서구 상무2동,광주광역시 서구 화정1동,광주광역시 서구 화정2동,광주광역시 서구 화정3동,광주광역시 서구 화정4동,광주광역시 서구 서창동,광주광역시 서구 금호1동,광주광역시 서구 금호2동,광주광역시 서구 풍암동,광주광역시 서구 동천동
2020년01월_계_총인구수,"301,339","4,169","4,865","11,138","5,277","8,713","11,011","31,127","25,227","24,494","15,770","21,333","10,617","16,221","5,196","21,262","29,575","38,373","16,971"
2020년01월_계_연령구간인구수,"301,339","4,169","4,865","11,138","5,277","8,713","11,011","31,127","25,227","24,494","15,770","21,333","10,617","16,221","5,196","21,262","29,575","38,373","16,971"
2020년01월_계_0~9세,"23,386",116,446,589,191,575,"1,007","2,317","1,772","1,281",969,"2,496",613,"1,164",304,"1,405","2,871","3,423","1,847"
2020년01월_계_10~19세,"33,593",171,362,732,309,632,"1,362","3,400","2,640","1,901","1,186","2,395","1,137","1,719",379,"2,327","4,675","5,675","2,591"
2020년01월_계_20~29세,"45,420",451,548,"1,686",902,"1,143","1,689","5,486","4,627","4,329","2,888","2,602","1,598","2,266",635,"3,211","4,077","5,390","1,892"
2020년01월_계_30~39세,"38,814",389,663,"1,593",687,"1,064","1,536","4,530","3,755","3,126","2,433","3,265","1,198","1,858",530,"2,230","3,341","4,608","2,008"
2020년01월_계_40~49세,"50,443",477,758,"1,617",693,"1,332","2,007","5,174","4,105","3,434","2,303","3,559","1,485","2,326",626,"3,193","5,975","7,834","3,545"
2020년01월_계_50~59세,"49,808",726,712,"1,749",941,"1,624","1,720","5,388","3,993","4,224","2,318","3,132","1,839","2,863","1,102","4,123","4,899","5,933","2,522"
2020년01월_계_60~69세,"32,456",779,742,"1,501",767,"1,219",878,"2,533","2,448","3,266","1,832","2,327","1,524","2,448",838,"2,736","2,122","2,958","1,538"
2020년01월_계_70~79세,"18,610",738,464,"1,158",539,760,520,"1,499","1,341","2,022","1,203","1,109",841,"1,058",478,"1,353","1,099","1,696",732
2020년01월_계_80~89세,"7,595",277,145,445,222,297,249,723,470,781,555,377,323,444,250,606,436,742,253
2020년01월_계_90~99세,"1,145",37,25,64,26,57,42,75,73,118,81,68,56,70,49,75,73,113,43
2020년01월_계_100세 이상,69,8,0,4,0,10,1,2,3,12,2,3,3,5,5,3,7,1,0
2020년01월_남_총인구수,"147,877","2,053","2,405","5,563","2,714","4,440","5,651","15,012","12,542","11,995","7,545","10,706","5,217","7,877","2,722","10,171","14,386","18,816","8,062"
2020년01월_남_연령구간인구수,"147,877","2,053","2,405","5,563","2,714","4,440","5,651","15,012","12,542","11,995","7,545","10,706","5,217","7,877","2,722","10,171","14,386","18,816","8,062"
2020년01월_남_0~9세,"12,124",62,245,299,103,313,551,"1,171",866,667,499,"1,337",333,613,154,749,"1,498","1,751",913
2020년01월_남_10~19세,"17,628",90,183,408,176,318,715,"1,768","1,302",964,622,"1,388",614,964,205,"1,246","2,370","2,976","1,319"
2020년01월_남_20~29세,"23,377",244,301,840,449,583,919,"2,724","2,352","2,184","1,311","1,411",895,"1,233",370,"1,687","2,128","2,731","1,015"
2020년01월_남_30~39세,"19,516",212,345,862,389,569,819,"2,234","1,998","1,677","1,217","1,565",625,931,286,"1,091","1,556","2,257",883
2020년01월_남_40~49세,"24,314",280,428,841,383,755,994,"2,327","2,042","1,742","1,210","1,774",705,"1,061",339,"1,425","2,679","3,638","1,691"
2020년01월_남_50~59세,"24,379",378,328,894,473,835,928,"2,644","1,991","2,039","1,100","1,489",830,"1,239",611,"1,882","2,488","3,011","1,219"
