카테고리,전라북도 전주시,전라북도 전주시 완산구,전라북도 전주시 완산구 중앙동,전라북도 전주시 완산구 풍남동,전라북도 전주시 완산구 노송동,전라북도 전주시 완산구 완산동,전라북도 전주시 완산구 동서학동,전라북도 전주시 완산구 서서학동,전라북도 전주시 완산구 중화산1동,전라북도 전주시 완산구 중화산2동,전라북도 전주시 완산구 서신동,전라북도 전주시 완산구 평화1동,전라북도 전주시 완산구 평화2동,전라북도 전주시 완산구 삼천1동,전라북도 전주시 완산구 삼천2동,전라북도 전주시 완산구 삼천3동,전라북도 전주시 완산구 효자1동,전라북도 전주시 완산구 효자2동,전라북도 전주시 완산구 효자3동,전라북도 전주시 완산구 효자4동,전라북도 전주시 완산구 효자5동,전라북도 전주시 덕진구,전라북도 전주시 덕진구 진북동,전라북도 전주시 덕진구 인후1동,전라북도 전주시 덕진구 인후2동,전라북도 전주시 덕진구 인후3동,전라북도 전주시 덕진구 덕진동,전라북도 전주시 덕진구 금암1동,전라북도 전주시 덕진구 금암2동,전라북도 전주시 덕진구 팔복동,전라북도 전주시 덕진구 우아1동,전라북도 전주시 덕진구 우아2동,전라북도 전주시 덕진구 호성동,전라북도 전주시 덕진구 송천1동,전라북도 전주시 덕진구 송천2동,전라북도 전주시 덕진구 조촌동,전라북도 전주시 덕진구 여의동,전라북도 전주시 덕진구 혁신동,전라북도 전주시효자출장소
2021년07월_계_80~89세,"20,281","10,963",480,319,770,357,415,480,561,407,"1,045",762,"1,341",405,444,746,526,348,550,579,428,"9,318","1,044",628,597,812,573,320,541,367,356,490,684,828,729,559,635,155,0
2021년07월_계_90~99세,"2,910","1,669",71,59,106,55,65,58,74,69,131,115,189,63,66,144,66,56,98,128,56,"1,241",121,75,62,105,83,40,49,46,56,72,96,136,110,73,86,31,0
2021년07월_계_100세 이상,94,59,9,0,5,0,2,4,3,3,1,3,6,4,1,2,2,1,3,3,7,35,3,2,3,3,3,0,3,1,1,2,3,1,3,0,6,1,0
2021년07월_남_총인구수,"323,585","164,589","3,755","2,029","6,001","2,600","3,165","4,211","6,976","9,762","20,050","6,200","22,337","5,641","6,511","10,686","5,216","4,830","6,955","19,234","18,430","158,996","6,972","8,904","5,602","15,807","10,421","4,135","4,885","4,142","5,157","7,580","9,736","30,920","12,945","6,482","15,503","9,805",0
2021년07월_남_연령구간인구수,"323,585","164,589","3,755","2,029","6,001","2,600","3,165","4,211","6,976","9,762","20,050","6,200","22,337","5,641","6,511","10,686","5,216","4,830","6,955","19,234","18,430","158,996","6,972","8,904","5,602","15,807","10,421","4,135","4,885","4,142","5,157","7,580","9,736","30,920","12,945","6,482","15,503","9,805",0
2021년07월_남_0~9세,"26,850","12,264",171,55,313,130,150,161,472,698,"1,677",296,"1,956",351,338,732,306,246,524,"2,219","1,469","14,586",328,709,281,"1,235","1,023",95,212,151,327,414,698,"4,094","1,011",456,"1,984","1,568",0
2021년07월_남_10~19세,"36,441","18,325",228,80,433,200,230,315,698,"1,339","2,496",438,"2,769",538,603,"1,274",502,455,748,"2,623","2,356","18,116",588,"1,179",369,"2,055",845,165,328,244,405,615,"1,244","4,545","1,586",519,"1,573","1,856",0
2021년07월_남_20~29세,"48,909","25,496",467,209,753,286,371,554,"1,128","1,663","3,252",729,"3,081",898,"1,065","1,698",734,752,"1,075","3,113","3,668","23,413",896,"1,251",792,"2,473","1,849","1,326",815,531,720,"1,100","1,518","4,224","2,063",862,"2,009",984,0
2021년07월_남_30~39세,"41,205","20,045",417,202,653,280,298,401,834,"1,209","2,629",706,"2,527",636,704,"1,046",535,537,816,"2,492","3,123","21,160",707,901,717,"1,999","1,814",561,570,463,765,"1,070",951,"4,435","1,488",928,"2,627","1,164",0
2021년07월_남_40~49세,"51,758","25,060",487,306,883,379,413,616,892,"1,601","3,161",936,"3,493",746,806,"1,529",758,671,963,"3,267","3,153","26,698",939,"1,468",771,"2,934","1,637",502,648,678,772,"1,277","1,409","5,795","1,922","1,005","2,675","2,266",0
2021년07월_남_50~59세,"52,547","27,641",640,336,962,461,547,757,"1,114","1,661","3,442","1,105","3,728","1,022","1,166","2,056",838,829,"1,048","2,906","3,023","24,906","1,123","1,383",920,"2,602","1,389",574,791,806,877,"1,430","1,703","4,420","2,219","1,154","2,254","1,261",0
2021년07월_남_60~69세,"37,898","20,622",669,404,979,436,605,742,"1,034",992,"1,989","1,099","2,921",874,"1,093","1,433",799,743,999,"1,754","1,057","17,276","1,127","1,036",855,"1,434","1,027",484,718,712,743,"1,018","1,364","2,245","1,588",934,"1,495",496,0
2021년07월_남_70~79세,"19,904","10,811",458,293,691,299,389,486,548,432,965,648,"1,385",427,566,632,527,453,547,658,407,"9,093",795,708,616,773,594,282,572,420,390,450,592,863,788,440,648,162,0
2021년07월_남_80~89세,"7,389","3,936",197,129,307,115,147,166,233,152,405,223,431,134,157,252,202,127,213,178,168,"3,453",427,254,265,279,226,137,212,128,142,189,237,271,254,170,218,44,0
2021년07월_남_90~99세,669,378,20,15,26,14,14,12,22,15,34,19,46,13,13,34,15,17,22,23,4,291,42,15,16,23,17,9,19,9,15,16,20,27,26,14,19,4,0
2021년07월_남_100세 이상,15,11,1,0,1,0,1,1,1,0,0,1,0,2,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
2021년07월_여_총인구수,"334,079","173,357","3,728","2,030","6,222","2,694","3,181","4,410","7,497","9,828","21,269","6,706","23,862","5,979","6,963","11,370","5,664","5,347","7,837","20,324","18,446","160,722","7,259","9,606","5,689","16,432","10,226","3,589","5,036","3,454","5,157","6,971","10,538","31,407","13,542","6,128","15,285","10,403",0
2021년07월_여_연령구간인구수,"334,079","173,357","3,728","2,030","6,222","2,694","3,181","4,410","7,497","9,828","21,269","6,706","23,862","5,979","6,963","11,370","5,664","5,347","7,837","20,324","18,446","160,722","7,259","9,606","5,689","16,432","10,226","3,589","5,036","3,454","5,157","6,971","10,538","31,407","13,542","6,128","15,285","10,403",0
2021년07월_여_0~9세,"25,620","11,566",142,41,281,114,135,134,412,660,"1,602",260,"1,909",321,318,752,276,259,431,"2,096","1,423","14,054",274,728,259,"1,258",976,110,193,138,354,417,717,"3,890","1,012",404,"1,810","1,514",0
2021년07월_여_10~19세,"34,085","16,879",227,70,363,181,198,307,594,"1,253","2,391",374,"2,546",516,592,"1,111",428,424,744,"2,360","2,200","17,206",475,"1,157",341,"1,982",771,164,296,227,415,606,"1,219","4,278","1,485",474,"1,497","1,819",0
2021년07월_여_20~29세,"44,291","23,751",395,187,641,271,304,458,"1,138","1,569","3,125",660,"2,786",770,940,"1,395",646,709,979,"3,051","3,727","20,540",816,"1,096",773,"2,307","1,626","1,013",708,344,702,958,"1,221","3,670","1,880",683,"1,777",966,0
2021년07월_여_30~39세,"40,275","19,518",350,140,633,248,258,333,811,"1,126","2,651",577,"2,603",560,625,"1,067",527,539,812,"2,774","2,884","20,757",582,967,589,"1,971","1,691",389,466,280,629,838,"1,004","4,907","1,454",822,"2,563","1,605",0
2021년07월_여_40~49세,"53,902","27,168",407,193,761,326,360,513,"1,008","1,789","3,716",790,"3,942",866,902,"1,794",730,691,"1,122","3,639","3,619","26,734",852,"1,628",653,"3,103","1,426",328,559,397,736,"1,143","1,677","6,223","2,141",827,"2,548","2,493",0
2021년07월_여_50~59세,"54,151","29,502",595,301,960,391,492,743,"1,331","1,638","3,671","1,139","4,058","1,170","1,408","2,293",964,956,"1,439","3,254","2,699","24,649","1,154","1,466",903,"2,613","1,389",491,807,603,864,"1,201","1,854","4,338","2,445","1,038","2,331","1,152",0
2021년07월_여_60~69세,"41,835","23,197",748,469,"1,166",468,679,944,"1,187","1,007","2,149","1,279","3,304",946,"1,228","1,524","1,011",946,"1,212","1,877","1,053","18,638","1,251","1,266","1,044","1,561","1,178",523,949,680,783,919,"1,540","2,391","1,652",884,"1,495",522,0
2021년07월_여_70~79세,"24,708","13,410",522,395,870,412,435,615,634,474,"1,226",990,"1,655",507,609,828,705,562,682,765,524,"11,298","1,156",862,746,"1,019",753,357,696,508,419,531,780,"1,044",911,548,775,193,0
2021년07월_여_80~89세,"12,892","7,027",283,190,463,242,268,314,328,255,640,539,910,271,287,494,324,221,337,401,260,"5,865",617,374,332,533,347,183,329,239,214,301,447,557,475,389,417,111,0
2021년07월_여_90~99세,"2,241","1,291",51,44,80,41,51,46,52,54,97,96,143,50,53,110,51,39,76,105,52,950,79,60,46,82,66,31,30,37,41,56,76,109,84,59,67,27,0
2021년07월_여_100세 이상,79,48,8,0,4,0,1,3,2,3,1,2,6,2,1,2,2,1,3,2,5,31,3,2,3,3,3,0,3,1,0,1,3,0,3,0,5,1,0
