카테고리,광주광역시 서구,광주광역시 서구 양동,광주광역시 서구 양3동,광주광역시 서구 농성1동,광주광역시 서구 농성2동,광주광역시 서구 광천동,광주광역시 서구 유덕동,광주광역시 서구 치평동,광주광역시 서구 상무1동,광주광역시 서구 상무2동,광주광역시 서구 화정1동,광주광역시 서구 화정2동,광주광역시 서구 화정3동,광주광역시 서구 화정4동,광주광역시 서구 서창동,광주광역시 서구 금호1동,광주광역시 서구 금호2동,광주광역시 서구 풍암동,광주광역시 서구 동천동
2021년05월_계_총인구수,"293,364","3,855","4,684","10,965","4,996","8,372","10,644","30,414","24,926","23,855","15,753","20,784","10,221","15,623","5,848","20,201","28,842","37,190","16,191"
2021년05월_계_연령구간인구수,"293,364","3,855","4,684","10,965","4,996","8,372","10,644","30,414","24,926","23,855","15,753","20,784","10,221","15,623","5,848","20,201","28,842","37,190","16,191"
2021년05월_계_0~9세,"20,932",97,373,566,167,543,844,"2,125","1,612","1,159",854,"2,349",552,"1,060",389,"1,229","2,575","2,905","1,533"
2021년05월_계_10~19세,"30,652",144,356,631,241,593,"1,226","3,027","2,434","1,662","1,072","2,410","1,000","1,551",406,"2,078","4,281","5,113","2,427"
2021년05월_계_20~29세,"45,019",415,474,"1,597",849,"1,088","1,679","5,485","4,736","4,413","3,116","2,405","1,561","2,163",709,"2,913","4,070","5,455","1,891"
2021년05월_계_30~39세,"35,778",337,585,"1,557",592,988,"1,377","4,277","3,556","2,920","2,343","2,938","1,063","1,678",693,"2,002","3,118","4,085","1,669"
2021년05월_계_40~49세,"47,686",430,725,"1,508",660,"1,275","1,877","4,859","3,916","3,165","2,206","3,679","1,383","2,188",730,"2,913","5,538","7,290","3,344"
2021년05월_계_50~59세,"49,412",605,683,"1,747",848,"1,575","1,810","5,391","3,978","4,035","2,351","2,909","1,730","2,635","1,198","3,878","5,136","6,368","2,535"
2021년05월_계_60~69세,"35,009",762,766,"1,562",820,"1,243",944,"2,872","2,658","3,424","1,887","2,422","1,620","2,634",940,"3,022","2,403","3,318","1,712"
2021년05월_계_70~79세,"19,298",718,512,"1,217",530,714,550,"1,514","1,443","2,073","1,223","1,211",863,"1,159",482,"1,423","1,143","1,753",770
2021년05월_계_80~89세,"8,317",312,183,510,259,302,291,771,509,872,613,388,375,481,254,654,494,791,258
2021년05월_계_90~99세,"1,212",34,27,65,29,47,46,90,80,123,87,72,71,71,45,87,77,110,51
2021년05월_계_100세 이상,49,1,0,5,1,4,0,3,4,9,1,1,3,3,2,2,7,2,1
2021년05월_남_총인구수,"143,812","1,920","2,295","5,438","2,601","4,295","5,415","14,547","12,446","11,635","7,486","10,433","5,045","7,540","3,023","9,594","14,142","18,280","7,677"
2021년05월_남_연령구간인구수,"143,812","1,920","2,295","5,438","2,601","4,295","5,415","14,547","12,446","11,635","7,486","10,433","5,045","7,540","3,023","9,594","14,142","18,280","7,677"
2021년05월_남_0~9세,"10,868",54,201,285,91,306,469,"1,061",790,616,449,"1,242",299,558,206,645,"1,355","1,481",760
2021년05월_남_10~19세,"16,158",75,195,364,146,299,619,"1,580","1,205",865,550,"1,430",555,859,213,"1,125","2,170","2,693","1,215"
2021년05월_남_20~29세,"23,058",233,262,775,440,567,887,"2,624","2,412","2,151","1,381","1,295",868,"1,164",381,"1,542","2,214","2,847","1,015"
2021년05월_남_30~39세,"18,142",190,287,840,343,533,745,"2,127","1,893","1,568","1,196","1,417",555,855,369,967,"1,487","2,015",755
2021년05월_남_40~49세,"23,050",261,406,781,375,709,946,"2,222","1,981","1,625","1,154","1,830",686,"1,012",385,"1,295","2,475","3,361","1,546"
2021년05월_남_50~59세,"24,246",329,336,901,429,808,972,"2,556","2,004","1,985","1,140","1,394",798,"1,157",653,"1,770","2,579","3,198","1,237"
2021년05월_남_60~69세,"16,424",351,326,702,398,613,453,"1,428","1,243","1,619",814,"1,108",737,"1,210",496,"1,428","1,143","1,623",732
2021년05월_남_70~79세,"8,581",286,214,571,260,343,206,632,707,891,531,561,390,542,239,619,522,740,327
2021년05월_남_80~89세,"3,009",133,64,205,114,104,107,288,191,288,250,141,142,169,75,186,179,293,80
2021년05월_남_90~99세,272,8,4,13,5,13,11,28,20,27,21,15,15,14,6,17,17,28,10
2021년05월_남_100세 이상,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2021년05월_여_총인구수,"149,552","1,935","2,389","5,527","2,395","4,077","5,229","15,867","12,480","12,220","8,267","10,351","5,176","8,083","2,825","10,607","14,700","18,910","8,514"
2021년05월_여_연령구간인구수,"149,552","1,935","2,389","5,527","2,395","4,077","5,229","15,867","12,480","12,220","8,267","10,351","5,176","8,083","2,825","10,607","14,700","18,910","8,514"
2021년05월_여_0~9세,"10,064",43,172,281,76,237,375,"1,064",822,543,405,"1,107",253,502,183,584,"1,220","1,424",773
2021년05월_여_10~19세,"14,494",69,161,267,95,294,607,"1,447","1,229",797,522,980,445,692,193,953,"2,111","2,420","1,212"
2021년05월_여_20~29세,"21,961",182,212,822,409,521,792,"2,861","2,324","2,262","1,735","1,110",693,999,328,"1,371","1,856","2,608",876
2021년05월_여_30~39세,"17,636",147,298,717,249,455,632,"2,150","1,663","1,352","1,147","1,521",508,823,324,"1,035","1,631","2,070",914
2021년05월_여_40~49세,"24,636",169,319,727,285,566,931,"2,637","1,935","1,540","1,052","1,849",697,"1,176",345,"1,618","3,063","3,929","1,798"
2021년05월_여_50~59세,"25,166",276,347,846,419,767,838,"2,835","1,974","2,050","1,211","1,515",932,"1,478",545,"2,108","2,557","3,170","1,298"
2021년05월_여_60~69세,"18,585",411,440,860,422,630,491,"1,444","1,415","1,805","1,073","1,314",883,"1,424",444,"1,594","1,260","1,695",980
2021년05월_여_70~79세,"10,717",432,298,646,270,371,344,882,736,"1,182",692,650,473,617,243,804,621,"1,013",443
2021년05월_여_80~89세,"5,308",179,119,305,145,198,184,483,318,584,363,247,233,312,179,468,315,498,178
2021년05월_여_90~99세,940,26,23,52,24,34,35,62,60,96,66,57,56,57,39,70,60,82,41
2021년05월_여_100세 이상,45,1,0,4,1,4,0,2,4,9,1,1,3,3,2,2,6,1,1
