카테고리,강원도 원주시,강원도 원주시 문막읍,강원도 원주시 소초면,강원도 원주시 호저면,강원도 원주시 지정면,강원도 원주시 부론면,강원도 원주시 귀래면,강원도 원주시 흥업면,강원도 원주시 판부면,강원도 원주시 신림면,강원도 원주시 중앙동,강원도 원주시 원인동,강원도 원주시 개운동,강원도 원주시 명륜1동,강원도 원주시 명륜2동,강원도 원주시 단구동,강원도 원주시 일산동,강원도 원주시 학성동,강원도 원주시 단계동,강원도 원주시 우산동,강원도 원주시 태장1동,강원도 원주시 태장2동,강원도 원주시 봉산동,강원도 원주시 행구동,강원도 원주시 무실동,강원도 원주시 반곡관설동
2020년08월_계_총인구수,"352,964","17,862","8,715","3,775","26,932","2,265","2,189","8,714","7,255","3,642","2,794","5,213","12,890","8,738","15,762","43,395","8,700","4,945","27,763","13,702","10,158","25,100","8,333","7,569","32,924","43,629"
2020년08월_계_연령구간인구수,"352,964","17,862","8,715","3,775","26,932","2,265","2,189","8,714","7,255","3,642","2,794","5,213","12,890","8,738","15,762","43,395","8,700","4,945","27,763","13,702","10,158","25,100","8,333","7,569","32,924","43,629"
2020년08월_계_0~9세,"28,583","1,208",393,111,"4,498",45,48,437,409,61,56,228,720,401,793,"3,392",397,174,"1,987","1,085",833,"1,832",289,490,"3,369","5,327"
2020년08월_계_10~19세,"36,157","1,662",549,159,"2,247",92,77,641,677,125,104,366,"1,330",793,"1,737","5,308",642,305,"2,434","1,251","1,173","2,735",722,863,"4,360","5,805"
2020년08월_계_20~29세,"45,212","2,096","1,004",329,"2,863",131,138,"1,439",970,218,190,752,"1,658","1,213","2,157","6,352","1,655",588,"4,327","1,975","1,060","3,038",967,933,"4,059","5,100"
2020년08월_계_30~39세,"45,394","1,892",721,253,"6,693",89,127,834,832,178,210,534,"1,239",806,"1,410","5,406",919,439,"3,879","1,674","1,142","2,857",667,686,"4,503","7,404"
2020년08월_계_40~49세,"57,409","2,939","1,013",338,"4,480",178,169,"1,190","1,181",304,297,642,"1,776","1,169","2,426","7,981","1,051",624,"4,067","2,138","1,759","4,253","1,090","1,200","6,371","8,773"
2020년08월_계_50~59세,"60,505","3,299","1,756",759,"2,966",402,468,"1,528","1,415",787,594,"1,010","2,452","1,765","3,145","7,499","1,458",964,"5,259","2,325","1,705","4,584","1,632","1,472","5,117","6,144"
2020년08월_계_60~69세,"44,317","2,454","1,778",890,"1,975",621,572,"1,466",993,"1,002",639,876,"1,932","1,383","2,272","4,253","1,331",951,"3,606","1,826","1,352","3,257","1,512","1,061","3,222","3,093"
2020년08월_계_70~79세,"21,678","1,429",883,489,724,400,341,695,475,573,381,484,"1,107",768,"1,071","2,056",762,539,"1,362",913,728,"1,581",873,505,"1,260","1,279"
2020년08월_계_80~89세,"11,829",766,528,404,411,265,208,431,262,343,263,286,584,381,654,"1,004",406,309,718,443,367,851,499,292,552,602
2020년08월_계_90~99세,"1,772",111,86,43,70,40,38,51,40,51,55,31,87,55,94,136,72,49,117,68,34,109,73,61,105,96
2020년08월_계_100세 이상,108,6,4,0,5,2,3,2,1,0,5,4,5,4,3,8,7,3,7,4,5,3,9,6,6,6
2020년08월_남_총인구수,"175,152","9,108","4,563","1,989","13,284","1,155","1,111","4,607","3,802","1,871","1,490","2,510","6,178","4,226","7,639","21,341","4,284","2,472","13,466","7,180","5,120","12,498","4,116","3,730","16,182","21,230"
2020년08월_남_연령구간인구수,"175,152","9,108","4,563","1,989","13,284","1,155","1,111","4,607","3,802","1,871","1,490","2,510","6,178","4,226","7,639","21,341","4,284","2,472","13,466","7,180","5,120","12,498","4,116","3,730","16,182","21,230"
2020년08월_남_0~9세,"14,576",610,207,67,"2,233",18,26,224,208,31,32,113,352,194,374,"1,749",212,95,"1,047",562,444,951,142,259,"1,742","2,684"
2020년08월_남_10~19세,"18,764",848,282,93,"1,123",41,35,336,363,71,58,197,731,391,881,"2,767",366,171,"1,256",693,619,"1,420",398,433,"2,325","2,866"
2020년08월_남_20~29세,"23,992","1,183",607,193,"1,380",77,72,820,532,122,106,390,855,676,"1,147","3,438",802,333,"2,217","1,108",567,"1,623",521,509,"2,190","2,524"
2020년08월_남_30~39세,"23,051","1,012",406,144,"3,374",52,91,464,477,110,111,266,620,415,719,"2,730",515,237,"2,034",887,565,"1,483",406,348,"2,131","3,454"
2020년08월_남_40~49세,"28,324","1,528",549,203,"2,334",117,90,670,605,183,188,333,831,542,"1,162","3,758",533,345,"1,869","1,127",903,"2,141",556,555,"3,006","4,196"
2020년08월_남_50~59세,"30,425","1,750",938,422,"1,383",223,253,807,772,411,366,492,"1,184",856,"1,570","3,696",704,495,"2,417","1,243",902,"2,321",814,729,"2,475","3,202"
2020년08월_남_60~69세,"21,922","1,254",943,481,988,328,303,791,524,521,359,408,892,663,"1,106","2,020",619,445,"1,739",962,669,"1,574",732,540,"1,549","1,512"
2020년08월_남_70~79세,"9,570",633,422,237,325,197,150,328,234,269,165,199,488,334,461,824,344,220,610,407,307,674,365,237,571,569
2020년08월_남_80~89세,"4,103",259,187,141,128,91,84,154,82,136,88,99,205,142,201,324,165,122,251,174,135,287,163,106,178,201
2020년08월_남_90~99세,399,30,20,8,16,11,6,12,5,17,17,11,20,11,16,32,22,9,25,16,8,23,16,13,14,21
2020년08월_남_100세 이상,26,1,2,0,0,0,1,1,0,0,0,2,0,2,2,3,2,0,1,1,1,1,3,1,1,1
2020년08월_여_총인구수,"177,812","8,754","4,152","1,786","13,648","1,110","1,078","4,107","3,453","1,771","1,304","2,703","6,712","4,512","8,123","22,054","4,416","2,473","14,297","6,522","5,038","12,602","4,217","3,839","16,742","22,399"
2020년08월_여_연령구간인구수,"177,812","8,754","4,152","1,786","13,648","1,110","1,078","4,107","3,453","1,771","1,304","2,703","6,712","4,512","8,123","22,054","4,416","2,473","14,297","6,522","5,038","12,602","4,217","3,839","16,742","22,399"
2020년08월_여_0~9세,"14,007",598,186,44,"2,265",27,22,213,201,30,24,115,368,207,419,"1,643",185,79,940,523,389,881,147,231,"1,627","2,643"
2020년08월_여_10~19세,"17,393",814,267,66,"1,124",51,42,305,314,54,46,169,599,402,856,"2,541",276,134,"1,178",558,554,"1,315",324,430,"2,035","2,939"
2020년08월_여_20~29세,"21,220",913,397,136,"1,483",54,66,619,438,96,84,362,803,537,"1,010","2,914",853,255,"2,110",867,493,"1,415",446,424,"1,869","2,576"
2020년08월_여_30~39세,"22,343",880,315,109,"3,319",37,36,370,355,68,99,268,619,391,691,"2,676",404,202,"1,845",787,577,"1,374",261,338,"2,372","3,950"
2020년08월_여_40~49세,"29,085","1,411",464,135,"2,146",61,79,520,576,121,109,309,945,627,"1,264","4,223",518,279,"2,198","1,011",856,"2,112",534,645,"3,365","4,577"
2020년08월_여_50~59세,"30,080","1,549",818,337,"1,583",179,215,721,643,376,228,518,"1,268",909,"1,575","3,803",754,469,"2,842","1,082",803,"2,263",818,743,"2,642","2,942"
2020년08월_여_60~69세,"22,395","1,200",835,409,987,293,269,675,469,481,280,468,"1,040",720,"1,166","2,233",712,506,"1,867",864,683,"1,683",780,521,"1,673","1,581"
2020년08월_여_70~79세,"12,108",796,461,252,399,203,191,367,241,304,216,285,619,434,610,"1,232",418,319,752,506,421,907,508,268,689,710
2020년08월_여_80~89세,"7,726",507,341,263,283,174,124,277,180,207,175,187,379,239,453,680,241,187,467,269,232,564,336,186,374,401
2020년08월_여_90~99세,"1,373",81,66,35,54,29,32,39,35,34,38,20,67,44,78,104,50,40,92,52,26,86,57,48,91,75
2020년08월_여_100세 이상,82,5,2,0,5,2,2,1,1,0,5,2,5,2,1,5,5,3,6,3,4,2,6,5,5,5
