카테고리,경기도,경기도 수원시,경기도 수원시 장안구,경기도 수원시 권선구,경기도 수원시 팔달구,경기도 수원시 영통구,경기도 성남시,경기도 성남시 수정구,경기도 성남시 중원구,경기도 성남시 분당구,경기도 의정부시,경기도 안양시,경기도 안양시 만안구,경기도 안양시 동안구,경기도 부천시,경기도 광명시,경기도 평택시,경기도 동두천시,경기도 안산시,경기도 안산시 상록구,경기도 안산시 단원구,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 일산동구,경기도 고양시 일산서구,경기도 과천시,경기도 구리시,경기도 남양주시,경기도 오산시,경기도 시흥시,경기도 군포시,경기도 의왕시,경기도 하남시,경기도 용인시,경기도 용인시 처인구,경기도 용인시 기흥구,경기도 용인시 수지구,경기도 파주시,경기도 이천시,경기도 안성시,경기도 김포시,경기도 화성시,경기도 광주시,경기도 양주시,경기도 포천시,경기도 여주시,경기도 연천군,경기도 가평군,경기도 양평군
2021년02월_계_총인구수,"13,471,758","1,186,273","272,823","368,157","177,307","367,986","938,819","241,217","216,128","481,474","462,619","550,939","238,131","312,808","816,087","296,785","544,085","94,318","655,700","352,962","302,738","1,082,420","479,395","300,850","302,175","67,279","196,685","718,434","230,522","507,681","272,533","163,208","298,005","1,075,918","258,065","440,649","377,204","467,954","218,793","187,488","479,290","859,329","382,835","233,072","147,480","112,129","43,368","62,339","119,371"
2021년02월_계_연령구간인구수,"13,471,758","1,186,273","272,823","368,157","177,307","367,986","938,819","241,217","216,128","481,474","462,619","550,939","238,131","312,808","816,087","296,785","544,085","94,318","655,700","352,962","302,738","1,082,420","479,395","300,850","302,175","67,279","196,685","718,434","230,522","507,681","272,533","163,208","298,005","1,075,918","258,065","440,649","377,204","467,954","218,793","187,488","479,290","859,329","382,835","233,072","147,480","112,129","43,368","62,339","119,371"
2021년02월_계_0~9세,"1,137,876","95,749","17,934","32,052","9,667","36,096","67,946","15,568","13,107","39,271","34,113","39,128","15,168","23,960","56,057","22,786","49,434","6,182","44,039","23,441","20,598","81,729","38,506","20,836","22,387","5,811","14,918","64,909","23,409","49,158","20,195","12,943","30,340","99,798","21,005","42,091","36,702","43,979","18,612","13,872","55,509","103,355","34,737","20,200","8,421","7,327","2,679","3,298","7,243"
2021년02월_계_10~19세,"1,326,417","117,740","28,366","33,260","13,959","42,155","87,251","17,402","16,427","53,422","42,272","52,215","18,634","33,581","69,762","30,285","53,665","8,534","63,492","34,081","29,411","104,562","41,399","29,528","33,635","6,691","17,952","77,651","24,925","50,504","26,290","14,477","25,752","120,875","24,635","50,693","45,547","49,265","21,894","17,885","48,327","97,247","33,575","24,332","12,063","9,511","3,157","4,541","9,725"
2021년02월_계_20~29세,"1,809,124","186,260","43,782","54,212","29,399","58,867","131,574","35,099","31,126","65,349","64,815","77,167","34,108","43,059","116,672","37,829","74,400","11,272","106,565","58,358","48,207","150,484","62,774","44,948","42,762","9,055","27,129","85,255","31,492","70,032","37,985","23,300","36,982","137,900","34,453","56,956","46,491","57,011","30,282","22,661","52,542","105,426","45,160","27,584","17,934","12,223","5,321","6,234","10,578"
2021년02월_계_30~39세,"1,904,371","177,803","32,450","57,652","25,211","62,490","136,321","35,800","31,116","69,405","59,849","76,765","32,632","44,133","114,825","40,640","81,889","10,103","85,640","44,342","41,298","143,359","68,373","38,672","36,314","9,413","26,044","89,494","38,663","78,618","37,853","22,709","50,510","144,241","33,939","58,769","51,533","66,792","30,475","22,946","76,765","150,264","57,249","28,411","14,566","11,454","4,225","5,674","10,811"
2021년02월_계_40~49세,"2,304,741","202,518","44,986","61,652","27,636","68,244","156,564","37,481","32,848","86,235","74,735","87,725","34,868","52,857","128,633","51,148","94,829","14,269","107,852","57,885","49,967","182,012","78,942","51,193","51,877","10,228","32,582","131,180","43,589","91,918","44,062","24,469","52,624","199,996","43,621","83,696","72,679","81,111","34,767","30,275","89,778","165,462","67,085","39,870","20,290","15,999","4,932","7,893","16,346"
2021년02월_계_50~59세,"2,244,792","196,855","49,183","62,085","30,670","54,917","155,843","41,092","38,085","76,666","80,621","97,391","43,134","54,257","147,142","49,548","87,962","16,518","127,981","69,309","58,672","195,429","83,182","56,114","56,133","11,707","35,698","118,134","33,536","88,422","48,049","29,336","42,565","166,394","43,449","67,233","55,712","73,693","35,336","31,530","67,587","116,634","63,865","38,525","29,143","20,159","7,068","11,305","20,816"
2021년02월_계_60~69세,"1,562,484","122,853","31,294","40,818","22,939","27,802","115,128","33,912","31,152","50,064","58,291","72,021","34,932","37,089","112,543","37,904","56,548","13,446","73,297","38,968","34,329","123,886","58,058","33,519","32,309","8,055","24,888","84,710","20,404","48,753","33,990","21,770","35,790","107,954","32,033","41,696","34,225","50,457","26,423","25,815","50,461","71,632","49,091","29,377","24,967","18,897","7,650","12,255","23,228"
2021년02월_계_70~79세,"770,026","56,741","15,809","17,509","11,983","11,440","58,252","17,248","15,402","25,602","31,406","31,858","16,520","15,338","46,919","17,869","28,724","8,790","29,911","16,861","13,050","62,126","30,548","15,657","15,921","3,883","11,759","45,143","9,867","19,708","15,172","9,155","16,459","65,935","16,140","26,386","23,409","28,866","13,123","13,743","25,968","32,333","22,224","16,347","12,449","10,268","5,034","6,841","13,153"
