카테고리,서울특별시 노원구,서울특별시 노원구 월계1동,서울특별시 노원구 월계2동,서울특별시 노원구 월계3동,서울특별시 노원구 공릉1동,서울특별시 노원구 공릉2동,서울특별시 노원구 하계1동,서울특별시 노원구 하계2동,서울특별시 노원구 중계본동,서울특별시 노원구 중계1동,서울특별시 노원구 중계4동,서울특별시 노원구 중계2.3동,서울특별시 노원구 상계1동,서울특별시 노원구 상계2동,서울특별시 노원구 상계3.4동,서울특별시 노원구 상계5동,서울특별시 노원구 상계6.7동,서울특별시 노원구 상계8동,서울특별시 노원구 상계9동,서울특별시 노원구 상계10동
2021년01월_남_30~39세,"32,074","1,460","1,615","2,304","2,719","2,579","1,380","1,199",890,853,"1,018","2,062","2,445","1,220","1,568","1,370","2,290","2,315","1,413","1,374"
2021년01월_남_40~49세,"40,871","1,772","2,178","2,348","2,769","3,090","1,864","1,897","2,208","2,882","1,632","2,861","2,737","1,491","2,009","1,822","2,530","1,936","1,568","1,277"
2021년01월_남_50~59세,"42,564","1,781","2,209","2,231","2,800","3,005","2,403","1,880","2,371","2,390","1,808","2,669","3,288","1,982","2,416","2,190","2,587","1,440","1,675","1,439"
2021년01월_남_60~69세,"31,757","1,478","1,983","2,051","2,516","2,151","1,645","1,186","1,187","1,012","1,245","2,121","2,866","1,421","2,080","1,741","1,782",972,"1,261","1,059"
2021년01월_남_70~79세,"16,272",903,"1,124","1,167","1,252","1,044",708,576,466,411,756,"1,221","1,344",683,"1,235",993,853,507,602,427
2021년01월_남_80~89세,"5,816",316,325,408,402,361,270,221,204,151,268,489,488,222,479,341,329,174,210,158
2021년01월_남_90~99세,649,32,42,35,47,44,42,22,22,21,29,54,52,21,32,42,44,23,24,21
2021년01월_남_100세 이상,86,4,1,2,3,6,2,1,3,4,0,3,33,6,9,5,1,0,1,2
2021년01월_여_총인구수,"270,089","10,808","14,154","15,903","19,264","20,303","14,165","11,837","12,636","14,089","10,666","19,062","20,036","10,378","13,573","12,641","17,892","11,883","11,016","9,783"
2021년01월_여_연령구간인구수,"270,089","10,808","14,154","15,903","19,264","20,303","14,165","11,837","12,636","14,089","10,666","19,062","20,036","10,378","13,573","12,641","17,892","11,883","11,016","9,783"
2021년01월_여_0~9세,"15,975",588,865,"1,086","1,031","1,379",553,710,702,922,588,"1,037","1,123",500,693,540,"1,191","1,195",662,610
2021년01월_여_10~19세,"25,443",781,"1,025","1,033","1,299","2,141","1,377","1,371","2,247","2,719","1,017","1,644","1,624",906,967,"1,001","1,455","1,013","1,020",803
2021년01월_여_20~29세,"35,483","1,626","1,512","1,793","3,397","3,379","2,141","1,514","1,519","1,437","1,244","2,114","2,577","1,652","1,496","1,632","2,400","1,356","1,312","1,382"
2021년01월_여_30~39세,"32,383","1,210","1,584","2,275","2,635","2,612","1,375","1,344","1,006","1,146",975,"2,199","2,449","1,113","1,389","1,249","2,596","2,426","1,379","1,421"
2021년01월_여_40~49세,"44,970","1,653","2,123","2,317","2,654","3,440","2,328","2,170","2,844","3,712","1,884","3,008","2,973","1,594","1,976","1,888","2,981","1,945","1,887","1,593"
2021년01월_여_50~59세,"45,163","1,756","2,397","2,546","3,024","3,090","2,556","2,031","2,199","2,093","1,792","2,987","3,693","1,968","2,354","2,330","3,085","1,593","1,928","1,741"
2021년01월_여_60~69세,"36,495","1,615","2,427","2,566","2,922","2,360","1,939","1,352","1,077","1,070","1,407","2,719","3,064","1,456","2,283","1,951","2,217","1,278","1,512","1,280"
2021년01월_여_70~79세,"21,335","1,069","1,386","1,441","1,522","1,186","1,122",797,624,587,"1,156","2,122","1,597",749,"1,541","1,309","1,134",659,783,551
2021년01월_여_80~89세,"10,747",412,695,713,644,610,678,470,350,344,498,"1,058",753,358,746,607,674,350,441,346
2021년01월_여_90~99세,"1,892",84,127,120,122,98,89,75,57,49,93,162,166,74,104,112,153,64,89,54
2021년01월_여_100세 이상,203,14,13,13,14,8,7,3,11,10,12,12,17,8,24,22,6,4,3,2
